"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","LTi cells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"AC144831.1",2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"AC139099.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AP005530.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0
"USP14",101,66,6,13,14,3,7,4,39,12,2,7,0,2,15,34,24,19,2,6,21,0,5,0,1,8,3,4,53,11,15,41,56,74,9
"THOC1",37,17,3,6,6,1,2,0,5,6,1,0,0,2,1,14,15,9,0,2,12,2,1,0,1,1,1,1,12,6,3,21,27,23,1
"RP11-705O1.8",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"RP11-720L2.4",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COLEC12",58,25,0,2,0,0,0,0,92,0,0,0,0,8,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,0,2,3,1,7,3
"CLUL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"RP11-806L2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"TYMS",111,18,2,21,3,0,0,0,9,2,2,1,0,2,0,3,2,5,0,0,2,0,13,0,0,5,8,0,210,124,142,1,75,28,4
"ENOSF1",47,27,3,3,1,0,1,0,11,5,1,0,0,7,3,2,19,5,1,0,14,0,2,2,0,4,2,1,4,6,3,18,65,20,1
"YES1",7,25,0,0,2,0,0,0,12,0,0,1,0,2,5,0,1,2,2,0,0,0,1,0,0,0,1,0,0,0,1,1,47,98,1
"RP11-769O8.1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-672L10.6",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1
"ADCYAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-689C9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LINC00470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"METTL4",18,8,5,2,7,0,1,0,9,2,0,0,0,2,1,18,13,9,1,3,15,0,2,1,2,2,1,1,6,5,9,15,13,29,0
"NDC80",12,1,3,3,6,0,2,0,10,1,0,0,0,0,1,4,8,5,0,0,7,0,0,0,0,3,0,0,32,13,45,9,18,3,0
"SMCHD1",69,35,34,18,26,7,10,3,34,17,6,1,0,5,2,112,97,66,3,29,92,2,2,2,3,8,3,8,51,12,21,125,34,69,6
"RP11-703M24.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"EMILIN2",130,8,1,11,1,1,0,0,12,2,0,1,0,0,3,1,2,3,0,1,1,0,0,0,3,4,0,10,1,1,2,5,13,2,1
"LPIN2",86,34,15,4,24,2,8,1,26,15,4,3,0,1,0,13,60,35,2,3,48,6,6,3,0,8,1,4,5,5,17,69,43,18,3
"RP11-737O24.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-737O24.1",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"MYOM1",1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,4,0,0,1,0,1,0,2,2,9
"RP13-270P17.3",15,5,0,0,4,1,0,0,3,1,0,0,0,0,1,6,0,3,0,0,3,0,0,0,1,1,0,0,2,0,0,7,4,2,0
"MYL12A",2033,1059,280,254,395,67,107,16,416,151,69,65,24,87,109,728,748,539,9,136,666,39,87,48,104,307,26,64,476,189,488,949,1033,1557,127
"RP13-270P17.1",0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"MYL12B",1128,1034,157,138,216,40,71,24,610,132,33,24,11,82,75,359,421,342,23,67,345,23,55,24,28,195,19,54,258,125,299,565,1324,1545,101
"TGIF1",126,165,19,10,10,3,4,3,58,30,3,1,0,3,2,53,31,28,2,7,28,1,6,3,3,15,0,5,5,4,11,47,133,52,6
"GAPLINC",61,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0
"DLGAP1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
"DLGAP1-AS1",24,26,22,2,14,4,9,1,21,25,2,1,1,3,2,16,38,31,7,4,28,0,3,3,0,5,0,2,3,4,3,82,59,25,8
"DLGAP1-AS2",2,4,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,2,0,0,0,0,0,0,0,1,0,1,1,12,5,0
"RP11-874J12.4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"RP11-835E18.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00526",5,7,0,0,0,0,0,0,3,0,0,0,0,1,3,1,1,3,0,0,5,0,0,0,0,2,0,0,1,0,0,6,8,2,0
"LINC00667",54,51,5,4,8,0,6,2,30,6,0,2,0,1,3,19,21,15,2,6,19,1,2,0,1,13,0,1,15,4,6,32,28,27,10
"ZBTB14",17,10,4,3,2,0,3,1,11,1,0,0,0,0,1,5,6,6,1,5,4,1,0,0,1,1,0,1,10,2,0,5,9,20,2
"EPB41L3",114,4,0,7,0,0,0,1,18,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,53,0
"TMEM200C",0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"L3MBTL4",7,3,1,1,0,0,0,1,1,0,0,0,0,3,0,2,1,0,0,3,0,0,1,0,0,5,0,2,0,1,0,0,0,0,3
"L3MBTL4-AS1",30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-91I8.3",0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGAP28",0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"LINC00668",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,1
"LAMA1",0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"PTPRM",12,29,0,0,0,0,0,1,9,3,0,0,0,3,0,2,4,0,0,0,2,0,0,0,0,0,0,1,0,2,0,3,2,244,2
"RAB12",11,1,1,2,2,0,0,0,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,21,1
"MTCL1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0
"NDUFV2",525,228,37,61,57,19,10,6,97,50,3,7,1,10,22,92,99,80,11,25,67,3,13,9,21,54,16,11,174,74,75,227,310,211,52
"RP11-143J12.3",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NDUFV2-AS1",10,5,4,0,1,1,1,0,1,1,0,0,0,0,0,6,13,3,0,0,8,0,1,0,0,0,0,0,1,1,3,13,2,6,2
"ANKRD12",247,115,54,28,63,18,20,5,99,82,6,8,2,4,10,227,232,134,7,45,217,13,16,9,14,34,11,11,49,12,54,309,77,180,26
"TWSG1",32,117,0,2,2,0,0,0,41,1,0,1,0,3,4,1,0,1,3,1,1,1,1,0,1,14,1,0,3,1,2,2,4,48,19
"RP11-61L19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RALBP1",155,98,13,26,14,5,7,6,74,22,1,2,2,14,4,43,26,21,8,9,33,0,10,3,5,29,4,2,44,14,23,54,122,181,35
"PPP4R1",43,32,1,3,3,1,0,1,5,6,2,1,1,2,0,10,9,3,0,0,6,0,1,0,0,7,0,2,5,2,2,10,17,52,5
"PPP4R1-AS1",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"RAB31",470,374,0,68,0,0,0,2,68,1,0,0,0,13,1,42,0,1,3,4,2,0,0,0,2,33,0,21,1,0,0,3,1,84,26
"RP11-474N24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"VAPA",420,297,37,52,48,6,19,15,132,48,6,8,4,18,51,118,101,74,8,24,77,9,12,7,8,64,4,21,104,35,45,163,245,328,59
"RP11-419J16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0
"LINC01254",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APCDD1",1,33,0,0,0,0,1,1,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,8,27,6
"NAPG",48,33,2,8,4,1,1,0,20,1,1,0,0,1,7,22,8,10,1,8,10,0,3,0,1,3,0,2,12,4,7,23,29,46,6
"RP11-856M7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0
"PIEZO2",0,34,0,0,0,0,0,0,15,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,9,0
"GNAL",3,20,0,0,0,0,1,0,4,2,0,0,0,1,0,1,0,0,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,5,0
"CHMP1B",290,128,15,42,16,5,3,3,40,14,3,4,2,3,6,95,67,29,3,32,59,5,9,5,7,19,2,13,46,6,19,76,71,121,18
"RP11-78A19.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPPE1",56,36,3,11,11,1,5,1,19,13,1,1,0,2,1,12,13,10,0,2,10,0,2,0,4,4,1,2,9,10,6,38,23,41,6
"RP11-820I16.4",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0
"IMPA2",30,21,1,21,0,0,0,0,3,1,0,0,0,1,0,4,0,0,0,0,0,0,2,0,1,4,1,1,6,2,1,2,54,5,3
"ANKRD62",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-64C12.8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TUBB6",151,179,0,17,1,0,0,2,106,3,0,0,0,22,4,2,2,0,15,0,0,0,0,0,3,45,0,2,2,0,3,3,13,263,31
"AFG3L2",88,31,9,10,10,0,7,2,19,5,5,0,4,4,7,26,16,9,2,2,16,1,3,0,1,7,1,5,24,9,12,27,76,45,3
"PRELID3A",1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,0
"RP11-861E21.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SPIRE1",23,3,0,1,0,0,0,1,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13,3
"PSMG2",292,181,19,45,36,9,11,6,102,32,2,4,1,7,17,85,69,39,6,28,65,2,7,3,8,37,6,11,102,40,56,131,200,174,29
"CEP76",10,4,2,0,0,1,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,1,6,2,5,3,9,7,1
"RP11-973H7.4",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0
"RP11-973H7.1",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTPN2",118,62,19,42,11,2,12,0,22,28,5,4,3,2,5,66,51,28,2,18,45,1,6,1,5,5,6,6,40,14,16,87,50,36,6
"SEH1L",55,21,3,4,4,0,2,1,10,3,1,1,0,1,4,9,2,6,0,0,4,0,2,0,0,5,0,7,23,12,1,12,46,24,5
"RP11-773H22.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CEP192",6,4,2,1,3,0,0,0,4,2,0,0,0,0,1,7,3,5,0,1,5,0,1,0,0,1,0,0,11,0,1,8,11,12,1
"RP11-794M8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LDLRAD4",53,46,11,14,29,1,5,0,17,10,1,2,0,0,23,26,31,38,1,9,17,1,22,2,16,2,1,8,4,8,20,91,17,27,4
"RP11-53B2.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-53B2.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"FAM210A",26,19,3,6,3,1,3,0,13,4,2,0,0,1,2,12,8,7,1,2,2,1,3,1,0,7,0,1,13,4,9,8,33,27,0
"RNMT",118,60,18,14,17,5,6,4,41,20,2,1,2,2,4,66,43,33,4,11,47,4,3,2,5,9,5,7,26,12,19,58,65,75,10
"ZNF519",3,6,1,0,1,0,0,0,12,2,0,0,0,1,1,6,2,3,0,1,4,0,0,0,0,2,0,0,6,1,1,2,2,8,0
"CYP4F35P",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"ANKRD30B",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
"RP11-1157N2--B.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROCK1",210,129,28,39,44,5,11,1,64,28,7,5,1,12,8,91,76,67,6,31,70,2,15,6,6,58,2,10,74,31,40,146,75,136,53
"GREB1L",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ESCO1",22,18,11,2,12,2,0,0,6,6,2,1,1,4,4,23,13,7,1,3,10,1,1,0,1,3,2,0,11,1,7,35,32,20,2
"SNRPD1",360,187,20,60,66,10,10,6,71,32,11,2,2,11,33,128,83,74,11,37,60,3,18,2,15,41,12,19,388,115,97,172,866,289,38
"ABHD3",88,23,21,8,10,4,4,0,8,10,3,1,0,0,3,15,29,25,0,6,22,3,3,4,0,6,5,3,32,7,21,54,70,20,1
"MIB1",19,50,6,2,1,1,0,0,18,4,0,2,0,2,1,2,5,4,1,2,3,1,3,0,0,7,0,1,7,1,3,18,16,57,9
"MIR133A1HG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-595B24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"GATA6-AS1",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,4,0
"GATA6",2,3,0,0,0,0,0,0,14,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,52,12,0
"RP11-627G18.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"CTAGE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-739L10.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-370A5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"RBBP8",17,6,0,5,1,0,1,0,11,3,0,0,0,0,2,9,1,3,2,2,0,0,0,0,2,1,1,1,17,14,10,8,41,21,0
"CABLES1",6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,6,7,0
"TMEM241",5,4,1,0,0,1,0,0,7,0,0,0,0,1,1,2,0,1,1,1,1,1,0,0,0,5,1,0,1,0,1,1,9,5,0
"RP11-17J14.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"RIOK3",80,45,4,7,7,3,5,0,27,10,1,1,0,2,2,24,26,19,1,11,20,2,1,0,2,7,0,7,26,4,10,39,152,54,10
"C18orf8",36,19,3,5,10,0,0,0,7,3,1,0,1,0,3,20,11,12,0,5,9,0,0,0,3,6,0,0,18,3,3,14,25,25,1
"NPC1",81,11,5,2,1,0,0,0,9,4,0,2,0,0,1,2,5,6,1,1,1,0,3,0,6,2,0,1,0,4,1,13,18,28,1
"ANKRD29",17,1,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,11,0,0,0,0,0,0,15,70,9
"LAMA3",2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,69,14,1
"RP11-403A21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTC39C",22,20,22,13,27,3,9,4,16,18,4,2,2,0,2,18,79,49,0,5,67,3,9,3,1,2,1,4,11,20,38,108,19,8,0
"TTC39C-AS1",2,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,45,3,0,0,16,1,0,0,0,0,0,0,0,0,2,6,0,1,0
"CABYR",0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RP11-799B12.4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OSBPL1A",77,41,0,5,0,0,0,3,58,0,0,1,0,0,1,1,2,0,2,0,1,1,0,0,1,14,0,2,0,0,0,1,46,45,19
"RP11-621L6.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMPACT",68,24,1,7,0,1,0,0,13,3,1,1,1,2,5,9,4,4,1,0,6,0,0,1,2,5,0,3,12,2,2,27,98,37,8
"HRH4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"RP11-178F10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-449D8.1",1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ZNF521",2,30,0,0,0,0,0,1,15,0,0,0,0,12,3,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,12,76,1
"SS18",48,45,8,6,20,1,6,3,34,14,1,2,1,0,11,43,24,17,1,15,31,3,4,0,1,12,1,2,47,5,19,37,22,54,14
"PSMA8",0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0
"TAF4B",6,2,0,1,0,0,1,0,3,1,1,0,0,0,1,20,6,2,0,3,7,0,0,0,0,1,0,0,3,0,1,5,4,3,1
"KCTD1",3,5,0,0,0,0,0,4,14,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,9,8,4
"PCAT18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"CHST9",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH2",1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DSC2",101,3,0,10,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,66,1,0
"DSCAS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DSC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DSG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"DSG3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0
"DSG2",3,8,0,0,0,0,1,0,7,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,5,262,8,0
"TTR",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B4GALT6",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,5,0
"RP11-549B18.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"TRAPPC8",22,13,1,3,1,0,2,0,8,0,0,2,1,3,1,14,13,8,1,2,4,1,0,1,1,1,0,2,6,4,4,12,12,28,1
"RP11-326K13.4",3,1,1,0,1,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,1,0,0,0,3,0,1,6,1,3,0
"RNF125",40,0,9,5,11,1,5,1,2,9,0,1,1,0,0,0,32,20,0,2,20,0,3,2,2,1,1,1,0,3,5,37,2,74,0
"RP11-53I6.3",1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1
"RNF138",40,12,6,12,9,4,4,0,5,4,0,1,2,1,3,32,18,12,0,7,24,2,0,0,0,3,4,3,19,13,11,35,21,30,4
"RP11-53I6.4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAREM1",2,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
"MEP1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC021224.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"KLHL14",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0
"AC012123.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0
"CCDC178",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"ASXL3",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"NOL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTNA",11,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,6,2,15
"MAPRE2",67,29,8,8,11,2,4,2,11,7,3,0,0,3,1,21,18,14,0,11,8,0,5,0,2,30,1,7,32,4,13,23,10,53,34
"RP11-294N21.3",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF397",24,31,2,6,7,0,2,0,27,3,0,1,2,3,4,35,13,6,1,6,12,2,3,0,0,14,2,0,10,1,2,24,24,30,3
"ZSCAN30",6,2,0,1,1,0,0,0,3,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,2,3,1,5,11,12,2
"RP11-158H5.8",0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,4,0,0
"RP11-158H5.7",4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0
"ZNF24",88,55,12,14,8,3,1,2,47,8,6,1,2,2,2,46,29,22,2,12,26,0,5,3,4,6,1,3,18,4,11,53,45,70,6
