"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"CTC-250I14.6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CACNA1A",0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,4
"CCDC130",0,5,0,2,1,1,10,3,3,13,11,13,0,14,1,1,5,4,0,0,1,2,0,8
"MRI1",0,3,1,0,0,1,3,3,0,7,6,8,1,6,3,0,0,2,3,1,0,0,1,3
"CTB-5E10.3",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf53",10,24,7,11,10,19,196,38,19,164,134,134,10,76,61,10,45,26,5,21,18,22,24,98
"ZSWIM4",0,3,0,0,0,0,22,2,4,4,11,6,1,4,0,2,3,1,0,5,1,0,1,7
"CTD-3252C9.4",0,17,0,2,3,12,74,20,16,112,64,62,5,35,26,23,32,2,0,20,3,1,10,17
"NANOS3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"C19orf57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CC2D1A",2,3,0,0,1,4,16,5,0,8,6,6,0,3,2,1,2,1,1,0,0,2,1,9
"PODNL1",0,0,0,0,0,0,7,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"DCAF15",0,0,0,0,0,3,9,2,1,13,6,1,1,7,1,0,2,3,0,0,1,0,1,4
"RFX1",1,10,0,1,0,1,14,2,2,42,21,26,5,26,6,3,5,2,1,1,1,4,3,8
"CTB-55O6.13",0,0,1,1,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"CTB-55O6.4",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"IL27RA",0,10,0,2,3,0,3,4,2,52,80,58,0,26,15,4,27,0,0,6,4,1,12,21
"CTB-55O6.8",0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,2,4,0,0,0,0,1,3
"SAMD1",0,1,0,0,0,1,5,0,0,4,1,1,0,3,0,0,0,2,1,1,0,0,0,8
"PRKACA",0,0,3,0,1,1,9,0,1,4,4,6,2,5,0,0,3,3,2,1,2,3,3,19
"CTB-55O6.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASF1B",0,0,0,0,0,0,0,0,0,6,1,4,0,3,0,0,0,2,0,0,0,4,0,0
"CTB-55O6.12",0,0,0,0,0,0,3,1,0,3,1,2,0,1,0,0,1,0,0,0,2,0,0,4
"ADGRL1",0,0,0,0,0,0,5,0,2,0,1,3,1,0,0,1,1,0,1,0,0,0,0,4
"CTC-548K16.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTC-548K16.1",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRE5",1,61,8,9,11,3,14,38,16,216,210,206,0,54,30,25,60,8,1,12,10,0,15,4
"CTC-548K16.5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"DDX39A",5,3,3,0,1,2,34,10,10,51,22,27,1,60,5,2,10,7,1,5,6,24,4,27
"PKN1",2,6,2,2,1,6,15,6,2,16,30,27,0,15,4,4,7,0,1,1,7,7,7,27
"PTGER1",0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
"GIPC1",0,5,2,0,1,6,28,3,0,7,18,17,5,1,1,2,3,27,1,0,0,2,5,8
"DNAJB1",9,78,7,16,12,156,993,23,26,119,231,190,33,126,55,17,41,49,30,50,9,16,30,331
"TECR",3,19,1,5,3,14,84,6,1,31,70,55,3,13,18,2,22,11,4,10,3,7,13,36
"NDUFB7",10,24,14,2,5,30,207,16,15,68,74,78,21,42,15,4,16,51,9,23,20,14,12,78
"CLEC17A",0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,1,0,3,0,0
"ADGRE3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ZNF333",0,2,1,0,0,1,8,0,1,2,2,0,0,5,0,0,0,0,0,0,0,0,1,1
"ADGRE2",1,0,4,0,0,0,7,0,10,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0
"SYDE1",0,0,0,0,0,0,32,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,3
"ILVBL",0,1,2,0,0,3,32,2,2,8,6,7,3,8,3,1,2,6,0,1,2,1,1,21
"NOTCH3",0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,30
"AC004257.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EPHX3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRD4",2,13,3,2,2,3,51,13,4,78,43,48,2,53,16,4,18,8,3,5,5,21,7,69
"LLNLR-246C6.1",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AKAP8",1,6,0,0,1,0,17,6,1,23,16,18,2,34,3,3,8,6,2,1,0,2,3,19
"AKAP8L",1,4,0,2,2,2,19,14,4,20,14,12,1,14,3,3,3,3,3,3,1,7,2,13
"WIZ",1,1,0,0,0,0,11,0,0,5,1,2,0,2,0,0,1,0,1,1,0,0,0,12
"RASAL3",2,15,0,1,3,0,0,9,1,26,43,49,0,18,7,4,15,0,0,3,2,2,7,10
"PGLYRP2",0,3,0,0,1,0,1,2,1,1,14,18,0,0,1,0,4,0,0,1,1,0,0,0
"CYP4F22",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
"CYP4F8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CYP4F12",0,0,0,0,0,0,5,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,4
"AC004791.2",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPM4",15,22,20,3,5,11,372,12,25,120,108,85,13,55,18,6,25,29,19,31,23,30,8,225
"RAB8A",2,8,5,3,2,1,29,9,5,57,26,35,0,62,5,5,12,5,2,9,4,15,8,18
"CTD-2231E14.8",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSH2D",0,3,1,1,0,0,0,6,0,55,5,15,0,21,2,4,10,1,0,10,2,14,1,5
"FAM32A",4,9,2,5,3,5,53,17,5,57,35,39,4,71,10,2,12,11,2,3,3,10,11,26
"CTD-2562J15.4",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"AP1M1",0,1,0,2,1,2,25,1,3,13,9,10,0,14,2,1,5,1,0,1,0,1,2,9
"CTD-2562J15.6",1,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,1,0,0,0,2
"KLF2",3,39,3,8,14,13,209,14,6,603,84,44,6,374,43,12,32,13,2,88,8,4,9,216
"CTD-2013N17.7",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"EPS15L1",0,2,3,0,1,1,10,5,0,17,8,16,1,11,1,3,3,2,1,0,2,10,0,9
"C19orf44",0,0,0,0,0,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"CHERP",1,7,0,2,1,1,19,7,3,57,28,24,1,37,5,4,16,4,1,3,1,8,3,19
"CTD-3222D19.12",0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"SLC35E1",1,4,1,4,2,0,15,5,1,29,25,22,1,15,2,2,8,2,0,0,0,9,1,17
"CTD-3222D19.8",0,0,0,0,0,0,1,0,1,1,1,2,0,2,1,0,2,0,0,0,0,0,0,0
"MED26",1,3,0,0,0,2,13,4,2,17,10,8,0,13,0,3,4,1,0,0,0,2,0,8
"SMIM7",6,5,4,0,2,11,88,7,3,37,29,28,4,43,6,3,9,8,2,3,4,11,5,32
"TMEM38A",0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"SIN3B",0,1,0,0,0,0,5,0,0,10,1,9,0,5,0,0,1,0,1,1,0,3,0,11
"F2RL3",0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,186
"CPAMD8",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HAUS8",0,0,1,0,0,0,5,0,1,12,1,4,0,1,2,0,1,0,0,0,1,1,0,0
"MYO9B",5,6,2,2,1,4,18,11,21,50,14,48,0,21,4,3,11,4,2,5,11,4,7,18
"USE1",0,9,0,1,4,5,37,9,5,43,34,29,3,42,8,2,9,2,3,5,2,8,8,18
"OCEL1",0,3,0,2,1,0,15,1,0,7,7,2,1,7,3,1,2,3,0,1,2,2,3,6
"NR2F6",0,0,0,0,0,2,15,1,1,1,1,0,0,1,0,0,1,16,0,0,0,0,0,7
"USHBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"BABAM1",5,6,5,1,2,4,51,8,2,39,35,42,2,31,6,5,6,5,3,3,2,9,3,28
"ABHD8",0,0,1,0,0,2,10,0,1,2,1,2,0,3,0,1,0,0,1,0,4,1,2,4
"MRPL34",3,8,3,0,1,1,48,4,0,14,16,15,2,7,6,0,8,5,2,4,0,2,5,18
"DDA1",1,7,2,1,0,1,20,5,0,38,30,29,0,35,3,0,10,9,2,0,2,5,2,17
"ANO8",0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
"GTPBP3",0,2,0,0,1,1,4,0,0,10,2,3,0,3,3,1,2,2,1,0,0,0,0,4
"PLVAP",0,2,1,0,0,1,5,0,0,10,4,2,0,4,1,0,0,1,0,0,2,1,1,1403
"CTD-2521M24.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BST2",18,9,4,0,3,16,262,11,31,50,56,47,12,36,11,4,15,0,15,13,23,11,14,350
"BISPR",0,1,0,1,1,0,4,0,1,4,1,6,0,2,0,0,1,0,0,1,0,1,0,3
"MVB12A",1,0,2,0,0,6,43,1,4,8,7,7,5,8,4,1,0,3,2,1,0,3,3,25
"SLC27A1",2,0,1,0,0,2,12,0,1,0,1,3,0,2,1,0,1,0,0,0,0,0,0,2
"CTD-3131K8.2",0,2,0,0,0,1,2,0,0,4,1,1,0,2,0,0,2,0,0,0,0,1,2,2
"PGLS",8,12,12,3,0,10,118,10,4,66,41,28,2,36,11,1,7,13,2,4,20,19,10,37
"FAM129C",0,0,0,0,0,0,1,0,0,23,0,0,0,66,0,1,0,0,0,0,0,9,0,0
"COLGALT1",4,0,3,0,0,0,25,4,0,8,1,2,3,8,1,0,4,1,0,0,1,0,0,13
"UNC13A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"MAP1S",0,0,0,0,0,0,8,2,0,8,3,5,0,9,2,0,1,4,0,1,1,1,0,12
"FCHO1",0,1,0,0,0,0,0,1,1,6,0,4,0,11,0,0,2,0,0,0,1,3,1,3
"B3GNT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
"INSL3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"JAK3",0,6,0,2,2,0,2,3,0,13,22,22,0,20,5,0,4,0,0,0,3,3,4,9
"RPL18A",84,718,201,107,133,90,2626,597,255,5604,3048,2325,93,5387,1119,152,810,514,58,420,353,851,570,1155
"SLC5A5",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC124",1,3,2,2,4,6,43,2,3,19,18,12,3,13,10,0,7,6,4,2,2,6,4,32
"KCNN1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ARRDC2",1,4,0,1,1,1,10,5,2,98,31,10,1,155,17,1,6,3,0,0,2,3,5,16
"IL12RB1",0,11,3,0,1,0,0,5,0,11,56,24,0,11,3,0,8,0,0,5,1,5,5,0
"MAST3",1,1,0,0,0,0,1,1,0,18,11,5,0,15,1,1,1,0,1,2,0,1,0,2
"PIK3R2",0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"IFI30",22,0,8,0,0,1,1,0,0,28,0,0,0,7,0,0,1,0,0,5,26,7,0,2
"MPV17L2",0,0,0,0,0,1,11,0,0,6,3,2,0,5,0,0,0,1,0,1,1,0,2,3
"RAB3A",0,1,0,0,0,1,6,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
"AC068499.10",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"PDE4C",0,1,0,0,0,4,44,1,0,0,1,0,0,2,0,0,2,28,2,0,0,1,0,34
"KIAA1683",0,1,0,0,0,6,23,2,2,7,8,8,0,2,2,0,3,1,0,0,0,0,1,22
"JUND",25,108,20,24,19,47,484,112,108,697,364,405,44,655,87,37,141,62,24,68,41,60,47,344
"LSM4",5,19,5,1,0,5,49,12,8,52,54,59,6,55,12,4,14,26,1,6,11,19,10,41
"PGPEP1",0,0,1,0,0,0,15,1,1,3,2,3,2,6,4,0,2,0,0,0,1,0,0,4
"GDF15",1,0,0,0,0,1,303,0,2,7,4,1,1,3,2,0,0,117,0,1,0,2,0,2
"LRRC25",2,0,2,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,5,0,0,0
"SSBP4",0,9,0,2,0,2,45,12,3,23,30,35,2,18,6,3,13,3,1,2,2,9,7,30
"ISYNA1",0,2,0,0,0,2,13,9,3,0,9,6,0,3,0,0,8,0,8,1,0,1,1,15
"ELL",1,3,2,0,0,2,16,4,2,5,8,20,0,11,2,1,6,2,1,2,1,2,2,9
"FKBP8",7,29,5,8,5,19,179,22,17,92,98,123,3,57,13,8,34,11,4,12,18,25,21,74
"KXD1",2,6,0,3,2,2,43,5,1,25,15,12,0,16,6,4,5,2,0,2,5,9,4,21
"AC005253.2",0,1,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"UBA52",96,333,144,83,58,71,1438,359,147,2349,1725,1428,65,1690,528,93,443,198,36,150,234,302,302,624
"CRLF1",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf60",5,24,5,6,4,10,136,22,7,91,105,115,5,60,24,9,38,10,3,10,8,11,17,65
"TMEM59L",0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHL26",0,1,0,0,0,1,6,2,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,2
"CRTC1",1,2,0,0,0,0,7,0,1,4,1,3,0,5,2,0,0,2,0,0,0,2,2,2
"COMP",0,0,0,0,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"UPF1",0,2,0,0,0,0,4,3,1,17,5,2,0,13,4,2,2,2,0,2,1,1,3,9
"CERS1",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COPE",7,28,12,11,1,10,149,22,19,111,104,120,9,65,20,10,38,17,3,33,25,31,21,79
"DDX49",2,4,0,0,0,0,17,6,2,22,6,13,1,14,4,0,7,5,0,2,2,6,1,6
"HOMER3",1,0,1,0,0,3,28,0,3,1,0,0,0,0,0,0,0,0,4,1,0,0,0,6
"SUGP2",0,2,2,2,2,2,24,3,2,3,4,13,5,7,1,2,1,2,2,2,4,7,1,9
"ARMC6",0,0,0,0,1,1,8,1,0,7,2,7,0,5,0,2,4,0,0,2,0,3,0,4
"SLC25A42",0,0,0,0,0,0,6,1,0,4,0,3,0,5,0,3,0,0,1,0,0,1,0,2
"TMEM161A",1,3,1,1,0,3,24,0,0,2,1,11,1,3,1,1,3,1,3,1,1,3,1,9
"BORCS8-MEF2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"MEF2B",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BORCS8",0,4,3,0,0,2,24,1,1,12,17,13,2,13,1,1,7,3,1,4,1,3,4,17
"RFXANK",0,4,1,1,1,3,20,1,6,23,10,14,4,25,9,2,3,5,1,4,3,12,2,16
"NR2C2AP",1,0,0,0,1,0,2,6,0,12,4,9,0,11,1,0,5,0,1,1,1,1,2,3
"SUGP1",0,1,0,1,0,0,4,5,1,5,4,6,0,7,0,0,8,0,1,1,0,1,4,4
"MAU2",0,1,0,0,0,1,12,0,0,13,3,5,0,11,5,0,3,3,2,1,1,1,1,13
"GATAD2A",1,1,4,0,2,2,16,7,0,18,19,17,1,11,0,0,7,9,0,0,2,5,5,16
"TSSK6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"NDUFA13",12,23,11,7,6,22,193,30,8,121,115,102,15,93,26,7,39,16,14,16,21,35,22,72
"YJEFN3",0,0,0,0,0,0,2,0,0,6,2,3,0,2,0,1,0,1,0,1,1,0,0,0
"CILP2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"PBX4",0,6,2,1,1,1,2,0,0,7,33,24,0,1,2,0,5,0,0,1,0,0,3,0
"AC002306.1",0,0,0,0,0,0,0,1,0,1,6,2,0,0,0,0,2,0,0,0,0,0,0,0
"LPAR2",0,4,1,0,0,0,1,10,0,6,28,13,0,5,5,0,5,0,0,2,0,0,2,1
"GMIP",1,1,2,1,0,0,0,1,0,13,3,2,0,9,4,2,1,0,0,0,0,2,3,0
"ATP13A1",3,4,2,0,0,0,10,3,1,14,8,5,1,8,0,1,3,3,1,3,1,2,0,8
"ZNF101",0,1,0,0,0,0,0,2,1,12,7,5,0,4,6,1,0,0,0,0,0,4,1,2
"ZNF14",0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,1,1,0,0,0,3
"CTC-559E9.1",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"ZNF506",0,3,0,1,0,0,12,3,0,20,14,19,0,9,6,1,8,2,1,1,1,2,3,4
"ZNF253",0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"ZNF93",0,1,0,0,0,0,3,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0
"ZNF682",0,0,1,0,0,0,1,0,1,3,0,3,0,2,1,2,0,0,0,0,0,0,2,0
"ZNF90",3,26,5,4,0,3,79,18,5,155,92,70,1,91,28,2,24,7,1,13,11,21,15,34
"CTC-260E6.6",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
"ZNF486",0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1
"ZNF737",0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,1,0,0
"ZNF626",0,1,0,1,0,0,10,1,0,6,4,8,0,12,3,1,1,1,1,0,0,2,1,3
"ZNF66",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"ZNF85",0,0,0,0,0,1,3,1,1,4,2,1,0,3,1,1,3,0,0,0,1,2,0,0
"ZNF430",0,6,0,1,0,1,5,6,2,51,28,30,0,66,7,1,6,2,3,1,4,5,3,11
"ZNF714",0,1,0,1,0,1,2,0,0,6,0,3,0,5,0,1,2,0,0,1,0,1,1,2
"ZNF431",0,4,0,0,0,1,6,3,1,12,7,11,0,17,5,2,2,1,1,0,0,2,1,6
"ZNF708",0,1,0,0,0,0,3,2,0,2,6,3,0,11,2,0,2,0,1,0,0,1,2,0
"ZNF738",0,1,0,0,0,0,2,1,1,6,1,1,0,2,0,0,0,0,0,0,1,1,0,1
"ZNF493",0,3,0,0,0,0,13,3,2,7,12,9,0,4,5,0,7,0,0,1,0,5,2,14
"LINC00664",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF429",0,1,1,0,0,2,6,0,0,3,2,2,0,6,0,0,0,0,0,0,1,0,0,0
"ZNF100",0,0,0,0,0,1,3,0,1,3,1,2,0,5,0,1,1,0,0,0,1,0,0,4
"ZNF43",0,1,1,0,0,2,3,1,2,3,1,2,0,4,1,1,0,1,0,0,0,0,1,5
"ZNF208",0,0,0,0,0,0,19,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6
"ZNF257",0,1,0,0,0,0,5,1,2,2,4,6,0,5,1,0,3,0,0,0,0,4,0,2
"ZNF676",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-157B13.7",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF492",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ZNF724P",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,1
"ZNF91",1,0,1,0,0,3,7,0,2,15,13,8,2,18,5,1,4,4,0,0,0,1,2,5
"LINC01224",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ZNF675",0,0,1,0,0,1,0,0,0,3,9,7,0,9,2,1,1,0,0,0,1,2,3,0
"ZNF681",0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0
"ZNF726",0,1,1,0,0,0,2,0,2,1,0,2,1,2,0,0,0,0,0,1,0,1,0,1
"CTB-92J24.3",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF254",0,1,0,0,1,0,9,1,0,3,0,0,1,4,1,0,2,3,0,0,0,4,1,7
"CTD-2017D11.1",0,1,0,0,0,0,6,1,0,1,0,0,1,2,0,0,1,2,0,0,0,2,1,1
"CTD-2027I19.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00662",0,2,0,0,0,2,14,0,0,18,5,6,2,7,1,0,1,1,0,2,0,1,2,4
"CTC-459F4.1",0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CTC-459F4.3",0,1,0,0,0,0,4,1,0,3,0,3,2,3,1,0,1,1,0,0,0,0,1,1
"AC005616.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01532",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UQCRFS1",7,21,4,4,3,4,56,18,5,84,73,75,5,53,17,5,24,21,6,8,11,16,19,34
"CTB-32O4.2",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"POP4",2,5,4,0,1,2,27,1,2,13,7,12,0,12,1,0,5,3,1,4,3,3,1,13
"PLEKHF1",0,4,0,1,0,1,20,3,0,3,11,6,0,3,2,1,5,0,0,0,0,0,0,6
"C19orf12",0,4,0,1,0,2,15,2,0,10,11,20,0,14,0,1,1,0,0,0,0,1,3,1
"CCNE1",0,0,0,0,0,1,0,0,0,3,1,2,0,3,0,0,0,0,0,1,0,0,0,0
"URI1",1,9,1,0,3,2,17,6,1,19,18,18,0,7,3,3,6,7,0,2,0,4,7,16
"ZNF536",0,0,0,0,0,9,12,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
"TSHZ3",0,0,0,0,0,1,11,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2
"ZNF507",0,0,0,1,0,0,1,0,0,3,0,2,0,3,0,0,2,0,0,0,0,0,0,6
"AC007773.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"DPY19L3",0,0,0,0,0,2,9,1,0,4,0,2,0,4,0,0,1,3,0,0,0,1,0,2
"PDCD5",1,6,1,1,3,2,64,5,0,27,32,21,4,16,3,2,8,17,1,3,3,6,6,36
"ANKRD27",1,2,0,0,0,2,8,0,3,1,1,5,0,3,0,0,1,3,0,0,0,2,0,5
"CTD-2538C1.2",1,1,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0
"NUDT19",0,4,0,0,0,0,4,1,0,5,12,18,0,10,1,2,3,3,0,0,1,1,3,1
"CEP89",0,5,0,0,0,5,8,1,0,7,3,4,0,4,2,0,1,1,0,1,0,0,1,8
"FAAP24",0,0,0,0,0,0,0,1,0,4,1,1,0,4,2,0,1,1,0,0,0,0,1,0
"RHPN2",0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,0,10,0,0,0,0,0,0
"GPATCH1",0,1,0,0,0,0,8,0,0,5,4,2,1,2,1,0,1,0,0,0,0,2,0,2
"LRP3",0,0,0,0,0,2,36,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2
"CEBPA",1,0,1,0,0,0,6,3,0,2,6,0,0,2,2,0,0,8,0,0,0,0,2,0
"CTD-2540B15.11",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CEBPA-AS1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CEBPG",1,10,2,2,1,3,15,7,1,17,16,20,2,13,3,1,9,9,0,7,2,1,3,42
"PEPD",5,4,6,1,1,9,49,4,2,15,16,15,4,11,4,1,3,0,0,2,3,0,6,28
"KCTD15",0,0,0,0,0,1,6,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,10
"CTC-526N19.1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"LSM14A",4,6,0,2,0,6,49,18,7,55,47,47,3,38,14,5,14,9,2,6,2,21,3,45
"KIAA0355",1,0,0,0,0,3,18,3,0,18,5,5,1,15,3,3,2,1,0,2,0,3,4,40
"GPI",1,11,1,1,0,1,41,11,4,25,24,32,3,13,2,3,21,7,2,0,3,4,3,14
"PDCD2L",0,1,0,0,0,0,3,0,0,3,0,2,1,2,0,0,0,1,0,1,0,1,2,1
"CTD-2588C8.8",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBA2",1,8,3,1,2,4,44,5,1,31,31,29,3,23,4,2,3,2,12,3,5,13,6,31
"WTIP",0,0,0,0,0,1,8,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2
"ZNF302",0,1,0,0,0,1,13,2,0,5,6,5,4,7,3,0,1,0,0,0,0,1,0,9
"CTD-2553L13.10",1,5,0,0,0,0,10,1,0,4,9,6,0,3,1,1,2,0,0,1,0,0,1,9
"ZNF181",0,0,0,0,0,1,4,0,0,5,2,0,0,5,0,0,0,0,1,0,0,0,1,7
"ZNF599",0,0,0,0,1,1,12,0,0,0,1,3,0,0,0,1,0,0,0,2,0,0,1,2
