"","Anti-inflammatory macro/mono","CAFs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Vascular ECs","VSMCs"
"RP11-147L13.14",1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-147L13.8",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RP11-147L13.15",2,0,0,2,7,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0
"RP11-147L13.2",1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0
"AMZ2",21,4,2,5,180,5,5,1,3,21,10,0,0,2,0,21,0,3,17,3,8
"ARSG",0,0,2,6,42,1,0,1,0,4,4,1,0,1,0,5,1,2,5,0,0
"SLC16A6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,1,0
"WIPI1",6,0,1,8,185,2,1,3,0,3,0,0,0,2,2,60,4,0,6,7,5
"PRKAR1A",86,24,17,23,460,1,3,15,4,20,14,11,1,4,0,52,6,1,76,23,31
"FAM20A",10,1,0,0,39,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
"LINC01482",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABCA8",10,10,0,52,1220,0,0,0,0,0,0,3,0,0,0,1,6,0,2,0,0
"ABCA9",9,0,1,1,366,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
"ABCA6",56,0,0,17,518,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,1
"ABCA10",2,1,0,2,121,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"ABCA5",4,9,0,0,104,0,1,2,1,6,1,2,1,0,0,46,1,2,1,5,5
"MAP2K6",3,0,0,1,14,2,1,0,0,3,1,1,1,0,0,42,0,1,3,2,0
"RP1-193H18.2",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,1
"LINC01483",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LINC01497",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01028",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNJ16",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNJ2-AS1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0
"KCNJ2",7,2,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,5,1,0
"AC005152.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LINC01152",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"SOX9",1,0,0,0,9,0,0,0,0,1,0,0,0,0,0,71,0,2,0,0,1
"LINC00511",0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,18,0,0,1,1,0
"CTD-3010D24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"SLC39A11",8,1,1,0,39,0,0,0,0,2,0,0,0,0,0,24,0,1,6,1,0
"SSTR2",1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0
"COG1",4,2,1,3,76,0,0,2,0,3,1,2,0,0,0,12,1,0,3,2,1
"RP11-143K11.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FAM104A",14,3,4,3,158,2,5,2,0,24,12,1,3,4,1,29,3,0,14,12,3
"C17orf80",2,2,0,3,28,0,1,0,0,1,1,0,0,0,0,7,2,1,1,0,1
"CPSF4L",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDC42EP4",1,11,0,16,133,0,0,0,0,0,0,1,0,0,0,30,4,0,2,20,3
"SDK2",0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RPL38",2069,741,400,147,9867,73,224,195,47,674,490,107,75,148,30,3133,111,70,1126,354,320
"MGC16275",3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"TTYH2",14,2,3,4,11,0,1,0,0,0,1,0,0,0,0,0,0,0,6,2,1
"KIF19",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,4,0
"BTBD17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"GPRC5C",11,10,1,0,19,0,0,0,0,0,0,0,0,0,0,74,9,1,3,1,41
"CD300A",67,0,31,0,6,1,0,0,2,2,9,0,1,13,0,4,0,0,76,1,0
"CD300LB",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"CD300C",20,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0
"CTD-2006K23.1",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CD300E",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0
"RAB37",0,0,0,0,14,2,2,0,1,2,3,0,0,2,0,1,0,0,2,0,0
"CTD-2006K23.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD300LF",22,0,7,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,36,0,0
"SLC9A3R1",18,40,4,1,39,5,4,2,0,20,26,0,2,6,1,82,3,4,17,1,8
"NAT9",10,3,4,1,101,0,1,1,2,3,3,2,0,1,0,23,2,3,12,0,6
"TMEM104",8,1,2,0,11,0,0,0,0,0,0,0,0,0,1,1,0,0,7,1,0
"GRIN2C",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FDXR",5,4,1,3,95,1,2,0,0,6,3,2,0,0,0,12,0,0,4,5,6
"FADS6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTOP2",2,0,0,0,5,0,0,1,0,1,0,0,1,0,0,49,0,0,1,0,0
"OTOP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"HID1",2,3,0,0,1,0,0,4,0,0,1,0,0,0,0,17,0,1,0,5,0
"HID1-AS1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDR2L",3,1,0,0,14,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"ICT1",23,6,6,4,143,1,0,3,0,6,5,2,2,3,0,49,4,1,13,5,3
"KCTD2",4,11,1,0,31,0,0,0,0,1,3,1,0,0,0,11,1,0,1,0,0
"ATP5H",265,81,47,35,1389,9,15,18,3,61,37,21,2,16,1,593,15,8,194,36,64
"SLC16A5",1,0,1,1,14,0,0,0,0,1,0,0,0,0,0,9,0,0,3,5,1
"ARMC7",8,1,0,3,35,0,0,0,0,6,2,0,0,1,0,16,0,1,3,1,1
"NT5C",27,16,14,13,430,1,0,3,1,8,10,7,2,9,1,205,5,1,28,2,18
"HN1",134,11,30,3,284,3,15,4,0,53,37,2,4,5,2,407,4,2,99,15,2
"SUMO2",471,127,86,100,4525,10,37,59,12,166,106,49,12,54,8,643,62,15,356,121,156
"NUP85",14,3,2,4,94,0,0,1,0,4,2,1,0,0,0,26,0,1,5,4,0
"GGA3",12,2,1,3,41,0,1,0,1,0,0,0,0,1,1,15,0,0,4,1,2
"MRPS7",52,14,14,14,400,2,7,11,1,21,11,5,1,4,4,152,6,2,37,15,13
"MIF4GD",55,6,19,5,97,3,7,2,0,10,12,7,2,6,1,27,5,0,19,5,5
"RP11-649A18.12",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A19",13,4,1,0,33,0,0,1,0,1,1,0,0,1,1,8,0,0,10,0,4
"GRB2",115,9,34,7,209,3,8,3,2,11,25,4,2,9,2,56,5,2,102,5,7
"TMEM94",5,1,2,2,29,0,0,3,0,2,1,0,0,0,0,18,1,0,7,1,4
"CASKIN2",3,0,0,1,15,0,0,4,0,0,1,0,0,0,0,3,1,0,0,16,0
"TSEN54",6,0,1,1,37,3,8,0,2,29,22,1,2,11,1,19,0,1,4,2,1
"LLGL2",2,3,0,0,14,1,1,0,0,3,2,0,1,3,1,140,0,0,4,1,0
"MYO15B",8,0,1,1,17,0,0,0,0,0,0,0,0,1,0,28,0,0,5,3,1
"RECQL5",6,2,0,2,21,0,0,0,0,1,0,0,0,0,0,23,0,0,2,1,0
"SMIM5",0,2,0,46,11,0,0,0,0,0,0,0,0,0,0,29,0,0,1,0,0
"SMIM6",0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,64,0,2,0,0,0
"SAP30BP",36,11,3,20,275,1,3,7,1,10,8,3,1,4,1,57,7,2,21,13,15
"ITGB4",1,4,0,19,10,0,0,9,0,0,0,0,0,0,0,72,0,1,2,14,0
"GALK1",19,1,5,2,247,0,3,1,0,4,3,0,0,0,1,30,2,1,29,5,3
"H3F3B",752,339,182,364,8249,39,104,72,93,374,279,87,29,163,27,980,154,67,786,303,318
"UNK",7,1,1,1,55,2,3,0,0,2,1,0,0,0,0,10,1,0,1,1,1
"UNC13D",14,0,1,0,7,3,6,0,0,18,9,0,1,5,0,9,0,1,6,3,0
"WBP2",61,11,11,17,419,3,7,14,0,14,16,5,2,7,1,69,4,1,39,18,16
"TRIM47",8,2,0,6,152,0,0,3,0,0,0,3,0,0,0,18,2,0,0,16,14
"RP11-552F3.9",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"TRIM65",5,0,2,0,36,0,0,1,0,1,0,1,0,0,0,4,0,0,3,1,0
"MRPL38",1,0,0,0,19,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0
"FBF1",3,0,0,0,9,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0
"ACOX1",17,9,4,2,102,0,0,0,0,2,2,1,0,2,0,78,0,1,8,6,7
"EVPL",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"SRP68",16,5,6,7,219,0,1,2,0,4,5,6,1,2,1,28,4,0,18,6,13
"ZACN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"EXOC7",27,12,3,7,284,1,1,2,1,8,10,2,0,2,0,42,7,1,14,8,8
"FOXJ1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"RP11-449J21.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"RNF157",2,0,0,1,4,2,3,0,0,22,5,0,1,0,0,28,0,0,0,0,0
"UBALD2",38,0,9,3,61,3,3,2,0,14,7,0,1,5,5,72,2,3,43,1,2
"QRICH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"PRPSAP1",10,5,4,10,167,3,0,3,1,5,11,2,0,1,0,40,1,0,6,15,16
"SPHK1",5,0,0,4,22,0,0,23,0,0,0,1,0,0,0,2,0,0,7,7,1
"UBE2O",7,0,3,0,22,0,0,1,0,1,1,0,0,0,0,12,0,0,3,0,0
"RHBDF2",49,2,8,1,3,1,1,1,0,6,5,0,0,6,0,12,0,0,35,7,0
"CYGB",2,1,0,0,216,0,0,0,0,0,1,0,0,0,1,0,12,0,0,3,0
"PRCD",1,1,0,0,38,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
"RP11-666A8.8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ST6GALNAC2",1,1,1,35,3,0,0,0,3,1,1,1,0,0,0,1,0,0,10,1,0
"ST6GALNAC1",2,0,0,0,3,0,0,0,0,1,1,0,0,0,1,229,0,0,1,1,0
"RP11-318A15.2",0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0
"MXRA7",0,6,0,4,252,0,0,1,0,1,1,5,0,0,0,1,4,1,1,11,7
"JMJD6",15,15,6,2,93,0,5,1,1,15,15,2,1,3,0,22,4,3,19,9,9
"METTL23",42,6,10,7,268,6,7,5,3,25,17,5,0,7,0,40,1,1,21,9,10
"SRSF2",102,38,33,34,1199,7,16,20,4,80,91,23,11,27,6,224,18,9,112,28,49
"MFSD11",21,6,3,3,173,1,1,2,0,5,4,6,0,4,1,29,3,0,8,6,2
"CTD-2246P4.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00868",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEC14L1",66,5,16,4,138,2,3,4,0,5,8,1,0,2,0,12,0,7,29,75,2
"SEPT9",99,5,16,8,243,5,21,8,0,61,40,5,2,12,2,58,7,1,67,4,10
"RP11-936I5.1",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"RP11-13K12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"FLJ45079",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TNRC6C",11,9,2,4,161,0,2,2,0,8,8,3,0,0,0,6,0,0,0,7,10
"TMC6",27,0,4,2,7,4,7,4,0,17,14,0,3,6,2,22,1,4,15,2,3
"TMC8",12,0,1,0,6,1,5,0,0,7,20,0,2,8,1,7,0,0,9,1,0
"C17orf99",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYNGR2",117,9,27,8,55,3,4,3,0,8,7,2,1,12,0,190,2,5,59,23,14
"TK1",3,0,0,0,58,0,0,0,0,1,1,0,0,1,0,83,0,3,0,0,1
"AFMID",8,0,2,1,56,0,0,3,0,0,0,3,0,0,0,14,3,0,11,0,5
"BIRC5",2,0,0,0,7,0,0,1,0,0,0,0,0,0,0,61,0,2,0,0,0
"RP11-219G17.4",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"AC061992.2",1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0
"SOCS3",24,101,6,28,1590,2,2,6,0,10,5,5,4,2,1,20,46,0,149,306,20
"RP11-806H10.4",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"PGS1",6,3,1,2,61,1,1,1,0,7,4,3,0,1,0,9,3,0,7,6,0
"DNAH17",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"CTD-2357A8.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYTH1",62,4,7,2,60,0,3,1,0,14,5,2,3,11,0,29,1,3,25,5,0
"USP36",22,4,5,1,56,0,4,0,0,12,1,1,0,0,1,12,2,1,12,5,2
"TIMP2",147,33,15,22,2901,0,2,28,0,5,1,23,0,1,0,22,25,3,48,15,33
"LGALS3BP",137,169,20,117,5378,0,2,3,0,7,7,36,1,1,0,405,45,6,40,2,29
"CANT1",13,2,0,4,80,0,0,2,0,4,2,1,0,0,0,109,2,1,8,4,2
"C1QTNF1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C1QTNF1",1,14,0,3,44,0,0,0,0,0,0,0,0,0,0,1,13,0,0,4,48
"ENGASE",5,2,1,2,16,0,0,1,0,1,1,0,0,1,0,10,1,0,8,0,1
"RBFOX3",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0
"HP09025",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENPP7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CBX2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"CBX8",2,1,3,0,15,0,0,0,0,1,0,0,0,1,0,6,0,0,2,0,1
"CBX4",13,2,1,1,13,1,1,1,0,4,1,0,0,3,1,13,1,0,7,2,0
"TBC1D16",11,1,0,1,96,0,0,0,0,0,0,0,0,0,0,3,4,0,2,2,0
"CTD-2529O21.2",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC40",1,1,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"GAA",95,2,9,8,439,1,3,2,0,0,1,1,0,1,0,32,3,0,47,7,6
"EIF4A3",54,27,12,12,588,3,5,12,4,15,10,5,1,5,0,71,12,2,59,6,14
"RP11-334C17.6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CARD14",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"RP11-334C17.5",4,0,1,0,5,0,0,0,0,1,0,0,0,0,0,2,0,0,6,0,0
"SGSH",6,2,1,2,80,0,0,1,0,1,0,0,0,1,0,7,1,2,2,5,0
"SLC26A11",2,1,0,2,65,0,0,0,1,1,1,4,0,0,0,4,1,0,2,4,1
"RNF213",79,12,12,17,282,6,19,9,1,50,48,4,2,23,4,79,6,0,107,19,8
"CTD-2047H16.4",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENDOV",4,4,1,3,104,0,1,0,0,0,1,2,0,2,0,20,0,3,6,6,5
"CTD-2526A2.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPTOR",1,1,0,0,19,0,0,0,1,3,0,2,0,0,0,5,0,0,1,1,1
"CHMP6",16,3,2,4,152,4,0,2,0,6,4,1,1,4,1,26,1,1,11,5,4
"CTD-2561B21.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2561B21.11",1,0,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BAIAP2-AS1",4,1,3,1,18,0,0,0,0,1,0,1,0,0,0,11,0,0,6,1,0
"BAIAP2",21,21,2,6,114,0,1,4,0,0,1,1,0,0,1,9,0,0,3,11,0
"AATK",1,0,0,4,1,0,0,0,0,0,2,0,0,0,0,3,0,0,2,0,0
"CEP131",3,0,1,3,121,0,0,0,1,0,4,1,0,0,0,3,1,1,3,0,0
"ENTHD2",3,4,1,2,28,0,0,0,0,0,2,1,0,1,0,12,0,0,6,0,1
"C17orf89",40,15,9,18,445,1,9,7,5,8,20,8,2,1,1,115,0,6,28,11,18
"SLC38A10",21,9,5,2,255,0,3,4,0,7,4,2,0,2,0,53,3,4,13,5,3
"RP11-455O6.8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00482",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,2,2,0
"TMEM105",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-455O6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"RP11-1055B8.9",0,0,2,0,7,0,0,0,0,0,0,1,0,0,0,5,1,0,1,0,1
"RP11-1055B8.3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-1055B8.10",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-1055B8.4",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAHCC1",1,1,1,0,24,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0
"RP13-766D20.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTG1",1025,462,392,315,13599,126,230,80,5,739,587,126,47,194,27,2868,153,30,1102,525,373
"FAAP100",7,3,0,1,45,0,0,0,0,0,0,1,0,0,0,12,0,0,1,3,1
"NPLOC4",5,2,1,0,65,1,1,1,0,5,5,1,2,1,0,16,1,0,11,4,1
"TSPAN10",0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"PDE6G",6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0
"OXLD1",19,3,4,5,168,2,4,5,0,13,8,2,0,3,1,54,1,2,18,5,8
"CCDC137",12,4,4,1,111,1,2,0,1,6,4,2,0,1,0,24,0,1,6,7,2
"ARL16",10,10,2,11,228,0,6,2,0,6,6,1,0,3,0,28,0,1,8,8,7
"HGS",14,4,2,1,110,0,1,2,0,3,3,0,0,2,1,42,1,2,2,8,4
"RP13-1032I1.11",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP13-1032I1.7",2,0,0,2,42,0,0,0,0,3,2,1,0,1,0,8,0,1,0,1,3
"MRPL12",41,16,11,8,320,2,2,7,1,9,7,8,2,6,0,361,5,9,34,15,12
"SLC25A10",0,0,0,1,16,0,1,0,0,1,1,0,0,2,0,46,1,1,1,1,0
"FAM195B",87,20,12,20,854,4,5,9,0,20,18,6,3,9,0,23,2,0,60,16,32
"P4HB",97,65,34,37,1734,5,9,15,2,46,23,16,3,18,1,378,10,24,97,43,28
"RP11-498C9.3",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ARHGDIA",146,29,20,18,844,6,28,12,0,67,55,7,5,18,4,154,15,8,100,36,38
"RP11-498C9.15",2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,10,0,1,1,1,1
"ALYREF",7,1,1,0,23,1,0,1,0,1,0,0,0,0,0,23,1,0,7,0,2
"ANAPC11",155,44,23,42,1365,5,12,14,2,39,34,20,5,10,4,344,19,12,100,30,51
"NPB",0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2
"PCYT2",6,4,1,8,38,0,1,1,0,5,0,2,0,2,0,54,1,1,4,2,2
"SIRT7",14,6,3,3,95,2,4,0,0,12,12,2,0,5,1,70,1,0,20,1,5
"MAFG",12,7,1,1,51,0,2,1,0,1,3,2,0,1,0,21,2,0,12,5,1
"MAFG-AS1",2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PYCR1",2,1,0,0,112,0,0,0,0,1,0,0,0,0,0,55,0,3,1,0,0
"RP11-498C9.13",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MYADML2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASPSCR1",8,2,3,4,90,2,0,2,0,6,1,2,0,2,1,22,0,0,8,2,0
"STRA13",37,12,7,11,386,4,4,5,1,15,14,4,1,6,0,282,4,4,21,14,11
"LRRC45",2,3,1,2,46,1,3,0,0,1,3,0,0,1,0,15,1,0,1,1,1
"RAC3",0,3,1,0,4,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0
"DCXR",48,15,14,15,194,3,12,2,2,22,16,1,6,12,2,196,3,5,27,5,12
"RP13-650J16.1",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"RFNG",13,3,1,0,68,0,0,0,0,3,0,1,0,0,0,15,0,0,1,1,1
"GPS1",30,8,7,5,213,3,7,1,1,10,14,3,1,5,1,44,3,1,30,14,10
"DUS1L",13,2,1,0,30,2,0,0,0,1,0,0,1,1,0,36,1,0,4,1,0
"FASN",5,2,1,0,27,0,0,0,0,2,1,1,0,0,0,33,0,0,0,0,0
"CCDC57",26,1,4,0,13,2,3,0,4,15,6,1,0,4,0,21,0,0,18,0,2
"RP11-1376P16.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP13-516M14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SLC16A3",49,3,25,2,34,14,1,1,1,6,2,2,0,9,0,61,2,1,79,8,1
"CSNK1D",30,5,6,9,182,3,5,0,0,17,13,6,1,2,2,47,6,2,33,11,9
"RP13-516M14.4",2,0,4,0,0,1,0,0,0,5,2,0,0,0,0,11,0,0,9,0,0
"RP13-516M14.1",1,0,0,0,8,0,0,0,0,1,0,1,0,0,0,2,0,0,2,1,0
"CD7",12,3,1,0,21,132,21,0,0,87,252,0,7,96,42,11,0,0,2,6,0
"SECTM1",29,4,13,0,73,0,0,0,0,1,0,0,0,0,0,22,0,1,39,1,0
"RP13-20L14.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OGFOD3",22,12,5,4,256,0,2,2,0,4,1,0,1,0,0,38,4,0,14,7,2
"HEXDC",16,0,0,1,30,1,1,1,0,2,4,1,0,1,0,16,0,0,12,0,0
"C17orf62",51,5,16,6,195,4,8,2,1,18,9,3,2,5,1,40,2,3,41,6,4
"NARF",17,5,8,6,192,2,1,11,1,12,7,2,1,3,2,41,5,1,15,12,9
"FOXK2",13,6,1,1,40,0,0,0,0,3,1,3,0,0,0,19,1,0,4,4,1
"RP13-638C3.4",1,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
"WDR45B",36,9,3,4,193,1,2,6,3,17,9,0,0,1,2,44,4,1,23,16,15
"RAB40B",3,2,0,4,187,0,0,2,0,0,1,2,0,0,0,50,0,0,3,4,10
"RP11-388C12.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FN3KRP",10,1,2,9,193,1,0,2,0,2,5,0,0,1,0,30,1,0,2,3,9
"FN3K",6,0,0,2,35,0,0,3,0,0,0,5,0,0,0,19,0,1,3,2,2
"TBCD",15,3,3,4,137,1,3,2,0,8,23,2,0,5,2,15,2,1,10,16,0
"B3GNTL1",3,2,1,0,17,0,1,0,0,3,1,0,0,0,0,7,0,1,2,0,0
"METRNL",60,3,2,1,148,0,0,1,0,1,0,0,0,3,0,24,1,0,28,1,2
"AC144831.3",1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AC144831.1",0,0,1,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0
"AP005530.2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USP14",23,6,5,4,180,1,1,5,2,11,10,3,2,4,0,43,3,0,7,6,4
"THOC1",5,1,1,2,73,1,0,2,0,4,3,1,1,1,0,13,0,1,4,4,3
"RP11-705O1.8",1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"RP11-720L2.4",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"COLEC12",91,4,0,2,177,0,0,13,0,2,1,1,0,0,0,0,1,0,2,1,0
"TYMS",2,0,0,1,75,0,0,0,0,0,0,1,0,1,0,81,0,3,0,1,0
"ENOSF1",9,5,2,2,74,0,3,10,0,3,1,1,1,0,1,49,1,1,0,4,1
"YES1",3,7,0,1,66,0,0,5,0,1,1,0,0,3,0,41,0,1,1,4,0
"RP11-769O8.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-672L10.6",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"ADCYAP1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"METTL4",2,0,1,0,43,1,1,5,0,3,1,0,0,0,0,6,1,0,4,6,2
"NDC80",1,0,0,0,32,1,1,0,0,4,4,0,0,0,0,3,1,0,0,1,0
"SMCHD1",41,10,7,6,159,3,6,2,1,16,14,4,3,4,1,43,2,3,56,10,7
"EMILIN2",40,10,4,1,117,0,1,0,0,1,0,0,0,0,0,1,0,0,36,0,0
"LPIN2",16,0,2,1,156,5,8,2,1,27,15,0,0,3,2,30,1,2,6,0,3
"RP11-737O24.5",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
