"","Anti-inflammatory macro/mono","CAFs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Vascular ECs","VSMCs"
"CH17-353B19.1",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CH17-408M7.1",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NBPF12",2,2,0,0,11,0,0,0,0,0,1,0,2,0,0,3,0,0,2,2,3
"PRKAB2",1,2,0,2,52,0,1,2,0,2,2,1,0,2,0,10,0,0,2,1,4
"RP11-337C18.8",6,1,0,0,15,0,0,0,2,0,0,1,0,1,0,4,0,0,0,0,1
"FMO5",4,0,0,2,28,0,0,3,0,0,0,1,0,1,0,46,0,0,5,2,0
"CHD1L",8,1,1,2,55,0,0,2,0,4,3,5,0,1,2,19,0,0,6,1,3
"BCL9",2,3,0,2,39,0,0,1,0,1,0,0,0,0,0,8,1,0,1,0,1
"ACP6",1,0,0,4,19,0,2,2,0,9,0,2,1,0,0,21,0,0,0,0,1
"GJA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,4
"GPR89B",1,4,0,1,31,0,0,0,0,2,2,0,0,0,0,5,0,0,2,1,1
"RP11-94I2.4",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NBPF11",4,1,2,0,17,0,0,0,0,0,0,1,1,0,0,6,0,0,1,0,1
"RP4-565E6.1",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XXyac-YX155B6.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01138",0,1,0,0,14,0,1,0,0,1,0,0,0,2,0,2,0,0,2,0,0
"RP11-495P10.1",1,0,1,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"AC245100.1",6,0,1,2,27,1,2,1,0,6,4,1,1,3,1,2,0,0,4,0,1
"PPIAL4G",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"NBPF14",15,2,5,1,73,0,1,0,0,0,0,1,0,0,0,33,0,0,17,0,2
"PDE4DIP",36,8,1,8,164,0,0,0,0,1,1,3,0,0,0,25,1,0,10,0,5
"RP4-791M13.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NBPF9",3,1,1,0,19,0,0,0,0,0,0,1,0,0,1,4,0,0,7,0,0
"CH17-189H20.1",28,8,3,20,346,8,3,4,7,22,12,5,2,9,0,7,4,6,14,3,20
"RP11-326G21.1",0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"NBPF19",19,3,1,1,37,0,2,0,0,1,6,1,1,1,0,11,0,0,9,0,1
"LINC00869",5,0,1,8,73,2,3,0,1,9,16,0,0,8,3,18,1,2,7,0,2
"RP11-353N4.6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-353N4.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM231D",0,0,0,0,18,0,0,0,0,1,2,0,1,1,0,1,0,0,1,0,0
"FCGR1A",48,0,11,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,170,0,1
"HIST2H2BF",0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"HIST2H4A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"HIST2H2BE",4,4,0,2,20,0,1,0,0,1,0,1,0,1,1,16,0,6,3,0,4
"RP11-196G18.24",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"RP11-196G18.23",1,2,0,1,11,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
"HIST2H2AC",2,0,0,0,33,0,0,0,0,0,4,1,0,3,0,5,0,0,0,1,0
"HIST2H2AB",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BOLA1",10,6,1,9,213,1,3,3,0,7,1,4,0,3,0,28,2,2,5,10,8
"SV2A",0,0,0,2,43,0,0,1,0,1,1,1,0,0,0,0,3,0,0,1,4
"SF3B4",27,5,6,7,214,1,5,2,0,14,8,8,1,3,0,48,5,2,19,8,11
"MTMR11",3,0,1,2,106,0,0,0,0,0,0,0,0,0,0,81,3,0,18,1,8
"OTUD7B",0,2,0,12,46,0,0,2,0,0,0,0,0,0,0,26,1,0,0,2,2
"VPS45",7,0,2,3,73,4,2,0,0,4,3,2,0,1,0,7,1,0,9,2,6
"PLEKHO1",97,3,20,2,93,3,1,1,0,7,4,16,0,1,0,4,1,0,91,5,16
"ANP32E",19,3,6,5,155,1,5,1,1,18,12,2,0,7,0,35,3,1,27,1,12
"CA14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"APH1A",112,29,16,16,577,4,4,13,2,23,20,2,3,12,0,144,7,2,80,35,7
"C1orf54",137,0,17,0,378,0,0,0,0,0,0,6,0,0,0,15,14,0,14,63,28
"CIART",1,2,0,2,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2
"MRPS21",136,58,16,30,1345,6,13,20,5,38,27,23,3,9,1,125,17,4,92,46,40
"PRPF3",5,3,0,1,67,0,1,1,0,5,2,1,0,0,0,15,2,0,5,4,3
"RPRD2",16,0,1,3,129,1,0,1,0,4,2,1,0,0,2,17,1,0,5,1,3
"TARS2",10,3,5,1,56,0,1,2,0,1,3,1,0,2,0,12,1,0,1,3,2
"ECM1",24,2,0,46,2496,0,0,0,0,1,3,1,0,0,0,7,13,0,11,4,7
"FALEC",0,0,1,1,9,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
"ADAMTSL4",19,0,3,1,529,0,0,0,0,1,1,0,0,0,0,3,0,0,25,0,1
"MCL1",352,83,45,13,823,9,17,14,3,58,43,3,7,21,1,121,12,6,383,37,21
"ENSA",96,18,18,9,824,11,16,8,2,45,30,8,2,10,1,212,5,1,43,44,29
"GOLPH3L",6,5,0,0,108,0,0,1,0,1,2,1,0,1,0,52,0,0,2,2,3
"CTSS",823,2,145,4,397,3,6,6,2,16,7,2,2,18,1,261,0,4,1038,20,0
"CTSK",14,17,1,11,5000,0,1,0,0,3,0,6,0,1,0,10,7,0,2,1,4
"ARNT",26,6,5,3,210,0,0,2,0,6,1,1,1,1,0,17,2,0,11,3,5
"SETDB1",11,5,1,1,24,1,1,1,0,0,1,0,1,1,0,10,1,0,7,2,0
"CERS2",26,8,0,7,391,0,1,4,0,10,10,5,1,3,0,18,6,1,20,11,14
"ANXA9",1,4,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
"FAM63A",3,4,0,2,53,0,0,1,0,1,0,1,0,1,0,14,1,1,2,2,1
"PRUNE",4,1,2,0,29,0,0,0,0,0,3,0,2,1,0,11,0,1,2,4,1
"BNIPL",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"C1orf56",22,8,5,12,182,3,4,3,2,10,7,4,2,8,2,19,0,0,25,7,7
"CDC42SE1",50,11,11,8,101,6,8,3,2,20,12,3,0,14,3,35,6,0,53,8,8
"MLLT11",5,4,2,5,58,0,2,0,0,2,1,6,0,2,0,0,1,0,7,1,6
"GABPB2",8,5,1,3,84,0,1,0,0,6,5,0,0,1,0,18,2,0,6,1,1
"SEMA6C",3,2,1,2,29,0,0,2,0,1,0,1,0,0,0,1,0,0,0,7,1
"TNFAIP8L2",64,0,12,0,3,0,0,0,0,3,2,0,0,2,0,0,0,0,35,0,0
"SCNM1",40,4,19,2,170,0,6,2,0,12,4,4,1,1,0,39,2,1,34,10,7
"LYSMD1",1,0,0,1,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"VPS72",18,4,2,8,188,1,0,1,1,11,5,6,0,3,1,32,2,1,12,11,6
"PIP5K1A",6,4,1,2,59,1,0,2,0,4,1,0,1,1,0,9,1,0,6,0,1
"PSMD4",71,17,16,23,801,3,12,9,3,31,19,10,3,11,2,158,13,1,60,22,48
"RP11-126K1.2",0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,4,0,0
"ZNF687",1,0,1,1,25,0,0,0,0,1,0,1,0,1,0,10,0,0,1,1,1
"PI4KB",17,2,0,5,141,0,2,1,0,3,3,1,2,1,0,21,1,1,11,3,7
"RFX5",19,0,3,0,38,0,2,1,1,6,1,0,1,0,0,11,0,0,10,2,1
"RP11-126K1.6",6,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0
"SELENBP1",23,78,2,2,931,0,1,1,1,1,0,8,0,4,0,655,15,5,5,12,14
"PSMB4",79,22,20,11,680,5,6,8,1,34,21,8,3,13,3,139,10,4,73,22,22
"POGZ",21,5,5,10,154,0,1,4,0,5,1,4,1,0,1,55,5,0,14,5,5
"CGN",0,18,0,0,5,0,0,0,0,0,1,1,0,0,0,37,0,0,0,0,0
"TUFT1",1,6,0,1,18,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0
"RP11-404E16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SNX27",33,2,4,6,205,0,0,1,0,4,2,0,0,2,0,19,1,0,27,3,2
"CELF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"RIIAD1",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MRPL9",15,9,6,6,312,1,6,7,0,13,6,5,0,6,3,79,8,4,4,10,12
"OAZ3",1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"RP11-98D18.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TDRKH",1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"RP11-98D18.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"RP11-98D18.17",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINGO4",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RORC",0,6,0,0,1,0,8,0,0,21,0,0,0,0,0,15,0,1,0,0,0
"C2CD4D",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"THEM4",8,5,0,0,48,1,3,4,0,13,4,0,1,2,0,10,0,1,1,0,2
"S100A10",578,776,101,430,11147,12,31,325,11,111,109,57,14,38,5,2430,20,14,1302,334,24
"S100A11",1183,106,216,138,7513,17,52,42,19,179,92,45,23,38,3,536,56,13,1622,160,177
"TCHH",1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"FLG-AS1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCE2A",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPRR2A",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPRR2E",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPRR2F",0,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRR9",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S100A9",511,5,67,5,107,0,1,0,0,2,4,1,1,1,0,14,1,2,4115,4,2
"S100A12",3,0,0,2,3,0,1,0,0,0,0,0,0,0,0,2,1,0,190,0,0
"S100A8",50,1,8,10,64,0,0,1,0,0,3,1,0,0,0,10,0,1,2091,3,1
"S100A7",0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BX470102.3",0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"S100A6",1580,1477,240,1330,53161,17,133,175,135,545,326,536,34,80,20,9247,303,65,4076,514,1382
"S100A5",0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
"S100A4",2375,50,406,736,29115,48,295,7,76,1194,543,84,58,152,34,134,227,25,4309,34,1015
"S100A3",0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
"S100A2",1,0,0,2,17,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
"S100A16",3,46,1,48,1111,1,0,43,0,2,2,3,1,0,0,388,0,1,1,90,9
"S100A14",5,10,2,4,59,0,0,1,0,2,2,1,0,1,0,1124,0,5,5,2,2
"S100A13",92,39,8,30,6934,7,1,37,1,5,2,39,0,4,1,89,9,2,28,109,29
"S100A1",1,0,0,9,39,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"RP1-178F15.4",0,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2
"CHTOP",31,13,7,9,369,2,1,4,1,16,15,5,2,4,1,72,2,0,25,12,15
"SNAPIN",25,5,5,10,274,0,3,7,1,8,5,4,1,4,0,34,3,3,33,11,14
"ILF2",44,14,12,11,504,5,8,6,5,16,15,4,0,8,1,121,13,4,45,24,7
"NPR1",0,1,0,0,377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0
"INTS3",5,1,2,2,55,0,0,1,0,4,0,0,1,1,0,11,1,1,9,4,2
"SLC27A3",14,1,4,0,282,1,0,12,1,1,5,5,0,0,1,18,6,0,47,10,10
"GATAD2B",6,3,6,4,81,1,4,2,0,5,4,0,1,1,1,18,2,0,13,4,5
"DENND4B",29,0,4,1,32,2,1,0,0,0,3,1,0,0,0,9,0,0,12,0,1
"CRTC2",16,2,1,1,58,0,0,1,0,5,4,1,0,1,0,12,2,0,9,1,4
"SLC39A1",55,31,9,16,535,3,2,11,1,8,4,6,1,3,0,48,5,0,35,23,15
"RP11-422P24.12",1,0,0,0,18,0,0,0,0,0,0,1,0,0,0,2,0,0,2,2,1
"CREB3L4",1,1,1,1,31,0,0,1,1,1,0,1,0,2,0,28,0,1,3,3,1
"JTB",174,49,35,35,1583,12,28,13,3,72,47,10,6,28,8,404,13,11,138,27,27
"RP11-422P24.11",0,0,0,1,13,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0
"RAB13",114,71,13,6,894,0,0,29,0,1,2,4,0,0,0,171,12,3,66,58,45
"RPS27",4163,2151,939,330,32692,318,744,378,153,2398,1984,259,379,603,145,7963,318,213,2877,874,861
"NUP210L",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPM3",249,22,64,17,623,11,36,21,6,114,63,1,11,24,3,275,1,4,272,44,10
"C1orf43",91,27,21,20,621,0,8,15,2,31,14,13,3,6,1,173,12,4,87,30,23
"UBAP2L",24,6,5,2,100,1,1,0,0,7,4,3,0,3,0,32,1,1,15,7,2
"HAX1",61,23,15,13,681,2,16,7,5,31,25,11,6,10,2,82,8,16,45,23,28
"ATP8B2",0,0,0,1,52,0,0,2,0,0,3,1,0,0,0,0,0,0,1,0,3
"RP11-350G8.5",2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"IL6R",21,20,5,2,89,0,1,0,0,4,0,0,1,0,0,10,0,1,29,1,3
"SHE",25,1,1,0,45,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0
"RP11-350G8.9",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TDRD10",6,1,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"UBE2Q1",26,14,2,2,74,0,0,4,1,1,5,0,0,1,0,29,0,0,11,6,2
"ADAR",76,10,15,13,255,3,3,11,0,16,10,4,2,6,1,65,5,5,64,18,9
"KCNN3",3,0,0,3,257,0,0,8,0,0,0,0,0,0,0,1,4,1,0,12,0
"PMVK",74,17,10,11,574,2,8,11,3,29,3,12,2,4,0,111,5,2,56,6,25
"RP11-307C12.13",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,1
"PBXIP1",19,7,1,6,362,1,12,6,0,44,13,19,6,4,2,31,7,4,4,7,23
"PYGO2",4,3,0,4,44,0,0,0,0,5,4,1,0,1,1,9,1,0,2,2,4
"RP11-307C12.12",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2
"SHC1",14,9,0,1,157,0,1,21,1,2,1,2,0,1,0,23,2,0,7,15,4
"CKS1B",24,17,5,5,602,0,1,4,1,10,4,5,1,1,0,171,2,4,27,7,4
"FLAD1",17,3,4,2,80,1,2,1,1,2,5,0,1,0,0,12,3,0,10,5,1
"ZBTB7B",13,7,2,1,31,1,0,1,0,7,1,1,0,3,1,42,1,0,18,1,3
"DCST2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
"RP11-307C12.11",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"ADAM15",39,23,1,3,216,0,0,2,0,3,1,3,1,1,0,84,3,1,38,33,4
"EFNA4",7,4,1,1,74,0,0,3,1,2,2,1,0,1,0,15,1,2,2,1,0
"EFNA3",0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,0
"EFNA1",1,14,0,0,15,0,0,13,0,0,0,0,0,0,0,57,2,0,0,22,1
"SLC50A1",27,4,4,1,99,1,2,2,0,9,4,1,2,2,0,102,3,4,17,10,2
"DPM3",54,24,8,26,570,2,2,10,1,15,9,3,0,6,1,210,7,9,54,15,14
"KRTCAP2",87,36,21,23,1049,6,3,19,3,31,24,10,2,13,2,161,8,13,43,48,23
"TRIM46",0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"MUC1",3,7,0,1,36,0,1,1,0,1,0,0,1,0,0,256,0,2,2,1,1
"RP11-263K19.4",0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
"THBS3",6,3,1,6,678,0,0,2,0,2,1,0,0,0,0,4,0,0,2,3,4
"MTX1",30,14,6,9,362,1,1,5,1,10,6,4,3,0,0,78,2,1,28,10,5
"GBA",28,6,2,4,211,0,2,4,0,0,2,0,1,4,0,23,2,0,15,5,3
"FAM189B",7,5,0,2,61,0,0,2,1,3,1,2,0,0,0,15,1,0,2,2,1
"SCAMP3",15,5,3,5,156,3,3,5,0,7,7,4,1,0,1,34,2,0,11,7,3
"CLK2",7,2,3,1,42,0,0,2,0,1,1,1,0,0,0,8,0,0,2,1,1
"HCN3",0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0
"FDPS",31,10,7,15,502,5,8,32,2,25,12,3,2,10,1,263,9,7,32,58,16
"RUSC1-AS1",0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUSC1",11,3,2,5,141,0,3,6,0,3,0,3,0,0,0,47,1,0,10,11,5
"ASH1L",40,19,9,10,376,1,5,4,2,19,14,5,2,8,1,64,10,2,19,17,15
"ASH1L-AS1",1,0,0,1,12,0,1,0,0,0,0,1,0,0,0,8,0,0,2,1,0
"MSTO1",6,1,0,1,31,0,0,0,0,1,1,0,1,0,0,3,0,4,1,1,0
"YY1AP1",16,5,4,7,119,1,0,2,0,4,2,2,0,2,0,31,4,0,9,8,6
"DAP3",37,12,12,7,325,3,7,8,1,19,12,2,1,11,0,71,8,4,25,9,6
"GON4L",13,4,8,5,152,4,2,5,1,12,7,0,1,3,1,31,6,6,11,6,8
"SYT11",6,0,1,13,56,0,1,1,0,4,4,0,0,1,0,2,4,0,5,4,8
"RIT1",22,2,2,7,92,0,1,1,0,3,1,2,1,1,0,9,2,1,14,6,1
"KIAA0907",5,3,1,4,78,1,2,1,0,5,1,1,0,0,1,42,2,1,7,2,1
"RXFP4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"ARHGEF2",25,3,10,2,99,2,2,2,1,6,5,1,0,2,0,28,7,2,26,7,10
"RP11-336K24.12",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SSR2",173,100,42,26,2622,15,34,28,5,97,61,16,11,34,5,355,22,30,143,43,21
"UBQLN4",7,2,2,1,35,0,2,0,0,2,2,0,0,0,0,10,2,1,3,2,1
"LAMTOR2",177,16,49,31,716,3,11,13,3,27,15,14,2,8,1,259,8,0,161,35,30
"RAB25",2,2,0,0,18,0,0,1,0,0,0,0,0,1,0,344,0,1,0,1,0
"MEX3A",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"LMNA",273,161,25,90,3739,0,2,23,7,3,6,57,5,0,0,321,51,7,210,110,125
"SEMA4A",10,2,4,0,21,0,0,0,1,0,0,0,0,0,0,4,0,4,18,0,1
"SLC25A44",7,3,1,0,28,1,0,1,0,2,3,0,0,2,0,16,0,1,4,0,2
"PMF1-BGLAP",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PMF1",35,27,5,10,425,1,0,5,3,12,11,10,4,6,3,89,4,0,33,9,13
"BGLAP",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"PAQR6",1,1,0,8,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0
"SMG5",4,2,2,3,25,0,0,1,1,1,0,0,0,0,0,18,0,0,5,1,1
"TMEM79",1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GLMP",76,9,6,7,416,0,0,4,0,4,2,5,0,0,0,19,3,0,22,7,2
"CCT3",50,36,10,21,675,4,6,19,4,44,26,16,3,9,0,190,9,4,48,30,30
"TSACC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"C1orf61",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RP11-98G7.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
"MEF2D",15,5,3,3,100,0,0,0,0,2,4,3,0,3,0,16,3,0,10,5,16
"RP11-284F21.8",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IQGAP3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"APOA1BP",43,16,6,14,435,3,7,5,1,16,13,6,0,6,0,129,3,5,16,9,25
"GPATCH4",12,3,2,2,94,3,4,2,0,9,7,0,1,3,0,40,3,1,6,1,8
"AL365181.2",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"RP11-284F21.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"HAPLN2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"RP11-284F21.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"BCAN",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-284F21.10",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0
"NES",1,0,0,10,38,0,0,0,0,0,0,1,0,0,0,0,9,0,2,14,13
"CRABP2",2,6,0,0,604,0,0,0,0,1,0,0,0,0,0,2,4,0,2,1,33
"ISG20L2",14,3,5,3,114,3,5,0,0,11,9,1,0,4,0,23,2,0,17,5,4
"RRNAD1",5,4,0,1,108,0,1,2,0,4,1,2,0,1,0,28,2,1,13,3,2
"MRPL24",41,14,5,15,429,2,1,8,1,17,10,7,1,4,0,123,8,5,24,8,28
"HDGF",21,16,4,1,144,1,0,2,0,5,2,2,0,2,1,129,3,0,33,7,5
"PRCC",16,7,3,5,200,0,2,2,0,11,6,0,1,3,0,29,2,4,11,9,9
"SH2D2A",0,0,0,0,10,3,12,0,0,37,18,0,0,7,2,2,0,0,0,2,0
"NTRK1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEAR1",0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,3,0,0,9,5
"ARHGEF11",2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0
"ETV3L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ETV3",9,6,1,0,26,1,2,0,0,3,1,1,1,1,0,11,3,0,8,1,4
"RP11-71G12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"FCRL5",2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0
"FCRL3",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"FCRL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"KIRREL",0,2,0,1,29,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0
"CD1D",22,2,20,0,7,0,0,0,0,0,1,0,0,0,0,6,0,2,41,4,0
"RP11-404O13.5",3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CD1A",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD1C",2,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0
"CD1B",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"CD1E",0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"SPTA1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNDA",176,0,54,0,5,0,0,0,0,0,1,0,1,0,0,6,3,0,378,0,0
"PYHIN1",0,0,0,0,8,2,2,0,0,5,6,0,0,14,2,1,0,0,4,0,0
"IFI16",245,37,49,41,1017,9,13,18,2,54,47,4,6,34,7,10,11,3,190,81,12
"AIM2",13,0,4,0,2,0,1,0,0,3,3,0,0,1,0,0,0,2,20,1,0
"CADM3",0,2,0,38,908,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0
"CADM3-AS1",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACKR1",0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,208,0
"FCER1A",49,0,76,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0
"DUSP23",92,15,22,5,160,2,5,5,2,13,16,2,0,8,0,145,2,3,70,31,5
"FCRL6",0,0,0,0,1,1,0,0,0,0,9,0,0,11,1,0,0,0,0,0,0
"SLAMF8",50,0,25,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,30,0,0
"C1orf204",3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VSIG8",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"RP11-190A12.8",0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"CFAP45",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAGLN2",388,42,66,92,3315,7,24,25,4,107,69,15,15,26,2,519,33,9,272,211,52
"IGSF9",1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0
"SLAMF9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"LINC01133",4,66,1,0,776,0,0,0,0,0,1,2,0,1,0,170,0,0,1,0,0
"PIGM",8,3,2,3,62,0,0,0,1,1,1,1,0,1,0,13,0,0,11,1,2
"KCNJ10",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
