"","Transcriptomics","Final"
"10975",2,2
"27089",2,2
"7384",2,2
"7386",2,2
"7388",2,2
"7385",2,1
"9481",0,0
"9016",1,1
"7351",2,2
"7352",0,0
"4535",2,2
"4540",2,2
"4541",2,2
"4729",1,1
"126328",2,1
"4717",2,1
"4719",0,0
"7991",0,0
"4539",2,2
"4707",2,2
"4705",2,1
"4536",2,2
"4713",2,2
"4538",2,2
"4731",1,1
"4695",2,2
"4708",2,2
"4711",2,2
"4723",2,2
"4706",2,2
"4701",1,1
"4724",2,2
"4718",2,1
"4698",1,1
"4537",2,2
"55967",2,2
"4728",2,2
"4715",2,2
"51079",2,1
"54539",2,2
"4714",2,2
"4720",2,2
"4712",2,2
"4722",2,2
"4704",1,1
"4694",2,2
"4702",2,2
"4709",2,2
"4725",2,2
"4710",2,2
"4697",2,2
"4726",2,2
"4716",2,2
"374291",1,1
"1345",2,2
"1340",2,2
"1329",2,2
"4514",2,2
"4513",2,2
"1327",2,2
"1351",2,2
"1349",2,2
"1346",0,0
"1347",2,2
"9377",2,2
"1337",2,2
"4512",2,2
"1350",2,2
"9167",2,2
"125965",0,0
"1339",0,0
"170712",0,0
"84701",0,0
"4363",0,0
"146712",0,0
"10554",1,1
"240",0,0
"534",0,0
"8705",0,0
"570",0,0
"622",1,1
"57818",0,0
"8647",0,0
"124935",1,1
"6531",0,0
"11000",0,0
"4758",2,1
"2618",1,1
"2629",1,1
"7264",2,2
"284098",0,0
"3163",2,1
"7923",2,2
"10723",2,1
"201288",0,0
"645740",0,0
"1589",0,0
"9651",0,0
"8396",0,0
"8399",0,0
"64711",0,0
"7366",0,0
"9374",0,0
"93100",0,0
"55229",2,1
"26063",0,0
"2880",0,0
"65263",0,0
"8781",1,1
"31",1,1
"55750",1,1
"8644",1,1
"1066",0,0
"5446",0,0
"4905",2,1
"4700",2,2
"4696",2,2
"341947",0,0
