"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"LINC00997",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-265E18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KBTBD2",54,6,2,0,2,1,0,1,2,0,0,6,1,1,0,0,1,0,6,0,4,1,0,11,65,18
"FKBP9",30,97,0,1,0,1,0,3,0,0,0,0,0,0,0,0,6,0,24,1,0,0,1,1,190,37
"NT5C3A",71,42,5,2,3,8,4,3,1,0,0,12,9,8,2,2,28,1,3,12,3,6,2,31,606,12
"RP9",31,14,2,1,1,5,1,3,1,0,2,3,3,1,0,1,4,1,3,2,3,1,2,12,99,11
"BBS9",12,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,4,3
"BMPER",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DPY19L1",34,12,0,2,0,2,0,1,0,0,0,0,1,0,0,0,2,0,2,0,1,0,0,1,83,6
"HERPUD2",108,33,9,5,5,17,2,1,2,2,3,6,17,14,2,0,3,0,2,3,5,8,0,34,72,6
"RP11-379H18.1",7,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1
"AC018647.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SEPT7",398,199,25,9,18,47,10,19,8,6,9,35,41,25,8,7,17,4,62,7,31,24,19,116,378,43
"EEPD1",56,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,5,67,2
"RP11-182J23.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"KIAA0895",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
"ANLN",22,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63,3
"AOAH",84,0,2,6,2,6,0,0,0,0,0,0,2,0,0,0,8,0,0,0,5,1,0,0,121,0
"AC007349.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ELMO1",93,7,1,3,3,10,0,0,2,0,5,7,1,1,0,0,2,3,0,1,3,4,1,25,10,24
"GPR141",21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
"EPDR1",22,61,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,2,0
"NME8",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SFRP4",2,179,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"STARD3NL",303,54,6,5,1,8,2,2,1,0,0,11,1,6,0,0,5,1,6,2,23,8,2,15,126,24
"TRGC2",2,0,3,0,5,13,0,0,3,0,0,6,12,0,1,0,0,0,0,0,1,0,1,1,1,0
"TRGC1",11,1,2,1,2,9,0,0,0,1,0,5,5,0,2,1,1,0,1,0,5,2,1,0,1,0
"TRGV9",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-121A8.1",6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TRGV7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRGV6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRG-AS1",24,1,2,0,1,4,2,0,0,2,0,1,4,1,0,1,0,1,1,1,3,0,0,4,0,1
"TRGV5",10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
"AMPH",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VPS41",99,19,3,2,0,1,0,0,1,0,0,2,0,5,0,0,1,1,3,3,2,1,3,16,52,9
"YAE1D1",7,14,1,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,2,2,0,0,0,1,96,3
"RALA",612,72,8,30,5,9,4,2,4,2,2,9,9,12,0,2,30,3,3,12,56,2,3,29,625,48
"AC004837.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-467D6.1",4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
"CDK13",29,7,1,0,0,3,0,1,0,0,1,0,3,1,1,0,0,2,2,0,5,1,1,6,56,6
"MPLKIP",168,79,4,3,6,9,2,2,2,2,3,4,3,11,1,1,26,1,5,5,14,3,1,27,474,32
"SUGCT",0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0
"AC004988.1",23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"INHBA",902,226,1,7,0,0,0,1,0,0,0,1,1,1,0,0,0,0,12,1,165,1,0,2,22,0
"INHBA-AS1",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GLI3",0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
"RP11-111K18.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C7orf25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PSMA2",515,186,12,12,11,32,4,10,5,3,5,17,12,25,2,3,35,10,35,33,41,16,6,131,1038,55
"MRPL32",149,63,6,2,4,7,2,5,3,2,3,11,1,8,1,1,16,2,15,12,12,1,1,52,483,24
"AC005537.2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HECW1",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STK17A",111,42,13,2,6,29,7,0,5,3,6,45,14,57,4,9,7,1,12,12,15,8,5,104,183,4
"COA1",138,40,7,3,2,4,1,2,3,1,0,6,6,11,0,0,6,2,7,11,9,4,2,17,224,12
"BLVRA",331,33,3,3,4,3,0,3,1,0,0,3,2,4,1,0,5,0,6,0,17,2,0,15,158,6
"MRPS24",7,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,3,0
"URGCP",8,6,1,0,1,1,0,0,1,0,0,1,0,1,0,0,2,0,2,3,2,1,1,3,103,3
"UBE2D4",79,26,1,0,1,1,0,1,0,0,1,3,2,2,0,0,7,0,0,2,2,0,0,12,68,4
"SPDYE1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004951.6",20,8,1,0,1,3,0,0,0,0,0,0,1,3,0,0,1,1,2,0,3,0,0,9,24,3
"LINC00957",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DBNL",462,90,5,7,4,15,0,2,2,2,5,17,9,8,3,4,9,2,15,7,31,1,6,60,247,27
"PGAM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"POLM",20,10,1,1,1,2,0,0,0,0,0,2,1,0,0,2,2,1,3,0,2,1,0,3,36,2
"AEBP1",14,731,0,0,0,0,0,21,0,0,1,0,0,0,0,0,1,1,67,2,1,0,0,1,15,11
"POLD2",119,53,0,2,3,4,1,6,0,1,0,3,5,3,0,2,17,0,11,22,7,6,2,16,525,14
"GCK",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YKT6",122,49,3,4,0,6,2,3,1,0,4,3,1,4,0,2,13,0,8,17,9,2,0,17,275,10
"CAMK2B",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"NUDCD3",33,21,4,0,1,4,0,0,0,0,0,0,0,3,0,0,5,0,3,2,0,1,1,7,114,16
"NPC1L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"DDX56",38,24,2,2,1,4,1,3,1,0,0,2,2,4,1,0,10,2,3,4,3,0,0,6,168,6
"TMED4",200,46,6,2,7,10,2,4,3,1,1,13,7,15,2,2,32,2,11,20,8,0,2,44,496,9
"OGDH",92,23,3,3,1,1,1,1,0,0,1,3,2,5,0,2,1,1,3,0,3,2,0,23,221,8
"ZMIZ2",67,17,0,3,0,0,0,0,1,1,0,2,1,1,0,0,3,0,2,0,2,0,0,5,95,8
"PPIA",2565,523,38,64,53,106,22,23,16,13,28,87,57,84,7,19,145,19,131,106,155,55,27,344,5141,289
"H2AFV",729,143,16,14,21,34,7,2,7,6,4,61,20,49,5,6,28,13,32,37,31,42,40,145,905,67
"AC004854.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"PURB",159,25,0,5,0,3,2,0,1,0,0,2,1,1,0,0,2,2,4,0,7,3,0,9,87,18
"RP4-673M15.1",11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2
"MYO1G",196,3,9,5,6,17,2,0,4,0,5,10,11,4,2,6,3,0,0,9,32,6,3,52,6,0
"SNHG15",165,24,6,14,13,18,1,1,2,2,6,10,11,9,3,6,11,4,5,9,14,2,6,44,280,13
"CCM2",131,48,1,1,0,5,1,2,1,1,3,9,3,5,0,0,6,1,7,8,3,4,1,43,115,14
"NACAD",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"TBRG4",53,10,1,0,2,0,0,1,0,1,1,1,3,4,0,0,7,0,3,1,3,0,1,5,196,7
"RAMP3",3,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,230
"ADCY1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"IGFBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"IGFBP3",11,190,0,0,0,1,1,0,1,0,0,4,0,2,0,0,0,1,11,0,0,0,0,1,60,182
"AC073115.7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"TNS3",303,91,0,2,0,0,1,5,0,0,1,0,3,0,0,0,3,0,25,2,10,0,0,5,48,7
"LINC01447",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"HUS1",63,8,1,1,2,3,0,2,0,1,1,4,2,4,1,0,3,0,2,2,9,1,0,15,92,3
"PKD1L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"SUN3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"C7orf57",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UPP1",591,43,2,11,0,5,3,3,3,2,0,11,3,9,2,4,20,0,12,6,58,5,6,21,357,59
"VWC2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IKZF1",127,3,7,8,4,16,4,0,2,2,2,11,7,19,1,1,2,1,0,3,8,7,2,68,5,0
"FIGNL1",9,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,26,3
"DDC",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,176,0
"GRB10",3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,74,58
"COBL",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,133,0
"SEC61G",1363,553,19,20,30,40,10,15,6,8,6,31,29,33,4,5,120,11,90,152,162,21,8,155,2931,129
"EGFR",2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,2,130,0
"EGFR-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"LANCL2",20,4,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,1,2,2,2,0,0,3,39,1
"VOPP1",464,39,7,2,3,8,6,3,4,1,8,10,2,6,2,3,14,1,8,55,17,4,4,82,127,39
"ZNF713",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,1
"GBAS",196,35,5,2,5,4,1,3,0,0,1,5,2,3,0,1,9,0,5,5,10,1,2,30,178,11
"MRPS17",35,10,1,1,2,2,1,0,0,0,1,1,1,1,0,0,5,0,1,2,0,1,0,4,133,5
"PSPH",12,9,0,0,0,2,0,0,1,1,0,0,0,0,0,0,7,0,2,1,1,0,0,2,100,2
"CCT6A",326,74,6,4,5,10,2,2,2,2,1,17,10,8,1,3,24,1,9,12,23,5,1,27,931,35
"SUMF2",225,107,6,2,5,9,3,8,4,0,4,14,5,13,1,4,11,2,24,5,7,5,3,42,372,31
"PHKG1",115,37,1,1,1,1,2,1,2,0,1,0,1,8,1,1,0,0,10,5,5,4,2,15,31,12
"CHCHD2",2165,627,50,51,71,140,25,35,31,10,28,98,71,93,14,15,272,31,125,230,191,63,49,426,6582,232
"RP11-114G11.5",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF736",9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
"ZNF680",3,3,0,0,0,2,1,0,0,1,0,3,0,2,2,0,1,0,0,0,1,1,0,5,24,0
"ZNF107",2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,10,0
"ZNF138",13,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,5,27,1
"ZNF273",3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,22,4
"RP11-797H7.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF117",14,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,8,0
"ERV3-1",25,16,5,1,2,5,0,0,3,0,2,4,4,2,0,0,1,4,1,3,1,1,0,13,29,4
"ZNF92",6,6,2,1,1,0,1,0,1,0,3,2,0,1,0,0,2,2,1,1,1,0,0,4,18,2
"RP11-479O9.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"VKORC1L1",36,22,0,1,1,0,0,2,0,0,0,0,1,0,0,0,3,1,2,2,4,1,0,4,107,5
"GUSB",278,28,3,4,4,3,1,4,3,1,0,3,4,3,1,1,3,0,7,5,13,4,1,17,150,11
"ASL",89,28,0,1,3,3,1,0,1,0,1,1,2,0,0,0,27,1,6,5,11,1,0,14,402,18
"CRCP",21,4,3,0,1,1,0,2,0,0,0,4,1,2,0,0,3,2,1,1,1,2,0,7,39,0
"TPST1",7,75,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,4,2
"LINC00174",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0
"GS1-124K5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GS1-124K5.4",4,3,0,0,0,0,0,1,0,0,0,1,3,0,1,0,2,0,0,2,0,0,0,1,22,1
"GS1-124K5.11",7,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,9,1
"KCTD7",8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,6,2
"RABGEF1",34,6,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,29,1
"RP11-792A8.4",34,11,0,4,0,2,1,0,0,0,1,2,2,5,1,0,0,0,4,0,1,1,1,8,55,6
"RP11-458F8.4",12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1
"TMEM248",282,87,6,7,9,14,4,4,3,1,5,15,4,13,1,1,21,1,16,11,8,0,4,46,404,18
"SBDS",269,131,12,4,4,19,2,13,1,3,4,25,11,29,1,3,47,8,33,16,20,5,8,71,719,32
"TYW1",16,13,0,1,0,5,0,0,0,0,1,1,0,2,0,0,0,1,0,2,1,0,0,6,38,2
"RP11-166O4.6",8,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,8,0
"LINC01372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AUTS2",10,13,7,0,6,16,1,0,1,6,0,20,6,4,2,2,6,0,1,0,2,2,2,4,137,0
"WBSCR17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TYW1B",2,8,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,13,1
"POM121",39,14,0,1,0,0,1,0,0,0,0,1,0,3,0,0,3,0,2,2,6,1,0,13,122,5
"RP11-313P13.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
"NSUN5",42,17,1,0,2,4,0,1,1,1,1,4,1,5,0,1,7,0,2,6,2,3,1,7,167,0
"BAZ1B",60,45,4,1,0,7,1,3,0,0,3,6,2,3,1,2,10,1,11,11,3,2,2,14,209,15
"BCL7B",193,60,11,4,7,16,6,5,1,2,5,21,9,14,3,0,10,4,16,5,12,5,6,64,264,21
"TBL2",38,30,1,1,0,0,0,0,1,0,0,1,0,2,0,0,3,0,2,7,0,0,0,2,115,1
"MLXIPL",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,144,0
"VPS37D",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0
"DNAJC30",24,20,4,0,0,0,1,1,0,1,0,1,0,2,0,0,5,0,3,5,0,1,1,16,92,2
"WBSCR22",162,53,10,3,3,15,2,5,5,4,0,12,9,12,2,2,21,3,11,25,14,4,2,61,491,14
"STX1A",8,4,0,0,0,0,0,0,1,0,0,1,0,2,2,0,1,0,3,1,0,0,1,6,35,2
"ABHD11-AS1",7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,0,1,0,1,1,0,3,1033,2
"ABHD11",44,9,0,0,0,0,0,0,0,0,0,2,1,1,0,0,41,0,3,1,4,0,0,6,1027,3
"CLDN3",95,19,3,1,2,5,2,2,1,0,0,5,1,11,2,0,311,1,1,8,8,0,1,6,7749,9
"CLDN4",146,21,5,2,1,6,2,1,2,1,1,3,5,4,1,1,250,0,3,13,12,2,1,22,6095,17
"WBSCR27",2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,1,121,0
"WBSCR28",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0
"ELN",2,57,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,9
"LIMK1",96,25,0,1,0,3,0,2,0,1,0,1,2,0,0,0,0,0,1,3,4,1,0,2,34,3
"EIF4H",227,114,9,8,10,14,2,5,10,3,3,21,13,12,3,2,15,6,20,16,11,6,5,72,545,44
"LAT2",367,0,0,5,0,0,0,0,0,3,1,0,2,2,4,4,1,0,1,5,28,0,0,9,9,1
"RFC2",60,17,0,1,1,2,2,1,1,2,2,3,2,1,1,1,6,0,5,3,1,1,1,2,103,4
"CLIP2",54,21,0,1,0,1,0,1,1,0,0,0,0,1,0,0,5,0,10,1,0,0,0,0,98,1
"GTF2IRD1",13,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,74,2
"RP5-1186P10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GTF2I",234,91,1,2,5,5,2,2,3,0,2,6,11,4,3,1,6,4,13,10,1,2,0,18,568,39
"NCF1",231,2,3,0,3,5,2,0,0,1,4,12,3,10,1,2,2,3,0,17,17,0,1,29,10,0
"GTF2IRD2",8,9,2,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,0,1,0,0,0,2,29,1
"WBSCR16",43,33,0,0,0,3,0,1,0,1,1,1,1,0,0,1,1,1,3,2,3,1,0,5,97,5
"GTF2IRD2B",2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,15,0
"TRIM73",2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,10,0
"POM121C",32,10,1,0,0,3,3,0,0,0,0,4,0,2,2,0,0,2,3,2,2,0,0,9,46,6
"SPDYE5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HIP1",28,20,0,0,0,1,1,1,0,0,0,0,2,2,2,0,0,1,7,2,2,1,0,4,5,21
"CCL26",1,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
"CCL24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RHBDD2",216,103,10,3,9,12,6,8,6,2,0,16,9,12,1,4,5,1,11,7,13,8,5,126,170,11
"POR",75,34,0,0,2,2,1,4,1,0,0,3,0,1,2,0,17,0,5,3,6,2,1,6,209,5
"TMEM120A",82,29,1,0,3,1,3,1,0,1,0,1,1,1,0,0,18,0,6,7,12,3,1,19,251,7
"STYXL1",61,14,1,4,1,2,0,0,0,0,0,1,0,0,0,1,5,0,3,2,4,0,0,9,160,7
"MDH2",432,165,16,12,6,13,2,5,9,1,0,21,15,18,2,2,72,4,37,33,46,2,11,73,1717,41
"SRRM3",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0
"HSPB1",1407,1145,6,13,7,14,3,80,3,5,2,11,13,16,1,7,447,2,258,22,54,9,2,102,6458,467
"YWHAG",388,89,3,4,2,0,2,3,0,0,2,0,2,1,0,1,9,2,15,6,24,1,3,24,551,47
"SSC4D",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"ZP3",36,8,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,1,1,3,59,0
"DTX2",48,5,0,1,1,1,0,0,0,0,0,1,1,0,0,0,2,0,1,2,0,0,1,4,143,0
"UPK3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SPDYE16",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POMZP3",18,8,1,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,2,1,1,5,37,1
"CCDC146",5,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,1,9,2
"FGL2",491,6,0,6,2,0,0,0,0,0,0,2,1,1,0,1,0,0,0,1,34,0,2,5,17,1
"GSAP",120,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,0,0,34,1
"RP5-899E9.1",42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
"PTPN12",368,58,2,1,0,4,0,3,0,0,2,3,2,0,2,0,7,0,18,1,21,0,0,2,313,38
"APTR",5,7,0,0,0,3,0,0,0,0,0,1,2,0,0,0,6,0,2,0,0,1,0,3,80,2
"RSBN1L",71,53,7,0,6,12,10,0,0,0,0,6,4,11,2,0,13,1,7,8,3,5,2,25,196,8
"TMEM60",139,38,0,0,0,1,1,3,0,0,0,8,2,1,0,0,4,0,6,4,6,1,0,22,119,1
"PHTF2",64,17,1,1,1,2,1,0,2,0,2,10,0,3,0,0,1,1,7,4,4,0,0,38,31,3
"RP5-1185I7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MAGI2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GNAI1",1,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,15,11
"CD36",133,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0,0,3,0
"SEMA3C",53,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,54,1
"HGF",20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,0,0,0,1
"CACNA2D1",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"PCLO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,0
"SEMA3E",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SEMA3A",9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC074183.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SEMA3D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC005009.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC005009.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KIAA1324L",1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0
"AC005076.5",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2
"DMTF1",18,6,2,1,0,6,0,1,0,0,2,5,1,0,1,0,2,0,1,2,2,0,0,7,41,2
"TMEM243",141,55,11,5,2,8,5,6,1,0,9,13,5,16,0,4,6,2,10,29,11,9,5,35,149,19
"TP53TG1",88,62,3,0,1,5,0,6,1,1,0,1,4,2,0,0,9,0,8,2,4,4,1,28,169,28
"CROT",11,11,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,43,4
"ABCB4",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0
"ABCB1",4,4,2,0,3,0,0,0,0,2,0,1,2,0,0,0,9,0,0,0,1,0,0,1,166,2
