"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","LTi cells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"DDRGK1",46,38,15,21,9,2,8,8,107,18,0,0,13,4,44,38,21,2,17,38,2,3,2,4,8,4,2,18,41,190,111,11
"ITPA",33,19,12,16,4,4,4,6,57,12,1,0,2,4,38,23,11,4,25,26,0,2,1,3,3,0,3,44,33,117,54,7
"SLC4A11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C20orf194",13,11,1,8,0,1,0,2,16,0,0,0,2,0,4,2,2,1,2,5,0,0,0,1,1,0,0,0,5,0,17,1
"ATRN",7,9,0,0,2,0,1,1,18,1,0,0,2,0,3,1,1,0,1,4,0,0,0,0,0,0,0,1,0,9,15,0
"ADAM33",0,6,0,0,0,0,0,0,69,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
"SIGLEC1",22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPA12B",2,2,1,0,0,0,0,0,21,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,140,0
"C20orf27",52,17,7,60,2,0,1,3,43,5,1,0,5,2,46,13,6,8,18,25,1,0,0,2,32,0,12,13,7,99,52,9
"CENPB",6,13,3,3,0,2,4,1,22,0,0,0,2,0,3,4,2,0,1,9,1,1,0,1,4,0,0,3,5,39,26,6
"CDC25B",2,9,20,3,4,2,7,2,24,7,2,0,3,0,11,31,26,1,4,39,1,2,2,0,0,1,0,24,16,47,66,2
"RP5-1009E24.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AP5S1",2,7,2,2,2,0,0,0,14,2,1,0,0,0,7,6,2,1,6,5,1,1,2,0,3,0,1,5,4,14,13,0
"MAVS",13,8,5,5,3,2,4,4,26,8,1,1,2,0,24,11,10,4,11,18,0,2,0,1,2,0,2,10,19,89,43,4
"RP11-119B16.2",2,1,4,0,1,1,1,1,11,3,0,0,0,1,7,3,1,0,7,2,2,0,0,0,0,1,1,5,6,6,4,0
"PANK2",31,9,10,15,3,3,4,5,44,8,1,0,1,1,38,21,14,1,15,25,0,2,0,0,7,1,4,37,23,41,29,3
"RNF24",6,19,0,7,0,0,2,2,57,1,1,0,0,0,9,6,2,1,4,11,1,1,0,0,4,0,2,1,7,12,4,5
"SMOX",4,12,0,3,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,4,13,1
"PRNP",73,60,10,26,13,3,6,144,322,11,5,2,8,9,65,32,15,31,22,53,5,1,2,4,3,0,5,12,59,6,33,11
"PRND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,0
"RASSF2",24,2,3,21,1,0,2,0,14,3,1,0,0,1,55,17,3,5,15,17,1,0,0,6,0,0,4,29,4,1,9,0
"SLC23A2",5,6,1,4,1,2,1,1,16,1,1,0,1,0,10,2,1,1,0,5,1,0,0,0,1,0,1,8,2,6,12,0
"RP5-1116H23.6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP5-1116H23.4",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM230",90,70,41,59,20,9,9,18,340,46,6,2,16,12,172,89,50,8,72,98,4,6,2,8,18,3,10,77,103,208,205,36
"PCNA",25,22,8,11,3,4,2,4,71,11,3,0,0,5,33,23,10,6,18,29,2,0,1,0,5,1,0,151,36,164,41,2
"CDS2",31,11,10,2,7,4,4,1,54,10,1,1,7,1,40,19,20,3,10,40,1,0,0,2,8,3,3,17,18,32,57,17
"LINC00654",4,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"GPCPD1",18,4,1,13,0,0,2,1,36,8,2,0,0,1,34,10,7,1,26,26,1,1,0,1,5,2,0,22,11,25,28,4
"C20orf196",9,5,7,2,4,4,3,0,10,10,0,0,3,1,28,9,8,1,14,24,4,0,2,0,0,0,1,38,17,9,21,0
"CHGB",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3,2,0,0
"TRMT6",7,8,6,8,5,1,3,0,22,6,0,1,2,1,20,15,7,0,14,21,0,1,1,1,0,0,1,11,18,49,7,6
"MCM8",0,0,0,1,0,0,0,0,5,2,0,0,0,0,7,1,1,0,1,3,0,0,0,0,0,0,0,9,2,10,3,0
"RP5-967N21.11",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
"CRLS1",21,16,8,11,0,1,1,3,44,8,2,0,2,4,32,22,4,2,7,23,0,0,0,0,3,3,4,21,9,170,35,6
"RP5-1056H1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"FERMT1",0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,300,0,1
"BMP2",0,1,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,44,8,0
"TMX4",18,26,17,14,8,9,5,2,100,19,2,1,8,5,68,40,30,7,11,42,3,3,2,1,4,1,1,15,45,33,50,10
"RP5-971N18.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLCB1",1,4,2,0,0,0,0,1,29,1,0,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,1,1,0,17,64,4
"PLCB4",0,0,0,0,0,0,0,1,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,1,31,62,7
"LAMP5",3,4,0,1,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,1,1
"ANKEF1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11,2,0
"SNAP25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0
"MKKS",35,18,14,25,8,4,6,5,83,10,3,0,4,4,52,24,19,3,23,36,3,1,1,3,6,1,4,42,22,310,83,17
"SLX4IP",4,4,2,4,2,0,0,0,11,6,0,2,1,1,12,4,0,0,3,3,0,0,0,1,2,0,1,9,6,27,7,2
"JAG1",4,8,0,0,0,0,0,2,46,2,0,0,5,0,3,3,1,3,1,1,0,1,0,0,40,0,0,0,2,49,143,49
"RP11-103J8.1",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP1-278O22.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,24,3,0
"BTBD3",1,1,0,0,0,0,0,2,10,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,13,28,2
"SPTLC3",2,1,0,0,0,0,0,0,13,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,7,5,0
"ISM1",0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,3,0
"TASP1",4,4,0,1,1,0,2,3,10,5,1,0,1,3,16,11,7,1,5,11,0,0,0,0,3,0,0,6,11,16,9,6
"ESF1",23,31,21,15,6,2,4,7,93,16,4,0,1,3,89,40,21,5,29,46,2,2,0,5,9,1,1,28,28,132,69,20
"NDUFAF5",4,6,1,3,3,0,1,0,13,2,0,0,0,0,8,8,3,2,0,3,0,1,0,0,0,0,1,5,3,25,7,3
"SEL1L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MACROD2",1,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,3,36,0,0,0,0,0,0,0,0,2,0,5,0,1
"FLRT3",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"KIF16B",5,4,1,4,0,1,1,0,14,3,0,0,0,0,9,8,3,1,6,9,0,0,0,1,2,0,0,5,5,63,17,5
"AL049794.1",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,6,0,0
"SNRPB2",90,61,49,71,23,13,8,13,235,43,3,0,14,10,163,101,57,13,96,147,9,7,3,2,14,4,12,155,92,395,200,19
"PCSK2",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BFSP1",0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
"DSTN",85,306,27,29,16,5,8,20,1301,31,7,0,43,17,66,93,57,379,24,111,6,6,4,11,433,11,4,232,56,1085,792,1425
"RRBP1",68,124,5,21,8,4,0,1,391,9,3,4,7,8,10,8,3,4,9,11,1,1,0,9,23,19,4,36,17,578,189,14
"SNX5",82,14,12,38,10,6,4,2,105,17,2,1,6,11,117,29,21,1,64,35,1,3,0,6,3,2,5,123,59,177,50,10
"OVOL2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
"MGME1",7,4,3,2,3,3,0,1,13,4,1,0,0,3,27,7,6,0,21,10,0,2,0,1,1,2,1,34,17,39,16,0
"PET117",5,4,4,5,0,1,1,1,23,2,1,0,0,0,13,10,4,0,6,12,1,0,0,0,1,0,0,8,5,44,15,2
"CSRP2BP",4,3,0,1,0,0,1,2,11,1,0,0,2,0,11,1,1,0,5,4,0,0,0,0,0,0,1,4,7,16,6,0
"ZNF133",2,3,2,2,0,0,0,2,11,2,0,0,0,1,4,5,3,1,3,3,0,0,0,0,0,0,0,1,2,12,11,2
"DZANK1",6,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,1,0,3,1,0,0,0,0,1,0,0,1,0,4,0,0
"POLR3F",5,1,1,7,0,1,0,2,13,0,1,0,3,0,14,2,2,1,3,8,0,0,0,0,1,0,0,9,6,14,13,1
"RBBP9",8,2,0,3,0,1,0,0,9,0,0,0,1,1,3,3,2,0,2,1,0,0,0,0,1,0,0,2,1,12,12,2
"SEC23B",20,6,3,13,5,1,0,1,17,5,0,1,5,0,18,7,4,0,8,8,0,0,0,0,4,1,3,16,14,63,12,2
"LINC00493",103,70,29,66,16,8,8,6,255,41,7,0,13,10,200,97,50,16,70,148,12,3,2,2,26,5,11,98,83,415,154,27
"DTD1",8,40,8,15,7,2,5,4,106,11,1,0,1,4,39,27,20,2,11,26,2,5,0,1,4,1,4,18,15,67,63,1
"LINC00652",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP5-1068E13.7",0,0,0,1,0,0,0,0,6,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,9,3,3,1,2
"SLC24A3",0,8,0,0,0,0,0,0,22,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"RP1-122P22.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0
"RP1-122P22.2",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"RP5-999L4.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIN2",45,33,0,7,0,0,0,3,64,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,4,1,0,25,83,5
"NAA20",63,31,9,22,10,5,5,3,107,12,0,1,3,5,67,23,9,6,29,34,0,3,1,3,11,1,5,54,23,180,100,12
"CRNKL1",13,6,2,8,4,1,0,1,33,2,0,0,1,1,30,12,6,1,8,12,0,1,0,1,1,0,0,9,11,39,28,4
"CFAP61",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INSM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RALGAPA2",6,3,6,4,1,1,2,1,11,1,0,1,7,0,9,8,3,0,8,8,0,0,0,2,0,0,0,4,3,42,60,2
"LINC00237",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIZ",8,4,3,4,2,2,1,1,30,10,3,1,4,1,28,13,7,7,16,13,1,1,0,1,4,0,0,11,6,12,14,5
"KIZ-AS1",0,1,2,0,0,1,0,0,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
"RP1-198K11.5",0,2,1,1,0,0,0,0,3,1,1,0,0,0,3,1,1,0,1,4,0,0,0,0,0,0,0,1,2,3,7,0
"XRN2",57,33,15,47,12,2,9,8,88,26,3,0,5,7,83,52,23,8,29,71,1,3,1,5,6,2,5,51,54,128,112,10
"NKX2-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP1-167O22.1",0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0
"LINC00261",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
"FOXA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0
"THBD",20,10,0,6,0,1,0,0,8,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,166,3
"CD93",26,0,0,22,0,0,0,0,4,0,0,0,5,0,0,1,0,0,0,1,1,0,0,0,0,0,13,1,3,0,509,0
"RP5-851M4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NXT1",22,13,8,15,1,2,0,1,60,3,1,1,4,0,60,24,17,2,16,35,0,2,0,2,2,1,0,22,15,64,46,7
"LINC01431",1,0,3,0,0,0,0,0,5,1,0,0,0,0,4,1,0,0,1,5,0,1,0,1,0,0,0,1,1,1,0,1
"GZF1",7,1,0,3,0,0,1,1,6,3,0,0,1,0,9,5,1,0,0,3,0,0,0,0,1,1,0,3,0,7,4,1
"NAPB",1,0,1,2,0,1,1,0,16,0,1,0,0,1,10,5,1,0,0,3,0,0,0,0,1,1,0,4,2,9,18,0
"CST3",3283,606,24,3566,7,1,8,203,8096,11,1,2,92,28,77,43,25,68,21,48,4,1,2,49,160,2,262,26,32,2188,1407,193
"RP11-218C14.8",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-218C14.5",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CST4",0,352,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0
"CST1",1,422,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0
"CST2",0,28,1,0,0,0,0,0,28,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYNDIG1",0,12,0,0,0,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"RP4-568C11.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,31,1,0
"CST7",12,1,330,44,77,113,60,2,2,8,38,0,2,8,5,41,400,0,7,24,8,13,4,0,0,2,0,4,118,4,1,2
"APMAP",61,21,53,28,8,9,9,5,103,5,4,0,7,0,27,32,49,3,12,22,1,9,2,3,7,0,2,8,27,61,85,1
"ACSS1",9,0,4,2,6,1,0,5,11,3,2,1,1,1,44,8,5,2,23,17,0,1,0,1,0,3,2,9,14,34,18,2
"ENTPD6",16,1,3,13,2,1,0,2,32,2,0,1,0,0,11,5,5,1,3,6,0,0,0,1,0,1,1,4,9,109,13,3
"RP5-965G21.3",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"PYGB",8,7,2,2,0,1,1,3,24,3,1,0,1,0,9,4,4,3,4,3,1,0,1,1,2,2,0,6,8,106,25,12
"ABHD12",66,15,4,19,3,0,0,0,45,9,1,0,4,1,20,12,5,1,6,13,2,0,0,1,3,1,2,8,15,69,22,6
"GINS1",0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,4,0,5,1,0
"NINL",1,1,0,0,0,0,0,0,10,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1
"NANP",1,5,0,1,0,0,0,0,8,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,8,5,1
"ZNF337-AS1",0,0,1,1,0,0,0,0,4,1,0,0,0,0,6,2,0,0,0,3,0,0,0,1,0,0,0,2,1,4,1,0
"ZNF337",1,5,1,0,1,0,1,1,6,2,1,0,0,0,3,6,4,0,2,1,0,0,0,0,1,0,0,3,5,4,13,2
"RP4-694B14.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP13-401N8.1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,12,2,1
"FAM182B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
"LINC01597",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"DEFB124",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"REM1",0,2,0,0,0,0,0,2,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,11,4
"LINC00028",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HM13",51,58,21,41,6,3,8,7,183,12,5,0,8,4,36,34,19,4,16,48,1,6,2,2,11,7,5,23,47,156,94,11
"HM13-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ID1",9,44,2,1,0,2,0,0,162,6,0,0,8,0,16,11,8,3,4,18,0,1,1,0,26,0,0,8,5,500,1470,54
"COX4I2",1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,71,0,0,0,0,1,16,31
"BCL2L1",23,13,6,5,5,2,1,1,44,8,1,0,5,9,8,18,13,2,3,11,0,2,0,2,8,7,3,13,35,79,64,13
"RP11-243J16.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABALON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TPX2",1,2,0,1,0,0,0,0,5,1,0,0,0,0,3,1,1,0,1,0,0,0,0,0,2,0,0,47,0,28,2,0
"MYLK2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FOXS1",0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,11,42
"DUSP15",0,2,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0
"TTLL9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"PDRG1",12,4,5,13,1,1,1,1,28,3,2,0,4,3,33,15,5,1,15,14,1,1,0,1,1,0,1,16,7,39,33,6
"CCM2L",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,43,0
"HCK",133,13,0,102,0,0,0,0,1,0,0,0,2,0,10,0,0,0,4,3,0,0,1,0,1,0,25,2,2,0,1,0
"TM9SF4",7,14,7,5,3,0,0,0,32,4,4,0,2,0,20,7,8,0,10,14,2,2,0,0,0,0,1,6,2,46,10,2
"PLAGL2",7,3,1,1,0,0,0,0,5,3,1,0,0,0,5,4,5,0,0,8,0,0,0,0,0,1,1,7,6,24,5,1
"POFUT1",5,6,5,1,0,0,0,1,17,3,0,0,5,0,5,1,2,0,5,4,1,0,0,1,1,1,0,4,1,32,17,1
"KIF3B",4,4,4,5,4,1,1,0,33,3,0,0,1,1,18,4,6,0,8,9,0,0,0,0,2,3,1,18,13,64,21,0
"ASXL1",6,4,3,1,3,0,2,1,14,4,1,0,0,0,22,14,5,1,6,18,0,0,0,1,0,1,0,28,22,17,39,1
"NOL4L",7,1,2,0,1,0,2,1,5,5,0,0,4,1,10,10,6,0,1,8,0,0,1,0,2,0,0,2,4,67,35,0
"RP5-1184F4.7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"C20orf203",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"COMMD7",44,26,21,22,22,9,6,3,74,19,4,4,4,7,57,42,25,2,19,56,4,8,2,0,12,0,5,82,68,42,107,12
"DNMT3B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"MAPRE1",48,23,17,28,11,6,7,7,77,20,4,1,14,13,70,55,34,5,21,58,4,4,2,3,14,4,8,80,57,109,71,17
"RP5-1085F17.3",3,0,3,1,1,0,0,1,6,0,0,1,0,0,5,5,3,1,1,13,1,0,0,0,2,1,0,8,4,12,11,3
"BPIFA2",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPIFB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDK5RAP1",11,7,6,3,1,1,6,3,23,6,1,0,1,1,22,22,9,1,11,19,0,0,0,0,2,0,2,21,12,21,20,2
"SNTA1",2,0,3,0,0,0,0,2,10,0,0,0,0,1,11,3,2,0,0,4,0,0,0,1,6,0,0,32,0,1,1,14
"CBFA2T2",9,7,9,3,3,3,2,1,28,6,0,0,1,1,26,20,19,0,20,25,1,0,0,2,3,4,2,9,21,33,13,3
"RP1-63M2.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"NECAB3",4,4,2,1,0,2,0,0,27,1,0,1,0,0,7,5,1,1,1,3,0,0,1,0,1,0,0,9,2,20,3,5
"C20orf144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"ACTL10",1,0,0,0,0,1,0,3,7,4,0,0,0,0,4,3,1,0,1,3,0,1,0,0,0,0,0,2,1,6,1,0
"E2F1",0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,6,1,3,0,0
"PXMP4",4,3,1,4,0,2,0,0,20,1,0,0,0,2,13,4,3,2,6,5,1,0,0,0,0,1,1,8,8,25,16,3
"ZNF341",1,1,2,3,0,0,0,0,1,2,0,0,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,1,1,3,6,0
"ZNF341-AS1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
"CHMP4B",87,60,18,65,6,3,7,4,258,30,2,0,11,2,97,32,16,9,46,47,2,7,1,9,17,4,10,95,79,496,124,27
"RALY-AS1",1,2,1,1,0,0,0,0,2,2,0,0,0,1,3,0,0,0,2,1,0,0,0,0,0,1,0,5,2,6,3,1
"RP5-1125A11.6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"RALY",55,42,37,58,28,7,8,4,172,28,2,1,13,8,120,66,56,3,65,98,2,5,2,6,24,9,9,140,72,288,154,36
"EIF2S2",104,63,37,73,16,2,13,13,220,38,2,2,17,13,228,101,52,9,94,165,5,2,3,11,17,10,11,170,110,580,254,28
"ASIP",1,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"AHCY",26,20,0,21,2,1,1,2,70,4,1,0,1,1,33,11,8,5,16,17,0,2,0,3,9,0,5,43,6,203,30,6
"ITCH",10,5,4,4,2,1,0,5,14,1,3,0,0,0,28,6,4,1,6,9,1,1,0,0,2,1,0,6,7,23,13,1
"DYNLRB1",116,84,34,50,26,24,15,32,341,40,9,1,23,12,165,86,45,12,61,121,10,3,1,6,28,9,5,118,137,439,275,56
"MAP1LC3A",2,42,3,1,2,0,0,8,178,6,0,0,15,2,11,5,8,9,4,6,1,0,0,0,31,0,1,14,51,86,115,30
"PIGU",6,11,5,5,1,0,0,3,28,4,1,0,2,1,7,3,6,0,7,5,2,0,0,0,5,0,0,8,11,37,11,5
"NCOA6",4,0,2,4,2,1,0,2,13,0,0,0,0,0,8,5,3,0,0,11,0,1,0,1,5,0,0,3,5,32,11,1
"TP53INP2",2,3,1,2,1,0,1,0,9,1,0,0,0,1,5,1,1,0,0,2,0,0,0,0,3,0,0,1,0,27,6,5
"GGT7",0,3,6,3,0,0,1,2,32,2,0,0,0,1,2,9,1,1,1,8,1,0,1,0,2,1,1,2,9,19,5,1
"ACSS2",4,4,0,5,0,0,0,1,15,0,0,0,3,2,2,4,0,0,1,7,0,0,0,0,4,0,2,0,4,117,25,2
"GSS",14,11,6,8,6,1,0,1,46,11,0,0,3,2,20,9,8,0,2,15,1,0,0,0,0,2,2,11,19,127,25,1
"MYH7B",0,0,1,0,0,0,0,0,7,1,0,0,1,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0
"TRPC4AP",13,13,10,14,6,3,2,4,53,2,3,0,6,6,29,20,8,0,9,17,1,2,0,0,2,1,2,26,30,61,38,4
