"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"DGKI",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC090498.1",52,44,19,16,23,14,5,59,29,37,45,41,208,38,23,63,33,16,19,74,17,6,4,10,106,1297,35
"CREB3L2",8,16,1,0,1,0,1,0,1,0,5,0,10,3,0,5,4,0,10,34,2,0,0,1,10,50,8
"TRIM24",3,0,0,1,0,0,0,0,1,0,0,1,4,0,0,0,1,2,0,4,0,0,0,0,0,103,5
"KIAA1549",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,31,1
"ZC3HAV1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"ZC3HAV1",36,29,7,2,11,10,2,19,14,19,13,18,94,19,5,26,27,10,3,13,9,3,6,3,40,147,11
"TTC26",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0
"UBN2",4,2,0,0,0,0,1,0,0,0,1,1,7,0,0,1,0,0,4,3,1,0,0,0,1,56,5
"C7orf55",3,6,0,1,2,1,0,3,0,2,2,2,9,1,1,4,3,0,5,12,0,0,0,1,4,124,5
"LUC7L2",10,6,1,1,6,2,1,10,3,11,4,5,33,15,3,9,7,5,4,11,2,0,3,5,12,121,9
"RP11-634H22.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,1
"HIPK2",14,12,0,1,1,0,0,19,16,3,19,3,38,3,0,3,16,10,10,31,8,0,4,2,10,42,2
"TBXAS1",25,1,0,2,0,0,0,2,1,5,5,1,15,1,0,2,2,1,0,1,6,0,0,1,3,2,0
"PARP12",15,1,2,0,1,0,0,1,1,3,1,0,13,2,0,4,0,0,2,3,1,0,0,1,5,149,3
"KDM7A",10,1,0,1,0,2,1,1,0,0,0,2,7,2,0,2,0,1,0,0,3,0,0,0,5,139,3
"JHDM1D-AS1",7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,44,0
"SLC37A3",1,7,1,0,1,1,0,0,0,2,0,2,14,2,0,4,2,1,4,2,0,0,0,2,8,65,4
"MKRN1",15,11,1,3,9,1,2,9,5,5,8,7,43,4,1,10,14,6,11,9,3,2,1,1,19,347,10
"DENND2A",0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,2,0
"ADCK2",8,1,0,0,1,0,1,1,0,0,1,1,9,2,0,2,0,0,0,1,0,1,1,1,1,41,0
"NDUFB2",165,36,17,19,35,17,4,55,35,62,42,22,248,34,5,45,30,7,44,107,22,7,10,11,81,1188,62
"NDUFB2-AS1",0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,5,0
"BRAF",1,2,1,1,4,1,0,0,3,1,1,5,16,5,2,5,3,1,2,2,1,0,0,2,6,31,3
"MRPS33",28,5,0,4,1,2,1,8,4,8,3,4,45,5,0,9,5,1,15,24,2,3,3,1,21,552,10
"TMEM178B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
"AGK",5,1,0,0,3,0,0,2,1,3,1,1,6,2,0,1,0,1,1,6,4,0,0,1,2,29,0
"RP5-894A10.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4
"KIAA1147",2,3,1,0,0,0,1,2,2,0,3,1,6,0,0,1,2,1,2,2,0,0,0,0,3,42,12
"WEE2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0
"SSBP1",40,11,3,7,16,6,1,12,7,19,16,10,65,9,3,15,12,4,15,25,6,2,1,4,31,871,32
"TAS2R4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0
"MGAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CLEC5A",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"MGAM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"TRBV2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV3-1",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"TRBV7-2",0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
"TRBV9",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRBV11-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TRBV7-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"TRBV12-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TRBV19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TRBV24-1",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTRNR2L6",2,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,2,0,1,1,0,0,0,0,1,44,2
"TRBV28",0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"TRBC1",4,0,38,0,57,34,27,166,59,216,65,0,679,43,0,104,68,25,1,3,1,0,21,9,424,11,0
"PRSS2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
"PRSS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TRBC2",3,1,62,0,113,97,27,114,42,156,25,13,633,154,4,119,44,33,1,22,0,1,19,48,322,20,1
"TRBV30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"EPHB6",0,1,0,0,0,0,1,3,0,2,0,3,7,0,1,2,0,0,2,0,0,0,0,0,2,1,0
"KEL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GSTK1",45,24,12,11,25,11,7,23,23,42,27,18,202,43,0,50,29,13,23,31,5,5,3,13,96,527,15
"TMEM139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0
"CASP2",2,0,0,1,1,1,0,5,1,2,1,0,7,1,1,4,1,0,0,4,0,0,2,0,3,47,0
"CLCN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"FAM131B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AC093673.5",4,2,0,0,1,1,0,3,1,1,1,0,1,6,0,2,3,2,2,1,2,0,0,2,4,64,7
"ZYX",43,10,0,5,5,4,1,1,10,7,6,1,23,7,1,3,4,0,21,2,3,0,0,3,7,261,15
"EPHA1",0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,38,1
"EPHA1-AS1",1,0,1,0,0,1,0,0,0,0,1,0,5,3,0,0,0,1,0,0,0,0,0,0,0,4,0
"TCAF2",0,1,1,0,2,0,0,1,0,2,0,0,12,0,0,3,3,0,1,0,0,0,0,0,3,2,1
"TCAF1",0,7,0,0,0,0,0,1,1,0,3,0,1,1,0,1,0,0,4,1,0,0,0,0,3,127,6
"ARHGEF35",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3,141,1
"RP4-545C24.1",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OR2A1-AS1",0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15,3
"ARHGEF5",0,0,0,0,2,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,69,0
"TPK1",7,2,1,1,3,0,0,2,0,0,1,1,4,1,0,0,0,0,0,2,0,0,0,0,2,35,2
"CNTNAP2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66,0
"C7orf33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP5-1136G13.2",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
"CUL1",6,5,1,2,2,1,0,2,1,1,1,0,19,3,2,0,1,2,2,7,4,0,1,2,8,105,3
"EZH2",15,0,1,2,0,4,0,5,2,6,9,0,28,6,1,2,8,2,0,5,2,0,2,7,16,93,4
"GHET1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PDIA4",54,25,0,2,12,0,4,8,4,11,9,2,33,3,0,6,12,4,15,99,7,0,4,1,14,421,17
"ZNF786",0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"ZNF425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0
"ZNF398",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,6,2
"ZNF282",1,2,0,0,4,1,0,3,1,8,0,0,10,0,0,2,1,0,0,0,0,0,1,0,17,30,2
"ZNF212",0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,17,0
"ZNF783",3,0,0,0,0,0,0,3,2,1,0,1,6,1,0,0,0,0,0,1,1,0,0,0,3,15,1
"AC004941.3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-143I21.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF777",0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"ZNF746",1,0,0,0,1,0,0,2,0,2,1,0,3,1,0,0,0,0,1,1,0,1,0,0,2,19,2
"KRBA1",0,0,0,0,0,0,1,1,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,6,1
"ZNF467",7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,17
"ZNF862",0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,9,0
"ATP6V0E2-AS1",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP6V0E2",8,1,2,1,8,4,1,11,6,8,14,0,44,6,0,6,10,1,1,1,0,0,1,2,26,45,2
"ACTR3C",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0
"LRRC61",4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,4,0,2,0,0,2,41,0
"ZBED6CL",2,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,12,0
"RARRES2",0,324,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,16,0
"REPIN1",13,6,0,0,0,1,0,5,0,3,1,3,16,1,0,1,3,1,5,12,2,0,0,1,2,332,9
"ZNF775",0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,7,1
"RP11-511P7.5",0,1,0,1,0,0,0,1,0,0,0,9,9,4,4,3,0,0,0,5,1,3,0,0,3,39,0
"LINC00996",17,0,0,0,1,1,0,0,5,0,5,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0
"GIMAP8",3,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
"GIMAP7",4,1,3,0,5,5,2,17,6,7,2,0,77,12,0,19,5,5,0,1,1,0,1,2,19,1,10
"GIMAP4",23,0,9,0,6,11,6,8,1,4,0,0,42,9,0,16,0,0,0,0,2,0,0,0,16,2,14
"GIMAP6",5,0,0,0,3,0,0,6,7,8,1,0,20,0,0,1,6,3,0,0,1,0,2,2,2,0,17
"GIMAP2",3,4,2,1,1,3,1,1,1,4,7,2,23,7,1,13,3,0,0,2,0,0,0,0,11,8,6
"GIMAP1",8,0,1,1,3,3,2,4,3,4,3,0,25,4,0,3,2,0,0,0,1,0,0,1,7,3,8
"GIMAP5",2,0,0,0,0,2,0,1,1,4,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"TMEM176B",300,150,1,9,0,1,1,0,1,2,0,1,4,0,0,1,1,0,2,0,29,0,0,0,2,650,1
"TMEM176A",234,113,1,2,0,0,0,0,0,0,0,0,2,3,1,2,0,0,1,2,25,0,0,0,3,897,1
"AOC1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,67,0
"KCNH2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"NOS3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,6
"ATG9B",0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ABCB8",6,1,1,1,0,0,0,1,1,1,5,0,5,0,1,1,1,1,1,4,2,0,1,1,0,45,0
"CDK5",3,6,1,1,2,1,0,0,2,1,2,4,5,0,0,1,1,1,3,3,0,0,0,0,4,72,5
"SLC4A2",5,5,0,0,1,1,0,0,3,2,7,0,8,2,0,0,7,0,3,4,0,1,1,1,1,97,9
"FASTK",9,9,1,1,2,0,0,5,4,4,13,3,25,4,0,2,4,0,9,21,2,2,1,2,9,114,8
"TMUB1",23,6,5,2,12,8,3,10,4,11,9,9,51,7,1,11,11,3,5,12,5,0,8,9,26,268,4
"AGAP3",25,8,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,3,4,0,0,0,3,51,4
"ABCF2",6,3,0,1,0,1,0,1,3,3,3,0,11,0,0,1,3,1,3,8,1,0,0,0,6,123,2
"CHPF2",5,7,0,0,2,0,2,1,4,4,2,0,11,2,1,2,2,0,4,7,3,0,0,0,4,48,4
"SMARCD3",0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,8,0,0,0,0,0,1,1,0
"RP4-548D19.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"NUB1",17,3,2,2,2,2,1,3,5,10,3,2,22,5,1,5,5,1,8,3,4,1,2,0,9,300,5
"WDR86",0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RHEB",107,31,2,19,14,5,1,17,7,20,21,11,75,13,1,20,15,6,23,24,24,0,5,11,54,1154,28
"PRKAG2",14,2,1,0,1,1,1,1,4,2,4,1,7,2,1,1,4,0,2,4,3,0,0,1,6,76,5
"PRKAG2-AS1",10,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,2,0,1,0,1,8,0
"GALNT11",10,8,5,2,1,4,0,3,4,3,6,1,15,6,0,6,7,1,1,2,3,0,0,2,7,52,8
"KMT2C",14,1,3,1,4,1,0,8,5,6,7,5,26,4,0,9,3,2,4,4,1,1,1,0,20,123,10
"LINC01003",3,1,0,0,1,1,1,0,1,2,3,0,8,0,0,1,0,0,1,2,0,0,0,1,3,48,5
"XRCC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,7,0
"ACTR3B",0,4,0,0,0,0,0,0,4,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,24,1
"PAXIP1-AS2",0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PAXIP1",1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,36,2
"RP11-5C23.1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"PAXIP1-AS1",1,3,0,0,0,0,0,2,2,0,1,0,8,3,0,2,1,0,1,0,0,1,0,1,3,66,1
"AC099552.4",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC144652.1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11,0
"INSIG1",94,14,1,17,8,4,1,8,7,10,6,16,56,8,8,3,23,5,5,15,28,5,4,5,37,888,42
"EN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CNPY1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"AC009403.2",1,0,0,0,1,0,0,1,3,0,3,2,3,1,1,1,0,0,0,4,1,0,1,1,5,37,0
"RBM33",8,6,2,0,4,4,2,9,2,9,7,1,24,7,2,5,6,5,0,22,0,0,0,1,18,102,5
"SHH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0
"AC021218.2",3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,117,1
"LINC01006",1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,43,1
"RNF32",0,0,0,0,0,0,0,1,0,1,2,0,1,2,0,0,0,0,0,3,0,0,0,1,0,22,0
"LMBR1",2,2,0,0,0,1,1,2,1,0,0,0,7,1,0,0,1,1,2,2,0,0,0,1,4,59,7
"NOM1",5,4,2,0,3,1,0,2,7,9,4,3,12,6,0,4,5,2,0,5,1,0,2,0,8,85,4
"MNX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"MNX1-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"MNX1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"UBE3C",7,2,0,1,4,0,0,4,1,5,1,1,11,3,0,0,0,0,2,2,1,0,2,0,5,91,6
"DNAJB6",90,18,17,10,33,13,9,37,38,37,30,14,215,48,13,46,32,13,15,21,37,1,7,10,110,765,27
"PTPRN2",0,1,0,0,1,0,0,2,5,1,1,1,7,1,1,1,0,2,4,6,0,0,0,1,4,12,7
"AC011899.9",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-452C13.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCAPG2",0,0,0,0,0,2,0,1,3,3,1,0,1,0,1,0,1,0,0,1,0,0,1,1,2,13,3
"ESYT2",13,10,1,0,2,0,1,5,8,7,10,0,17,3,1,6,9,1,2,3,1,0,1,3,15,126,9
"WDR60",3,8,0,1,0,0,0,3,2,4,4,2,12,1,0,1,1,1,2,2,0,1,0,0,1,91,6
"VIPR2",0,2,0,0,3,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,7,0
"PLCXD1",2,1,0,0,0,0,1,0,1,2,0,0,2,1,0,1,0,0,4,3,1,0,0,2,1,7,0
"GTPBP6",8,5,1,2,2,0,0,2,3,4,2,0,18,6,1,4,2,3,7,11,1,0,2,2,3,131,6
"LINC00685",1,1,1,0,2,1,1,1,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,46,1
"PPP2R3B",3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,16,0
"RP11-309M23.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CRLF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CSF2RA",32,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0
"IL3RA",13,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,27
"SLC25A6",305,182,41,65,60,35,17,151,93,102,101,125,596,122,39,179,121,29,147,289,60,30,24,22,299,8247,101
"LINC00106",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"ASMTL-AS1",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
"ASMTL",7,4,0,1,0,2,1,0,1,1,3,2,11,2,1,3,3,0,1,1,1,0,0,1,6,50,3
"P2RY8",0,0,1,0,0,2,3,1,0,2,0,2,19,11,1,18,1,6,0,4,0,2,0,1,5,4,0
"AKAP17A",13,2,1,1,2,0,1,4,3,3,4,5,20,2,1,3,12,2,3,13,0,1,1,1,9,143,6
"DHRSX",15,8,2,0,1,1,0,1,2,4,2,0,13,2,0,2,1,0,1,7,3,0,2,0,5,96,6
"ZBED1",15,9,0,1,3,0,2,1,1,3,2,3,6,1,0,1,0,1,3,4,0,0,0,0,7,64,7
"LINC00102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CD99",84,87,29,5,33,15,6,31,58,63,45,11,220,53,1,40,75,20,66,59,8,6,18,25,61,608,92
"XG",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GYG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ARSD",14,1,0,1,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,114,2
"ARSE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171,1
"MXRA5",0,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,165,0
"PRKX",7,2,2,1,13,8,2,11,20,8,22,10,37,15,2,10,23,11,0,3,1,0,2,1,12,56,0
"RP11-706O15.1",0,2,0,0,0,0,0,4,4,1,7,0,6,1,0,2,1,1,1,2,0,0,0,0,4,54,1
"RP11-706O15.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-706O15.5",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
"RP11-706O15.7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLGN4X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"PUDP",1,1,1,0,0,1,0,1,1,0,1,0,3,1,1,0,1,0,1,4,0,0,0,0,5,103,0
"STS",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0
"PNPLA4",3,4,0,2,1,0,1,1,0,0,1,2,2,2,2,0,2,0,1,8,1,0,0,0,1,203,0
"ANOS1",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TBL1X",2,2,0,1,1,2,0,2,1,3,0,0,1,0,0,1,2,3,2,0,0,0,0,0,3,3,2
"GPR143",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,1
"SHROOM2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
"CLDN34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"WWC3",6,1,0,1,0,0,0,1,0,2,1,2,1,1,1,1,0,1,2,0,1,0,0,0,0,34,0
"CLCN4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"MID1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,6
"RP11-120D5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"HCCS",4,3,0,0,0,1,0,1,0,2,2,2,7,2,1,1,0,0,4,3,0,0,0,1,2,118,5
"ARHGAP6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,2
"AMELX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MSL3",6,5,2,0,4,2,0,7,2,5,3,1,27,8,1,10,4,0,2,15,0,0,2,0,15,56,19
"PRPS2",13,3,1,2,3,0,0,5,3,3,2,2,10,2,0,3,2,1,3,7,2,2,2,2,9,128,2
"TLR7",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"TLR8",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"TMSB4X",12761,2103,1237,1634,2598,1681,696,4341,3669,4913,3116,2255,21233,3904,688,3277,3737,1268,1115,2343,2103,631,1173,1246,7784,27036,2695
"GS1-600G8.5",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGFL6",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"TCEANC",0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,6,0
"RAB9A",29,3,5,1,8,9,1,37,4,33,7,4,76,13,0,17,6,5,9,15,5,1,2,0,51,256,5
"TRAPPC2",3,3,2,1,2,3,1,6,3,6,1,3,25,7,1,4,1,1,2,2,1,1,1,0,11,85,0
"OFD1",14,3,8,1,12,9,1,25,10,13,9,10,67,15,5,18,11,4,4,0,0,3,1,2,44,231,3
"GPM6B",0,2,2,0,1,2,1,1,1,0,1,2,9,0,0,2,3,0,5,0,0,0,0,0,4,28,0
"GEMIN8",0,6,0,0,1,0,0,2,0,2,0,0,2,2,1,2,2,0,2,5,0,0,0,0,3,40,2
"FANCB",0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,1,1,9,0
"MOSPD2",5,1,0,1,0,0,0,0,1,1,2,0,3,0,0,2,1,0,1,1,1,1,0,0,2,49,1
"ASB9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
"PIGA",4,0,0,0,2,0,0,2,0,2,0,1,8,0,0,1,0,1,1,2,1,0,0,0,5,35,0
