"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NKT cells","Normal Epithelial cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"RRP7A",0,4,2,7,3,0,0,1,5,1,22,26,4,15,29,2,1,4,0,17,140,0
"SERHL2",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0
"POLDIP3",3,2,2,2,4,0,1,0,5,0,12,28,6,10,10,0,0,4,0,9,54,2
"RNU12",0,0,3,2,3,0,0,0,1,1,9,31,6,5,28,0,1,14,0,5,35,0
"CYB5R3",4,26,1,7,3,2,10,2,7,1,11,21,4,11,20,1,1,4,0,7,145,4
"ATP5L2",0,1,0,1,0,0,1,0,2,0,1,5,2,0,8,0,0,1,0,0,32,0
"A4GALT",0,24,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7
"ARFGAP3",3,14,0,7,2,0,6,1,6,0,7,19,6,8,13,0,1,3,5,5,95,2
"PACSIN2",4,2,0,12,0,0,2,0,1,1,2,12,3,5,4,0,0,2,1,4,64,1
"AL022476.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"TTLL1",1,1,1,0,2,0,1,0,0,0,1,3,0,0,5,0,0,0,0,0,8,0
"BIK",1,1,2,1,3,1,2,0,1,0,3,14,8,0,24,1,0,7,1,4,506,0
"MCAT",0,4,0,1,0,0,1,0,2,1,6,2,1,1,8,0,1,1,0,2,59,0
"TSPO",11,24,7,33,13,4,16,6,26,4,17,100,29,36,90,3,2,39,16,47,1985,14
"TTLL12",0,3,0,1,0,0,0,0,1,0,2,1,0,2,1,0,0,4,0,1,84,0
"SCUBE1",0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"EFCAB6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SULT4A1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"PNPLA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SAMM50",2,3,0,1,0,0,0,0,3,0,6,9,2,4,11,0,0,4,0,6,142,1
"PARVB",5,1,0,6,1,1,2,0,5,0,7,6,0,7,2,0,0,0,3,1,2,8
"PARVG",0,0,2,8,5,2,0,1,4,2,20,27,10,14,25,2,2,0,2,6,3,0
"RP4-671O14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"KIAA1644",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LDOC1L",0,2,0,0,1,0,1,0,0,0,0,3,0,0,5,1,0,0,0,0,19,2
"PRR5",1,4,0,0,0,0,3,0,3,0,1,23,2,1,6,0,1,0,0,3,57,2
"PRR5-ARHGAP8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ARHGAP8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,58,0
"PHF21B",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NUP50-AS1",0,0,0,0,0,0,0,0,1,1,0,3,0,0,2,0,0,0,0,1,20,0
"NUP50",0,4,0,2,3,1,0,0,5,1,6,27,3,10,23,2,1,0,0,4,89,0
"KIAA0930",2,19,0,5,0,0,2,0,1,0,0,3,0,0,2,0,0,2,0,0,49,0
"CTA-268H5.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"UPK3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"FAM118A",1,11,1,2,3,2,1,1,5,0,5,49,10,2,48,2,3,0,0,9,39,0
"RIBC2",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FBLN1",0,66,0,0,0,0,125,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
"ATXN10",3,6,0,8,0,1,2,0,1,1,8,22,2,2,21,0,1,2,1,5,175,1
"WNT7B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CITF22-92A6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
"PRR34",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PRR34-AS1",1,0,0,0,2,0,0,0,2,1,5,13,1,7,4,0,0,2,0,7,47,1
"MIRLET7BHG",1,2,0,1,0,0,0,0,1,0,0,5,1,0,1,0,0,0,0,2,58,2
"PPARA",0,0,0,1,1,0,0,2,0,0,4,1,0,0,1,0,0,2,0,2,77,1
"CDPF1",0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,12,0
"TTC38",0,0,1,0,1,0,2,0,1,0,1,1,0,1,1,0,0,1,0,0,60,0
"GTSE1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GTSE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0
"TRMU",0,0,0,0,0,0,0,0,0,1,3,4,1,3,3,0,0,1,0,1,37,0
"CELSR1",0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,8,0
"GRAMD4",1,0,0,0,1,0,0,0,1,0,0,12,0,1,11,0,0,0,1,4,25,0
"CERK",1,1,2,1,0,1,1,0,16,2,1,44,4,9,28,0,2,1,4,7,31,1
"CTA-29F11.1",2,3,6,4,0,1,1,3,5,0,7,32,9,5,27,2,1,3,0,5,93,0
"TBC1D22A",1,1,0,2,1,0,3,0,1,0,7,9,1,4,9,1,0,1,1,1,51,1
"LL22NC03-75H12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM19A5",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C22orf34",1,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0
"RP1-29C18.10",0,0,0,0,0,1,0,0,1,0,1,3,0,2,2,0,0,0,0,0,1,0
"BRD1",2,1,0,2,0,0,1,0,2,0,4,8,0,1,4,0,0,1,0,4,34,0
"RP3-522J7.7",0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0
"RP3-522J7.6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RP11-494O16.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ZBED4",0,0,0,1,1,1,1,1,1,0,0,7,1,1,3,0,0,0,0,2,22,0
"ALG12",0,7,1,0,0,2,2,0,1,0,1,9,1,2,6,0,0,2,0,1,33,0
"CITF22-1A6.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CRELD2",2,11,4,4,7,1,4,0,6,3,11,15,6,8,22,0,1,2,4,11,129,4
"CITF22-49E9.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"PIM3",25,73,9,57,8,2,16,6,27,2,21,115,15,20,93,1,3,16,9,58,653,11
"MLC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MOV10L1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRABD",3,4,5,15,7,3,5,4,12,0,54,73,12,26,70,3,3,11,1,19,233,1
"RP3-402G11.25",0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0
"RP3-402G11.26",0,0,0,0,1,0,0,0,0,1,3,1,0,4,6,0,0,0,0,0,3,0
"SELO",1,2,1,3,1,0,1,0,1,0,3,9,1,1,4,0,0,2,0,1,52,0
"RP3-402G11.28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"TUBGCP6",0,1,1,2,1,0,0,0,1,0,0,4,1,2,1,0,0,1,0,4,25,0
"HDAC10",1,0,3,4,2,0,3,2,3,0,8,14,3,6,13,0,0,0,1,7,84,1
"MAPK12",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"MAPK11",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4,0,2
"PLXNB2",3,8,0,3,0,1,1,0,0,0,1,4,1,0,1,0,1,5,0,3,138,0
"DENND6B",0,1,0,0,0,0,1,1,0,2,9,3,1,1,3,0,0,1,0,2,18,0
"PPP6R2",1,2,1,1,1,0,0,0,5,0,4,16,4,0,6,0,0,3,1,8,60,0
"SBF1",0,1,1,0,2,0,0,0,2,2,1,9,1,2,9,0,0,4,0,2,66,1
"ADM2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
"MIOX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LMF2",3,8,1,1,1,0,10,0,4,0,9,22,4,5,17,1,1,4,0,5,95,1
"NCAPH2",2,3,0,1,2,0,2,0,0,0,12,19,5,12,13,2,1,2,0,3,53,1
"SCO2",6,2,2,14,1,0,1,1,2,1,5,25,3,4,21,0,0,10,1,15,140,0
"CTA-384D8.36",0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0
"TYMP",60,34,2,110,16,3,34,1,17,1,44,61,11,28,61,1,0,4,35,36,165,0
"ODF3B",1,7,0,6,1,0,4,0,0,0,3,10,0,1,3,0,0,2,2,4,59,2
"CTA-384D8.35",1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
"CTA-384D8.34",2,0,0,6,0,0,0,0,0,0,7,0,0,3,0,0,0,0,2,0,0,0
"KLHDC7B",0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0
"SYCE3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"CPT1B",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,0
"CHKB-CPT1B",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CHKB",0,0,0,0,3,0,0,0,1,0,4,4,2,0,6,0,0,2,0,1,18,0
"CHKB-AS1",0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,1,3,0
"CTA-384D8.33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MAPK8IP2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0
"ARSA",1,4,0,3,1,0,1,1,0,1,1,7,3,3,5,0,0,2,1,7,71,2
"SHANK3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
"ACR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
"RABL2B",0,2,0,0,0,0,1,0,2,0,1,14,0,3,12,0,0,1,1,5,29,1
"CH507-9B2.1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"CH507-9B2.3",0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,7,0
"CH507-9B2.5",0,0,1,0,1,1,0,0,1,0,2,0,0,1,5,0,0,0,0,1,16,0
"CH507-9B2.9",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0
"CH507-39O4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CH507-42P11.8",2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,13,0
"U2AF1L5",0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,1
"CH507-154B10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,0
"CH507-254M2.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"SMIM11B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"CH507-513H4.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"bP-2189O9.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"bP-21264C1.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,3,0
"AP001347.6",0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"RBM11",0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0
"HSPA13",0,4,1,0,1,0,0,1,2,0,13,12,8,11,22,0,0,0,3,1,23,0
"SAMSN1",14,0,18,53,35,9,0,1,73,5,98,269,53,23,180,1,14,2,23,97,16,0
"AF127936.9",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"NRIP1",2,7,0,1,0,0,5,0,1,0,3,8,0,3,4,0,0,2,1,3,56,3
"AJ006998.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USP25",0,0,1,0,1,2,0,0,2,0,2,6,3,3,2,0,1,0,0,2,30,1
"LINC01549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CXADR",0,0,0,0,0,0,0,0,1,0,0,3,0,0,4,0,0,4,0,0,398,0
"BTG3",1,20,15,10,15,1,9,2,17,2,20,92,16,8,66,0,5,4,3,43,155,0
"C21orf91",0,1,4,1,2,0,1,1,6,2,3,24,4,1,9,0,0,0,1,4,21,0
"CHODL",0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AP000476.1",0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"LINC00158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MIR155HG",2,2,1,9,4,0,0,1,21,1,7,30,3,5,29,0,0,0,6,13,7,0
"MRPL39",2,0,0,1,1,0,1,0,0,0,2,5,3,0,5,0,0,2,0,0,62,0
"JAM2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3
"ATP5J",10,22,8,23,18,7,12,2,19,1,42,91,21,34,114,5,5,20,2,33,1330,11
"GABPA",1,0,1,1,1,0,1,0,0,0,6,5,2,1,2,0,0,0,0,4,30,2
"APP",0,37,1,4,1,1,13,0,1,0,6,23,2,17,41,1,1,16,0,6,1126,22
"AP001439.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AP000230.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CYYR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
"ADAMTS1",0,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,0,1,12
"ADAMTS5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AF131217.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"N6AMT1",0,0,0,0,0,0,1,0,1,0,0,2,1,1,4,0,0,1,0,1,8,0
"LTN1",1,2,0,0,1,2,0,0,0,0,10,6,2,8,12,0,1,0,2,5,47,0
"RWDD2B",0,0,0,0,0,0,0,0,1,0,1,4,0,1,0,0,0,0,1,1,21,1
"RP1-100J12.1",0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,6,0
"USP16",6,13,4,6,5,5,6,1,13,0,35,57,7,22,51,0,3,4,5,23,305,2
"CCT8",3,11,3,10,11,2,8,2,21,1,30,66,13,26,44,2,2,3,3,19,558,3
"MAP3K7CL",0,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,4,0
"AF124730.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BACH1",1,2,3,4,0,3,2,1,3,0,10,14,3,25,16,0,0,0,3,11,88,1
"BACH1-AS1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
"BACH1-IT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-313P22.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TIAM1",2,0,0,2,0,0,0,0,0,0,0,3,2,0,8,0,0,0,0,3,1,0
"AP000251.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
"AP000253.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SOD1",8,21,21,21,28,11,19,8,48,6,96,263,47,53,322,6,14,35,11,130,1953,4
"AP000254.8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SCAF4",2,2,4,3,2,1,0,1,2,1,7,19,2,13,18,0,0,5,1,2,98,3
"HUNK",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0
"LINC00159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MIS18A",1,1,0,0,0,0,1,0,0,0,1,1,0,1,3,0,0,1,0,0,55,1
"URB1",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,30,2
"URB1-AS1",0,2,0,0,0,0,0,0,1,0,0,2,0,1,3,0,0,1,0,0,32,0
"EVA1C",0,1,0,0,0,0,1,0,0,0,1,3,1,0,6,0,0,1,0,1,21,3
"TCP10L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"C21orf59",0,4,2,1,3,1,0,0,3,0,7,23,4,14,14,0,0,6,1,10,231,1
"SYNJ1",0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,1,1,1,11,0
"PAXBP1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0
"PAXBP1",0,0,1,2,2,0,3,2,2,0,8,12,1,4,9,0,0,3,1,3,71,0
"C21orf62-AS1",0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,8,0
"C21orf62",0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
"IFNAR2",5,4,1,5,0,3,3,0,7,2,3,35,2,3,27,1,0,0,1,16,43,2
"IL10RB-AS1",5,0,0,2,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,1,2,0
"IL10RB",3,3,0,6,2,0,2,1,3,1,5,20,3,2,16,1,1,1,2,10,115,1
"AP000295.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"IFNAR1",5,12,1,5,1,1,2,0,3,0,12,22,3,5,20,0,2,3,2,8,162,1
"IFNGR2",8,25,0,13,1,0,6,1,1,0,17,5,0,14,11,0,1,5,8,5,364,2
"TMEM50B",2,9,3,7,8,2,4,0,10,0,17,59,15,14,55,0,1,2,0,26,164,3
"DNAJC28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"GART",1,2,3,1,1,0,0,1,1,0,4,13,2,6,7,0,1,2,0,4,107,0
"SON",9,25,16,14,30,8,21,7,31,2,132,230,53,82,218,11,15,20,8,81,756,5
"DONSON",1,1,0,0,0,1,2,1,1,0,1,3,0,2,4,0,0,0,0,2,9,0
"AP000304.12",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CRYZL1",1,2,0,2,0,0,1,0,3,0,9,12,3,3,10,1,1,6,1,3,121,2
"ITSN1",0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,4,0,0,43,1
"ATP5O",7,25,13,28,11,10,18,4,22,0,94,146,21,65,169,5,6,25,5,43,1439,3
"LINC00649",0,0,1,0,0,1,0,2,2,0,1,16,3,0,14,2,1,1,0,12,12,0
"MRPS6",0,4,1,6,11,2,3,1,16,2,20,66,9,10,66,3,1,7,3,17,355,3
"SLC5A3",0,0,0,1,1,1,0,3,1,0,2,13,5,2,16,0,0,5,0,3,79,3
"LINC00310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SMIM11A",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0
"KCNE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"RCAN1",0,1,0,0,0,0,4,0,0,0,1,3,0,0,3,0,1,5,16,1,114,17
"CLIC6",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LINC01426",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,15,0
"RUNX1",7,18,1,5,2,0,13,1,8,2,4,26,0,1,18,1,0,9,1,10,165,0
"LINC01436",0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SETD4",0,2,0,1,1,1,0,1,0,0,5,5,1,1,3,0,0,1,0,0,43,1
"CBR1",3,7,0,2,0,2,8,0,3,1,1,7,0,2,17,0,1,3,0,0,267,0
"AP000688.29",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CBR3",0,0,0,0,0,0,1,0,2,0,3,0,0,1,3,0,1,1,0,0,49,10
"DOPEY2",2,1,1,1,0,2,1,0,1,0,3,2,0,3,4,1,0,1,0,1,69,0
"AP000692.10",0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0
"MORC3",0,3,1,3,2,0,4,1,5,0,12,17,1,9,23,0,0,2,1,10,61,2
"CHAF1B",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0
"CLDN14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0
"AP000696.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SIM2",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,36,0
"HLCS",0,3,0,0,0,0,0,0,0,0,0,4,2,0,3,0,0,0,0,0,38,1
"AP000704.5",0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,5,0
"PIGP",2,9,1,7,1,1,2,2,1,1,12,13,4,8,24,0,1,8,0,11,355,1
