"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"FAM103A1",20,33,4,6,9,0,5,3,8,15,0,1,37,27,9,5,9,0,4,2,28,3,10,3,58,233,39
"C15orf40",12,21,0,2,4,0,1,1,3,6,0,0,16,11,1,0,6,0,2,0,16,3,2,2,16,92,24
"RP11-382A20.7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTBD1",19,19,2,4,4,0,1,0,4,5,0,0,13,10,1,3,3,2,0,0,14,0,0,0,6,165,23
"TM6SF1",25,0,0,4,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,1,0,0,1,15
"RP11-382A20.3",7,33,0,0,2,0,0,2,7,2,0,0,0,1,0,0,1,1,1,0,25,0,0,0,2,7,73
"ADAMTSL3",1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"UBE2Q2L",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOLGA6L4",0,3,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,2,9,7
"RP11-182J1.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZSCAN2",3,7,0,0,0,1,0,1,0,0,1,1,1,2,0,0,2,0,0,0,2,0,0,0,1,25,4
"RP11-182J1.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RP11-182J1.3",0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,4
"WDR73",3,8,1,0,3,1,0,2,2,3,2,1,7,8,1,1,4,0,3,0,9,0,0,0,7,73,9
"NMB",20,19,1,3,5,2,4,2,12,48,0,1,6,65,5,5,13,1,0,1,11,1,2,0,70,139,13
"SEC11A",114,234,9,31,20,1,3,6,46,48,1,5,65,52,17,13,32,3,11,4,135,5,32,7,124,777,228
"ZNF592",4,10,2,2,6,1,0,0,2,5,1,0,5,2,1,0,1,0,0,0,3,0,1,1,7,55,7
"ALPK3",7,2,0,3,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,1,2,1,0,1,105,26
"SLC28A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PDE8A",7,13,0,1,1,0,0,5,2,0,1,0,5,2,0,1,4,0,0,0,24,0,3,0,3,94,37
"AKAP13",50,94,11,16,31,6,8,10,16,24,4,4,67,54,21,8,35,4,15,6,86,1,16,5,130,305,202
"RP11-815J21.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-815J21.4",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"RP11-158M2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"RP11-158M2.3",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,4,4,2
"RP11-158M2.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"KLHL25",3,2,0,1,0,0,0,0,0,4,0,0,2,4,3,0,2,0,0,0,3,0,1,0,2,143,3
"AGBL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NTRK3",0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MRPL46",1,6,0,2,0,0,1,2,3,1,0,0,9,12,4,0,5,0,1,0,9,0,0,0,15,71,14
"MRPS11",13,66,3,3,5,0,1,4,11,9,1,1,12,15,5,1,4,0,6,1,37,4,1,0,25,164,67
"DET1",0,1,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,10,1
"AEN",3,20,0,1,0,0,1,0,0,1,1,0,3,5,2,1,3,0,0,3,12,2,2,1,7,52,9
"ISG20",10,47,20,27,24,16,13,5,14,41,4,4,119,176,35,43,116,5,29,6,52,41,45,3,264,361,111
"ACAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,3,1
"HAPLN3",12,102,0,7,10,0,0,1,14,6,0,1,3,7,4,1,11,0,1,5,61,0,1,1,41,28,79
"MFGE8",2,532,1,1,4,1,1,5,82,2,1,1,3,8,2,0,2,0,0,0,541,1,0,0,18,59,94
"RP11-326A19.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ABHD2",33,25,2,8,2,0,1,2,8,1,0,3,9,7,0,0,3,0,2,2,18,0,5,0,12,413,27
"FANCI",4,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,4,2,0,0,3,27,3
"POLG",12,22,2,4,1,1,0,3,4,3,2,1,9,5,3,3,5,2,1,1,11,1,2,0,22,108,19
"RP11-217B1.2",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1
"MIR9-3HG",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,2,1,0
"RHCG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1
"TICRR",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"KIF7",0,3,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,3,0
"PLIN1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"PEX11A",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,24,1
"WDR93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MESP1",0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,52,2
"MESP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ANPEP",40,17,0,10,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,18,0,30,0,1,2,3
"AP3S2",6,5,0,0,0,1,0,2,0,2,0,0,0,1,0,1,0,0,0,1,4,0,0,0,2,25,7
"ARPIN",16,21,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,6,0,2,0,0,53,9
"ZNF710",5,2,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,3,2,1,0,0,30,6
"RP11-617F23.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,0
"IDH2",41,49,7,17,12,5,3,3,3,21,2,7,29,34,18,5,8,0,17,3,33,8,7,4,47,1961,57
"SEMA4B",4,1,0,0,1,0,2,4,3,0,0,1,2,0,1,1,2,0,0,0,18,3,1,0,3,104,8
"CIB1",132,157,18,60,45,15,13,9,33,73,11,12,182,191,44,43,91,7,35,3,80,12,42,11,239,1284,120
"GDPGP1",2,2,0,1,1,0,0,0,0,0,0,1,1,3,0,0,4,0,0,0,0,0,0,0,1,24,4
"RP11-697E2.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NGRN",3,15,1,2,0,0,0,0,4,0,1,0,2,1,0,5,2,0,0,0,3,0,2,1,3,69,10
"RP11-697E2.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZNF774",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"IQGAP1",109,101,15,21,35,9,7,4,13,27,5,6,67,56,24,31,26,4,15,5,75,5,36,7,107,779,134
"CRTC3",10,28,1,2,4,1,0,1,6,6,0,2,20,19,7,5,24,1,4,1,30,3,2,2,22,63,21
"CTD-3065B20.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CRTC3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-387D10.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"BLM",2,1,0,0,2,0,0,0,0,1,1,0,4,6,2,1,0,0,1,0,2,1,0,1,13,7,0
"FURIN",16,33,0,7,4,0,2,1,7,17,1,3,5,49,5,2,15,0,1,2,36,1,5,1,72,95,67
"FES",14,4,0,3,3,0,0,0,1,7,2,0,2,9,1,0,2,0,0,1,7,0,8,0,3,12,37
"MAN2A2",6,2,0,2,2,0,1,1,0,3,0,2,4,6,0,1,2,0,1,0,7,1,2,0,5,31,6
"HDDC3",8,8,1,1,0,0,0,0,4,2,0,1,6,5,1,1,3,0,1,1,6,0,1,0,8,90,11
"UNC45A",5,26,0,3,3,0,0,4,7,5,0,0,11,18,3,10,4,0,2,1,22,0,2,0,19,89,31
"RCCD1",0,7,0,0,1,0,0,2,5,0,0,0,0,2,0,0,0,0,0,1,8,1,1,0,0,43,4
"PRC1",1,9,0,0,1,1,0,1,0,1,0,0,5,5,0,0,2,0,0,0,7,1,1,0,0,74,3
"PRC1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VPS33B",1,5,1,0,1,0,0,1,1,2,0,2,4,0,0,1,1,0,0,0,1,1,0,0,4,14,0
"AC068831.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SV2B",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"CRAT37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-692C24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLCO3A1",5,26,0,5,0,0,0,0,2,1,0,0,1,7,0,0,4,0,1,1,63,0,3,0,3,114,17
"LINC00930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM174B",0,16,1,0,1,0,1,1,1,6,0,0,0,1,0,0,2,0,0,0,5,0,0,0,10,67,16
"CTD-2313J17.6",2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0
"RP11-437B10.1",2,4,2,1,1,0,0,0,0,3,0,0,3,2,1,0,6,0,1,1,3,0,2,2,7,15,2
"CHD2",22,29,6,11,8,8,6,2,9,22,4,7,74,64,18,22,44,2,6,2,15,1,12,0,66,172,50
"RGMA",0,19,0,0,1,1,0,0,14,0,0,0,0,0,0,0,1,0,1,0,18,0,0,0,3,3,1
"LINC01579",0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0
"RP11-76E17.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MCTP2",0,4,2,0,3,1,0,0,4,0,2,0,7,2,0,5,0,0,2,0,0,0,3,0,0,57,3
"RP11-255M2.3",1,11,1,1,3,1,1,0,1,3,0,1,22,7,3,6,9,0,1,1,9,1,0,0,10,22,4
"LINC01197",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,0,0,11
"LINC00924",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,1
"RP11-236L14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"NR2F2-AS1",0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2
"NR2F2",0,85,0,0,2,0,0,4,25,0,0,0,1,0,0,0,1,0,0,0,176,0,0,0,1,126,65
"RP11-262A16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"RP11-522B15.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SPATA8",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARRDC4",14,3,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,0,0,15,1,4,0,0,38,7
"RP11-167B3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"IGF1R",3,28,0,0,1,0,0,2,4,0,0,0,1,2,0,0,1,0,1,0,24,0,0,0,1,158,22
"PGPEP1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SYNM",1,1,1,0,0,1,1,9,3,0,1,0,1,1,1,0,0,0,2,1,19,0,0,0,0,12,17
"RP11-6O2.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TTC23",1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,11,8
"RP11-6O2.3",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
"LRRC28",7,8,2,0,9,2,0,2,4,1,0,0,1,4,2,3,4,0,2,1,20,1,1,0,6,48,20
"RP11-20G13.3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"RP11-20G13.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MEF2A",9,26,2,6,3,2,1,0,5,1,1,0,26,7,0,4,4,0,1,0,16,0,5,0,6,90,62
"LYSMD4",0,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,17,1
"CTD-2054N24.2",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CTD-3076O17.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS17",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,6,0
"RP11-90E5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"SPATA41",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-526I2.5",0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,10,2
"LINS1",3,7,0,0,2,1,2,0,1,4,0,1,11,13,5,1,8,0,1,0,5,0,0,0,20,36,4
"ASB7",3,6,2,1,0,0,0,0,1,2,0,0,3,3,2,1,0,0,0,0,1,0,1,0,2,76,4
"RP11-66B24.2",0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,38,0
"ALDH1A3",1,32,0,0,0,0,0,2,14,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,41,5
"RP11-66B24.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-66B24.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"LRRK1",4,16,0,3,0,0,0,0,0,0,0,0,8,1,0,3,1,0,0,0,3,1,0,0,1,54,11
"RP11-505E24.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-424I19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"CHSY1",17,46,1,4,1,0,1,1,6,1,0,0,8,8,1,0,6,0,3,0,49,1,5,0,6,52,49
"VIMP",67,259,7,20,22,1,3,12,46,25,7,4,47,53,29,9,31,6,13,8,129,35,14,3,92,1033,139
"SNRPA1",14,53,4,11,4,0,2,5,8,10,1,1,20,20,6,8,16,1,7,5,28,4,2,3,42,307,56
"RP11-299G20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"PCSK6",0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3
"PCSK6-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TM2D3",21,46,1,2,7,0,5,2,16,20,2,1,35,23,6,10,17,2,3,0,36,1,5,3,63,215,43
"TARSL2",4,39,1,3,5,3,5,3,1,2,2,2,8,26,3,0,15,0,0,0,8,2,0,3,8,58,7
"RP11-89K11.1",1,2,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,2
"WASIR2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"POLR3K",11,14,3,0,2,1,3,0,5,1,2,0,11,5,2,0,3,0,1,0,7,2,1,0,11,198,21
"SNRNP25",28,25,3,8,7,1,5,2,6,3,1,0,32,16,5,3,4,0,3,5,12,7,8,0,17,217,24
"RHBDF1",0,18,0,0,0,0,0,4,4,0,0,0,0,1,0,0,1,0,0,0,10,0,0,0,1,68,6
"MPG",24,155,5,5,6,2,1,2,26,12,0,0,21,22,13,4,7,3,3,2,103,11,2,1,41,305,146
"NPRL3",10,18,0,2,3,1,1,1,4,2,0,0,12,2,0,1,0,0,0,0,11,1,2,0,6,59,19
"HBA2",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,0,1,113,0
"HBA1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16,0
"LA16c-OS12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LUC7L",5,39,4,6,5,1,0,6,13,5,1,1,21,16,10,7,10,0,2,2,26,1,2,2,18,151,36
"FAM234A",11,35,1,2,0,0,1,4,12,2,0,0,2,1,0,0,3,0,1,0,34,0,3,1,2,185,43
"AC004754.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RGS11",0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ARHGDIG",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"AXIN1",5,8,0,1,2,0,2,1,0,2,0,1,8,4,2,0,3,0,3,0,5,0,1,0,4,149,7
"MRPL28",27,80,7,10,7,2,2,3,16,10,1,0,30,26,8,7,8,1,2,0,42,3,10,0,47,261,50
"TMEM8A",13,13,0,3,1,0,0,1,3,2,0,1,15,3,1,0,2,0,0,0,10,0,0,0,10,173,25
"NME4",13,174,2,6,4,1,3,2,21,4,0,0,26,9,1,9,10,1,2,4,110,3,5,0,8,438,115
"DECR2",2,11,1,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,0,6,0,0,0,4,92,18
"LA16c-359F1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RAB11FIP3",2,4,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,2,56,9
"CAPN15",5,11,0,1,0,1,0,1,2,1,1,1,2,2,1,0,2,0,0,0,7,0,2,0,4,73,6
"PIGQ",5,17,2,0,0,0,0,0,4,2,1,0,8,3,2,0,2,0,1,0,6,0,2,2,3,58,19
"NHLRC4",1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2
"RAB40C",3,8,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,98,6
"WFIKKN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
"C16orf13",40,103,6,7,14,7,4,9,33,15,0,4,31,48,19,8,11,1,7,4,79,9,12,2,68,649,101
"FAM195A",37,22,1,2,0,1,2,1,5,0,0,0,14,7,6,5,3,0,1,0,18,3,6,0,18,818,15
"MSLN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"AL022341.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
"WDR90",1,7,0,0,0,0,0,1,4,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,37,5
"LA16c-349E10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0
"RHOT2",12,34,2,4,9,1,1,3,13,9,0,1,19,28,10,1,15,1,0,0,27,4,0,0,36,176,30
"RHBDL1",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0
"LA16c-313D11.9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"STUB1",37,133,7,6,9,5,0,4,30,14,3,6,46,26,12,7,18,2,8,0,79,10,9,2,59,471,101
"JMJD8",6,49,0,5,3,0,0,2,5,3,0,0,2,12,0,0,2,0,0,1,23,1,2,1,2,76,23
"WDR24",2,10,1,1,0,0,0,0,2,0,1,0,1,1,1,0,2,0,1,0,3,0,1,0,2,26,3
"FBXL16",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
"METRN",7,25,0,1,0,0,0,6,4,0,0,0,0,1,2,1,2,0,1,0,14,0,0,0,3,31,24
"FAM173A",24,73,5,4,8,5,2,4,8,9,2,2,32,15,5,3,9,1,1,0,34,8,4,1,50,263,39
"CCDC78",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"HAGHL",12,12,0,0,1,1,0,0,4,1,0,0,14,0,2,2,2,0,0,1,4,0,4,0,6,13,1
"NARFL",3,12,0,1,1,0,0,0,4,3,0,1,9,2,0,1,0,0,0,0,9,1,0,0,5,34,10
"RPUSD1",3,20,0,0,3,1,0,0,1,3,1,0,7,7,1,0,3,0,1,1,12,3,4,1,9,67,19
"CHTF18",2,2,0,0,0,0,1,0,2,0,0,0,3,1,0,1,0,0,0,0,2,1,1,1,3,33,1
"GNG13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LMF1",2,4,0,2,0,0,0,1,2,1,0,0,3,0,0,1,0,0,2,0,3,2,1,0,2,13,10
"LMF1-AS1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"RP11-161M6.2",0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3
"SOX8",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-161M6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-616M22.11",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CACNA1H",0,24,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,3
"TPSG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"TPSB2",1,2,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,1,2,0,0,1,14,4
"TPSAB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"LA16c-358B7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"UBE2I",59,152,9,10,16,9,9,7,31,25,8,9,119,54,11,22,43,2,17,5,115,16,13,3,112,700,153
"LA16c-358B7.3",0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,4,7,0
"BAIAP3",0,2,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,1,0,2,0,0,0,1,11,0
"TSR3",19,41,2,2,3,4,2,4,6,4,0,0,13,17,3,0,7,0,0,0,24,1,5,0,16,168,29
"GNPTG",15,34,0,1,3,1,0,1,5,2,1,1,13,12,2,2,2,0,0,1,16,1,5,0,21,82,25
"LA16c-316G12.2",0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,2,0
"UNKL",0,10,1,1,1,0,2,0,0,1,1,1,2,4,0,0,2,0,1,0,5,0,1,0,11,11,5
"LA16c-312E8.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf91",6,19,3,4,6,2,2,1,6,6,1,2,17,19,5,3,9,0,4,0,12,1,1,0,10,114,17
"CCDC154",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"CLCN7",37,29,0,2,1,1,0,1,4,0,0,1,9,3,0,1,0,1,1,1,14,0,4,0,8,94,13
"LA16c-390E6.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0
"TELO2",7,14,0,1,0,0,0,2,0,0,0,0,11,2,2,1,2,0,1,1,8,2,0,0,8,64,13
"IFT140",0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,2
"TMEM204",0,114,0,0,1,1,0,1,14,1,0,0,2,5,1,0,4,0,1,0,74,0,1,0,9,11,151
"LA16c-395F10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"CRAMP1",2,8,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,5,0,0,1,3,35,9
"LA16c-431H6.6",0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,3,6,0
"HN1L",4,16,0,0,0,1,0,0,2,0,0,0,6,3,1,0,0,0,0,0,11,1,0,0,5,190,13
"MAPK8IP3",3,9,1,1,2,0,0,0,0,1,0,0,6,2,2,0,1,0,1,0,5,0,0,0,3,40,11
"LA16c-329F2.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"NME3",24,95,0,6,5,1,2,6,27,15,2,3,25,32,11,4,21,1,1,0,78,4,9,0,55,370,102
"MRPS34",45,76,5,6,11,3,3,4,17,18,0,2,34,35,6,3,13,0,3,0,62,14,4,2,56,562,78
