"","Transcriptomics","Final"
"1244",1,1
"8714",0,0
"28234",0,0
"645",1,1
"644",2,1
"9488",2,1
"10380",1,1
"686",0,0
"8884",2,1
"80704",0,0
"51733",1,1
"7108",1,1
"50814",2,1
"3295",1,1
"6307",2,1
"493",1,1
"492",0,0
"491",1,1
"490",2,1
"847",2,1
"6543",1,1
"6547",0,0
"6546",0,0
"166785",1,1
"2538",0,0
"92579",0,0
"1373",0,0
"873",1,1
"10423",2,1
"8760",2,1
"1040",0,0
"56994",1,1
"10390",2,1
"64781",2,1
"10087",2,1
"6565",0,0
"9023",0,0
"1103",1,1
"162466",1,1
"9468",0,0
"5130",2,1
"6579",0,0
"6555",0,0
"6554",1,1
"55349",1,1
"1120",2,1
"1119",1,1
"60482",0,0
"6582",0,0
"6584",0,0
"6820",0,0
"10948",0,0
"19",0,0
"1118",0,0
"27159",0,0
"54682",0,0
"9058",0,0
"6576",1,1
"1159",0,0
"548596",0,0
"1160",0,0
"1158",1,1
"1152",1,1
"5172",0,0
"65010",0,0
"54675",2,1
"10559",2,1
"55907",2,1
"8034",0,0
"8824",0,0
"51805",1,1
"51004",1,1
"10229",0,0
"2650",1,1
"9245",0,0
"51301",0,0
"192134",0,0
"386757",1,1
"6535",1,1
"1384",0,0
"6583",0,0
"1431",2,1
"54677",0,0
"8140",2,1
"23428",1,1
"1036",0,0
"23657",0,0
"57379",0,0
"978",0,0
"7371",0,0
"83549",0,0
"51727",2,1
"129607",1,1
"160851",0,0
"8526",0,0
"1606",2,1
"8527",2,1
"1607",0,0
"1608",0,0
"1609",0,0
"8525",0,0
"9162",0,0
"1610",0,0
"51022",1,1
"2745",1,1
"8528",0,0
"10455",2,1
"1632",0,0
"1633",2,1
"1638",0,0
"6319",1,1
"9415",0,0
"3992",1,1
"8694",2,1
"84649",1,1
"1716",2,1
"6513",1,1
"6517",0,0
"6515",2,1
"1718",2,1
"1581",0,0
"1717",1,1
"8560",2,1
"123099",1,1
"11309",0,0
"6783",0,0
"1723",1,1
"1809",0,0
"1808",0,0
"1807",0,0
"23539",0,0
"2224",2,1
"29958",0,0
"60386",0,0
"84920",0,0
"79087",0,0
"26002",0,0
"1621",0,0
"7299",0,0
"6530",0,0
"6581",0,0
"669",2,1
"5224",1,1
"5223",2,1
"4597",1,1
"51071",1,1
"1806",0,0
"7083",1,1
"7084",0,0
"1854",0,0
"3704",2,1
"10682",2,1
"1892",2,1
"549",2,1
"1962",0,0
"1891",2,1
"11001",1,1
"28231",1,1
"53919",0,0
"10257",1,1
"28232",1,1
"2109",2,1
"2108",2,1
"2110",1,1
"55500",2,1
"55224",0,0
"8790",1,1
"51086",0,0
"2181",2,1
"2180",1,1
"2182",1,1
"81616",1,1
"51703",2,1
"23305",0,0
"116285",0,0
"5167",0,0
"5169",0,0
"6785",0,0
"60481",2,1
"54898",0,0
"79071",1,1
"1579",0,0
"2194",1,1
"10999",0,0
"376497",0,0
"230",2,1
"226",2,1
"229",0,0
"5208",0,0
"5207",0,0
"2203",0,0
"5210",1,1
"5209",2,1
"8789",0,0
"2235",1,1
"10840",0,0
"79901",0,0
"197258",1,1
"125061",1,1
"1719",1,1
"2356",1,1
"155184",0,0
"29988",1,1
"66035",0,0
"6518",1,1
"6514",0,0
"160428",0,0
"25902",0,0
"4522",2,1
"2519",0,0
"2517",1,1
"2184",1,1
"2271",2,1
"2523",1,1
"2525",1,1
"10690",0,0
"2683",2,1
"9334",2,1
"8704",1,1
"8703",1,1
"2820",1,1
"5832",1,1
"9563",0,0
"2539",1,1
"2542",1,1
"2593",1,1
"9514",1,1
"5476",2,1
"2720",0,0
"2588",0,0
"2581",0,0
"2583",1,1
"55454",2,1
"55790",0,0
"79586",1,1
"337876",0,0
"22856",2,1
"63917",2,1
"11226",1,1
"55568",0,0
"2589",1,1
"51809",0,0
"8693",1,1
"2591",0,0
"117248",0,0
"26290",1,1
"114805",0,0
"79695",0,0
"50614",1,1
"79623",0,0
"2590",1,1
"11227",0,0
"81031",0,0
"126792",2,1
"11285",1,1
"8972",0,0
"175",2,1
"26301",1,1
"4329",0,0
"7915",0,0
"2731",1,1
"275",1,1
"2653",1,1
"2651",0,0
"55343",0,0
"8836",0,0
"79017",2,1
"8908",0,0
"2992",2,1
"2997",0,0
"2998",0,0
"2687",1,1
"6472",2,1
"6470",1,1
"2717",2,1
"2632",1,1
"2990",2,1
"8372",1,1
"26035",1,1
"54480",2,1
"2131",1,1
"2132",0,0
"27087",1,1
"26229",0,0
"135152",1,1
"4669",1,1
"64579",0,0
"9348",0,0
"8509",2,1
"3340",1,1
"2137",1,1
"2135",1,1
"2134",1,1
"144195",0,0
"154091",0,0
"11182",0,0
"56606",1,1
"6523",1,1
"178",2,1
"5837",1,1
"5834",0,0
"5836",0,0
"2729",1,1
"2730",1,1
"2746",1,1
"2747",0,0
"10841",1,1
"27165",1,1
"2744",2,1
"79751",0,0
"83733",1,1
"2639",0,0
"57084",0,0
"57030",0,0
"246213",0,0
"51179",0,0
"54363",0,0
"2628",0,0
"9380",2,1
"2712",0,0
"2713",0,0
"2710",1,1
"3029",2,1
"6536",1,1
"5226",1,1
"27232",0,0
"57678",0,0
"80055",1,1
"54965",1,1
"93183",0,0
"2936",2,1
"2876",2,1
"7001",2,1
"5052",2,1
"2879",2,1
"2877",1,1
"257202",0,0
"2878",0,0
"2882",2,1
"10935",2,1
"2937",2,1
"2678",0,0
"2679",0,0
"2983",0,0
"4881",1,1
"3000",1,1
"2974",0,0
"4882",1,1
"2986",0,0
"2982",0,0
"2984",0,0
"2977",0,0
"9615",0,0
"763",0,0
"11238",1,1
"23556",0,0
"55650",1,1
"53905",0,0
"50506",0,0
"343",0,0
"5281",1,1
"84720",1,1
"54872",0,0
"80235",0,0
"128869",1,1
"10026",1,1
"51604",2,1
"94005",2,1
"8733",2,1
"3028",2,1
"3033",0,0
"3037",0,0
"3038",1,1
"3036",1,1
"27235",0,0
"6522",0,0
"83697",0,0
"6521",0,0
"6508",0,0
"2645",1,1
"3098",2,1
"3099",0,0
"80201",0,0
"3101",0,0
"3081",0,0
"11112",0,0
"3067",1,1
"496",0,0
"495",1,1
"8942",0,0
"3157",2,1
"3158",0,0
"54511",0,0
"3155",0,0
"3162",0,0
"26062",0,0
"197257",0,0
"6448",1,1
"3290",1,1
"3291",1,1
"3292",0,0
"3294",0,0
"51478",0,0
"3283",0,0
"3284",0,0
"80270",1,1
"57026",1,1
"3419",2,1
"3421",2,1
"3420",2,1
"3417",1,1
"3418",2,1
"7173",0,0
"3425",0,0
"587",1,1
"8501",1,1
"55586",0,0
"114134",1,1
"6526",1,1
"3422",2,1
"91734",0,0
"160728",0,0
"8801",2,1
"8802",1,1
"8803",2,1
"9990",2,1
"6560",0,0
"57468",0,0
"3795",0,0
"84679",1,1
"23315",2,1
"8564",0,0
"3938",0,0
"53",0,0
"3931",0,0
"387775",0,0
"124637",1,1
"366",0,0
"11283",0,0
"4047",0,0
"1178",0,0
"5321",0,0
"29124",0,0
"51268",1,1
"4023",0,0
"1056",0,0
"3990",0,0
"80339",0,0
"11343",0,0
"50487",1,1
"9227",0,0
"6309",1,1
"4048",2,1
"4258",1,1
"4259",2,1
"4056",1,1
"2954",1,1
"2548",0,0
"56922",0,0
"64087",1,1
"23417",0,0
"4357",1,1
"4190",2,1
"4191",2,1
"4200",2,1
"4199",0,0
"10873",1,1
"3620",1,1
"1545",0,0
"1543",0,0
"1557",0,0
"1544",1,1
"27430",2,1
"4144",2,1
"4143",1,1
"4548",2,1
"4598",1,1
"8867",0,0
"3635",2,1
"3632",0,0
"3636",0,0
"27124",1,1
"3633",0,0
"56623",0,0
"3628",1,1
"3706",1,1
"3707",1,1
"80271",0,0
"51477",1,1
"8821",2,1
"3631",1,1
"2595",0,0
"84693",0,0
"4594",2,1
"80168",0,0
"116255",0,0
"4507",1,1
"10797",2,1
"56913",2,1
"91703",1,1
"443",0,0
"4668",1,1
"9498",0,0
"57282",0,0
"6528",0,0
"482",0,0
"476",2,1
"480",0,0
"483",2,1
"23439",0,0
"477",1,1
"481",0,0
"478",1,1
"6549",0,0
"6550",1,1
"6548",1,1
"84735",0,0
"55748",1,1
"6559",0,0
"57419",0,0
"123041",1,1
"9187",1,1
"25769",0,0
"124583",0,0
"79077",2,1
"9583",2,1
"1841",1,1
"4832",2,1
"4830",1,1
"29922",0,0
"10201",1,1
"4831",2,1
"4833",1,1
"57127",0,0
"6005",0,0
"6557",0,0
"6558",0,0
"349565",0,0
"64802",1,1
"23057",1,1
"10135",2,1
"4837",0,0
"5409",1,1
"4843",1,1
"4846",0,0
"4842",0,0
"4860",2,1
"6580",1,1
"55808",0,0
"30833",1,1
"5251",1,1
"56953",0,0
"4907",0,0
"6476",0,0
"5009",0,0
"5019",2,1
"64064",1,1
"1629",0,0
"594",0,0
"593",2,1
"26873",1,1
"4942",2,1
"7372",1,1
"10861",1,1
"1811",0,0
"1836",1,1
"1583",0,0
"1584",1,1
"1585",1,1
"1586",0,0
"1588",0,0
"1576",0,0
"1593",0,0
"1548",0,0
"1553",0,0
"1562",0,0
"1558",0,0
"1559",0,0
"1565",1,1
"1572",1,1
"51302",0,0
"64816",0,0
"1577",0,0
"1551",0,0
"10858",0,0
"66002",1,1
"8529",0,0
"4051",0,0
"9420",0,0
"1582",0,0
"5831",1,1
"5050",2,1
"5051",0,0
"5049",1,1
"5048",2,1
"7941",0,0
"347734",1,1
"57194",1,1
"5337",0,0
"5338",1,1
"130013",0,0
"5091",1,1
"5244",0,0
"5136",0,0
"5142",1,1
"5137",0,0
"5151",0,0
"50940",0,0
"5139",0,0
"5140",1,1
"27115",0,0
"5144",0,0
"5153",1,1
"5150",1,1
"5138",0,0
"8622",0,0
"5141",0,0
"5143",0,0
"10846",0,0
"5152",0,0
"5148",0,0
"8654",1,1
"5145",0,0
"5147",1,1
"5146",0,0
"5158",1,1
"5149",0,0
"1737",2,1
"5162",2,1
"5160",2,1
"5161",0,0
"55163",1,1
"10396",1,1
"5105",0,0
"5106",1,1
"8310",1,1
"5833",1,1
"10400",0,0
"26227",1,1
"5730",1,1
"27306",0,0
"9536",1,1
"80142",1,1
"5740",1,1
"114971",2,1
"9489",1,1
"5743",0,0
"5742",0,0
"6898",0,0
"5053",0,0
"5264",1,1
"5728",1,1
"8871",1,1
"8395",0,0
"8394",1,1
"23396",0,0
"5297",2,1
"55361",1,1
"5298",2,1
"5295",2,1
"23533",1,1
"5290",2,1
"5293",2,1
"5296",1,1
"8503",0,0
"5291",0,0
"5294",2,1
"10870",2,1
"4952",1,1
"23236",0,0
"5336",0,0
"5335",0,0
"5334",1,1
"5331",0,0
"257068",1,1
"84812",1,1
"5330",1,1
"23007",0,0
"51196",0,0
"5332",0,0
"113026",0,0
"5333",0,0
"89869",0,0
"5288",0,0
"5286",1,1
"5287",2,1
"200576",2,1
"5305",2,1
"79837",2,1
"5289",1,1
"5277",1,1
"51227",2,1
"8818",1,1
"9091",1,1
"5279",0,0
"5283",1,1
"123745",0,0
"8398",0,0
"64600",1,1
"81579",1,1
"100137049",0,0
"5322",0,0
"5320",0,0
"30814",1,1
"26279",0,0
"5319",0,0
"10654",1,1
"117283",0,0
"9807",2,1
"51447",2,1
"8876",0,0
"8875",0,0
"55350",0,0
"27068",1,1
"8613",0,0
"8611",1,1
"8612",1,1
"5498",1,1
"8288",0,0
"9588",2,1
"4353",0,0
"5625",1,1
"6578",0,0
"23761",0,0
"9791",2,1
"81490",1,1
"10005",1,1
"10965",0,0
"122970",1,1
"5805",2,1
"6303",2,1
"112483",2,1
"8566",0,0
"151531",0,0
"7378",1,1
"2944",1,1
"64080",1,1
"5959",1,1
"8608",0,0
"112724",0,0
"157506",0,0
"51109",2,1
"57665",0,0
"195814",0,0
"145226",0,0
"50700",1,1
"8228",0,0
"113278",0,0
"54981",0,0
"6482",2,1
"6484",0,0
"6483",1,1
"10090",0,0
"9653",0,0
"3423",2,1
"222537",0,0
"9957",1,1
"9951",0,0
"9956",0,0
"9955",0,0
"9953",1,1
"55501",0,0
"113189",0,0
"50515",2,1
"166012",1,1
"411",1,1
"23563",1,1
"4166",0,0
"10164",0,0
"9435",1,1
"8534",0,0
"9469",0,0
"56548",1,1
"266722",0,0
"9394",0,0
"90161",0,0
"2799",0,0
"10157",0,0
"118881",0,0
"3176",0,0
"1757",1,1
"81537",2,1
"6652",1,1
"6342",2,1
"9056",0,0
"55304",0,0
"9517",1,1
"10558",2,1
"2098",2,1
"8879",1,1
"8869",0,0
"56848",1,1
"8877",1,1
"130752",0,0
"339221",1,1
"55627",1,1
"55512",0,0
"6609",1,1
"6610",0,0
"259230",1,1
"116369",0,0
"115111",0,0
"115019",1,1
"284129",2,1
"26266",1,1
"6646",2,1
"6649",0,0
"6648",0,0
"6647",2,1
"6697",1,1
"6723",2,1
"6611",2,1
"6713",2,1
"2222",2,1
"6715",0,0
"6716",0,0
"15",0,0
"6532",0,0
"6487",1,1
"10402",0,0
"10610",0,0
"81849",0,0
"256435",0,0
"30815",0,0
"6489",1,1
"29906",0,0
"412",1,1
"6391",0,0
"6390",2,1
"6392",2,1
"6389",0,0
"6821",0,0
"6533",0,0
"5092",1,1
"23530",1,1
"79178",0,0
"6567",1,1
"1890",1,1
"55217",1,1
"7296",2,1
"11181",0,0
"80162",0,0
"7166",0,0
"121278",0,0
"169355",0,0
"6999",0,0
"6561",0,0
"6916",0,0
"7054",1,1
"7306",0,0
"10020",2,1
"29880",2,1
"7355",1,1
"7358",1,1
"23169",1,1
"80146",2,1
"5168",0,0
"84912",1,1
"3906",0,0
"7357",2,1
"11046",1,1
"54576",0,0
"54575",0,0
"54657",0,0
"54659",0,0
"54658",0,0
"54577",0,0
"54600",0,0
"54579",0,0
"54578",0,0
"7364",0,0
"54490",0,0
"7367",0,0
"7365",0,0
"10720",0,0
"7363",0,0
"54963",1,1
"7498",0,0
"9942",1,1
"64132",1,1
"64131",0,0
"51181",2,1
"64077",0,0
"5464",2,1
"10724",2,1
"94033",0,0
"2495",2,1
"1356",0,0
"2512",2,1
"1727",2,1
"51706",0,0
"51700",0,0
"10587",1,1
"80347",1,1
"84618",1,1
"22978",2,1
"51251",2,1
"93034",0,0
"100526794",0,0
"353",2,1
"3251",2,1
"56954",2,1
"5313",0,0
"728441",0,0
"124975",1,1
"91227",0,0
"102724197",0,0
"92086",0,0
"2686",0,0
"5211",0,0
"1491",0,0
"2819",1,1
"29925",1,1
"29926",0,0
"102724560",1,1
"875",1,1
"249",0,0
"22934",2,1
"2766",1,1
"51292",2,1
"57571",1,1
"8833",2,1
"5538",2,1
"641371",1,1
"11332",1,1
"55825",1,1
"51102",1,1
"37",2,1
"33",0,0
"132158",0,0
"641649",0,0
"23475",1,1
"50484",1,1
"6240",2,1
"6241",1,1
"3156",2,1
"79966",0,0
"10588",1,1
"84890",2,1
"80025",1,1
"53354",0,0
"79646",2,1
"83594",0,0
"7263",1,1
"26275",0,0
"29920",1,1
"7389",2,1
"1595",2,1
"130367",1,1
"10478",1,1
"23443",1,1
"64240",0,0
"64241",0,0
"284111",1,1
"8435",1,1
"3988",1,1
"377677",0,0
"767",0,0
"765",0,0
"759",0,0
"760",0,0
"23632",1,1
"766",0,0
"771",0,0
"768",0,0
"762",1,1
"10057",0,0
"6556",0,0
"6568",0,0
"7779",1,1
"54020",1,1
"215",0,0
"5825",2,1
"641372",0,0
"9045",2,1
"4017",1,1
"84105",0,0
"25830",1,1
"84569",0,0
"4025",0,0
"54995",1,1
"93492",0,0
"1267",1,1
"10249",0,0
"1573",0,0
"1580",0,0
"199974",0,0
"260293",0,0
"1555",0,0
"1549",0,0
"57834",0,0
"29785",1,1
"1215",0,0
"1357",0,0
"93979",0,0
"57094",0,0
"1358",0,0
"7177",0,0
"64499",0,0
"23430",1,1
"1636",0,0
"9365",0,0
"9331",0,0
"7368",0,0
"5315",2,1
"1666",2,1
"874",2,1
"10901",0,0
"126410",1,1
"2053",1,1
"8897",0,0
"8898",1,1
"9152",0,0
"9497",2,1
"115584",1,1
"6575",0,0
"6574",2,1
"142680",0,0
"6534",1,1
"3293",0,0
"1622",2,1
"225",0,0
"28965",0,0
"23205",0,0
"26061",2,1
"54716",0,0
"6564",0,0
"113235",1,1
"1200",2,1
"2168",0,0
"51056",2,1
"9390",1,1
"5184",2,1
"4891",2,1
"30061",1,1
"248",0,0
"4524",1,1
"25796",2,1
"28982",2,1
"6120",0,0
"10864",1,1
"9376",0,0
"9356",1,1
"348932",1,1
"120103",0,0
"1080",0,0
"85320",1,1
"222962",0,0
"10351",0,0
"9429",1,1
"55867",1,1
"364",0,0
"89872",1,1
"360",1,1
"21",1,1
"24",0,0
"125206",0,0
"200010",1,1
"6524",1,1
"159963",0,0
"55065",0,0
"79581",1,1
"3767",1,1
"6833",1,1
"10060",0,0
"3764",0,0
"5947",0,0
"64220",0,0
"5950",1,1
"5948",0,0
"949",1,1
"29881",0,0
"2350",1,1
"3248",1,1
"166929",0,0
"56261",2,1
"3658",2,1
"203",0,0
"122481",0,0
"159",2,1
"122622",1,1
"11212",2,1
"383",0,0
"1371",2,1
"1503",2,1
"56474",0,0
"2987",2,1
"5860",1,1
"9453",0,0
"2027",0,0
"2026",2,1
"2023",2,1
"9843",0,0
"80308",1,1
"7360",1,1
"26330",0,0
"2597",2,1
"9945",0,0
"2673",2,1
"2752",1,1
"51557",0,0
"1800",1,1
"2762",1,1
"2643",2,1
"761",0,0
"359",0,0
"4284",0,0
"361",0,0
"358",1,1
"362",0,0
"3145",1,1
"586",1,1
"3614",0,0
"3615",2,1
"682",2,1
"4351",1,1
"441024",0,0
"100287639",0,0
"65220",1,1
"389015",0,0
"6553",1,1
"2821",2,1
"5230",2,1
"5232",0,0
"375056",2,1
"5236",2,1
"55276",2,1
"5373",2,1
"5372",0,0
"210",0,0
"60490",0,0
"79717",2,1
"58510",1,1
"153201",0,0
"5634",2,1
"5631",2,1
"221823",1,1
"29968",1,1
"5723",1,1
"55312",1,1
"6888",2,1
"79896",1,1
"84076",0,0
"7086",2,1
"8277",1,1
"27010",0,0
"7167",2,1
"286016",0,0
"2582",1,1
"6675",2,1
"91373",1,1
"7390",0,0
"8170",0,0
"6563",0,0
"374569",0,0
"100507855",0,0
"55191",1,1
"132",2,1
"97",1,1
"98",0,0
"112611",1,1
"51005",0,0
"471",2,1
"435",1,1
"171425",0,0
"10007",1,1
"132789",1,1
"2584",0,0
"2585",0,0
"2592",0,0
"5471",2,1
"84264",0,0
"3034",0,0
"144193",1,1
"2739",2,1
"3613",1,1
"3612",2,1
"8776",2,1
"2978",0,0
"4953",2,1
"5214",2,1
"5213",1,1
"6569",1,1
"10050",0,0
"10568",0,0
"10786",0,0
"10246",0,0
"5198",1,1
"113675",0,0
"7298",1,1
"131669",0,0
"5973",0,0
"1635",2,1
"286297",1,1
"10560",1,1
"191",1,1
"10768",2,1
"25874",2,1
"51660",2,1
"57198",2,1
"5205",1,1
"23250",1,1
"286410",0,0
"5243",1,1
"55856",2,1
"7350",0,0
"26027",1,1
"10058",1,1
"51458",1,1
"948",0,0
"10928",2,1
"1728",1,1
"2946",0,0
"125981",0,0
"55331",1,1
"340485",0,0
"2760",1,1
"5660",2,1
"57704",0,0
"4759",1,1
"10825",0,0
"7903",0,0
"5407",0,0
"119548",0,0
"5408",0,0
"221955",0,0
"9388",0,0
"13",0,0
"57104",0,0
"3991",1,1
"747",1,1
"8513",0,0
"5406",0,0
"2170",0,0
"2171",2,1
"2167",0,0
"2172",0,0
"646480",0,0
"2173",0,0
"646486",0,0
"2169",0,0
"6296",1,1
"341392",0,0
"54988",0,0
"123876",0,0
"348158",0,0
"344967",0,0
"154141",2,1
"51099",1,1
"253558",2,1
"84513",2,1
"64748",1,1
"9890",0,0
"9663",2,1
"196051",0,0
"79948",1,1
"23175",2,1
"64900",1,1
"85465",2,1
"122618",0,0
"201164",2,1
"23646",0,0
"590",0,0
"91012",1,1
"204219",0,0
"10715",1,1
"253782",0,0
"29956",2,1
"79603",1,1
"56624",1,1
"55757",0,0
"145173",0,0
"644974",0,0
"56886",2,1
"152586",0,0
"55830",2,1
"170384",0,0
"283358",1,1
"148789",0,0
"2526",1,1
"84750",0,0
"644378",-1,0
"55624",1,1
"83468",0,0
"168391",0,0
"338707",0,0
"146664",0,0
"360203",0,0
"56983",0,0
"3703",2,1
"124872",0,0
"8473",2,1
"8708",0,0
"2529",1,1
"8702",1,1
"8707",1,1
"200810",0,0
"84752",1,1
"201595",2,1
"140687",1,1
"51228",2,1
"284004",0,0
"79411",1,1
"27090",0,0
"129807",1,1
"2524",1,1
"2528",1,1
"2527",1,1
"113612",1,1
"493869",0,0
"64180",0,0
"64174",0,0
"10728",2,1
"11102",2,1
"91179",0,0
"10826",1,1
"266740",0,0
"3930",2,1
"4645",0,0
"3069",2,1
"4864",2,1
"285440",0,0
"79644",1,1
"1646",0,0
"51170",2,1
"51144",0,0
"8630",0,0
"158160",2,1
"83401",0,0
"64834",2,1
"79993",0,0
"401494",0,0
"192286",2,1
"201562",2,1
"9200",1,1
"51495",2,1
"253017",0,0
"9524",2,1
"283985",0,0
"3995",1,1
"1155",2,1
"114571",1,1
"123096",1,1
"57016",0,0
"55277",0,0
"79707",2,1
"64122",1,1
"9917",2,1
"79672",2,1
"92370",1,1
"390928",0,0
"93650",0,0
"139596",2,1
"55066",2,1
"283208",1,1
"5033",2,1
"8974",0,0
"58478",2,1
"55256",2,1
"259307",1,1
"81894",2,1
"51312",1,1
"138639",1,1
"23203",2,1
"9896",0,0
"374462",0,0
"163404",0,0
"22908",2,1
"22876",0,0
"84814",0,0
"51559",1,1
"29085",1,1
"64419",2,1
"145553",1,1
"51496",2,1
"8446",2,1
"9107",2,1
"23371",0,0
"9108",0,0
"55613",0,0
"403313",0,0
"9562",1,1
"3705",1,1
"138429",0,0
"10170",0,0
"9249",2,1
"220074",1,1
"1733",0,0
"1735",0,0
"1734",0,0
"6819",0,0
"27284",0,0
"84274",1,1
"4297",0,0
"55904",2,1
"55870",2,1
"79723",1,1
"79813",0,0
"387893",0,0
"8085",1,1
"58508",2,1
"9869",1,1
"9757",0,0
"80854",0,0
"9739",0,0
"64754",0,0
"84444",1,1
"10919",0,0
"64324",0,0
"23067",2,1
"6839",1,1
"83852",1,1
"54904",2,1
"84787",0,0
"29072",2,1
"7468",0,0
"51111",2,1
"6419",1,1
"90701",2,1
"9789",1,1
"23478",2,1
"28972",2,1
"60559",2,1
"57171",1,1
"4249",2,1
"25834",0,0
"137902",0,0
"7837",0,0
"9677",1,1
"23262",2,1
"26007",1,1
"158584",0,0
"283209",0,0
"23491",1,1
"221223",0,0
"1208",0,0
"55244",0,0
"146802",1,1
"345274",0,0
"116085",1,1
"123688",0,0
"56898",1,1
"51171",0,0
"84869",0,0
"51741",0,0
"10202",0,0
"1487",0,0
"93517",0,0
"121214",0,0
"10553",2,1
"100288072",0,0
"374875",1,1
"441282",0,0
"340811",0,0
"133121",0,0
"85007",0,0
"250",0,0
"251",1,1
"123264",1,1
"200931",0,0
"10941",0,0
"79799",0,0
"10476",2,1
"518",2,1
"498",2,1
"516",2,1
"522",2,1
"515",2,1
"9551",2,1
"27109",0,0
"267020",0,0
"509",2,1
"513",2,1
"514",0,0
"517",2,1
"521",2,1
"10632",2,1
"506",2,1
"539",2,1
"29796",2,1
"4519",1,1
"1537",2,1
"7381",1,1
"10975",2,1
"27089",2,1
"7384",2,1
"7386",2,1
"7388",2,1
