"13DAMPPOX",1
"24_25VITD2Hm",0
"24_25VITD3Hm",0
"25VITD2Hm",1
"25VITD3Hm",1
"2AMACHYD",1
"2AMACSULT",1
"2AMADPTm",0
"2HBO",1
"2HBt2",1
"2HCO3_NAt",1
"2OXOADOXm",0
"2OXOADPTm",0
"34DHOXPEGOX",1
"34DHPHAMT",1
"34DHPHEt",1
"34DHPLACOX",1
"34DHPLACOX_NADP_",1
"34DHXMANDACOX",1
"34DHXMANDACOX_NADP_",1
"34HPPOR",0
"3AIBTm",0
"3AIBtmi",0
"3DSPHR",1
"3HAO",1
"3HBCDm",0
"3HKYNAKGAT",0
"3HLYTCL",0
"3M4HDXPAC",1
"3MOX4HOXPGALDOX",1
"3MOX4HOXPGALDOX_NADP_",1
"3MOXTYROX",1
"3SALAASPm",1
"3SALACBOXL",0
"3SALATAi",1
"3SALATAim",1
"41R1H2MAE12BOOX",1
"41R2A1H12BOOX",1
"42A12BOOX",1
"4HGLSDm",1
"4HOXPACDOX_NADP_",1
"4NPHSULT",1
"5ADTSTSTERONEGLCte",1
"5ADTSTSTERONESULT",1
"5FTHFt2",1
"5HLTDL",0
"5HOXINDACTO2OX",0
"5HOXINOXDA",1
"5HTRPVESSEC",1
"5MTHFt",1
"5MTHFt2",1
"A_MANASEly",1
"A4GALTc",1
"A4GALTg",1
"A4GNT1g",0
"A4GNT2g",0
"AACTOOR",1
"AATAi",0
"ABO1g",0
"ABO2g",0
"ABO3g",0
"ABO4g",0
"ABO5g",0
"ABO6g",0
"ABO7g",0
"ABO8g",0
"ABO9g",0
"ABTArm",0
"ABUTt2rL",1
"ABUTt4_2_r",1
"ACACT10m",1
"ACACT1rm",1
"ACACT1x",1
"ACACt2m",1
"ACACT4p",1
"ACACT5p",1
"ACACT6p",1
"ACACT7p",1
"ACACT8p",1
"ACACT9p",1
"ACCOACm",0
"ACCOAgt",1
"ACCOALm",0
"ACCOAtr",1
"ACETONEt2",1
"ACETONEt2m",1
"ACGAM6PSi",1
"ACGAMK",1
"ACGAMPM",1
"ACGPID",0
"ACGSm",1
"ACHEe",1
"ACHVESSEC",0
"ACITL",1
"ACNAM9PL",1
"ACNAM9PL2",1
"ACNAMlt",1
"ACNAMPH",1
"ACOAD10m",1
"ACOAD1fm",1
"ACOAD8m",0
"ACOAD9m",1
"ACOAHi",0
"ACOAO7p",1
"ACODA",1
"ACONTm",1
"ACOX22x",0
"ACOX2x",0
"ACP1_FMN_",1
"ACRNtm",1
"ACS2",0
"ACSm",0
"ACSRTNMT",0
"ACTLMO",0
"ACTNMO",0
"ADA",1
"ADAe",1
"ADEt",0
"ADK1m",1
"ADK3",0
"ADK3m",1
"ADKd",0
"ADMDC",1
"ADNCYC",1
"ADNt",1
"ADNt4",0
"ADNtl",0
"ADNtm",1
"ADPMAN",1
"ADPRIBt",1
"ADRNCPT1",1
"ADRNCPT2",1
"ADRNCRNt",1
"ADRNLPVESSEC",1
"ADSK",1
"ADSL1",1
"ADSL2",1
"AG13T16g",1
"AG13T17g",1
"AG13T18g",1
"AG13T1g",1
"AG13T2g",1
"AG13T3g",1
"AGMTm",0
"AGPAT1",1
"AGTim",0
"AGTix",1
"AHANDROSTANGLCte",1
"AHEXASE2ly",1
"AHEXASEly",1
"AIRCr",1
"AKGDm",0
"AKGMALtm",1
"AKGt4_3",0
"AKR1C1",0
"AKR1C41",0
"AKR1C42",0
"AKR1D",0
"AKR1D2",0
"ALAASNNaEx",1
"ALACYSNaEx",1
"ALADGLNexR",1
"ALADGLYexR",1
"ALAGLNexR",1
"ALAGLNNaEx",1
"ALAGLYexR",1
"ALASERNaEx",1
"ALASm",1
"ALAt4",1
"ALATA_L",1
"ALATHRNaEx",1
"ALAtN1",1
"ALCD21_D",1
"ALCD21_L",1
"ALCD22_D",1
"ALCD22_L",1
"ALCD2if",1
"ALCD2yf",1
