"","Gene_stable_ID","Transcript_stable_ID","Protein_stable_ID","UniProtKB_Swiss_Prot_ID","Gene_name","NCBI_gene_ID"
"15451","ENSG00000164258","ENST00000506765","ENSP00000424570","","NDUFS4",4724
"15452","ENSG00000164258","ENST00000506974","ENSP00000425967","","NDUFS4",4724
"15453","ENSG00000164258","ENST00000507026","ENSP00000424993","","NDUFS4",4724
"15454","ENSG00000164294","ENST00000296734","ENSP00000296734","","GPX8",493869
"15455","ENSG00000164294","ENST00000503787","ENSP00000423822","Q8TED1","GPX8",493869
"15456","ENSG00000164294","ENST00000515370","ENSP00000427466","","GPX8",493869
"15457","ENSG00000164303","ENST00000296741","ENSP00000296741","Q6UWR7","ENPP6",133121
"15458","ENSG00000164303","ENST00000512353","ENSP00000423497","","ENPP6",133121
"15459","ENSG00000164329","ENST00000296783","ENSP00000296783","Q6PIY7","TENT2",167153
"15460","ENSG00000164329","ENST00000423041","ENSP00000393412","Q6PIY7","TENT2",167153
"15461","ENSG00000164329","ENST00000428308","ENSP00000396861","Q6PIY7","TENT2",167153
"15462","ENSG00000164329","ENST00000453514","ENSP00000397563","Q6PIY7","TENT2",167153
"15463","ENSG00000164329","ENST00000504233","ENSP00000421966","","TENT2",167153
"15464","ENSG00000164332","ENST00000296786","ENSP00000296786","Q8WVY7","UBLCP1",134510
"15465","ENSG00000164347","ENST00000296805","ENSP00000296805","Q969S9","GFM2",84340
"15466","ENSG00000164347","ENST00000345239","ENSP00000296804","Q969S9","GFM2",84340
"15467","ENSG00000164347","ENST00000427854","ENSP00000405808","Q969S9","GFM2",84340
"15468","ENSG00000164347","ENST00000506778","ENSP00000424877","","GFM2",84340
"15469","ENSG00000164347","ENST00000509097","ENSP00000421717","","GFM2",84340
"15470","ENSG00000164347","ENST00000509430","ENSP00000427004","Q969S9","GFM2",84340
"15471","ENSG00000164363","ENST00000324642","ENSP00000323549","Q96N87","SLC6A18",348932
"15472","ENSG00000164398","ENST00000296869","ENSP00000296869","Q9UKU0","ACSL6",23305
"15473","ENSG00000164398","ENST00000357096","ENSP00000349608","Q9UKU0","ACSL6",23305
"15474","ENSG00000164398","ENST00000379240","ENSP00000368542","Q9UKU0","ACSL6",23305
"15475","ENSG00000164398","ENST00000379244","ENSP00000368546","Q9UKU0","ACSL6",23305
"15476","ENSG00000164398","ENST00000379246","ENSP00000368548","Q9UKU0","ACSL6",23305
"15477","ENSG00000164398","ENST00000379255","ENSP00000368557","Q9UKU0","ACSL6",23305
"15478","ENSG00000164398","ENST00000379264","ENSP00000368566","Q9UKU0","ACSL6",23305
"15479","ENSG00000164398","ENST00000414078","ENSP00000394810","","ACSL6",23305
"15480","ENSG00000164398","ENST00000416557","ENSP00000398381","","ACSL6",23305
"15481","ENSG00000164398","ENST00000419502","ENSP00000388424","","ACSL6",23305
"15482","ENSG00000164398","ENST00000430403","ENSP00000398423","","ACSL6",23305
"15483","ENSG00000164398","ENST00000431707","ENSP00000413329","","ACSL6",23305
"15484","ENSG00000164398","ENST00000434099","ENSP00000397507","","ACSL6",23305
"15485","ENSG00000164398","ENST00000441995","ENSP00000389189","","ACSL6",23305
"15486","ENSG00000164398","ENST00000543479","ENSP00000442124","Q9UKU0","ACSL6",23305
"15487","ENSG00000164405","ENST00000378665","ENSP00000367934","O14949","UQCRQ",27089
"15488","ENSG00000164405","ENST00000378667","ENSP00000367936","O14949","UQCRQ",27089
"15489","ENSG00000164405","ENST00000378670","ENSP00000367939","O14949","UQCRQ",27089
"15490","ENSG00000164414","ENST00000369552","ENSP00000358565","P78382","SLC35A1",10559
"15491","ENSG00000164414","ENST00000369556","ENSP00000358569","P78382","SLC35A1",10559
"15492","ENSG00000164414","ENST00000369557","ENSP00000358570","","SLC35A1",10559
"15493","ENSG00000164414","ENST00000622775","ENSP00000479535","","SLC35A1",10559
"15494","ENSG00000164434","ENST00000356535","ENSP00000348931","O15540","FABP7",2173
"15495","ENSG00000164434","ENST00000368444","ENSP00000357429","O15540","FABP7",2173
"15496","ENSG00000164466","ENST00000321442","ENSP00000316905","Q9H9B4","SFXN1",94081
"15497","ENSG00000164466","ENST00000502393","ENSP00000473710","","SFXN1",94081
"15498","ENSG00000164466","ENST00000502865","ENSP00000424270","","SFXN1",94081
"15499","ENSG00000164466","ENST00000506963","ENSP00000421467","","SFXN1",94081
"15500","ENSG00000164466","ENST00000507017","ENSP00000420961","","SFXN1",94081
"15501","ENSG00000164466","ENST00000507823","ENSP00000421982","","SFXN1",94081
"15502","ENSG00000164494","ENST00000369031","ENSP00000358027","Q86YH6","PDSS2",57107
"15503","ENSG00000164494","ENST00000369037","ENSP00000358033","Q86YH6","PDSS2",57107
"15504","ENSG00000164494","ENST00000449027","ENSP00000392613","","PDSS2",57107
"15505","ENSG00000164535","ENST00000297056","ENSP00000297056","Q8NCG7","DAGLB",221955
"15506","ENSG00000164535","ENST00000425398","ENSP00000391171","Q8NCG7","DAGLB",221955
"15507","ENSG00000164535","ENST00000432248","ENSP00000410787","","DAGLB",221955
"15508","ENSG00000164535","ENST00000436575","ENSP00000404785","","DAGLB",221955
"15509","ENSG00000164535","ENST00000454738","ENSP00000411746","","DAGLB",221955
"15510","ENSG00000164543","ENST00000319357","ENSP00000319192","Q9UEE5","STK17A",9263
"15511","ENSG00000164543","ENST00000648544","ENSP00000497301","","STK17A",9263
"15512","ENSG00000164574","ENST00000297107","ENSP00000297107","Q86SR1","GALNT10",55568
"15513","ENSG00000164574","ENST00000377661","ENSP00000366889","Q86SR1","GALNT10",55568
"15514","ENSG00000164574","ENST00000425427","ENSP00000415210","Q86SR1","GALNT10",55568
"15515","ENSG00000164574","ENST00000520647","ENSP00000428573","","GALNT10",55568
"15516","ENSG00000164638","ENST00000297195","ENSP00000297195","Q7RTT9","SLC29A4",222962
"15517","ENSG00000164638","ENST00000396872","ENSP00000380081","Q7RTT9","SLC29A4",222962
"15518","ENSG00000164638","ENST00000406453","ENSP00000385845","Q7RTT9","SLC29A4",222962
"15519","ENSG00000164638","ENST00000434816","ENSP00000406803","","SLC29A4",222962
"15520","ENSG00000164638","ENST00000444741","ENSP00000413271","","SLC29A4",222962
"15526","ENSG00000164687","ENST00000297258","ENSP00000297258","Q01469","FABP5",2171
"15527","ENSG00000164687","ENST00000396359","ENSP00000379647","","FABP5",2171
"15528","ENSG00000164707","ENST00000354042","ENSP00000297282","Q9UKG4","SLC13A4",26266
"15529","ENSG00000164707","ENST00000378428","ENSP00000476620","","SLC13A4",26266
"15530","ENSG00000164707","ENST00000422620","ENSP00000477467","","SLC13A4",26266
"15531","ENSG00000164708","ENST00000297283","ENSP00000297283","P15259","PGAM2",5224
"15532","ENSG00000164715","ENST00000297293","ENSP00000297293","Q8IWU2","LMTK2",22853
"15533","ENSG00000164733","ENST00000345125","ENSP00000342070","P07858","CTSB",1508
"15534","ENSG00000164733","ENST00000353047","ENSP00000345672","P07858","CTSB",1508
"15535","ENSG00000164733","ENST00000453527","ENSP00000409917","P07858","CTSB",1508
"15536","ENSG00000164733","ENST00000505496","ENSP00000435650","","CTSB",1508
"15537","ENSG00000164733","ENST00000524500","ENSP00000436074","","CTSB",1508
"15538","ENSG00000164733","ENST00000524654","ENSP00000432077","","CTSB",1508
"15539","ENSG00000164733","ENST00000526195","ENSP00000436627","","CTSB",1508
"15540","ENSG00000164733","ENST00000526481","ENSP00000473301","","CTSB",1508
"15541","ENSG00000164733","ENST00000526645","ENSP00000431518","","CTSB",1508
"15542","ENSG00000164733","ENST00000527215","ENSP00000433379","","CTSB",1508
"15543","ENSG00000164733","ENST00000527243","ENSP00000434725","","CTSB",1508
"15544","ENSG00000164733","ENST00000528965","ENSP00000433929","","CTSB",1508
"15545","ENSG00000164733","ENST00000530296","ENSP00000435074","","CTSB",1508
"15546","ENSG00000164733","ENST00000530640","ENSP00000435105","P07858","CTSB",1508
"15547","ENSG00000164733","ENST00000531089","ENSP00000433215","P07858","CTSB",1508
"15548","ENSG00000164733","ENST00000531502","ENSP00000435886","","CTSB",1508
"15549","ENSG00000164733","ENST00000531551","ENSP00000436456","","CTSB",1508
"15550","ENSG00000164733","ENST00000532392","ENSP00000432408","","CTSB",1508
"15551","ENSG00000164733","ENST00000532656","ENSP00000431143","","CTSB",1508
"15552","ENSG00000164733","ENST00000533455","ENSP00000432244","P07858","CTSB",1508
"15553","ENSG00000164733","ENST00000533572","ENSP00000433995","","CTSB",1508
"15554","ENSG00000164733","ENST00000534149","ENSP00000436122","","CTSB",1508
"15555","ENSG00000164733","ENST00000534382","ENSP00000435260","","CTSB",1508
"15556","ENSG00000164733","ENST00000534510","ENSP00000434217","P07858","CTSB",1508
"15557","ENSG00000164733","ENST00000534636","ENSP00000436159","","CTSB",1508
"15558","ENSG00000164742","ENST00000297323","ENSP00000297323","Q08828","ADCY1",107
"15559","ENSG00000164742","ENST00000432715","ENSP00000392721","","ADCY1",107
"15560","ENSG00000164742","ENST00000621543","ENSP00000479770","","ADCY1",107
"15561","ENSG00000164776","ENST00000297373","ENSP00000297373","Q16816","PHKG1",5260
"15562","ENSG00000164776","ENST00000395428","ENSP00000378817","","PHKG1",5260
"15563","ENSG00000164776","ENST00000432123","ENSP00000397193","","PHKG1",5260
"15564","ENSG00000164776","ENST00000446428","ENSP00000389721","","PHKG1",5260
"15565","ENSG00000164776","ENST00000452681","ENSP00000445440","Q16816","PHKG1",5260
"15566","ENSG00000164776","ENST00000537360","ENSP00000441528","","PHKG1",5260
"15567","ENSG00000164867","ENST00000297494","ENSP00000297494","P29474","NOS3",4846
"15568","ENSG00000164867","ENST00000461406","ENSP00000417143","","NOS3",4846
"15569","ENSG00000164867","ENST00000467517","ENSP00000420551","P29474","NOS3",4846
"15570","ENSG00000164867","ENST00000475017","ENSP00000418245","","NOS3",4846
"15571","ENSG00000164867","ENST00000484524","ENSP00000420215","P29474","NOS3",4846
"15572","ENSG00000164879","ENST00000285381","ENSP00000285381","P07451","CA3",761
"15573","ENSG00000164879","ENST00000520921","ENSP00000429760","","CA3",761
"15574","ENSG00000164885","ENST00000297518","ENSP00000297518","Q00535","CDK5",1020
"15575","ENSG00000164885","ENST00000485972","ENSP00000419782","Q00535","CDK5",1020
"15576","ENSG00000164889","ENST00000392826","ENSP00000376571","P04920","SLC4A2",6522
"15577","ENSG00000164889","ENST00000413384","ENSP00000405600","P04920","SLC4A2",6522
"15578","ENSG00000164889","ENST00000461735","ENSP00000419164","P04920","SLC4A2",6522
"15579","ENSG00000164889","ENST00000463414","ENSP00000418584","","SLC4A2",6522
"15580","ENSG00000164889","ENST00000482950","ENSP00000419379","","SLC4A2",6522
"15581","ENSG00000164889","ENST00000483786","ENSP00000417808","","SLC4A2",6522
"15582","ENSG00000164889","ENST00000485713","ENSP00000419412","P04920","SLC4A2",6522
"15583","ENSG00000164889","ENST00000488420","ENSP00000417221","","SLC4A2",6522
"15584","ENSG00000164889","ENST00000490898","ENSP00000418114","","SLC4A2",6522
"15585","ENSG00000164896","ENST00000297532","ENSP00000297532","Q14296","FASTK",10922
"15586","ENSG00000164896","ENST00000353841","ENSP00000324817","Q14296","FASTK",10922
"15587","ENSG00000164896","ENST00000482571","ENSP00000418516","Q14296","FASTK",10922
"15588","ENSG00000164896","ENST00000540185","ENSP00000444498","","FASTK",10922
"15589","ENSG00000164904","ENST00000409134","ENSP00000387123","P49419","ALDH7A1",501
"15590","ENSG00000164904","ENST00000412186","ENSP00000414536","","ALDH7A1",501
"15591","ENSG00000164904","ENST00000413020","ENSP00000487936","","ALDH7A1",501
"15592","ENSG00000164904","ENST00000458249","ENSP00000403929","","ALDH7A1",501
"15593","ENSG00000164904","ENST00000503281","ENSP00000488032","","ALDH7A1",501
"15594","ENSG00000164904","ENST00000509270","ENSP00000449318","","ALDH7A1",501
"15595","ENSG00000164904","ENST00000509459","ENSP00000487998","","ALDH7A1",501
"15596","ENSG00000164904","ENST00000510111","ENSP00000447388","","ALDH7A1",501
"15597","ENSG00000164904","ENST00000553117","ENSP00000448593","P49419","ALDH7A1",501
"15598","ENSG00000164904","ENST00000635851","ENSP00000490819","","ALDH7A1",501
"15599","ENSG00000164904","ENST00000636225","ENSP00000490797","","ALDH7A1",501
"15600","ENSG00000164904","ENST00000636743","ENSP00000489725","","ALDH7A1",501
"15601","ENSG00000164904","ENST00000636808","ENSP00000490833","","ALDH7A1",501
"15602","ENSG00000164904","ENST00000636872","ENSP00000490919","","ALDH7A1",501
"15603","ENSG00000164904","ENST00000636879","ENSP00000490811","","ALDH7A1",501
"15604","ENSG00000164904","ENST00000636886","ENSP00000490371","","ALDH7A1",501
"15605","ENSG00000164904","ENST00000637206","ENSP00000489895","","ALDH7A1",501
"15606","ENSG00000164904","ENST00000637272","ENSP00000489686","","ALDH7A1",501
"15607","ENSG00000164904","ENST00000637292","ENSP00000490655","","ALDH7A1",501
"15608","ENSG00000164904","ENST00000637782","ENSP00000490024","","ALDH7A1",501
"15609","ENSG00000164904","ENST00000637964","ENSP00000490291","","ALDH7A1",501
"15610","ENSG00000164904","ENST00000638008","ENSP00000490400","","ALDH7A1",501
"15611","ENSG00000164919","ENST00000297564","ENSP00000297564","P09669","COX6C",1345
"15612","ENSG00000164919","ENST00000517682","ENSP00000429714","P09669","COX6C",1345
"15613","ENSG00000164919","ENST00000518171","ENSP00000429755","P09669","COX6C",1345
"15614","ENSG00000164919","ENST00000520271","ENSP00000428150","P09669","COX6C",1345
"15615","ENSG00000164919","ENST00000520468","ENSP00000428895","P09669","COX6C",1345
"15616","ENSG00000164919","ENST00000520517","ENSP00000429991","P09669","COX6C",1345
"15617","ENSG00000164919","ENST00000522934","ENSP00000428702","P09669","COX6C",1345
"15618","ENSG00000164919","ENST00000522940","ENSP00000428965","P09669","COX6C",1345
"15619","ENSG00000164919","ENST00000523016","ENSP00000429707","P09669","COX6C",1345
"15620","ENSG00000164919","ENST00000524245","ENSP00000429410","P09669","COX6C",1345
"15625","ENSG00000164951","ENST00000297598","ENSP00000297598","Q9P0J1","PDP1",54704
"15626","ENSG00000164951","ENST00000396200","ENSP00000379503","Q9P0J1","PDP1",54704
"15627","ENSG00000164951","ENST00000517764","ENSP00000430380","Q9P0J1","PDP1",54704
"15628","ENSG00000164951","ENST00000518107","ENSP00000430366","","PDP1",54704
"15629","ENSG00000164951","ENST00000518573","ENSP00000428433","","PDP1",54704
"15630","ENSG00000164951","ENST00000518827","ENSP00000430655","","PDP1",54704
"15631","ENSG00000164951","ENST00000520614","ENSP00000430931","","PDP1",54704
"15632","ENSG00000164951","ENST00000520728","ENSP00000428317","Q9P0J1","PDP1",54704
"15633","ENSG00000164951","ENST00000521144","ENSP00000429492","","PDP1",54704
"15638","ENSG00000165025","ENST00000375746","ENSP00000364898","P43405","SYK",6850
"15639","ENSG00000165025","ENST00000375747","ENSP00000364899","P43405","SYK",6850
"15640","ENSG00000165025","ENST00000375751","ENSP00000364904","P43405","SYK",6850
"15641","ENSG00000165025","ENST00000375754","ENSP00000364907","P43405","SYK",6850
"15642","ENSG00000165029","ENST00000374733","ENSP00000363865","","ABCA1",19
"15643","ENSG00000165029","ENST00000374736","ENSP00000363868","O95477","ABCA1",19
"15644","ENSG00000165029","ENST00000423487","ENSP00000416623","","ABCA1",19
"15650","ENSG00000165059","ENST00000377276","ENSP00000366488","P22612","PRKACG",5568
"15651","ENSG00000165060","ENST00000377270","ENSP00000366482","","FXN",2395
"15652","ENSG00000165060","ENST00000396364","ENSP00000379650","Q16595","FXN",2395
"15653","ENSG00000165060","ENST00000396366","ENSP00000379652","Q16595","FXN",2395
"15654","ENSG00000165060","ENST00000484259","ENSP00000419243","Q16595","FXN",2395
"15655","ENSG00000165060","ENST00000498653","ENSP00000418015","","FXN",2395
"15656","ENSG00000165060","ENST00000642330","ENSP00000493770","","FXN",2395
"15657","ENSG00000165060","ENST00000643639","ENSP00000496143","Q16595","FXN",2395
"15658","ENSG00000165060","ENST00000644653","ENSP00000495217","","FXN",2395
"15659","ENSG00000165078","ENST00000297770","ENSP00000297770","Q8N4T0","CPA6",57094
"15660","ENSG00000165078","ENST00000479862","ENSP00000419016","Q8N4T0","CPA6",57094
"15661","ENSG00000165078","ENST00000638254","ENSP00000491129","Q8N4T0","CPA6",57094
"15662","ENSG00000165092","ENST00000297785","ENSP00000297785","P00352","ALDH1A1",216
"15663","ENSG00000165092","ENST00000376939","ENSP00000366138","","ALDH1A1",216
"15664","ENSG00000165092","ENST00000419959","ENSP00000388026","","ALDH1A1",216
"15665","ENSG00000165092","ENST00000446946","ENSP00000401361","","ALDH1A1",216
"15666","ENSG00000165102","ENST00000379644","ENSP00000368965","Q68CP4","HGSNAT",138050
"15667","ENSG00000165102","ENST00000517319","ENSP00000430032","","HGSNAT",138050
"15668","ENSG00000165102","ENST00000520704","ENSP00000429109","","HGSNAT",138050
"15669","ENSG00000165102","ENST00000521576","ENSP00000429029","","HGSNAT",138050
"15670","ENSG00000165102","ENST00000522082","ENSP00000430151","","HGSNAT",138050
"15671","ENSG00000165102","ENST00000524016","ENSP00000428322","","HGSNAT",138050
"15672","ENSG00000165140","ENST00000375326","ENSP00000364475","P09467","FBP1",2203
"15673","ENSG00000165140","ENST00000414122","ENSP00000411619","","FBP1",2203
"15674","ENSG00000165140","ENST00000415431","ENSP00000408025","P09467","FBP1",2203
"15675","ENSG00000165140","ENST00000648117","ENSP00000498145","","FBP1",2203
"15676","ENSG00000165195","ENST00000333590","ENSP00000369820","P37287","PIGA",5277
"15677","ENSG00000165195","ENST00000475746","ENSP00000488970","","PIGA",5277
"15678","ENSG00000165195","ENST00000482148","ENSP00000489528","P37287","PIGA",5277
"15679","ENSG00000165195","ENST00000542278","ENSP00000442653","P37287","PIGA",5277
"15680","ENSG00000165195","ENST00000634286","ENSP00000489491","","PIGA",5277
"15681","ENSG00000165195","ENST00000634582","ENSP00000489540","P37287","PIGA",5277
"15682","ENSG00000165195","ENST00000634640","ENSP00000489083","","PIGA",5277
"15683","ENSG00000165195","ENST00000635543","ENSP00000489205","","PIGA",5277
"15684","ENSG00000165195","ENST00000635598","ENSP00000489207","","PIGA",5277
"15685","ENSG00000165195","ENST00000637296","ENSP00000490545","","PIGA",5277
"15686","ENSG00000165195","ENST00000637626","ENSP00000489928","","PIGA",5277
"15687","ENSG00000165195","ENST00000638131","ENSP00000490483","","PIGA",5277
"15688","ENSG00000165238","ENST00000297954","ENSP00000297954","Q9Y3S1","WNK2",65268
"15689","ENSG00000165238","ENST00000395477","ENSP00000378860","","WNK2",65268
"15690","ENSG00000165238","ENST00000411624","ENSP00000414622","","WNK2",65268
"15691","ENSG00000165238","ENST00000427277","ENSP00000411181","","WNK2",65268
"15692","ENSG00000165238","ENST00000432730","ENSP00000415038","","WNK2",65268
"15693","ENSG00000165238","ENST00000448039","ENSP00000412465","","WNK2",65268
"15694","ENSG00000165238","ENST00000448251","ENSP00000390441","","WNK2",65268
"15695","ENSG00000165238","ENST00000453718","ENSP00000413325","","WNK2",65268
"15696","ENSG00000165264","ENST00000350021","ENSP00000297983","O95139","NDUFB6",4712
"15697","ENSG00000165264","ENST00000366466","ENSP00000482941","","NDUFB6",4712
"15698","ENSG00000165264","ENST00000379847","ENSP00000369176","O95139","NDUFB6",4712
"15699","ENSG00000165269","ENST00000297988","ENSP00000297988","O14520","AQP7",112267859
"15700","ENSG00000165269","ENST00000297988","ENSP00000297988","O14520","AQP7",364
"15701","ENSG00000165269","ENST00000377425","ENSP00000396111","","AQP7",112267859
"15702","ENSG00000165269","ENST00000377425","ENSP00000396111","","AQP7",364
"15703","ENSG00000165269","ENST00000379506","ENSP00000368820","","AQP7",112267859
"15704","ENSG00000165269","ENST00000379506","ENSP00000368820","","AQP7",364
"15705","ENSG00000165269","ENST00000379507","ENSP00000368821","","AQP7",112267859
"15706","ENSG00000165269","ENST00000379507","ENSP00000368821","","AQP7",364
"15707","ENSG00000165269","ENST00000439678","ENSP00000410138","","AQP7",112267859
"15708","ENSG00000165269","ENST00000439678","ENSP00000410138","","AQP7",364
"15709","ENSG00000165269","ENST00000447660","ENSP00000412868","O14520","AQP7",112267859
"15710","ENSG00000165269","ENST00000447660","ENSP00000412868","O14520","AQP7",364
"15711","ENSG00000165269","ENST00000537089","ENSP00000441619","","AQP7",112267859
"15712","ENSG00000165269","ENST00000537089","ENSP00000441619","","AQP7",364
"15713","ENSG00000165269","ENST00000624005","ENSP00000485224","","AQP7",112267859
"15714","ENSG00000165269","ENST00000624005","ENSP00000485224","","AQP7",364
"15715","ENSG00000165269","ENST00000624075","ENSP00000485332","","AQP7",112267859
"15716","ENSG00000165269","ENST00000624075","ENSP00000485332","","AQP7",364
"15717","ENSG00000165269","ENST00000624095","ENSP00000485419","","AQP7",112267859
"15718","ENSG00000165269","ENST00000624095","ENSP00000485419","","AQP7",364
"15719","ENSG00000165269","ENST00000624420","ENSP00000485348","","AQP7",112267859
"15720","ENSG00000165269","ENST00000624420","ENSP00000485348","","AQP7",364
"15721","ENSG00000165269","ENST00000624890","ENSP00000485131","","AQP7",112267859
"15722","ENSG00000165269","ENST00000624890","ENSP00000485131","","AQP7",364
"15723","ENSG00000165269","ENST00000625032","ENSP00000485246","","AQP7",112267859
"15724","ENSG00000165269","ENST00000625032","ENSP00000485246","","AQP7",364
"15725","ENSG00000165269","ENST00000625109","ENSP00000485081","","AQP7",112267859
"15726","ENSG00000165269","ENST00000625109","ENSP00000485081","","AQP7",364
"15727","ENSG00000165272","ENST00000297991","ENSP00000297991","Q92482","AQP3",360
"15728","ENSG00000165272","ENST00000473153","ENSP00000494946","","AQP3",360
"15729","ENSG00000165272","ENST00000643650","ENSP00000493567","","AQP3",360
"15730","ENSG00000165272","ENST00000645858","ENSP00000493516","","AQP3",360
"15739","ENSG00000165282","ENST00000298004","ENSP00000298004","Q8TEQ8","PIGO",84720
"15740","ENSG00000165282","ENST00000361778","ENSP00000354678","Q8TEQ8","PIGO",84720
"15741","ENSG00000165282","ENST00000378617","ENSP00000367880","Q8TEQ8","PIGO",84720
"15742","ENSG00000165304","ENST00000298048","ENSP00000298048","Q14680","MELK",9833
"15743","ENSG00000165304","ENST00000495529","ENSP00000487536","","MELK",9833
"15744","ENSG00000165304","ENST00000536329","ENSP00000443550","Q14680","MELK",9833
"15745","ENSG00000165304","ENST00000536860","ENSP00000439792","Q14680","MELK",9833
"15746","ENSG00000165304","ENST00000536987","ENSP00000439184","Q14680","MELK",9833
"15747","ENSG00000165304","ENST00000541717","ENSP00000437804","Q14680","MELK",9833
"15748","ENSG00000165304","ENST00000543751","ENSP00000441596","Q14680","MELK",9833
"15749","ENSG00000165304","ENST00000545008","ENSP00000445452","Q14680","MELK",9833
"15750","ENSG00000165304","ENST00000625974","ENSP00000486717","","MELK",9833
"15751","ENSG00000165304","ENST00000626154","ENSP00000486558","","MELK",9833
"15752","ENSG00000165304","ENST00000627766","ENSP00000486459","","MELK",9833
"15758","ENSG00000165349","ENST00000298085","ENSP00000298085","Q8WY07","SLC7A3",84889
"15759","ENSG00000165349","ENST00000374299","ENSP00000363417","Q8WY07","SLC7A3",84889
"15764","ENSG00000165434","ENST00000298198","ENSP00000298198","Q6PCE3","PGM2L1",283209
"15765","ENSG00000165449","ENST00000395347","ENSP00000378756","Q7RTY1","SLC16A9",220963
"15766","ENSG00000165449","ENST00000395348","ENSP00000378757","Q7RTY1","SLC16A9",220963
"15767","ENSG00000165457","ENST00000298223","ENSP00000298223","P14207","FOLR2",2350
"15768","ENSG00000165457","ENST00000321324","ENSP00000321957","","FOLR2",2350
"15769","ENSG00000165457","ENST00000449475","ENSP00000405638","","FOLR2",2350
"15770","ENSG00000165457","ENST00000454954","ENSP00000414094","","FOLR2",2350
"15771","ENSG00000165457","ENST00000535625","ENSP00000444794","","FOLR2",2350
"15772","ENSG00000165457","ENST00000536778","ENSP00000438568","","FOLR2",2350
"15773","ENSG00000165457","ENST00000538353","ENSP00000440337","","FOLR2",2350
"15774","ENSG00000165457","ENST00000539412","ENSP00000441547","","FOLR2",2350
"15775","ENSG00000165457","ENST00000541003","ENSP00000443307","","FOLR2",2350
"15776","ENSG00000165457","ENST00000619261","ENSP00000480592","","FOLR2",2350
"15777","ENSG00000165458","ENST00000298229","ENSP00000298229","O15357","INPPL1",3636
"15778","ENSG00000165458","ENST00000320683","ENSP00000321775","","INPPL1",3636
"15779","ENSG00000165458","ENST00000535985","ENSP00000437852","","INPPL1",3636
"15780","ENSG00000165458","ENST00000537656","ENSP00000444630","","INPPL1",3636
"15781","ENSG00000165458","ENST00000538751","ENSP00000444619","O15357","INPPL1",3636
"15782","ENSG00000165458","ENST00000540329","ENSP00000440018","","INPPL1",3636
"15783","ENSG00000165458","ENST00000540973","ENSP00000440904","","INPPL1",3636
"15784","ENSG00000165458","ENST00000541752","ENSP00000441094","","INPPL1",3636
"15785","ENSG00000165458","ENST00000541756","ENSP00000446360","","INPPL1",3636
"15786","ENSG00000165458","ENST00000543234","ENSP00000440512","","INPPL1",3636
"15787","ENSG00000165475","ENST00000298248","ENSP00000298248","Q9Y2S2","CRYL1",51084
"15788","ENSG00000165475","ENST00000382812","ENSP00000372262","Q9Y2S2","CRYL1",51084
"15789","ENSG00000165475","ENST00000480748","ENSP00000479908","","CRYL1",51084
"15790","ENSG00000165475","ENST00000643035","ENSP00000496154","","CRYL1",51084
"15791","ENSG00000165475","ENST00000643750","ENSP00000493818","Q9Y2S2","CRYL1",51084
"15792","ENSG00000165475","ENST00000643887","ENSP00000495342","","CRYL1",51084
"15793","ENSG00000165475","ENST00000644153","ENSP00000494794","","CRYL1",51084
"15794","ENSG00000165475","ENST00000644167","ENSP00000494114","","CRYL1",51084
"15795","ENSG00000165475","ENST00000644593","ENSP00000493784","","CRYL1",51084
"15796","ENSG00000165475","ENST00000646414","ENSP00000495054","","CRYL1",51084
"15800","ENSG00000165591","ENST00000374900","ENSP00000364035","Q6GMR7","FAAH2",158584
"15801","ENSG00000165609","ENST00000378927","ENSP00000368209","","NUDT5",11164
"15802","ENSG00000165609","ENST00000378937","ENSP00000368219","","NUDT5",11164
"15803","ENSG00000165609","ENST00000378940","ENSP00000368222","","NUDT5",11164
"15804","ENSG00000165609","ENST00000444732","ENSP00000407856","","NUDT5",11164
"15805","ENSG00000165609","ENST00000476462","ENSP00000436844","","NUDT5",11164
"15806","ENSG00000165609","ENST00000491614","ENSP00000419628","Q9UKK9","NUDT5",11164
"15807","ENSG00000165609","ENST00000537776","ENSP00000445116","Q9UKK9","NUDT5",11164
"15808","ENSG00000165629","ENST00000335698","ENSP00000338568","P36542","ATP5F1C",509
"15809","ENSG00000165629","ENST00000356708","ENSP00000349142","P36542","ATP5F1C",509
"15812","ENSG00000165646","ENST00000298472","ENSP00000298472","Q05940","SLC18A2",6571
"15813","ENSG00000165646","ENST00000644641","ENSP00000496339","Q05940","SLC18A2",6571
"15814","ENSG00000165671","ENST00000347982","ENSP00000343209","Q96L73","NSD1",64324
"15815","ENSG00000165671","ENST00000354179","ENSP00000346111","Q96L73","NSD1",64324
"15816","ENSG00000165671","ENST00000375350","ENSP00000364499","","NSD1",64324
"15817","ENSG00000165671","ENST00000439151","ENSP00000395929","Q96L73","NSD1",64324
"15818","ENSG00000165671","ENST00000503056","ENSP00000424024","","NSD1",64324
"15819","ENSG00000165671","ENST00000504457","ENSP00000422996","","NSD1",64324
"15820","ENSG00000165671","ENST00000505395","ENSP00000424096","","NSD1",64324
"15821","ENSG00000165671","ENST00000508029","ENSP00000425120","","NSD1",64324
"15822","ENSG00000165671","ENST00000508896","ENSP00000423372","","NSD1",64324
"15823","ENSG00000165671","ENST00000510954","ENSP00000423982","","NSD1",64324
"15824","ENSG00000165671","ENST00000511258","ENSP00000426428","","NSD1",64324
