"","Gene_stable_ID","Transcript_stable_ID","Protein_stable_ID","UniProtKB_Swiss_Prot_ID","Gene_name","NCBI_gene_ID"
"1","ENSG00000000419","ENST00000371582","ENSP00000360638","","DPM1",8813
"2","ENSG00000000419","ENST00000371584","ENSP00000360640","","DPM1",8813
"3","ENSG00000000419","ENST00000371588","ENSP00000360644","O60762","DPM1",8813
"4","ENSG00000000419","ENST00000413082","ENSP00000394921","","DPM1",8813
"5","ENSG00000000938","ENST00000374003","ENSP00000363115","P09769","FGR",2268
"6","ENSG00000000938","ENST00000374004","ENSP00000363116","P09769","FGR",2268
"7","ENSG00000000938","ENST00000374005","ENSP00000363117","P09769","FGR",2268
"8","ENSG00000000938","ENST00000399173","ENSP00000382126","P09769","FGR",2268
"9","ENSG00000000938","ENST00000457296","ENSP00000407670","","FGR",2268
"10","ENSG00000001036","ENST00000002165","ENSP00000002165","Q9BTY2","FUCA2",2519
"11","ENSG00000001036","ENST00000451668","ENSP00000398119","","FUCA2",2519
"12","ENSG00000001084","ENST00000229416","ENSP00000229416","P48506","GCLC",2729
"13","ENSG00000001084","ENST00000504525","ENSP00000421228","","GCLC",2729
"14","ENSG00000001084","ENST00000505197","ENSP00000427403","","GCLC",2729
"15","ENSG00000001084","ENST00000509541","ENSP00000495056","","GCLC",2729
"16","ENSG00000001084","ENST00000513939","ENSP00000424211","","GCLC",2729
"17","ENSG00000001084","ENST00000514004","ENSP00000421908","","GCLC",2729
"18","ENSG00000001084","ENST00000616923","ENSP00000482756","","GCLC",2729
"19","ENSG00000001084","ENST00000643939","ENSP00000495686","","GCLC",2729
"20","ENSG00000001084","ENST00000650454","ENSP00000497574","","GCLC",2729
"21","ENSG00000001630","ENST00000003100","ENSP00000003100","","CYP51A1",1595
"22","ENSG00000001630","ENST00000422867","ENSP00000394268","","CYP51A1",1595
"23","ENSG00000001630","ENST00000450723","ENSP00000406757","Q16850","CYP51A1",1595
"24","ENSG00000002549","ENST00000226299","ENSP00000226299","P28838","LAP3",51056
"25","ENSG00000002549","ENST00000509583","ENSP00000423350","","LAP3",51056
"26","ENSG00000002549","ENST00000513105","ENSP00000424724","","LAP3",51056
"27","ENSG00000002549","ENST00000606142","ENSP00000476028","P28838","LAP3",51056
"28","ENSG00000002549","ENST00000618908","ENSP00000481000","P28838","LAP3",51056
"29","ENSG00000002587","ENST00000002596","ENSP00000002596","O14792","HS3ST1",9957
"30","ENSG00000002587","ENST00000510712","ENSP00000422629","","HS3ST1",9957
"31","ENSG00000002587","ENST00000514690","ENSP00000425673","","HS3ST1",9957
"32","ENSG00000002726","ENST00000360937","ENSP00000354193","P19801","AOC1",26
"33","ENSG00000002726","ENST00000416793","ENSP00000411613","P19801","AOC1",26
"34","ENSG00000002726","ENST00000460213","ENSP00000418557","","AOC1",26
"35","ENSG00000002726","ENST00000467291","ENSP00000418328","P19801","AOC1",26
"36","ENSG00000002726","ENST00000483043","ENSP00000417392","","AOC1",26
"37","ENSG00000002726","ENST00000493429","ENSP00000418614","P19801","AOC1",26
"41","ENSG00000003137","ENST00000001146","ENSP00000001146","Q9NR63","CYP26B1",56603
"42","ENSG00000003137","ENST00000412253","ENSP00000401465","","CYP26B1",56603
"43","ENSG00000003137","ENST00000461519","ENSP00000430871","","CYP26B1",56603
"44","ENSG00000003137","ENST00000474509","ENSP00000430888","","CYP26B1",56603
"45","ENSG00000003137","ENST00000546307","ENSP00000443304","Q9NR63","CYP26B1",56603
"46","ENSG00000003987","ENST00000180173","ENSP00000180173","Q9Y216","MTMR7",9108
"47","ENSG00000003987","ENST00000517317","ENSP00000431000","","MTMR7",9108
"48","ENSG00000003987","ENST00000521857","ENSP00000429733","Q9Y216","MTMR7",9108
"49","ENSG00000003989","ENST00000004531","ENSP00000004531","P52569","SLC7A2",6542
"50","ENSG00000003989","ENST00000398090","ENSP00000381164","P52569","SLC7A2",6542
"51","ENSG00000003989","ENST00000470360","ENSP00000419873","P52569","SLC7A2",6542
"52","ENSG00000003989","ENST00000494857","ENSP00000419140","P52569","SLC7A2",6542
"53","ENSG00000003989","ENST00000522656","ENSP00000430464","P52569","SLC7A2",6542
"54","ENSG00000003989","ENST00000640220","ENSP00000492016","","SLC7A2",6542
"55","ENSG00000004455","ENST00000354858","ENSP00000346921","P54819","AK2",204
"56","ENSG00000004455","ENST00000373449","ENSP00000362548","P54819","AK2",204
"57","ENSG00000004455","ENST00000467905","ENSP00000447082","","AK2",204
"58","ENSG00000004455","ENST00000480134","ENSP00000450109","","AK2",204
"59","ENSG00000004455","ENST00000487289","ENSP00000446849","","AK2",204
"60","ENSG00000004455","ENST00000548033","ENSP00000449003","","AK2",204
"61","ENSG00000004455","ENST00000550338","ENSP00000450008","","AK2",204
"62","ENSG00000004455","ENST00000626911","ENSP00000486342","","AK2",204
"63","ENSG00000004455","ENST00000629371","ENSP00000486507","","AK2",204
"64","ENSG00000004468","ENST00000226279","ENSP00000226279","P28907","CD38",952
"65","ENSG00000004468","ENST00000502843","ENSP00000427277","P28907","CD38",952
"66","ENSG00000004468","ENST00000510674","ENSP00000423047","","CD38",952
"73","ENSG00000004660","ENST00000158166","ENSP00000158166","Q8N5S9","CAMKK1",84254
"74","ENSG00000004660","ENST00000348335","ENSP00000323118","Q8N5S9","CAMKK1",84254
"75","ENSG00000004660","ENST00000381769","ENSP00000371188","","CAMKK1",84254
"76","ENSG00000004779","ENST00000007516","ENSP00000007516","O14561","NDUFAB1",4706
"77","ENSG00000004779","ENST00000484769","ENSP00000454812","","NDUFAB1",4706
"78","ENSG00000004779","ENST00000562133","ENSP00000454891","","NDUFAB1",4706
"79","ENSG00000004779","ENST00000567761","ENSP00000461693","","NDUFAB1",4706
"80","ENSG00000004779","ENST00000570319","ENSP00000458770","O14561","NDUFAB1",4706
"81","ENSG00000004799","ENST00000005178","ENSP00000005178","Q16654","PDK4",5166
"82","ENSG00000004809","ENST00000330550","ENSP00000328583","Q86VW1","SLC22A16",85413
"83","ENSG00000004809","ENST00000368919","ENSP00000357915","Q86VW1","SLC22A16",85413
"84","ENSG00000004809","ENST00000424139","ENSP00000401007","","SLC22A16",85413
"85","ENSG00000004809","ENST00000434949","ENSP00000409306","","SLC22A16",85413
"86","ENSG00000004809","ENST00000437378","ENSP00000416310","","SLC22A16",85413
"87","ENSG00000004809","ENST00000451557","ENSP00000395642","","SLC22A16",85413
"88","ENSG00000004864","ENST00000265631","ENSP00000265631","Q9UJS0","SLC25A13",10165
"89","ENSG00000004864","ENST00000416240","ENSP00000400101","Q9UJS0","SLC25A13",10165
"90","ENSG00000004864","ENST00000472162","ENSP00000473505","","SLC25A13",10165
"91","ENSG00000004939","ENST00000262418","ENSP00000262418","P02730","SLC4A1",6521
"92","ENSG00000004939","ENST00000399246","ENSP00000382190","","SLC4A1",6521
"93","ENSG00000004939","ENST00000631130","ENSP00000486787","","SLC4A1",6521
"97","ENSG00000005022","ENST00000317881","ENSP00000360671","P05141","SLC25A5",292
"98","ENSG00000005075","ENST00000292614","ENSP00000292614","P52435","POLR2J",5439
"99","ENSG00000005075","ENST00000393794","ENSP00000377383","","POLR2J",5439
"100","ENSG00000005187","ENST00000289416","ENSP00000289416","Q53FZ2","ACSM3",6296
"101","ENSG00000005187","ENST00000440284","ENSP00000394565","Q53FZ2","ACSM3",6296
"102","ENSG00000005187","ENST00000561584","ENSP00000456055","","ACSM3",6296
"103","ENSG00000005187","ENST00000561795","ENSP00000458068","","ACSM3",6296
"104","ENSG00000005187","ENST00000562251","ENSP00000456767","","ACSM3",6296
"105","ENSG00000005187","ENST00000563914","ENSP00000457926","","ACSM3",6296
"106","ENSG00000005187","ENST00000564701","ENSP00000457158","","ACSM3",6296
"107","ENSG00000005187","ENST00000568235","ENSP00000457003","","ACSM3",6296
"108","ENSG00000005187","ENST00000569141","ENSP00000457608","","ACSM3",6296
"109","ENSG00000005249","ENST00000265717","ENSP00000265717","P31323","PRKAR2B",5577
"117","ENSG00000005381","ENST00000225275","ENSP00000225275","P05164","MPO",4353
"118","ENSG00000005381","ENST00000577220","ENSP00000464668","","MPO",4353
"119","ENSG00000005421","ENST00000222381","ENSP00000222381","P27169","PON1",5444
"120","ENSG00000005421","ENST00000433729","ENSP00000407359","","PON1",5444
"121","ENSG00000005469","ENST00000331536","ENSP00000331981","Q9UKG9","CROT",54677
"122","ENSG00000005469","ENST00000412227","ENSP00000404867","Q9UKG9","CROT",54677
"123","ENSG00000005469","ENST00000419147","ENSP00000413575","Q9UKG9","CROT",54677
"124","ENSG00000005469","ENST00000442291","ENSP00000411983","","CROT",54677
"125","ENSG00000005471","ENST00000265723","ENSP00000265723","P21439","ABCB4",5244
"126","ENSG00000005471","ENST00000358400","ENSP00000351172","P21439","ABCB4",5244
"127","ENSG00000005471","ENST00000359206","ENSP00000352135","P21439","ABCB4",5244
"128","ENSG00000005471","ENST00000417608","ENSP00000394511","","ABCB4",5244
"129","ENSG00000005471","ENST00000440025","ENSP00000395716","","ABCB4",5244
"130","ENSG00000005471","ENST00000453593","ENSP00000392983","P21439","ABCB4",5244
"131","ENSG00000005471","ENST00000643670","ENSP00000496629","","ABCB4",5244
"132","ENSG00000005471","ENST00000644106","ENSP00000493477","","ABCB4",5244
"133","ENSG00000005471","ENST00000649586","ENSP00000496956","","ABCB4",5244
"134","ENSG00000005483","ENST00000257745","ENSP00000257745","Q8IZD2","KMT2E",55904
"135","ENSG00000005483","ENST00000311117","ENSP00000312379","Q8IZD2","KMT2E",55904
"136","ENSG00000005483","ENST00000334884","ENSP00000335398","Q8IZD2","KMT2E",55904
"137","ENSG00000005483","ENST00000473063","ENSP00000417156","","KMT2E",55904
"138","ENSG00000005483","ENST00000474203","ENSP00000420206","","KMT2E",55904
"139","ENSG00000005483","ENST00000476671","ENSP00000417888","Q8IZD2","KMT2E",55904
"140","ENSG00000005483","ENST00000478079","ENSP00000419525","","KMT2E",55904
"141","ENSG00000005483","ENST00000478990","ENSP00000419883","","KMT2E",55904
"142","ENSG00000005483","ENST00000479838","ENSP00000473963","","KMT2E",55904
"143","ENSG00000005483","ENST00000482560","ENSP00000417193","","KMT2E",55904
"144","ENSG00000005483","ENST00000495267","ENSP00000420415","","KMT2E",55904
"145","ENSG00000005483","ENST00000622386","ENSP00000482147","","KMT2E",55904
"151","ENSG00000005882","ENST00000007708","ENSP00000007708","Q15119","PDK2",5164
"152","ENSG00000005882","ENST00000503176","ENSP00000420927","Q15119","PDK2",5164
"153","ENSG00000005882","ENST00000503614","ENSP00000425265","","PDK2",5164
"154","ENSG00000005882","ENST00000505440","ENSP00000425615","","PDK2",5164
"155","ENSG00000005882","ENST00000508030","ENSP00000427682","","PDK2",5164
"156","ENSG00000005882","ENST00000510219","ENSP00000423310","","PDK2",5164
"157","ENSG00000005882","ENST00000512238","ENSP00000421178","","PDK2",5164
"158","ENSG00000005882","ENST00000614357","ENSP00000481915","Q15119","PDK2",5164
"163","ENSG00000006062","ENST00000344686","ENSP00000478552","Q99558","MAP3K14",9020
"164","ENSG00000006062","ENST00000376926","ENSP00000482657","Q99558","MAP3K14",9020
"165","ENSG00000006062","ENST00000617331","ENSP00000480974","","MAP3K14",9020
"166","ENSG00000006062","ENST00000648527","ENSP00000497704","","MAP3K14",9020
"167","ENSG00000006071","ENST00000302539","ENSP00000303960","Q09428","ABCC8",6833
"168","ENSG00000006071","ENST00000389817","ENSP00000374467","Q09428","ABCC8",6833
"169","ENSG00000006071","ENST00000526168","ENSP00000437233","","ABCC8",6833
"170","ENSG00000006071","ENST00000527905","ENSP00000431653","","ABCC8",6833
"171","ENSG00000006071","ENST00000528374","ENSP00000433638","","ABCC8",6833
"172","ENSG00000006071","ENST00000531642","ENSP00000435378","","ABCC8",6833
"173","ENSG00000006071","ENST00000531891","ENSP00000434893","","ABCC8",6833
"174","ENSG00000006071","ENST00000532728","ENSP00000495427","","ABCC8",6833
"175","ENSG00000006071","ENST00000612903","ENSP00000483031","Q09428","ABCC8",6833
"176","ENSG00000006071","ENST00000642271","ENSP00000493749","","ABCC8",6833
"177","ENSG00000006071","ENST00000642579","ENSP00000496714","","ABCC8",6833
"178","ENSG00000006071","ENST00000642902","ENSP00000493601","","ABCC8",6833
"179","ENSG00000006071","ENST00000643260","ENSP00000494450","","ABCC8",6833
"180","ENSG00000006071","ENST00000643562","ENSP00000496124","","ABCC8",6833
"181","ENSG00000006071","ENST00000643878","ENSP00000495271","Q09428","ABCC8",6833
"182","ENSG00000006071","ENST00000643925","ENSP00000495697","","ABCC8",6833
"183","ENSG00000006071","ENST00000644447","ENSP00000496282","","ABCC8",6833
"184","ENSG00000006071","ENST00000644472","ENSP00000495378","","ABCC8",6833
"185","ENSG00000006071","ENST00000644484","ENSP00000493558","","ABCC8",6833
"186","ENSG00000006071","ENST00000644542","ENSP00000495532","Q09428","ABCC8",6833
"187","ENSG00000006071","ENST00000644649","ENSP00000494519","","ABCC8",6833
"188","ENSG00000006071","ENST00000644675","ENSP00000494567","","ABCC8",6833
"189","ENSG00000006071","ENST00000644757","ENSP00000495085","","ABCC8",6833
"190","ENSG00000006071","ENST00000644772","ENSP00000494321","","ABCC8",6833
"191","ENSG00000006071","ENST00000645076","ENSP00000494791","","ABCC8",6833
"192","ENSG00000006071","ENST00000645417","ENSP00000495891","","ABCC8",6833
"193","ENSG00000006071","ENST00000645744","ENSP00000494564","","ABCC8",6833
"194","ENSG00000006071","ENST00000645760","ENSP00000496309","","ABCC8",6833
"195","ENSG00000006071","ENST00000645884","ENSP00000495516","","ABCC8",6833
"196","ENSG00000006071","ENST00000646003","ENSP00000495259","","ABCC8",6833
"197","ENSG00000006071","ENST00000646207","ENSP00000495025","","ABCC8",6833
"198","ENSG00000006071","ENST00000646276","ENSP00000496070","","ABCC8",6833
"199","ENSG00000006071","ENST00000646592","ENSP00000494407","","ABCC8",6833
"200","ENSG00000006071","ENST00000646737","ENSP00000494874","","ABCC8",6833
"201","ENSG00000006071","ENST00000646902","ENSP00000494101","","ABCC8",6833
"202","ENSG00000006071","ENST00000646993","ENSP00000493720","","ABCC8",6833
"203","ENSG00000006071","ENST00000647013","ENSP00000496741","","ABCC8",6833
"204","ENSG00000006071","ENST00000647015","ENSP00000495389","","ABCC8",6833
"205","ENSG00000006071","ENST00000647086","ENSP00000493677","","ABCC8",6833
"206","ENSG00000006071","ENST00000647158","ENSP00000495744","","ABCC8",6833
"207","ENSG00000006432","ENST00000381250","ENSP00000370649","","MAP3K9",4293
"208","ENSG00000006432","ENST00000553414","ENSP00000451038","","MAP3K9",4293
"209","ENSG00000006432","ENST00000554146","ENSP00000451921","","MAP3K9",4293
"210","ENSG00000006432","ENST00000554752","ENSP00000451612","P80192","MAP3K9",4293
"211","ENSG00000006432","ENST00000555993","ENSP00000451263","P80192","MAP3K9",4293
"212","ENSG00000006432","ENST00000611979","ENSP00000480011","","MAP3K9",4293
"213","ENSG00000006530","ENST00000355413","ENSP00000347581","Q53H12","AGK",55750
"214","ENSG00000006530","ENST00000473247","ENSP00000420776","","AGK",55750
"215","ENSG00000006530","ENST00000473884","ENSP00000420540","","AGK",55750
"216","ENSG00000006530","ENST00000492693","ENSP00000418789","Q53H12","AGK",55750
"217","ENSG00000006530","ENST00000494688","ENSP00000418101","","AGK",55750
"218","ENSG00000006530","ENST00000629555","ENSP00000487274","","AGK",55750
"219","ENSG00000006530","ENST00000647568","ENSP00000497039","","AGK",55750
"220","ENSG00000006530","ENST00000648068","ENSP00000498112","","AGK",55750
"221","ENSG00000006530","ENST00000648395","ENSP00000497666","","AGK",55750
"222","ENSG00000006530","ENST00000648690","ENSP00000497945","","AGK",55750
"223","ENSG00000006530","ENST00000649014","ENSP00000497984","","AGK",55750
"224","ENSG00000006530","ENST00000649286","ENSP00000497280","","AGK",55750
"225","ENSG00000006530","ENST00000649365","ENSP00000496835","","AGK",55750
"226","ENSG00000006530","ENST00000649790","ENSP00000498193","","AGK",55750
"227","ENSG00000006530","ENST00000649914","ENSP00000497848","","AGK",55750
"228","ENSG00000006530","ENST00000650006","ENSP00000497457","","AGK",55750
"229","ENSG00000006530","ENST00000650365","ENSP00000497358","","AGK",55750
"230","ENSG00000006530","ENST00000650547","ENSP00000496789","","AGK",55750
"231","ENSG00000006534","ENST00000342456","ENSP00000473990","P43353","ALDH3B1",221
"232","ENSG00000006534","ENST00000527514","ENSP00000478380","","ALDH3B1",221
"233","ENSG00000006534","ENST00000612297","ENSP00000484901","","ALDH3B1",221
"234","ENSG00000006534","ENST00000614849","ENSP00000478486","P43353","ALDH3B1",221
"235","ENSG00000006534","ENST00000615463","ENSP00000479948","","ALDH3B1",221
"236","ENSG00000006534","ENST00000616697","ENSP00000477789","","ALDH3B1",221
"237","ENSG00000006534","ENST00000617288","ENSP00000481604","P43353","ALDH3B1",221
"238","ENSG00000006534","ENST00000617449","ENSP00000483988","","ALDH3B1",221
"239","ENSG00000006534","ENST00000619675","ENSP00000478632","","ALDH3B1",221
"240","ENSG00000006625","ENST00000005374","ENSP00000005374","O75223","GGCT",79017
"241","ENSG00000006625","ENST00000275428","ENSP00000275428","O75223","GGCT",79017
"242","ENSG00000006625","ENST00000409144","ENSP00000386610","O75223","GGCT",79017
"243","ENSG00000006625","ENST00000409390","ENSP00000387235","O75223","GGCT",79017
"244","ENSG00000006625","ENST00000409436","ENSP00000386686","","GGCT",79017
"245","ENSG00000006625","ENST00000426081","ENSP00000390094","","GGCT",79017
"246","ENSG00000006625","ENST00000440082","ENSP00000408015","","GGCT",79017
"247","ENSG00000006625","ENST00000447901","ENSP00000387809","","GGCT",79017
"252","ENSG00000006756","ENST00000381154","ENSP00000370546","P51689","ARSD",414
"253","ENSG00000006756","ENST00000458014","ENSP00000409180","","ARSD",414
"254","ENSG00000006756","ENST00000559324","ENSP00000453789","","ARSD",414
"255","ENSG00000006757","ENST00000381042","ENSP00000370430","P41247","PNPLA4",8228
"256","ENSG00000006757","ENST00000442940","ENSP00000406698","","PNPLA4",8228
"257","ENSG00000006757","ENST00000444736","ENSP00000415245","P41247","PNPLA4",8228
"258","ENSG00000006757","ENST00000537427","ENSP00000443157","P41247","PNPLA4",8228
"259","ENSG00000006837","ENST00000265334","ENSP00000265334","Q8IVW4","CDKL3",51265
"260","ENSG00000006837","ENST00000518990","ENSP00000427836","","CDKL3",51265
"261","ENSG00000006837","ENST00000519312","ENSP00000427738","","CDKL3",51265
"262","ENSG00000006837","ENST00000520592","ENSP00000428498","","CDKL3",51265
"263","ENSG00000006837","ENST00000520693","ENSP00000430777","","CDKL3",51265
"264","ENSG00000006837","ENST00000521118","ENSP00000428689","","CDKL3",51265
"265","ENSG00000006837","ENST00000521755","ENSP00000427964","","CDKL3",51265
"266","ENSG00000006837","ENST00000523054","ENSP00000428500","","CDKL3",51265
"267","ENSG00000006837","ENST00000523832","ENSP00000430496","Q8IVW4","CDKL3",51265
"268","ENSG00000007001","ENST00000005756","ENSP00000005756","O95045","UPP2",151531
"269","ENSG00000007001","ENST00000605860","ENSP00000474090","O95045","UPP2",151531
"270","ENSG00000007047","ENST00000262891","ENSP00000262891","Q96L34","MARK4",57787
"271","ENSG00000007047","ENST00000300843","ENSP00000300843","Q96L34","MARK4",57787
"272","ENSG00000007047","ENST00000587566","ENSP00000465414","","MARK4",57787
"273","ENSG00000007047","ENST00000590909","ENSP00000465613","","MARK4",57787
"274","ENSG00000007047","ENST00000592207","ENSP00000466843","","MARK4",57787
"275","ENSG00000007047","ENST00000592762","ENSP00000466702","","MARK4",57787
"276","ENSG00000007047","ENST00000620044","ENSP00000480702","","MARK4",57787
"277","ENSG00000007047","ENST00000622871","ENSP00000484974","","MARK4",57787
"278","ENSG00000007168","ENST00000397195","ENSP00000380378","P43034","PAFAH1B1",5048
"279","ENSG00000007168","ENST00000570400","ENSP00000460258","","PAFAH1B1",5048
"280","ENSG00000007168","ENST00000574468","ENSP00000460591","","PAFAH1B1",5048
"281","ENSG00000007168","ENST00000576586","ENSP00000461087","","PAFAH1B1",5048
"282","ENSG00000007171","ENST00000313735","ENSP00000327251","P35228","NOS2",4843
"283","ENSG00000007171","ENST00000621962","ENSP00000482291","P35228","NOS2",4843
"284","ENSG00000007171","ENST00000646938","ENSP00000494870","","NOS2",4843
"285","ENSG00000007216","ENST00000314669","ENSP00000316202","Q13183","SLC13A2",9058
"286","ENSG00000007216","ENST00000444914","ENSP00000392411","Q13183","SLC13A2",9058
"287","ENSG00000007216","ENST00000459818","ENSP00000464074","","SLC13A2",9058
"288","ENSG00000007216","ENST00000545060","ENSP00000441935","","SLC13A2",9058
"289","ENSG00000007216","ENST00000577903","ENSP00000463457","","SLC13A2",9058
"290","ENSG00000007216","ENST00000579281","ENSP00000463421","","SLC13A2",9058
"291","ENSG00000007264","ENST00000310132","ENSP00000308734","P42679","MATK",4145
"292","ENSG00000007264","ENST00000395040","ENSP00000378481","P42679","MATK",4145
"293","ENSG00000007264","ENST00000395045","ENSP00000378485","P42679","MATK",4145
"294","ENSG00000007264","ENST00000585778","ENSP00000468030","","MATK",4145
"295","ENSG00000007264","ENST00000587180","ENSP00000468465","","MATK",4145
"296","ENSG00000007264","ENST00000588983","ENSP00000465761","","MATK",4145
"297","ENSG00000007264","ENST00000590028","ENSP00000467006","","MATK",4145
"298","ENSG00000007264","ENST00000590493","ENSP00000468576","","MATK",4145
"299","ENSG00000007264","ENST00000590849","ENSP00000467992","","MATK",4145
"300","ENSG00000007264","ENST00000590980","ENSP00000467472","","MATK",4145
"301","ENSG00000007264","ENST00000591059","ENSP00000465556","","MATK",4145
"302","ENSG00000007264","ENST00000619596","ENSP00000483213","P42679","MATK",4145
"303","ENSG00000007350","ENST00000369912","ENSP00000358928","P51854","TKTL1",8277
"304","ENSG00000007350","ENST00000369915","ENSP00000358931","P51854","TKTL1",8277
"305","ENSG00000007350","ENST00000426203","ENSP00000416552","","TKTL1",8277
"306","ENSG00000007350","ENST00000426989","ENSP00000401111","","TKTL1",8277
"307","ENSG00000007350","ENST00000439635","ENSP00000399763","","TKTL1",8277
"308","ENSG00000007541","ENST00000026218","ENSP00000026218","Q9BRB3","PIGQ",9091
"309","ENSG00000007541","ENST00000293874","ENSP00000293874","","PIGQ",9091
"310","ENSG00000007541","ENST00000321878","ENSP00000326674","Q9BRB3","PIGQ",9091
"311","ENSG00000007541","ENST00000409527","ENSP00000386760","Q9BRB3","PIGQ",9091
"312","ENSG00000007541","ENST00000420990","ENSP00000409341","","PIGQ",9091
"313","ENSG00000007541","ENST00000422307","ENSP00000413753","","PIGQ",9091
"314","ENSG00000007541","ENST00000439574","ENSP00000387820","","PIGQ",9091
"315","ENSG00000007541","ENST00000443147","ENSP00000410434","","PIGQ",9091
"316","ENSG00000007541","ENST00000470411","ENSP00000439650","Q9BRB3","PIGQ",9091
"317","ENSG00000007541","ENST00000540241","ENSP00000439374","","PIGQ",9091
"318","ENSG00000007541","ENST00000635205","ENSP00000489216","","PIGQ",9091
"319","ENSG00000007541","ENST00000635909","ENSP00000490267","","PIGQ",9091
"320","ENSG00000007541","ENST00000636005","ENSP00000490498","","PIGQ",9091
"321","ENSG00000007541","ENST00000636657","ENSP00000490087","","PIGQ",9091
"322","ENSG00000007541","ENST00000637468","ENSP00000490672","","PIGQ",9091
"323","ENSG00000007541","ENST00000638143","ENSP00000490695","","PIGQ",9091
"329","ENSG00000008086","ENST00000379989","ENSP00000369325","O76039","CDKL5",6792
"330","ENSG00000008086","ENST00000379996","ENSP00000369332","O76039","CDKL5",6792
"331","ENSG00000008086","ENST00000463994","ENSP00000485184","","CDKL5",6792
"332","ENSG00000008086","ENST00000623364","ENSP00000485581","","CDKL5",6792
"333","ENSG00000008086","ENST00000623535","ENSP00000485244","O76039","CDKL5",6792
"334","ENSG00000008086","ENST00000624700","ENSP00000485359","","CDKL5",6792
"335","ENSG00000008086","ENST00000624953","ENSP00000485625","","CDKL5",6792
"336","ENSG00000008086","ENST00000635828","ENSP00000490170","","CDKL5",6792
"337","ENSG00000008086","ENST00000637881","ENSP00000489879","","CDKL5",6792
"338","ENSG00000008118","ENST00000009105","ENSP00000009105","Q96NX5","CAMK1G",57172
"339","ENSG00000008118","ENST00000361322","ENSP00000354861","Q96NX5","CAMK1G",57172
"340","ENSG00000008118","ENST00000423146","ENSP00000392173","","CAMK1G",57172
"341","ENSG00000008128","ENST00000356200","ENSP00000348529","","CDK11A",728642
"342","ENSG00000008128","ENST00000357760","ENSP00000350403","","CDK11A",728642
"343","ENSG00000008128","ENST00000358779","ENSP00000351629","Q9UQ88","CDK11A",728642
"344","ENSG00000008128","ENST00000378633","ENSP00000367900","Q9UQ88","CDK11A",728642
"345","ENSG00000008128","ENST00000378638","ENSP00000367905","","CDK11A",728642
"346","ENSG00000008128","ENST00000401096","ENSP00000383874","","CDK11A",728642
"347","ENSG00000008128","ENST00000404249","ENSP00000384442","Q9UQ88","CDK11A",728642
"348","ENSG00000008128","ENST00000460465","ENSP00000462289","","CDK11A",728642
"349","ENSG00000008128","ENST00000479362","ENSP00000423900","","CDK11A",728642
"350","ENSG00000008128","ENST00000509982","ENSP00000422149","","CDK11A",728642
"351","ENSG00000008130","ENST00000341426","ENSP00000341679","O95544","NADK",65220
"352","ENSG00000008130","ENST00000341991","ENSP00000344340","O95544","NADK",65220
"353","ENSG00000008130","ENST00000342348","ENSP00000339727","","NADK",65220
"354","ENSG00000008130","ENST00000378625","ENSP00000367890","O95544","NADK",65220
"355","ENSG00000008130","ENST00000469045","ENSP00000462589","","NADK",65220
"356","ENSG00000008130","ENST00000489538","ENSP00000462999","","NADK",65220
"357","ENSG00000008130","ENST00000497186","ENSP00000464096","","NADK",65220
"358","ENSG00000008130","ENST00000498806","ENSP00000464137","","NADK",65220
"359","ENSG00000008300","ENST00000164024","ENSP00000164024","Q9NYQ7","CELSR3",1951
"360","ENSG00000008311","ENST00000358954","ENSP00000351834","","AASS",10157
"361","ENSG00000008311","ENST00000393376","ENSP00000377040","Q9UDR5","AASS",10157
"362","ENSG00000008311","ENST00000417368","ENSP00000403768","Q9UDR5","AASS",10157
"363","ENSG00000008311","ENST00000426162","ENSP00000394180","","AASS",10157
"364","ENSG00000008311","ENST00000431170","ENSP00000414001","","AASS",10157
"365","ENSG00000008394","ENST00000010404","ENSP00000010404","P10620","MGST1",4257
"366","ENSG00000008394","ENST00000396207","ENSP00000379510","P10620","MGST1",4257
"367","ENSG00000008394","ENST00000396209","ENSP00000379512","P10620","MGST1",4257
"368","ENSG00000008394","ENST00000396210","ENSP00000379513","P10620","MGST1",4257
"369","ENSG00000008394","ENST00000535309","ENSP00000438308","P10620","MGST1",4257
"370","ENSG00000008394","ENST00000536371","ENSP00000442557","","MGST1",4257
"371","ENSG00000008394","ENST00000538885","ENSP00000440443","","MGST1",4257
"372","ENSG00000008394","ENST00000540056","ENSP00000437988","","MGST1",4257
"373","ENSG00000008394","ENST00000540126","ENSP00000442970","","MGST1",4257
"374","ENSG00000008394","ENST00000543076","ENSP00000442767","","MGST1",4257
"376","ENSG00000008513","ENST00000399640","ENSP00000414073","Q11201","ST3GAL1",6482
"377","ENSG00000008513","ENST00000517668","ENSP00000427720","","ST3GAL1",6482
"378","ENSG00000008513","ENST00000519924","ENSP00000430135","","ST3GAL1",6482
"379","ENSG00000008513","ENST00000521180","ENSP00000428540","Q11201","ST3GAL1",6482
"380","ENSG00000008513","ENST00000522652","ENSP00000430515","Q11201","ST3GAL1",6482
"381","ENSG00000008513","ENST00000523634","ENSP00000429936","","ST3GAL1",6482
"382","ENSG00000008513","ENST00000523854","ENSP00000429638","","ST3GAL1",6482
"383","ENSG00000008513","ENST00000523855","ENSP00000427786","","ST3GAL1",6482
"384","ENSG00000008513","ENST00000648219","ENSP00000497381","","ST3GAL1",6482
