"gene","gene_symbol","reaction","pathways"
"ENSG00000164904","ALDH7A1","MAR08503","Pyruvate metabolism"
"ENSG00000184254","ALDH1A3","MAR08503","Pyruvate metabolism"
"ENSG00000072210","ALDH3A2","MAR08504","Pyruvate metabolism"
"ENSG00000111275","ALDH2","MAR08504","Pyruvate metabolism"
"ENSG00000137124","ALDH1B1","MAR08504","Pyruvate metabolism"
"ENSG00000143149","ALDH9A1","MAR08504","Pyruvate metabolism"
"ENSG00000164904","ALDH7A1","MAR08504","Pyruvate metabolism"
"ENSG00000072210","ALDH3A2","MAR08506","Pyruvate metabolism"
"ENSG00000111275","ALDH2","MAR08506","Pyruvate metabolism"
"ENSG00000137124","ALDH1B1","MAR08506","Pyruvate metabolism"
"ENSG00000143149","ALDH9A1","MAR08506","Pyruvate metabolism"
"ENSG00000164904","ALDH7A1","MAR08506","Pyruvate metabolism"
"ENSG00000147576","ADHFE1","MAR08507","Pyruvate metabolism"
"ENSG00000172955","ADH6","MAR08507","Pyruvate metabolism"
"ENSG00000180011","ZADH2","MAR08507","Pyruvate metabolism"
"ENSG00000187758","ADH1A","MAR08507","Pyruvate metabolism"
"ENSG00000196344","ADH7","MAR08507","Pyruvate metabolism"
"ENSG00000196616","ADH1B","MAR08507","Pyruvate metabolism"
"ENSG00000197894","ADH5","MAR08507","Pyruvate metabolism"
"ENSG00000198099","ADH4","MAR08507","Pyruvate metabolism"
"ENSG00000248144","ADH1C","MAR08507","Pyruvate metabolism"
"ENSG00000147576","ADHFE1","MAR08508","Pyruvate metabolism"
"ENSG00000172955","ADH6","MAR08508","Pyruvate metabolism"
"ENSG00000180011","ZADH2","MAR08508","Pyruvate metabolism"
"ENSG00000187758","ADH1A","MAR08508","Pyruvate metabolism"
"ENSG00000196344","ADH7","MAR08508","Pyruvate metabolism"
"ENSG00000196616","ADH1B","MAR08508","Pyruvate metabolism"
"ENSG00000197894","ADH5","MAR08508","Pyruvate metabolism"
"ENSG00000198099","ADH4","MAR08508","Pyruvate metabolism"
"ENSG00000248144","ADH1C","MAR08508","Pyruvate metabolism"
"ENSG00000053371","AKR7A2","MAR08509","Pyruvate metabolism"
"ENSG00000085662","AKR1B1","MAR08509","Pyruvate metabolism"
"ENSG00000117448","AKR1A1","MAR08509","Pyruvate metabolism"
"ENSG00000063854","HAGH","MAR08511","Pyruvate metabolism"
"ENSG00000103253","HAGHL","MAR08511","Pyruvate metabolism"
"ENSG00000166816","LDHD","MAR08512","Pyruvate metabolism"
"ENSG00000166816","LDHD","MAR08514","Pyruvate metabolism"
"ENSG00000182224","CYB5D1","MAR08514","Pyruvate metabolism"
"ENSG00000148090","AUH","MAR08516","Pyruvate metabolism"
"ENSG00000111716","LDHB","MAR04280","Pyruvate metabolism"
"ENSG00000134333","LDHA","MAR04280","Pyruvate metabolism"
"ENSG00000151116","UEVLD","MAR04280","Pyruvate metabolism"
"ENSG00000166796","LDHC","MAR04280","Pyruvate metabolism"
"ENSG00000166800","LDHAL6A","MAR04280","Pyruvate metabolism"
"ENSG00000171989","LDHAL6B","MAR04280","Pyruvate metabolism"
"ENSG00000111058","ACSS3","MAR00153","Propanoate metabolism"
"ENSG00000131069","ACSS2","MAR00153","Propanoate metabolism"
"ENSG00000154930","ACSS1","MAR00153","Propanoate metabolism"
"ENSG00000111271","ACAD10","MAR03212","Propanoate metabolism"
"ENSG00000117054","ACADM","MAR03212","Propanoate metabolism"
"ENSG00000122971","ACADS","MAR03212","Propanoate metabolism"
"ENSG00000151498","ACAD8","MAR03212","Propanoate metabolism"
"ENSG00000177646","ACAD9","MAR03212","Propanoate metabolism"
"ENSG00000196177","ACADSB","MAR03212","Propanoate metabolism"
"ENSG00000240303","ACAD11","MAR03212","Propanoate metabolism"
"ENSG00000111058","ACSS3","MAR03797","Propanoate metabolism"
"ENSG00000131069","ACSS2","MAR03797","Propanoate metabolism"
"ENSG00000154930","ACSS1","MAR03797","Propanoate metabolism"
"ENSG00000083123","BCKDHB","MAR03800","Propanoate metabolism"
"ENSG00000091140","DLD","MAR03800","Propanoate metabolism"
"ENSG00000137992","DBT","MAR03800","Propanoate metabolism"
"ENSG00000248098","BCKDHA","MAR03800","Propanoate metabolism"
"ENSG00000103150","MLYCD","MAR04105","Propanoate metabolism"
"ENSG00000103150","MLYCD","MAR04106","Propanoate metabolism"
"ENSG00000103150","MLYCD","MAR04107","Propanoate metabolism"
"ENSG00000119711","ALDH6A1","MAR04282","Propanoate metabolism"
"ENSG00000111058","ACSS3","MAR04331","Propanoate metabolism"
"ENSG00000131069","ACSS2","MAR04331","Propanoate metabolism"
"ENSG00000154930","ACSS1","MAR04331","Propanoate metabolism"
"ENSG00000111058","ACSS3","MAR04459","Propanoate metabolism"
"ENSG00000131069","ACSS2","MAR04459","Propanoate metabolism"
"ENSG00000154930","ACSS1","MAR04459","Propanoate metabolism"
"ENSG00000111058","ACSS3","MAR04460","Propanoate metabolism"
"ENSG00000131069","ACSS2","MAR04460","Propanoate metabolism"
"ENSG00000154930","ACSS1","MAR04460","Propanoate metabolism"
"ENSG00000116133","DHCR24","MAR04497","Propanoate metabolism"
"ENSG00000198130","HIBCH","MAR04741","Propanoate metabolism"
"ENSG00000087076","HSD17B14","MAR09804","Propanoate metabolism"
"ENSG00000099377","HSD3B7","MAR09804","Propanoate metabolism"
"ENSG00000100867","DHRS2","MAR09804","Propanoate metabolism"
"ENSG00000109854","HTATIP2","MAR09804","Propanoate metabolism"
"ENSG00000121039","RDH10","MAR09804","Propanoate metabolism"
"ENSG00000138400","MDH1B","MAR09804","Propanoate metabolism"
"ENSG00000139988","RDH12","MAR09804","Propanoate metabolism"
"ENSG00000145439","CBR4","MAR09804","Propanoate metabolism"
"ENSG00000159692","CTBP1","MAR09804","Propanoate metabolism"
"ENSG00000160439","RDH13","MAR09804","Propanoate metabolism"
"ENSG00000164039","BDH2","MAR09804","Propanoate metabolism"
"ENSG00000167733","HSD11B1L","MAR09804","Propanoate metabolism"
"ENSG00000170426","SDR9C7","MAR09804","Propanoate metabolism"
"ENSG00000170786","SDR16C5","MAR09804","Propanoate metabolism"
"ENSG00000176387","HSD11B2","MAR09804","Propanoate metabolism"
"ENSG00000183921","SDR42E2","MAR09804","Propanoate metabolism"
"ENSG00000184860","SDR42E1","MAR09804","Propanoate metabolism"
"ENSG00000186153","WWOX","MAR09804","Propanoate metabolism"
"ENSG00000187134","AKR1C1","MAR09804","Propanoate metabolism"
"ENSG00000197894","ADH5","MAR09804","Propanoate metabolism"
"ENSG00000198074","AKR1B10","MAR09804","Propanoate metabolism"
"ENSG00000198189","HSD17B11","MAR09804","Propanoate metabolism"
"ENSG00000198610","AKR1C4","MAR09804","Propanoate metabolism"
"ENSG00000204228","HSD17B8","MAR09804","Propanoate metabolism"
"ENSG00000227471","AKR1B15","MAR09804","Propanoate metabolism"
"ENSG00000240857","RDH14","MAR09804","Propanoate metabolism"
"ENSG00000120437","ACAT2","MAR01434","Butanoate metabolism"
"ENSG00000081760","AACS","MAR01436","Butanoate metabolism"
"ENSG00000111271","ACAD10","MAR03163","Butanoate metabolism"
"ENSG00000117054","ACADM","MAR03163","Butanoate metabolism"
"ENSG00000122971","ACADS","MAR03163","Butanoate metabolism"
"ENSG00000151498","ACAD8","MAR03163","Butanoate metabolism"
"ENSG00000177646","ACAD9","MAR03163","Butanoate metabolism"
"ENSG00000196177","ACADSB","MAR03163","Butanoate metabolism"
"ENSG00000240303","ACAD11","MAR03163","Butanoate metabolism"
"ENSG00000161267","BDH1","MAR04461","Butanoate metabolism"
"ENSG00000164039","BDH2","MAR04461","Butanoate metabolism"
"ENSG00000112972","HMGCS1","MAR04604","Butanoate metabolism"
"ENSG00000111716","LDHB","MAR05351","Butanoate metabolism"
"ENSG00000151116","UEVLD","MAR05351","Butanoate metabolism"
"ENSG00000166796","LDHC","MAR05351","Butanoate metabolism"
"ENSG00000166800","LDHAL6A","MAR05351","Butanoate metabolism"
"ENSG00000171989","LDHAL6B","MAR05351","Butanoate metabolism"
"ENSG00000121310","ECHDC2","MAR07709","Butanoate metabolism"
"ENSG00000101911","PRPS2","MAR04052","Pentose phosphate pathway"
"ENSG00000147224","PRPS1","MAR04052","Pentose phosphate pathway"
"ENSG00000229937","PRPS1L1","MAR04052","Pentose phosphate pathway"
"ENSG00000160211","G6PD","MAR04304","Pentose phosphate pathway"
"ENSG00000160211","G6PD","MAR04306","Pentose phosphate pathway"
"ENSG00000158019","BABAM2","MAR04350","Pentose phosphate pathway"
"ENSG00000171174","RBKS","MAR04350","Pentose phosphate pathway"
"ENSG00000153574","RPIA","MAR04351","Pentose phosphate pathway"
"ENSG00000153574","RPIA","MAR04352","Pentose phosphate pathway"
"ENSG00000079739","PGM1","MAR04354","Pentose phosphate pathway"
"ENSG00000169299","PGM2","MAR04354","Pentose phosphate pathway"
"ENSG00000023697","DERA","MAR04398","Pentose phosphate pathway"
"ENSG00000007350","TKTL1","MAR04404","Pentose phosphate pathway"
"ENSG00000151005","TKTL2","MAR04404","Pentose phosphate pathway"
"ENSG00000163931","TKT","MAR04404","Pentose phosphate pathway"
"ENSG00000142657","PGD","MAR04473","Pentose phosphate pathway"
"ENSG00000142657","PGD","MAR04474","Pentose phosphate pathway"
"ENSG00000130066","SAT1","MAR04476","Pentose phosphate pathway"
"ENSG00000141504","SAT2","MAR04476","Pentose phosphate pathway"
"ENSG00000197713","RPE","MAR04477","Pentose phosphate pathway"
"ENSG00000235376","RPEL1","MAR04477","Pentose phosphate pathway"
"ENSG00000007350","TKTL1","MAR04501","Pentose phosphate pathway"
"ENSG00000151005","TKTL2","MAR04501","Pentose phosphate pathway"
"ENSG00000163931","TKT","MAR04501","Pentose phosphate pathway"
"ENSG00000177156","TALDO1","MAR04565","Pentose phosphate pathway"
"ENSG00000067057","PFKP","MAR04567","Pentose phosphate pathway"
"ENSG00000141959","PFKL","MAR04567","Pentose phosphate pathway"
"ENSG00000152556","PFKM","MAR04567","Pentose phosphate pathway"
"ENSG00000067057","PFKP","MAR04568","Pentose phosphate pathway"
"ENSG00000141959","PFKL","MAR04568","Pentose phosphate pathway"
"ENSG00000152556","PFKM","MAR04568","Pentose phosphate pathway"
"ENSG00000049239","H6PD","MAR04623","Pentose phosphate pathway"
"ENSG00000130313","PGLS","MAR04623","Pentose phosphate pathway"
"ENSG00000049239","H6PD","MAR04625","Pentose phosphate pathway"
"ENSG00000130313","PGLS","MAR04625","Pentose phosphate pathway"
"ENSG00000169299","PGM2","MAR04710","Pentose phosphate pathway"
"ENSG00000180953","ST20","MAR04710","Pentose phosphate pathway"
"ENSG00000006534","ALDH3B1","MAR04841","Pentose phosphate pathway"
"ENSG00000108602","ALDH3A1","MAR04841","Pentose phosphate pathway"
"ENSG00000132746","ALDH3B2","MAR04841","Pentose phosphate pathway"
"ENSG00000184254","ALDH1A3","MAR04841","Pentose phosphate pathway"
"ENSG00000158019","BABAM2","MAR08074","Pentose phosphate pathway"
"ENSG00000171174","RBKS","MAR08074","Pentose phosphate pathway"
"ENSG00000049239","H6PD","MAR08653","Pentose phosphate pathway"
"ENSG00000130313","PGLS","MAR08653","Pentose phosphate pathway"
"ENSG00000054179","ENTPD2","MAR03998","Purine metabolism"
"ENSG00000138185","ENTPD1","MAR03998","Purine metabolism"
"ENSG00000168032","ENTPD3","MAR03998","Purine metabolism"
"ENSG00000171302","CANT1","MAR03998","Purine metabolism"
"ENSG00000187097","ENTPD5","MAR03998","Purine metabolism"
"ENSG00000188833","ENTPD8","MAR03998","Purine metabolism"
"ENSG00000197217","ENTPD4","MAR03998","Purine metabolism"
"ENSG00000197586","ENTPD6","MAR03998","Purine metabolism"
"ENSG00000061918","GUCY1B1","MAR04000","Purine metabolism"
"ENSG00000164116","GUCY1A1","MAR04000","Purine metabolism"
"ENSG00000070019","GUCY2C","MAR04000","Purine metabolism"
"ENSG00000078295","ADCY2","MAR04000","Purine metabolism"
"ENSG00000101890","GUCY2F","MAR04000","Purine metabolism"
"ENSG00000121281","ADCY7","MAR04000","Purine metabolism"
"ENSG00000129467","ADCY4","MAR04000","Purine metabolism"
"ENSG00000132518","GUCY2D","MAR04000","Purine metabolism"
"ENSG00000138031","ADCY3","MAR04000","Purine metabolism"
"ENSG00000143199","ADCY10","MAR04000","Purine metabolism"
"ENSG00000152402","GUCY1A2","MAR04000","Purine metabolism"
"ENSG00000155897","ADCY8","MAR04000","Purine metabolism"
"ENSG00000159899","NPR2","MAR04000","Purine metabolism"
"ENSG00000162104","ADCY9","MAR04000","Purine metabolism"
"ENSG00000164742","ADCY1","MAR04000","Purine metabolism"
"ENSG00000169418","NPR1","MAR04000","Purine metabolism"
"ENSG00000173175","ADCY5","MAR04000","Purine metabolism"
"ENSG00000174233","ADCY6","MAR04000","Purine metabolism"
"ENSG00000004455","AK2","MAR04002","Purine metabolism"
"ENSG00000085231","AK6","MAR04002","Purine metabolism"
"ENSG00000106992","AK1","MAR04002","Purine metabolism"
"ENSG00000140057","AK7","MAR04002","Purine metabolism"
"ENSG00000147853","AK3","MAR04002","Purine metabolism"
"ENSG00000154027","AK5","MAR04002","Purine metabolism"
"ENSG00000155085","AK9","MAR04002","Purine metabolism"
"ENSG00000162433","AK4","MAR04002","Purine metabolism"
"ENSG00000165695","AK8","MAR04002","Purine metabolism"
"ENSG00000273841","TAF9","MAR04002","Purine metabolism"
"ENSG00000004455","AK2","MAR04004","Purine metabolism"
"ENSG00000085231","AK6","MAR04004","Purine metabolism"
"ENSG00000106992","AK1","MAR04004","Purine metabolism"
"ENSG00000140057","AK7","MAR04004","Purine metabolism"
"ENSG00000147853","AK3","MAR04004","Purine metabolism"
"ENSG00000154027","AK5","MAR04004","Purine metabolism"
"ENSG00000155085","AK9","MAR04004","Purine metabolism"
"ENSG00000162433","AK4","MAR04004","Purine metabolism"
"ENSG00000165695","AK8","MAR04004","Purine metabolism"
"ENSG00000273841","TAF9","MAR04004","Purine metabolism"
"ENSG00000014257","ACPP","MAR04010","Purine metabolism"
"ENSG00000076685","NT5C2","MAR04010","Purine metabolism"
"ENSG00000116981","NT5C1A","MAR04010","Purine metabolism"
"ENSG00000122643","NT5C3A","MAR04010","Purine metabolism"
"ENSG00000125458","NT5C","MAR04010","Purine metabolism"
"ENSG00000135318","NT5E","MAR04010","Purine metabolism"
"ENSG00000141698","NT5C3B","MAR04010","Purine metabolism"
"ENSG00000146587","RBAK","MAR04010","Purine metabolism"
"ENSG00000185013","NT5C1B","MAR04010","Purine metabolism"
"ENSG00000205309","NT5M","MAR04010","Purine metabolism"
"ENSG00000250741","NT5C1B-RDH14","MAR04010","Purine metabolism"
"ENSG00000014257","ACPP","MAR04081","Purine metabolism"
"ENSG00000076685","NT5C2","MAR04081","Purine metabolism"
"ENSG00000116981","NT5C1A","MAR04081","Purine metabolism"
"ENSG00000122643","NT5C3A","MAR04081","Purine metabolism"
"ENSG00000125458","NT5C","MAR04081","Purine metabolism"
"ENSG00000135318","NT5E","MAR04081","Purine metabolism"
"ENSG00000141698","NT5C3B","MAR04081","Purine metabolism"
"ENSG00000146587","RBAK","MAR04081","Purine metabolism"
"ENSG00000185013","NT5C1B","MAR04081","Purine metabolism"
"ENSG00000205309","NT5M","MAR04081","Purine metabolism"
"ENSG00000250741","NT5C1B-RDH14","MAR04081","Purine metabolism"
"ENSG00000014257","ACPP","MAR04082","Purine metabolism"
"ENSG00000076685","NT5C2","MAR04082","Purine metabolism"
"ENSG00000116981","NT5C1A","MAR04082","Purine metabolism"
"ENSG00000122643","NT5C3A","MAR04082","Purine metabolism"
"ENSG00000125458","NT5C","MAR04082","Purine metabolism"
"ENSG00000135318","NT5E","MAR04082","Purine metabolism"
"ENSG00000141698","NT5C3B","MAR04082","Purine metabolism"
"ENSG00000146587","RBAK","MAR04082","Purine metabolism"
"ENSG00000185013","NT5C1B","MAR04082","Purine metabolism"
"ENSG00000205309","NT5M","MAR04082","Purine metabolism"
"ENSG00000250741","NT5C1B-RDH14","MAR04082","Purine metabolism"
"ENSG00000156110","ADK","MAR04012","Purine metabolism"
"ENSG00000156136","DCK","MAR04012","Purine metabolism"
"ENSG00000065989","PDE4A","MAR04014","Purine metabolism"
"ENSG00000073417","PDE8A","MAR04014","Purine metabolism"
"ENSG00000095464","PDE6C","MAR04014","Purine metabolism"
"ENSG00000105650","PDE4C","MAR04014","Purine metabolism"
"ENSG00000112541","PDE10A","MAR04014","Purine metabolism"
"ENSG00000113231","PDE8B","MAR04014","Purine metabolism"
"ENSG00000113448","PDE4D","MAR04014","Purine metabolism"
"ENSG00000115252","PDE1A","MAR04014","Purine metabolism"
"ENSG00000123360","PDE1B","MAR04014","Purine metabolism"
"ENSG00000128655","PDE11A","MAR04014","Purine metabolism"
"ENSG00000132915","PDE6A","MAR04014","Purine metabolism"
"ENSG00000133256","PDE6B","MAR04014","Purine metabolism"
"ENSG00000137496","IL18BP","MAR04014","Purine metabolism"
"ENSG00000138735","PDE5A","MAR04014","Purine metabolism"
"ENSG00000139053","PDE6H","MAR04014","Purine metabolism"
"ENSG00000152270","PDE3B","MAR04014","Purine metabolism"
"ENSG00000154678","PDE1C","MAR04014","Purine metabolism"
"ENSG00000156973","PDE6D","MAR04014","Purine metabolism"
"ENSG00000160191","PDE9A","MAR04014","Purine metabolism"
"ENSG00000171408","PDE7B","MAR04014","Purine metabolism"
"ENSG00000172572","PDE3A","MAR04014","Purine metabolism"
"ENSG00000184588","PDE4B","MAR04014","Purine metabolism"
"ENSG00000185527","PDE6G","MAR04014","Purine metabolism"
"ENSG00000186642","PDE2A","MAR04014","Purine metabolism"
"ENSG00000205268","PDE7A","MAR04014","Purine metabolism"
"ENSG00000143774","GUK1","MAR04020","Purine metabolism"
"ENSG00000061918","GUCY1B1","MAR04022","Purine metabolism"
"ENSG00000164116","GUCY1A1","MAR04022","Purine metabolism"
"ENSG00000070019","GUCY2C","MAR04022","Purine metabolism"
"ENSG00000078295","ADCY2","MAR04022","Purine metabolism"
"ENSG00000101890","GUCY2F","MAR04022","Purine metabolism"
"ENSG00000121281","ADCY7","MAR04022","Purine metabolism"
"ENSG00000129467","ADCY4","MAR04022","Purine metabolism"
"ENSG00000132518","GUCY2D","MAR04022","Purine metabolism"
"ENSG00000138031","ADCY3","MAR04022","Purine metabolism"
"ENSG00000143199","ADCY10","MAR04022","Purine metabolism"
"ENSG00000152402","GUCY1A2","MAR04022","Purine metabolism"
"ENSG00000155897","ADCY8","MAR04022","Purine metabolism"
"ENSG00000159899","NPR2","MAR04022","Purine metabolism"
"ENSG00000162104","ADCY9","MAR04022","Purine metabolism"
"ENSG00000164742","ADCY1","MAR04022","Purine metabolism"
"ENSG00000169418","NPR1","MAR04022","Purine metabolism"
"ENSG00000173175","ADCY5","MAR04022","Purine metabolism"
"ENSG00000174233","ADCY6","MAR04022","Purine metabolism"
"ENSG00000138363","ATIC","MAR04038","Purine metabolism"
"ENSG00000106348","IMPDH1","MAR04040","Purine metabolism"
"ENSG00000178035","IMPDH2","MAR04040","Purine metabolism"
"ENSG00000035687","ADSS","MAR04042","Purine metabolism"
"ENSG00000185100","ADSSL1","MAR04042","Purine metabolism"
"ENSG00000163655","GMPS","MAR04046","Purine metabolism"
"ENSG00000065989","PDE4A","MAR04048","Purine metabolism"
"ENSG00000073417","PDE8A","MAR04048","Purine metabolism"
"ENSG00000095464","PDE6C","MAR04048","Purine metabolism"
"ENSG00000105650","PDE4C","MAR04048","Purine metabolism"
"ENSG00000112541","PDE10A","MAR04048","Purine metabolism"
"ENSG00000113231","PDE8B","MAR04048","Purine metabolism"
"ENSG00000113448","PDE4D","MAR04048","Purine metabolism"
"ENSG00000115252","PDE1A","MAR04048","Purine metabolism"
"ENSG00000123360","PDE1B","MAR04048","Purine metabolism"
"ENSG00000128655","PDE11A","MAR04048","Purine metabolism"
"ENSG00000132915","PDE6A","MAR04048","Purine metabolism"
"ENSG00000133256","PDE6B","MAR04048","Purine metabolism"
"ENSG00000137496","IL18BP","MAR04048","Purine metabolism"
"ENSG00000138735","PDE5A","MAR04048","Purine metabolism"
"ENSG00000139053","PDE6H","MAR04048","Purine metabolism"
"ENSG00000152270","PDE3B","MAR04048","Purine metabolism"
"ENSG00000154678","PDE1C","MAR04048","Purine metabolism"
"ENSG00000156973","PDE6D","MAR04048","Purine metabolism"
"ENSG00000160191","PDE9A","MAR04048","Purine metabolism"
"ENSG00000171408","PDE7B","MAR04048","Purine metabolism"
"ENSG00000172572","PDE3A","MAR04048","Purine metabolism"
"ENSG00000184588","PDE4B","MAR04048","Purine metabolism"
"ENSG00000185527","PDE6G","MAR04048","Purine metabolism"
"ENSG00000186642","PDE2A","MAR04048","Purine metabolism"
"ENSG00000205268","PDE7A","MAR04048","Purine metabolism"
"ENSG00000116337","AMPD2","MAR04080","Purine metabolism"
"ENSG00000116748","AMPD1","MAR04080","Purine metabolism"
