"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs"
"TPPP3",2,0,6,0,0,0,4,55,0,0,1,0,1,0,10,0,0,0,63,0,1,0,4
"ZDHHC1",3,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
"HSD11B2",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1017,0,0,0,0
"ATP6V0D1",211,2,30,6,8,3,0,85,18,0,2,2,26,9,4,2,1,5,626,13,22,8,16
"RP11-297D21.4",0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,14,0,0,0,0
"FAM65A",18,0,3,0,0,0,0,15,3,0,0,0,2,2,0,0,0,0,7,0,0,0,8
"CTD-2012K14.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"CTCF",6,2,0,0,0,0,1,1,1,0,2,0,11,0,0,1,0,2,70,0,0,4,2
"RLTPR",1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ACD",11,5,3,6,5,0,1,17,19,0,1,1,24,4,0,0,0,0,70,6,1,2,1
"PARD6A",2,0,0,2,3,2,1,0,5,1,0,0,23,7,0,2,1,2,19,6,0,2,0
"ENKD1",3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3
"C16orf86",1,0,2,0,2,1,0,11,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2
"GFOD2",8,0,0,0,0,0,0,6,2,0,0,0,1,2,0,0,0,0,121,0,0,0,9
"RANBP10",4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3
"CENPT",8,2,4,1,5,0,0,24,9,0,1,1,5,3,9,2,0,1,81,3,0,0,2
"THAP11",8,1,0,1,1,1,0,13,8,0,0,0,15,1,4,0,0,0,68,5,0,0,2
"NUTF2",78,4,10,6,9,1,0,76,29,1,7,3,60,11,2,1,2,8,551,10,4,3,19
"EDC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"PSKH1",4,0,0,0,1,0,0,3,3,0,0,0,3,0,0,0,0,0,28,0,0,0,2
"CTC-479C5.12",7,1,0,0,0,1,0,13,8,0,1,0,8,4,1,0,0,1,101,1,0,0,4
"PSMB10",111,11,15,3,18,3,1,109,73,4,5,2,59,38,6,8,4,3,885,17,8,9,12
"LCAT",0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4
"SLC12A4",7,0,0,0,0,0,0,17,0,0,0,0,2,0,0,2,0,0,0,0,0,0,6
"DPEP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"DPEP2",33,1,7,0,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,4,2
"DUS2",6,0,0,1,1,0,0,10,3,0,1,0,6,0,0,0,0,0,52,1,0,3,2
"DDX28",7,1,0,0,0,0,0,12,4,0,3,0,6,1,0,0,0,0,54,0,0,0,0
"NFATC3",4,1,0,0,0,0,0,4,6,0,1,0,3,3,1,1,0,0,30,1,0,0,0
"RP11-96D1.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
"ESRP2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0
"PLA2G15",21,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,21,0,0,0,0
"SLC7A6",1,1,1,0,1,0,0,7,7,0,0,0,10,1,0,1,0,0,28,0,2,1,1
"SLC7A6OS",9,1,0,0,0,0,0,11,3,0,3,0,8,1,0,2,0,2,82,5,0,0,1
"PRMT7",5,0,1,0,0,0,0,13,6,0,1,0,6,2,0,2,0,1,141,0,0,3,0
"SMPD3",1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,86,2,0,1,0
"ZFP90",3,0,0,1,2,0,0,4,3,0,0,0,2,0,1,0,0,0,16,1,0,0,1
"CDH3",1,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,4,1,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,0,0
"TANGO6",1,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,10,0,0,0,0
"HAS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
"CHTF8",22,1,4,1,1,0,1,32,7,0,3,0,24,2,2,0,0,0,180,6,1,2,7
"SNTB2",1,2,0,1,3,0,0,4,4,0,0,0,4,0,0,0,0,0,44,0,0,0,4
"VPS4A",32,5,2,0,0,0,0,30,10,0,4,6,16,5,4,2,0,3,187,3,3,2,12
"COG8",5,0,1,0,0,0,0,5,7,0,0,0,3,1,0,0,0,0,43,1,0,0,1
"PDF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"NIP7",12,4,1,0,3,0,0,32,7,1,2,2,19,8,2,2,0,2,128,4,0,3,4
"TMED6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0
"TERF2",4,2,0,0,0,0,0,5,4,0,1,0,4,0,0,0,0,0,32,1,0,1,0
"CYB5B",31,5,0,2,4,0,0,58,17,1,6,0,33,12,7,0,2,7,371,5,3,1,21
"NFAT5",2,2,0,1,0,0,0,4,2,0,1,2,4,0,0,2,0,0,32,1,1,0,0
"NQO1",30,1,0,0,1,0,1,42,0,0,2,0,0,2,2,0,0,0,602,2,0,2,73
"NOB1",34,1,1,0,3,0,1,78,11,0,2,0,19,3,1,3,0,2,286,9,2,4,7
"WWP2",11,0,2,1,0,0,0,4,7,0,0,0,10,0,1,1,2,0,89,3,1,3,1
"PDPR",2,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,25,0,0,0,0
"EXOSC6",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0
"AARS",16,0,0,0,0,0,0,11,6,0,1,0,3,1,0,0,0,0,84,10,1,0,2
"DDX19B",14,0,1,0,0,0,0,17,4,0,4,1,13,3,1,0,0,1,121,2,1,2,4
"DDX19A",6,1,1,0,1,1,0,8,4,0,2,0,12,8,0,0,0,0,70,6,0,0,5
"ST3GAL2",7,0,2,0,0,0,0,11,0,0,1,3,4,3,1,0,0,0,22,1,2,0,1
"FUK",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,0,0,3
"COG4",10,2,0,0,0,0,0,30,2,0,0,0,8,5,2,0,1,0,118,1,0,1,5
"SF3B3",8,2,2,0,0,1,0,21,6,0,6,1,7,4,0,0,0,0,136,2,1,0,3
"IL34",0,0,0,0,0,0,0,142,0,0,0,0,0,0,1,0,0,0,5,0,0,0,3
"MTSS1L",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"VAC14",12,0,2,0,1,0,0,11,1,0,2,0,2,0,0,0,0,0,50,0,1,0,2
"CMTR2",6,3,0,0,1,0,0,14,4,0,1,0,12,2,1,1,0,0,47,4,2,1,1
"CALB2",0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF19",1,0,0,0,0,0,3,4,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0
"MARVELD3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,357,0,0,0,0
"PHLPP2",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72,0,0,1,1
"AP1G1",6,1,0,0,0,0,0,2,2,0,0,0,4,0,1,0,0,0,41,0,0,0,5
"ATXN1L",2,0,0,0,2,0,0,5,3,0,0,0,7,6,0,0,0,1,45,3,3,0,4
"IST1",21,4,0,2,3,1,2,40,18,2,2,0,9,1,4,0,0,0,221,1,4,2,5
"ZNF821",5,1,0,0,1,0,0,5,3,0,2,0,0,4,0,1,0,0,68,3,0,3,1
"DHODH",4,0,0,2,1,0,0,8,6,0,0,0,3,1,0,0,0,0,72,5,0,0,2
"TXNL4B",13,0,0,0,2,0,0,8,2,0,2,0,7,2,1,0,0,0,52,2,4,0,2
"DHX38",7,1,0,1,0,0,0,8,3,0,3,0,4,0,0,0,0,0,109,0,1,1,1
"ZFHX3",13,0,4,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,76,0,0,0,2
"PSMD7",147,2,29,3,11,0,3,85,49,1,10,3,69,20,15,4,2,4,709,25,6,6,33
"RP11-252A24.3",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"NPIPB15",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,48,1,0,0,0
"GLG1",14,0,3,0,2,0,3,36,4,0,0,2,3,4,2,0,0,0,97,0,0,4,4
"RFWD3",9,0,0,0,0,0,1,1,2,0,0,0,4,0,0,1,0,0,58,1,0,0,1
"MLKL",6,1,6,0,3,0,0,6,2,0,2,0,8,5,0,0,0,2,34,0,1,2,4
"FA2H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0
"WDR59",2,0,0,0,1,0,0,8,2,0,2,0,6,2,1,0,0,0,45,3,0,3,4
"ZNRF1",0,2,0,1,2,1,0,9,3,0,2,0,13,1,1,0,0,0,61,0,0,3,0
"RP11-252E2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
"LDHD",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0
"ZFP1",2,0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,10,0,0,0,0
"BCAR1",0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,164,0,0,0,11
"CFDP1",46,3,13,1,7,0,0,128,17,0,8,0,27,18,4,3,2,0,1042,11,2,6,34
"TMEM170A",28,9,5,0,6,0,0,24,9,1,3,0,18,11,2,0,1,2,279,8,6,3,10
"TMEM231",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1
"GABARAPL2",197,16,19,4,18,1,4,307,66,3,35,6,112,39,23,14,4,17,983,26,10,17,126
"ADAT1",7,0,3,0,0,0,0,5,3,0,0,1,6,0,0,0,0,0,27,0,0,0,1
"KARS",61,5,12,5,7,1,0,64,41,1,5,2,63,15,4,4,2,0,410,5,9,7,17
"TERF2IP",47,23,13,7,30,6,3,184,92,6,19,4,125,43,11,10,7,6,205,22,3,24,37
"MON1B",6,0,1,0,0,0,0,3,7,0,0,2,4,1,0,0,0,3,77,1,0,0,3
"SYCE1L",2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,42,1,0,1,1
"NUDT7",11,0,0,0,0,0,0,27,5,2,0,0,4,2,0,1,0,0,147,2,0,0,4
"VAT1L",0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"WWOX",4,0,0,0,0,0,0,7,2,0,2,0,2,0,3,1,1,0,23,1,0,1,1
"MAF",25,0,1,1,0,2,0,13,3,0,0,0,19,3,0,2,1,1,1,0,1,4,0
"CMC2",45,4,8,7,5,1,0,29,21,0,8,0,50,11,2,2,0,6,338,10,2,6,11
"CENPN",32,0,3,0,1,0,0,4,2,0,1,0,0,0,1,2,0,0,176,0,0,0,0
"ATMIN",4,1,0,1,0,0,0,12,3,0,0,0,3,0,0,2,0,0,49,2,0,0,3
"C16orf46",1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0
"GCSH",30,1,3,0,1,0,0,116,3,0,2,2,5,1,1,0,0,2,296,5,0,0,11
"GAN",0,1,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,26,0,0,0,0
"CMIP",17,0,6,0,2,0,0,11,1,0,2,0,3,0,3,0,0,0,83,0,0,0,5
"PLCG2",6,0,1,0,0,0,0,2,6,0,5,0,0,1,0,0,0,4,41,6,0,0,5
"SDR42E1",0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,12,0,0,0,0
"HSD17B2",0,0,0,0,0,0,0,228,1,0,0,0,1,1,3,0,0,0,871,0,0,0,0
"MPHOSPH6",29,1,3,1,7,0,0,40,16,4,2,1,30,4,1,0,2,0,304,0,3,2,5
"CDH13",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2
"HSBP1",253,3,22,0,9,0,4,289,30,1,13,0,30,13,11,9,0,0,1406,12,15,12,44
"MLYCD",9,0,2,1,1,0,0,18,2,2,1,0,3,3,2,0,2,3,116,1,2,0,3
"OSGIN1",4,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,42,1,0,0,0
"MBTPS1",9,1,1,2,1,0,0,50,4,0,5,2,5,0,2,1,0,0,160,5,0,0,2
"RP11-505K9.1",2,0,0,0,0,0,0,3,0,0,0,0,0,1,3,1,0,0,19,0,0,0,2
"HSDL1",5,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,21,0,0,0,0
"DNAAF1",4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,8,0,0,0
"TAF1C",1,1,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,21,1,0,1,2
"WFDC1",0,0,0,0,0,0,0,283,0,0,0,0,0,1,34,0,0,1,14,0,0,0,3
"ATP2C2",0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,266,0,0,0,0
"TLDC1",0,0,1,0,1,0,0,5,1,0,0,0,1,0,0,0,0,0,32,0,0,0,1
"COTL1",869,31,179,12,49,11,2,36,102,2,14,11,199,94,1,19,6,19,571,0,41,49,16
"KLHL36",11,3,1,0,4,0,0,9,1,2,2,0,5,3,1,0,0,0,97,1,0,1,2
"USP10",15,1,0,0,2,0,0,23,7,0,1,0,16,2,0,0,0,0,116,4,1,1,2
"CRISPLD2",8,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
"ZDHHC7",15,0,2,0,0,0,0,16,3,0,0,0,3,1,0,0,0,1,164,0,0,0,0
"KIAA0513",10,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,20,0,1,0,1
"FAM92B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0
"GSE1",0,0,0,0,0,0,0,5,2,0,1,0,1,0,1,0,0,1,90,0,1,0,3
"GINS2",41,0,1,0,3,0,0,2,1,0,0,0,2,1,0,0,0,5,262,0,0,2,2
"C16orf74",1,0,0,0,0,0,0,34,0,0,0,0,5,0,1,0,0,0,1,18,0,0,0
"EMC8",37,3,6,0,1,0,0,27,16,0,2,2,10,5,3,0,1,0,193,10,0,1,4
"COX4I1",1264,87,216,32,75,20,4,956,353,15,112,42,695,174,51,62,26,34,19437,183,65,97,160
"IRF8",205,4,17,1,4,0,0,82,37,0,0,7,15,9,2,0,6,5,103,1,17,1,2
"RP11-542M13.3",2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0
"RP11-542M13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0
"RP11-805I24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"LINC01082",0,0,0,0,0,0,0,422,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
"RP11-514D23.3",0,0,0,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
"FENDRR",0,0,0,0,0,0,0,169,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2
"FOXF1",0,0,0,0,0,0,0,257,1,0,0,0,1,0,18,0,0,0,0,0,0,0,3
"MTHFSD",2,0,0,0,1,0,0,6,3,0,0,0,1,3,0,0,0,0,29,0,0,0,3
"C16orf95",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,11,0,0,0,0
"RP11-178L8.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2
"FBXO31",1,0,0,0,0,0,0,8,2,0,0,1,1,0,0,0,0,0,40,0,0,0,1
"MAP1LC3B",166,17,20,7,17,3,5,129,55,6,22,6,93,37,5,10,2,4,663,36,12,17,38
"ZCCHC14",3,1,0,0,0,0,0,12,1,0,0,0,3,0,0,0,0,0,65,0,0,0,0
"KLHDC4",4,0,0,1,0,1,0,4,8,0,3,1,0,3,1,0,1,1,47,0,0,3,0
"SLC7A5",9,5,1,1,9,0,0,1,17,0,5,0,25,8,0,0,3,2,11,15,1,1,0
"BANP",12,0,4,0,0,2,1,8,4,0,1,0,4,1,2,6,1,0,32,2,0,0,1
"ZFPM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"ZC3H18",4,0,0,1,3,1,0,12,9,0,1,0,5,3,1,3,1,0,82,0,0,2,1
"CYBA",4456,117,451,48,116,27,4,367,501,9,86,47,759,291,12,50,29,63,6181,776,181,111,36
"MVD",24,3,1,0,1,0,0,11,13,0,1,0,4,3,1,0,0,0,203,0,1,3,7
"SNAI3-AS1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SNAI3",4,1,0,0,0,0,0,0,4,0,0,1,6,1,0,0,1,0,1,1,0,1,0
"RNF166",44,3,5,0,7,1,1,6,21,0,1,3,32,17,1,7,1,0,24,3,1,3,0
"CTU2",8,0,0,2,0,0,0,5,2,0,0,0,2,0,1,0,0,1,60,1,0,0,4
"PIEZO1",3,0,0,0,0,0,0,3,2,0,0,0,7,1,3,0,0,0,65,0,0,1,8
"CDT1",12,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,1,143,1,0,0,2
"APRT",304,31,59,15,22,7,2,202,141,4,13,10,358,89,10,28,9,12,2432,46,11,47,45
"GALNS",17,0,3,0,2,0,0,20,1,0,0,0,2,0,3,0,0,0,51,2,0,2,1
"TRAPPC2L",175,6,16,8,10,1,0,138,45,0,2,2,37,14,5,3,0,4,759,15,2,13,22
"CBFA2T3",1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,1,0,0,3
"ACSF3",11,2,1,1,1,0,1,13,7,0,1,0,8,2,0,0,1,2,180,4,0,3,1
"RP11-46C24.7",1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"ANKRD11",15,1,1,0,2,0,0,15,14,1,4,0,16,3,0,0,0,0,192,2,0,1,5
"SPG7",11,2,0,0,2,0,0,23,8,0,4,3,17,7,0,2,0,0,212,0,0,2,11
"RPL13",4389,678,1032,167,587,214,25,6266,2810,184,657,389,7772,1900,208,810,197,293,47166,1591,334,916,809
"DPEP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0
"CHMP1A",28,2,2,0,3,0,0,34,13,0,1,1,18,2,2,1,0,0,270,2,1,5,3
"SPATA33",5,0,0,0,0,0,0,9,3,1,0,0,6,2,1,0,0,0,54,0,2,2,2
"CDK10",6,0,3,1,4,1,0,30,5,0,1,1,12,4,2,0,1,0,195,3,0,4,12
"RP11-368I7.4",1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"SPATA2L",14,1,3,1,2,0,0,10,2,1,2,0,3,4,1,0,0,0,54,0,2,0,2
"VPS9D1",8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,33,1,1,0,1
"VPS9D1-AS1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"ZNF276",3,1,0,0,1,0,0,4,5,0,0,0,2,5,1,0,1,0,55,0,0,1,1
"FANCA",5,2,2,0,0,0,0,4,1,0,0,0,4,4,0,0,0,0,36,0,2,0,0
"SPIRE2",1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,133,0,0,0,1
"TCF25",89,2,14,1,2,0,3,86,25,1,7,5,45,14,2,7,0,6,505,11,4,8,18
"MC1R",1,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0
"DEF8",36,0,0,0,3,0,1,39,10,0,1,0,20,1,1,1,0,0,84,7,4,3,7
"CENPBD1",7,1,2,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,9,0,0,0,0
"GAS8",0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,1,0,0,42,0,0,0,0
"RP11-356C4.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"AC137934.1",0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0
"RPH3AL",3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,59,0,0,0,6
"RP11-1260E13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"C17orf97",5,0,4,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,59,0,0,0,1
"FAM101B",1,2,0,0,0,0,0,13,0,0,0,0,5,2,3,0,0,0,1,0,0,0,7
"VPS53",11,0,1,0,0,0,1,6,5,0,3,0,1,4,1,1,0,0,77,3,0,1,4
"FAM57A",2,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,44,0,0,0,1
"GEMIN4",5,0,2,0,0,0,0,3,2,0,0,0,1,0,1,0,0,0,33,0,0,0,0
"GLOD4",54,4,9,0,8,2,0,68,26,1,6,0,44,15,3,2,1,1,453,10,6,10,15
"RNMTL1",6,0,2,1,0,1,1,7,6,0,0,0,14,2,2,1,0,2,97,0,0,0,5
"NXN",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"TIMM22",18,0,1,0,2,1,1,52,11,0,3,0,10,1,4,1,0,2,121,3,1,0,13
"ABR",28,0,4,0,0,0,0,26,0,0,1,1,2,0,0,1,0,0,262,0,0,1,1
"YWHAE",131,2,15,0,6,1,6,104,26,6,13,2,48,11,2,4,1,3,863,10,6,7,42
"CRK",9,1,4,2,0,0,0,35,7,0,1,2,8,3,1,0,2,1,194,0,0,0,12
"MYO1C",7,0,0,0,0,0,2,29,0,0,0,0,3,1,1,0,0,1,331,1,2,0,32
"INPP5K",9,1,1,1,1,2,1,21,13,0,3,3,15,6,1,0,0,0,122,4,1,1,14
"PITPNA-AS1",4,1,0,0,0,0,0,13,7,0,2,0,9,0,0,1,0,0,98,12,0,0,1
"PITPNA",20,0,4,0,1,1,0,11,0,0,0,1,4,1,1,0,0,0,58,2,4,0,3
"SLC43A2",42,0,11,0,0,0,0,6,0,2,1,0,0,1,0,0,0,0,54,3,2,1,0
"SCARF1",15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,20
"RILP",46,1,5,0,1,1,1,17,0,0,0,1,2,0,0,1,1,0,264,5,1,0,5
"PRPF8",16,3,1,1,1,0,2,41,5,0,1,0,20,6,2,1,0,1,248,2,4,1,8
"TLCD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
"MIR22HG",9,1,0,0,3,0,0,13,4,0,4,0,6,1,0,1,0,1,103,10,3,0,3
"WDR81",11,0,1,0,0,0,0,12,0,0,0,0,4,0,0,0,1,0,13,0,0,0,1
"SERPINF1",497,0,24,0,0,0,0,1075,0,0,0,0,0,0,51,1,0,0,6,0,7,0,0
"SMYD4",7,0,3,0,0,0,0,32,1,0,1,0,1,2,4,0,0,0,29,2,0,3,8
"RPA1",21,5,3,0,2,0,0,30,22,0,1,2,20,7,1,0,0,1,128,4,0,1,6
"HIC1",31,1,3,0,1,1,0,27,3,2,0,0,14,3,2,0,0,0,1,0,3,0,1
"SMG6",4,0,0,0,2,0,0,12,3,0,0,0,4,0,2,0,0,0,31,0,1,0,2
"SRR",9,0,1,0,0,0,0,7,4,0,1,0,0,2,2,0,0,0,36,2,0,1,1
"TSR1",14,2,0,0,0,0,0,6,0,0,1,0,8,1,0,0,0,1,61,2,2,1,2
"SGSM2",4,0,0,0,0,0,0,5,1,0,1,0,5,1,1,0,0,0,19,0,0,0,0
"MNT",2,0,0,0,0,0,0,2,2,0,0,0,3,1,1,0,0,0,56,1,1,0,2
"METTL16",1,0,0,0,4,0,0,5,1,0,0,1,3,1,1,1,0,0,48,0,2,0,3
"PAFAH1B1",40,7,7,1,8,1,0,58,19,2,5,3,38,13,4,3,0,2,226,7,4,4,4
"CLUH",8,0,3,0,0,0,0,1,8,1,0,1,0,0,0,0,0,0,201,0,0,0,3
"RP11-74E22.3",0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
"RAP1GAP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0
"ASPA",0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0
"TRPV3",2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,20,6,0,0,0
"SHPK",0,0,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0,0,14,0,0,0,0
"CTNS",5,0,1,0,0,0,0,11,1,0,1,0,1,0,0,0,0,0,12,1,0,0,0
"TAX1BP3",55,1,4,0,1,1,7,137,11,0,4,0,9,1,5,0,1,3,693,1,3,1,35
"EMC6",112,8,13,10,4,4,1,62,36,1,8,5,86,21,4,4,2,2,690,20,6,11,23
"P2RX5",0,1,0,0,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0,1,1
"ITGAE",56,7,6,2,4,0,1,63,37,5,4,2,50,11,6,0,1,3,240,7,3,6,9
"CAMKK1",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,0,0,0,1
"P2RX1",0,0,0,0,0,0,0,53,0,0,1,0,0,0,2,0,0,0,0,6,0,0,0
"ATP2A3",1,1,1,0,2,1,0,11,6,2,1,0,9,3,0,0,0,1,167,6,0,1,3
"ZZEF1",20,0,2,0,1,0,1,4,2,0,0,0,7,1,0,0,0,0,185,3,3,2,1
"CYB5D2",13,0,0,0,0,0,0,20,3,0,0,1,3,0,0,0,0,0,80,2,2,0,8
"ANKFY1",13,1,1,0,0,0,0,7,8,0,0,0,4,1,0,0,0,0,54,0,0,0,3
"UBE2G1",23,4,1,2,6,1,0,38,18,0,4,2,33,8,0,1,1,2,129,14,0,4,6
"SPNS3",0,1,0,0,4,1,0,1,2,0,0,0,5,2,0,1,2,1,2,0,0,1,0
"RP13-580F15.2",2,0,0,0,0,0,0,1,3,0,2,0,4,3,0,0,0,0,24,0,0,0,1
"SPNS2",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,12
"MYBBP1A",3,0,1,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,38,0,0,0,7
"GGT6",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,596,0,0,0,0
"PELP1",9,3,0,0,0,2,0,9,2,0,3,1,2,2,1,0,0,0,83,3,0,0,5
"RP11-314A20.2",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0
"ARRB2",202,12,24,0,8,0,0,6,59,0,18,0,62,19,0,10,3,6,44,2,17,4,3
"MED11",33,7,5,0,2,1,0,46,23,0,3,3,31,4,0,0,0,1,278,2,1,0,13
"CXCL16",167,0,26,0,0,0,0,39,1,0,13,0,6,3,0,0,0,0,92,4,7,0,7
