"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Vascular ECs"
"LPHN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,65,0,0,0,0,1
"LPHN2",1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"LPHN3",0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0
"LRRC3DN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0
"LRRC48",0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,2
"LSMD1",80,4,19,5,4,1,3,148,26,2,1,0,6,1,93,45,11,16,5,33,3541,1,11,6,6,97
"LZTS3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,38,0,0,1,0,0
"MAGI2-AS3",1,0,0,0,0,0,0,41,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,21
"MED14-AS1",3,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,1,13,0,0,0,2,4
"MEF2BNB",13,1,7,1,0,0,0,38,7,0,0,0,2,1,28,13,5,2,2,4,406,0,3,0,2,14
"MEF2BNB-MEF2B",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0
"MIR10A",0,0,0,0,0,0,0,3,1,0,0,0,1,0,2,0,0,0,0,0,88,0,0,0,1,10
"MIR142",21,9,33,1,3,1,0,0,11,2,0,2,4,5,83,50,0,6,7,23,4,0,3,1,4,0
"MIR143HG",0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1
"MIR145",0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"MIR146A",1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MIR194-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
"MIR24-2",18,18,12,22,2,1,14,45,64,3,2,8,40,4,162,93,1,10,10,29,306,0,11,6,5,69
"MIR29B1",0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,1,11,0,0,0,0,0
"MIR3150B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"MIR3615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"MIR4435-1HG",44,3,22,6,0,0,0,43,4,0,0,0,5,0,24,19,0,0,0,2,688,1,2,1,16,18
"MIR4453",0,0,1,0,0,0,1,1,1,0,0,0,0,0,2,3,0,0,0,0,10,0,0,0,1,1
"MIR4519",3,1,1,1,0,0,0,8,3,0,0,1,0,0,6,2,1,1,0,1,91,0,0,0,0,2
"MIR600HG",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
"MIR940",2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,67,0,0,0,0,0
"MKI67IP",13,1,6,7,0,1,2,49,15,2,0,1,1,0,31,16,0,4,2,12,520,0,1,1,3,16
"MKLN1-AS1",2,4,4,2,0,0,1,15,7,1,1,0,0,0,44,22,2,7,3,8,18,1,2,1,6,6
"MLF1IP",14,1,3,0,0,0,1,0,1,1,0,1,2,0,3,0,1,1,0,0,164,0,1,2,0,0
"MLK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64,0,0,0,0,0
"MLTK",1,0,0,0,0,0,2,32,0,0,0,0,0,0,1,0,7,0,0,0,146,0,0,0,0,1
"MRP63",109,10,30,15,2,2,2,205,45,2,1,2,11,1,169,88,13,16,12,31,3166,2,6,5,20,64
"MST4",0,2,0,0,0,0,0,5,3,1,0,0,0,0,9,5,1,0,0,3,53,0,1,0,0,1
"MT-RNR1",735,37,222,68,9,9,53,8462,227,37,16,6,71,7,611,381,778,86,23,169,70134,136,135,21,54,2022
"MT-RNR2",1951,179,716,231,31,25,189,26418,759,117,56,44,235,34,2541,1407,2515,310,86,621,207142,327,383,78,265,7223
"MT-TA",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0
"MT-TD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"MT-TI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
"MT-TL1",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
"MT-TM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
"MT-TP",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1
"MT-TV",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,146,0,0,0,0,0
"MTERF",1,1,3,1,0,0,1,10,6,0,0,1,1,0,6,10,2,0,1,3,108,0,0,1,1,8
"MTERFD1",2,0,0,2,0,0,2,18,6,1,0,0,3,0,9,9,4,1,1,3,139,1,2,0,0,9
"MTERFD2",10,4,7,2,0,0,1,28,11,0,0,0,0,0,38,26,3,7,0,8,313,0,1,0,2,23
"MTERFD3",2,0,1,0,1,0,0,7,3,0,0,0,1,0,11,3,1,0,2,1,156,0,0,0,1,6
"MUC2",1,0,0,2,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,3,6404,0,0,0,0,0
"NAPRT1",28,3,12,5,0,0,1,84,10,0,1,1,1,1,41,20,4,5,1,8,2391,2,0,0,1,35
"NARG2",6,0,2,1,0,0,0,14,5,1,1,0,0,1,16,8,0,0,0,2,117,0,1,3,1,6
"NDNL2",10,7,4,6,1,3,0,45,10,0,2,2,3,0,84,37,4,10,3,14,104,1,1,0,5,16
"NDUFA6-AS1",1,0,2,0,0,0,0,15,1,1,0,0,0,0,3,1,1,0,0,2,45,0,0,0,1,4
"NEURL",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330,0,0,0,0,1
"NHP2L1",141,19,35,22,3,3,8,329,77,3,2,4,18,7,261,164,22,37,8,61,3627,1,23,8,37,184
"NRD1",15,1,3,2,1,1,0,39,8,2,0,1,3,0,26,20,2,1,1,5,396,0,2,0,2,14
"NUPL1",2,0,0,1,0,0,0,5,2,0,0,0,0,0,5,2,0,0,0,1,66,0,0,0,0,2
"NUPR1L",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0
"OIP5-AS1",7,1,5,1,0,2,1,18,5,0,1,1,0,0,18,11,4,3,1,1,469,0,3,0,1,13
"PCBP1-AS1",4,2,1,0,0,0,0,26,2,0,0,0,2,1,5,8,3,1,0,0,94,0,1,0,0,9
"PCED1B-AS1",23,21,3,10,3,5,0,2,32,5,4,3,1,2,226,91,0,15,11,26,5,0,10,2,29,0
"PDXDC2P",0,2,1,0,0,0,1,2,2,0,0,0,1,0,6,2,0,0,0,1,303,0,0,0,0,5
"PET112",4,1,0,1,0,0,1,8,0,0,0,0,0,0,4,2,0,0,0,2,149,0,1,0,0,7
"PHF15",3,5,1,1,1,0,2,10,4,0,0,0,1,0,15,5,0,1,2,6,75,0,0,0,1,10
"PHF16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1
"PHF17",2,2,3,0,0,0,0,9,3,0,0,0,2,1,15,5,1,1,0,2,63,0,1,1,3,1
"PIDD",2,0,0,1,0,0,0,5,1,0,0,0,0,0,0,3,0,0,0,0,131,0,0,1,0,0
"PLK1S1",1,0,1,2,1,1,0,21,3,1,0,0,1,2,4,9,4,1,0,2,48,0,2,0,0,10
"POLR2J4",1,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,25,0,0,0,0,0
"PP13439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"PPAP2A",1,1,1,3,0,0,5,654,7,0,0,2,1,0,11,9,37,0,0,3,1022,3,0,2,1,183
"PPAP2B",1,0,0,0,0,0,0,426,0,0,0,0,0,0,2,1,6,0,0,0,67,2,1,0,0,100
"PPAP2C",0,0,0,4,0,0,1,2,3,0,0,0,2,0,2,3,0,0,1,0,2378,0,0,0,0,33
"PPAPDC1B",7,2,2,6,0,0,2,56,3,1,0,0,2,0,21,11,3,1,1,5,797,0,24,0,6,29
"PPAPDC2",1,0,0,1,0,0,0,5,1,0,0,0,0,0,1,4,0,1,0,1,49,0,0,0,0,1
"PPP4R1L",0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,0,0,0,1,18,0,0,0,0,4
"PRKCQ-AS1",0,7,0,5,0,0,0,3,17,0,0,0,0,0,62,30,0,10,3,17,67,0,0,0,5,0
"PRMT10",15,11,7,3,0,0,0,7,9,0,0,4,1,0,41,27,0,8,3,15,41,0,2,3,3,2
"PRR24",14,1,5,0,0,0,0,79,2,0,0,0,0,0,8,10,10,0,1,6,283,0,0,2,1,6
"PSORS1C3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"PTCHD3P1",2,0,1,0,0,1,1,14,1,0,0,1,1,0,4,2,2,0,0,0,79,1,0,0,0,7
"PTPLA",0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,1,0,58,0,0,0,6,0
"PTPLAD1",18,1,3,2,0,0,1,63,2,0,0,1,2,1,21,12,4,2,0,3,615,0,0,3,0,25
"PTPLAD2",32,5,11,4,3,3,0,77,22,0,1,1,0,0,35,15,1,2,0,16,4,0,1,0,5,1
"PTPLB",2,1,0,1,0,0,0,12,3,0,0,0,1,0,9,5,0,1,0,2,207,0,0,0,0,9
"RAB7L1",8,4,4,1,0,0,0,20,3,0,0,0,0,0,19,10,0,0,1,3,35,0,0,0,1,8
"RABGAP1L-IT1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0
"RABL5",8,1,2,2,0,0,0,66,2,0,0,0,0,0,23,11,5,5,1,3,176,0,0,0,2,15
"RAD51-AS1",1,1,0,0,1,0,1,8,2,1,0,0,0,0,16,12,1,0,0,3,58,0,0,0,4,7
"RN7SK",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,104,0,1,0,0,1
"RN7SKP127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"RN7SL1",4,0,0,1,0,0,0,1,2,0,0,0,0,0,7,3,0,1,0,1,67,0,1,2,0,6
"RN7SL118P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
"RN7SL130P",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"RN7SL180P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0
"RN7SL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11,0,0,0,0,1
"RN7SL200P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"RN7SL233P",1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,1,0
"RN7SL329P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"RN7SL336P",0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"RN7SL364P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0
"RN7SL368P",8,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"RN7SL386P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"RN7SL473P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
"RN7SL485P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,1
"RN7SL499P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"RN7SL521P",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1
"RN7SL589P",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
"RN7SL612P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"RN7SL743P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"RNA18S5",799,42,130,102,5,7,23,994,358,10,13,15,65,12,485,403,63,42,34,215,50965,12,67,46,36,585
"RNA28S5",51,2,3,3,0,0,1,463,10,1,0,2,4,0,21,13,22,1,0,5,2069,0,12,0,3,111
"RNA5SP151",0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,1
"RNF144A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0
"RNU1-134P",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"RNU1-67P",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"RNU4-32P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0
"RNU5A-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RNU5B-1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2
"RNU6ATAC39P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"RNVU1-13",0,0,1,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,1,19,0,0,0,0,1
"RNVU1-14",0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,3,0,0,0,1,23,0,0,0,0,0
"RNVU1-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0
"RP1-102H19.8",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,26,0,0,0,0,0
"RP1-134E15.3",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2
"RP1-170O19.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"RP1-240K6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"RP1-241P17.4",2,2,0,0,0,0,0,9,0,0,0,0,1,0,10,8,1,0,0,5,106,1,1,1,2,3
"RP1-249H1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0
"RP1-283E3.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"RP1-3J17.3",3,0,1,1,0,1,1,5,5,0,0,0,1,1,15,6,1,0,0,4,102,0,1,0,1,1
"RP1-68D18.2",0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
"RP1-74M1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
"RP1-86D1.2",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0
"RP1-86D1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"RP11-1006G14.4",0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0,23,0,0,0,0,7
"RP11-1020A11.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"RP11-103G8.2",1,0,0,1,0,0,0,1,1,0,0,1,0,0,6,10,1,0,0,1,6,0,1,0,0,2
"RP11-103J17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"RP11-1055B8.7",0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,4
"RP11-108P20.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,0,0
"RP11-110G21.2",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,1,0,0
"RP11-112H10.4",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-112L6.4",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"RP11-1149O23.3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,36,0,0,0,0,1
"RP11-115H15.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,1
"RP11-116O18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"RP11-119F19.2",0,0,1,2,0,0,1,7,2,0,0,1,2,0,10,3,3,0,0,0,49,0,1,0,2,1
"RP11-1220K2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
"RP11-122A3.2",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RP11-122G18.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"RP11-125B21.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"RP11-1260E13.4",2,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-134P9.3",0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,2,0,0,0,0,4,0,0,0,1,0
"RP11-137H2.6",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,4
"RP11-137L10.6",2,1,0,0,0,0,0,10,1,0,0,0,0,0,5,1,1,0,0,3,50,0,0,0,0,1
"RP11-139H15.1",9,6,5,3,1,0,0,37,6,0,0,0,0,0,21,13,3,0,1,4,295,0,2,3,3,17
"RP11-1407O15.2",1,0,0,0,0,0,0,4,0,0,0,0,1,0,3,0,0,1,0,0,47,0,0,0,1,1
"RP11-143J12.2",1,1,0,1,0,1,0,1,0,1,1,0,0,0,14,3,0,3,0,0,26,0,0,0,2,4
"RP11-145M9.4",2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
"RP11-150O12.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"RP11-151N17.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0
"RP11-156E6.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1
"RP11-156P1.3",1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,1,22,0,0,0,1,0
"RP11-159N11.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"RP11-15H20.6",0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,1,1,1,0,1,69,0,0,0,0,1
"RP11-166B2.3",0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,15,0,1,2,1,0
"RP11-169K16.9",7,1,2,1,0,0,0,32,3,0,0,0,2,1,8,8,2,2,0,1,133,0,1,0,0,11
"RP11-16E23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"RP11-173M1.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"RP11-174G6.5",0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,2,0,1,0,1,24,0,0,0,2,1
"RP11-178G16.4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,23,0,0,0,0,0
"RP11-17M24.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0
"RP11-182L21.5",0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,14,0,0,0,0,0
"RP11-187C18.2",0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"RP11-18I14.10",2,0,1,0,0,0,0,9,3,1,0,0,0,0,3,1,0,1,0,3,168,0,0,0,0,1
"RP11-192H23.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0
"RP11-194N12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"RP11-196G18.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0
"RP11-199F11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,21,0,0,0,1,0
"RP11-204M4.2",2,1,0,2,0,0,0,13,0,0,0,0,2,0,3,3,0,2,0,0,25,0,0,0,0,5
"RP11-206L10.11",9,0,0,1,0,0,0,18,0,0,0,0,0,1,12,4,2,0,1,1,45,2,0,0,0,12
"RP11-206L10.2",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
"RP11-215G15.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"RP11-216L13.19",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,85,0,0,0,0,0
"RP11-219B17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,1,1
"RP11-21I10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"RP11-21L23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"RP11-220I1.1",2,2,1,1,0,1,1,31,3,0,0,1,2,0,25,12,1,4,0,7,150,0,0,1,0,8
"RP11-222A11.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"RP11-223I10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"RP11-22P6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0
"RP11-235E17.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"RP11-23P13.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,15
"RP11-242C19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"RP11-244H3.1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0
"RP11-244O19.1",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1
"RP11-248G5.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0
"RP11-252A24.7",0,0,0,0,0,0,0,16,1,0,0,0,0,0,2,2,0,0,0,1,127,0,1,0,0,11
"RP11-252K23.2",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,14,1,0,0,0,0
"RP11-255G21.1",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
"RP11-262H14.1",2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"RP11-264F23.3",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,1
"RP11-267N12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
"RP11-26J3.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"RP11-271K21.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"RP11-274J7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"RP11-275F13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"RP11-277L2.3",2,0,1,2,0,0,1,16,8,1,1,0,0,1,22,10,0,2,0,4,69,0,0,0,3,1
"RP11-277L2.4",0,3,0,1,0,0,0,0,5,0,1,1,0,0,12,7,0,2,2,1,9,0,0,0,0,1
"RP11-279F6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
"RP11-279F6.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,2,0,0
"RP11-27M24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"RP11-283I3.6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
"RP11-285G1.14",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"RP11-288H12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,1
"RP11-290F20.3",13,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"RP11-293M10.5",0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0
"RP11-294O2.2",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0
"RP11-295D4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"RP11-295P9.3",0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,37,0,0,0,0,1
"RP11-29G8.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
"RP11-303E16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"RP11-304L19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0
"RP11-304L19.5",5,0,0,0,0,0,0,34,0,1,0,0,0,0,10,7,1,1,0,1,630,0,1,1,1,5
