"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Regulatory CD4 Tcells","Vascular ECs"
"UBE4A",4,2,3,0,0,0,4,3,0,0,1,3,0,2,1,1,0,61,1,0,2
"ATP5L",369,52,190,12,15,2,491,99,31,23,287,235,29,10,51,28,20,7502,145,39,57
"KMT2A",2,0,4,0,0,1,23,1,0,0,4,8,1,0,1,1,0,107,1,1,5
"RP11-770J1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1
"TTC36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"TMEM25",1,0,2,0,0,0,7,0,0,0,1,2,0,0,1,0,0,18,0,0,3
"IFT46",4,0,1,0,0,0,9,0,0,0,1,1,0,0,0,0,0,58,1,0,2
"ARCN1",9,2,5,0,0,0,12,3,2,0,0,1,0,0,2,0,1,154,2,0,5
"PHLDB1",2,0,1,0,1,2,41,0,0,0,3,0,0,0,0,0,0,141,0,0,3
"TREH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"DDX6",2,2,4,1,4,0,16,8,1,1,14,9,0,0,3,1,0,58,2,2,3
"BCL9L",1,0,0,0,0,0,11,0,1,0,1,0,1,0,0,0,0,53,0,0,0
"CCDC84",5,0,4,0,0,5,8,1,0,0,3,3,0,0,0,0,0,63,0,0,3
"RPS25",660,199,481,75,50,20,1457,304,141,181,1206,753,59,90,239,49,52,18271,280,98,283
"TRAPPC4",32,6,11,2,3,1,75,16,9,0,30,25,3,0,5,4,2,489,7,8,19
"SLC37A4",8,0,3,0,0,0,4,1,0,0,1,0,0,0,0,0,0,304,3,0,0
"HYOU1",4,0,1,1,0,0,9,0,0,1,0,0,0,0,0,1,0,104,7,0,3
"RP11-110I1.13",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0
"VPS11",5,1,2,0,0,0,4,2,1,0,6,2,2,0,0,0,0,70,0,0,3
"HMBS",3,0,8,0,0,0,10,3,0,0,1,0,0,0,0,0,1,290,3,1,0
"H2AFX",13,1,11,1,0,0,24,6,1,0,6,12,1,1,6,0,0,338,0,1,11
"DPAGT1",5,0,4,0,0,0,13,3,2,0,3,4,3,1,2,1,2,111,7,0,2
"C2CD2L",3,0,1,0,0,0,4,3,1,0,2,2,0,0,0,1,0,93,0,0,1
"HINFP",3,1,1,3,0,0,9,2,0,0,2,2,0,0,0,1,0,138,0,1,0
"NLRX1",2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,39,0,0,1
"PDZD3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0
"CCDC153",1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,36,0,0,0
"CBL",4,0,2,1,0,0,6,1,0,1,3,3,0,1,1,0,0,18,0,0,2
"MCAM",0,0,1,0,0,0,2,0,0,0,2,0,2,0,0,0,0,4,0,0,14
"RNF26",4,0,3,1,0,0,28,8,3,0,2,3,2,0,0,0,0,128,1,0,3
"USP2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0
"USP2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
"THY1",0,0,0,0,0,0,152,0,0,0,2,0,1,0,0,0,0,0,0,0,1
"PVRL1",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,175,0,0,0
"TRIM29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"OAF",1,0,0,0,0,7,78,0,1,0,0,0,1,0,0,0,0,331,1,0,1
"POU2F3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"ARHGEF12",6,0,2,0,0,1,21,2,0,0,1,3,0,0,0,1,0,149,0,0,7
"TBCEL",1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,2,0,2
"SC5D",4,1,0,0,0,0,10,3,0,0,14,9,1,1,2,1,0,59,1,1,2
"SORL1",2,5,0,0,0,0,0,1,0,1,10,6,0,0,0,0,2,267,0,0,0
"UBASH3B",4,0,1,0,0,0,0,4,2,0,4,2,0,0,0,0,0,0,0,1,0
"CRTAM",0,4,1,1,0,0,0,6,0,0,0,39,0,0,0,2,0,2,0,0,0
"C11orf63",0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"HSPA8",372,74,266,38,15,29,343,156,162,35,373,332,22,16,73,39,27,4118,109,84,190
"CLMP",0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ZNF202",0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,38,0,0,0
"VWA5A",3,0,0,0,0,0,10,1,95,0,4,0,1,0,1,0,0,166,1,0,1
"TBRG1",21,1,15,1,0,0,24,1,2,1,10,12,1,2,2,2,0,180,3,0,4
"SIAE",1,0,0,0,0,0,12,0,0,1,0,1,1,0,0,0,0,440,0,0,1
"SPA17",1,0,4,0,0,0,7,1,1,0,0,0,0,0,0,0,0,85,0,0,2
"NRGN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"VSIG2",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1456,0,0,0
"ESAM",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,130
"RP11-677M14.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80,0,0,0
"MSANTD2",1,0,1,0,0,1,5,2,0,0,0,0,0,0,0,0,0,8,0,0,0
"ROBO3",1,0,0,0,0,0,4,0,0,0,1,1,1,0,0,0,0,55,0,0,6
"ROBO4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"CCDC15",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"SLC37A2",13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"TMEM218",12,0,10,1,1,0,33,1,2,1,5,6,0,0,1,0,0,96,5,4,7
"FEZ1",1,0,1,0,0,8,35,0,0,0,0,1,1,0,0,1,0,0,0,1,3
"EI24",17,1,9,0,0,2,101,8,0,0,4,11,9,0,1,4,0,539,2,0,18
"STT3A",3,0,4,0,0,0,11,0,0,0,1,0,0,0,0,0,0,90,0,0,2
"CHEK1",2,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,69,0,0,0
"HYLS1",0,0,1,0,0,0,3,0,0,0,1,1,1,0,0,0,0,54,1,0,4
"PUS3",4,0,3,0,0,0,14,4,0,0,2,3,1,0,0,0,0,45,1,0,1
"RPUSD4",1,1,1,0,0,0,9,1,0,0,2,6,0,1,1,0,0,86,3,0,0
"FAM118B",6,0,3,0,0,1,6,1,1,0,3,1,0,0,0,0,0,122,0,0,3
"FOXRED1",4,0,0,0,0,0,6,4,0,1,4,0,2,1,1,0,0,149,0,0,2
"TIRAP",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,16,0,0,1
"DCPS",11,3,4,0,1,0,29,17,2,0,4,12,2,2,4,2,1,96,12,1,10
"ST3GAL4",0,0,3,0,0,3,21,1,5,0,1,0,3,0,0,0,0,24,0,0,0
"ETS1",2,2,0,0,4,2,13,6,0,0,15,12,0,1,4,2,0,32,0,4,12
"FLI1",7,1,1,0,0,0,2,3,0,2,4,8,0,0,1,2,2,0,0,0,8
"ARHGAP32",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,224,0,0,0
"BARX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0
"TMEM45B",1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,959,1,0,1
"NFRKB",1,0,1,0,0,0,12,2,0,2,2,1,0,0,0,0,0,93,0,0,3
"PRDM10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"APLP2",66,1,24,0,0,2,140,3,3,0,1,1,12,1,4,1,1,1078,0,0,16
"ST14",6,0,13,0,0,0,2,2,1,1,1,1,0,0,0,1,0,1738,1,0,0
"ZBTB44",0,0,0,0,0,1,7,1,0,2,3,1,0,0,1,0,2,72,2,0,0
"RP11-121M22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"RP11-890B15.3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0
"SNX19",4,0,1,0,0,1,5,0,1,0,2,0,0,0,0,0,0,45,0,0,2
"JAM3",0,0,0,0,0,1,13,0,0,0,0,1,1,0,0,0,0,0,1,0,10
"NCAPD3",4,0,3,0,0,0,1,1,0,0,0,1,2,0,0,0,0,58,0,0,2
"VPS26B",2,1,5,0,1,0,22,7,2,0,9,6,0,0,0,1,1,173,2,2,7
"THYN1",24,3,17,4,4,0,80,11,3,4,16,19,8,1,5,1,2,459,7,3,27
"ACAD8",9,0,2,0,0,0,10,3,0,0,1,1,1,0,0,0,0,110,1,0,1
"GLB1L2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77,0,0,0
"ZMYND11",2,2,3,2,1,0,10,1,0,0,2,0,2,0,0,0,1,40,0,0,3
"DIP2C",2,0,0,0,0,0,5,0,0,0,1,2,1,0,0,0,0,21,0,0,1
"PRR26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1
"LARP4B",7,0,6,0,0,0,6,3,0,0,2,0,0,0,0,0,0,171,1,0,0
"GTPBP4",6,1,1,1,0,0,10,6,1,1,4,6,2,1,0,2,0,155,1,3,4
"IDI1",11,8,13,6,2,1,20,9,0,0,19,20,0,4,6,3,1,379,6,2,15
"WDR37",1,3,2,0,0,0,0,2,0,1,2,5,0,0,0,0,1,74,0,1,6
"PFKP",1,2,0,1,0,0,3,4,3,1,10,6,1,0,2,0,0,142,0,0,1
"PITRM1",5,2,2,1,0,0,10,1,2,0,3,0,1,0,0,1,2,134,0,0,2
"KLF6",122,54,138,8,3,6,53,29,56,8,221,177,0,2,29,7,9,1750,33,16,12
"LINC00704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
"AKR1E2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"AKR1C2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
"AKR1C1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,0,0,1
"AKR1C3",0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1487,0,0,16
"TUBAL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
"NET1",3,0,5,0,0,0,1,2,0,0,1,1,0,0,0,0,0,400,0,0,4
"RP11-336A10.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ASB13",1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,146,0,0,2
"FAM208B",0,0,0,0,0,0,2,0,1,0,3,3,0,0,0,0,0,56,3,2,0
"GDI2",47,7,73,3,0,5,97,22,4,6,23,19,4,3,6,4,1,729,17,5,26
"RP11-318E3.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"ANKRD16",0,0,1,0,0,0,2,0,0,0,3,2,3,0,0,0,0,49,1,0,0
"FBXO18",5,0,3,0,0,1,19,1,0,0,5,3,3,0,1,0,0,227,6,3,5
"RP11-536K7.3",3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,2
"IL15RA",4,2,0,0,0,0,51,3,0,0,3,7,0,0,0,0,0,67,0,0,3
"IL2RA",12,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0
"RBM17",33,2,12,1,0,1,45,4,6,1,18,14,11,0,2,2,1,423,10,0,17
"PFKFB3",18,2,7,0,2,0,3,1,0,1,25,13,0,0,5,0,0,21,2,0,0
"PRKCQ",0,2,0,0,0,0,1,1,0,0,5,3,0,0,0,1,0,0,0,0,0
"SFMBT2",4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1
"ITIH5",1,0,0,0,0,1,146,0,0,1,0,0,0,0,0,0,0,2,0,0,3
"KIN",14,0,3,0,0,0,18,4,3,0,2,5,1,0,0,0,1,103,0,0,8
"ATP5C1",116,11,66,7,3,3,139,27,17,4,45,40,14,3,11,1,4,3530,22,10,35
"TAF3",1,2,3,3,0,0,9,0,0,1,5,8,0,0,1,0,3,56,3,1,1
"GATA3",2,1,0,2,1,0,0,9,0,0,47,28,0,0,4,7,0,0,0,6,0
"SFTA1P",0,0,0,0,0,0,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CELF2",12,8,13,3,2,2,9,14,14,3,39,42,2,4,8,3,3,95,5,4,2
"USP6NL",5,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,28,2,1,1
"ECHDC3",4,0,1,0,0,0,19,0,1,0,0,0,3,0,0,0,0,207,1,0,1
"PROSER2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
"UPF2",5,2,6,1,0,0,16,3,1,5,3,7,0,0,12,1,0,171,6,2,4
"DHTKD1",0,0,3,0,0,0,2,1,1,0,2,0,3,0,0,0,0,120,2,0,0
"SEC61A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"NUDT5",52,7,14,6,4,1,67,16,5,2,20,22,2,1,3,3,6,564,11,9,13
"CDC123",26,4,28,0,0,4,55,28,5,5,19,21,4,2,0,2,3,573,6,1,14
"CAMK1D",6,2,12,0,0,0,4,0,0,3,1,2,0,0,0,1,0,207,3,0,2
"OPTN",3,4,1,2,1,1,48,8,0,0,13,14,7,2,0,2,0,336,1,4,6
"MCM10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"PHYH",17,0,2,0,0,0,38,3,3,2,5,9,5,0,3,0,0,486,1,0,7
"SEPHS1",2,1,2,0,0,0,15,1,1,0,2,8,0,0,0,0,0,147,1,1,2
"BEND7",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,44,0,0,2
"PRPF18",5,3,4,0,0,0,22,1,3,1,12,8,0,0,4,0,1,156,2,2,6
"FRMD4A",10,0,2,1,0,2,8,0,0,0,0,0,0,0,0,0,0,60,0,0,3
"FAM107B",9,1,6,1,0,0,3,5,1,4,10,7,0,0,1,1,1,135,4,1,2
"CDNF",1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"HSPA14",4,1,3,0,0,0,13,9,1,0,3,3,3,0,1,1,1,127,1,5,1
"RP11-398C13.6",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,14,0,0,0
"SUV39H2",1,0,2,0,0,0,2,1,1,1,2,2,0,0,1,0,0,29,0,0,1
"DCLRE1C",5,1,5,1,0,0,7,1,0,0,0,4,0,1,0,0,0,57,0,0,6
"RPP38",8,1,3,0,0,1,17,2,1,7,12,8,1,1,3,1,1,211,0,1,2
"NMT2",1,0,0,1,0,0,10,2,3,0,2,4,1,0,0,1,2,59,0,0,0
"FAM171A1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,126,0,0,2
"ITGA8",1,0,0,0,0,0,23,1,1,0,1,0,0,0,0,0,0,3,1,0,2
"FAM188A",1,1,1,0,0,0,22,1,0,0,0,1,0,0,0,0,0,49,0,0,2
"PTER",3,0,0,0,0,12,11,2,0,0,3,0,0,0,2,0,0,73,0,0,0
"RSU1",46,6,31,3,1,4,49,8,3,0,21,23,6,1,2,5,1,237,4,2,21
"TRDMT1",1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,20,2,0,2
"VIM-AS1",4,2,3,0,0,0,4,8,2,0,4,7,0,0,2,1,0,4,4,0,1
"VIM",470,80,316,20,11,98,2956,131,183,14,367,289,163,5,35,33,32,56,123,23,239
"RP11-124N14.3",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2
"STAM",3,1,1,0,0,1,1,0,2,0,0,1,0,0,2,0,1,28,1,2,0
"TMEM236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0
"CACNB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
"RP11-499P20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"NSUN6",2,0,2,0,1,0,5,0,0,0,3,1,0,0,0,0,0,23,0,1,1
"ARL5B",23,6,54,2,0,0,6,1,7,0,13,17,0,0,1,1,4,70,2,3,9
"RP11-354E11.2",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"PLXDC2",11,0,7,0,0,0,22,0,0,0,0,0,1,0,0,0,0,23,0,0,4
"NEBL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"MLLT10",5,2,2,0,0,0,15,0,1,1,3,0,0,1,0,0,2,108,0,1,4
"DNAJC1",19,2,10,5,1,0,91,18,3,3,11,19,3,0,5,4,0,407,31,4,11
"COMMD3",35,10,25,0,1,0,96,6,4,4,14,13,4,0,4,2,3,417,25,2,10
"BMI1",0,0,1,0,0,0,11,2,1,0,1,1,0,0,0,0,0,22,0,0,3
"PIP4K2A",1,1,3,0,0,0,4,3,1,0,4,4,0,0,0,0,1,9,0,0,0
"MSRB2",45,1,9,0,0,2,71,0,1,0,8,1,5,0,0,0,0,767,2,0,10
"OTUD1",15,1,9,0,0,0,5,0,0,0,2,0,0,0,0,0,0,60,0,0,1
"KIAA1217",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,63,0,0,0
"ARHGAP21",9,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,107,1,0,2
"PRTFDC1",1,0,1,0,0,0,14,1,1,0,0,0,0,0,0,0,0,47,0,0,0
"RP11-165A20.3",1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"THNSL1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,0,0,0
"APBB1IP",12,10,10,3,3,0,11,16,0,5,22,30,0,0,8,3,8,2,0,4,0
"PDSS1",1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,161,0,0,0
"ABI1",16,2,11,1,2,1,23,6,0,2,18,13,3,0,2,1,1,164,1,2,10
"ANKRD26",0,0,0,0,0,0,11,4,0,0,2,0,0,0,0,0,0,62,1,0,1
"YME1L1",15,4,10,1,2,0,25,1,4,3,11,9,0,0,3,2,0,302,2,1,5
"MASTL",4,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,26,0,0,1
"ACBD5",3,0,0,0,0,0,1,1,1,0,4,4,1,0,0,2,0,116,1,0,1
"RAB18",24,5,16,4,3,2,55,15,3,4,24,24,5,0,5,3,3,293,3,2,13
"MPP7",0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,67,0,0,2
"WAC-AS1",5,1,9,1,0,0,26,3,2,0,9,8,0,0,0,3,1,148,2,1,3
"WAC",9,3,8,1,0,0,22,4,0,2,5,9,1,0,1,1,2,159,2,3,7
"BAMBI",1,0,0,0,0,1,21,0,1,0,2,1,0,0,0,0,0,54,1,0,1
"SVIL",0,0,1,0,0,0,13,1,0,0,0,0,1,0,0,0,0,107,0,0,1
"MTPAP",2,0,0,0,0,0,3,1,0,0,1,3,0,1,0,0,0,53,1,0,1
"MAP3K8",18,4,14,3,1,0,4,14,0,3,23,22,0,3,1,6,1,31,1,3,4
"ZNF438",2,0,1,0,0,1,8,0,0,0,1,1,0,0,0,0,0,28,0,0,0
"ZEB1-AS1",1,0,0,0,0,0,5,2,0,0,0,1,1,0,0,0,0,3,1,0,1
"ZEB1",0,0,1,2,0,0,11,0,0,0,5,1,0,0,1,0,0,1,1,0,6
"ARHGAP12",3,1,0,0,0,1,9,0,0,1,2,0,0,0,1,1,0,65,1,0,0
"KIF5B",23,5,17,0,1,2,84,15,3,0,22,16,5,4,2,1,0,839,4,2,24
"EPC1",6,1,11,4,0,0,40,9,1,1,15,19,1,1,2,2,1,168,7,5,11
"CCDC7",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,0,0,0
"RP11-479G22.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"ITGB1",15,0,11,2,1,3,139,5,3,0,5,5,23,0,0,3,1,300,0,0,23
"NRP1",32,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,14
"PARD3",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,145,0,0,1
"CUL2",1,1,0,0,1,0,8,2,1,0,4,2,0,0,0,0,0,81,2,1,2
"CREM",68,33,17,17,4,0,22,27,3,3,124,86,0,1,20,6,17,62,5,35,18
"CCNY",6,0,3,0,0,0,10,2,0,0,2,1,0,0,0,1,0,90,0,1,2
"RP11-324I22.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"FZD8",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"MTRNR2L7",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0
"RP11-258F22.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
"ZNF248",0,0,0,0,0,0,6,0,0,0,1,1,1,0,1,0,0,43,0,0,1
"RP11-162G10.5",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0
"ZNF25",0,0,3,0,0,1,1,0,0,0,2,1,3,0,0,0,0,8,0,1,0
"ZNF33A",14,1,2,0,0,0,6,2,1,2,3,3,2,0,0,0,2,149,1,0,4
"ZNF37A",2,2,0,0,0,0,15,0,1,0,2,5,0,0,1,0,0,56,4,1,3
"ZNF33B",3,1,4,0,0,0,11,1,0,0,6,5,0,2,3,0,0,135,6,1,1
"BMS1",5,1,4,0,1,0,11,5,0,0,4,6,0,0,0,2,0,141,1,2,4
"RP11-351D16.3",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CSGALNACT2",1,3,2,0,0,0,7,0,1,0,5,5,2,0,0,3,0,5,0,0,0
"HNRNPF",70,15,60,5,6,3,102,25,10,11,57,66,3,5,10,4,6,1083,12,6,25
"RP11-517P14.2",1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ZNF487",2,0,2,0,0,1,5,0,0,0,0,1,0,0,0,1,1,24,0,0,1
"ZNF485",3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24,0,0,0
"ZNF32",14,3,3,2,0,0,44,6,0,1,10,9,3,0,1,0,1,150,2,1,6
"CXCL12",60,0,8,0,0,3,552,0,0,0,0,1,2,0,0,0,0,6,0,0,4
"TMEM72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
"RASSF4",36,0,14,0,0,3,5,0,0,0,0,0,4,0,0,0,0,53,0,0,0
"C10orf10",3,0,0,0,0,1,30,0,0,0,0,0,1,0,0,0,0,31,0,0,18
"C10orf25",0,0,0,0,0,0,9,0,1,0,0,0,1,0,0,0,0,2,2,0,4
"ZNF22",16,2,6,1,0,2,63,7,2,4,9,15,1,2,1,3,2,278,6,1,14
"ALOX5",23,0,13,0,0,0,1,0,8,3,0,1,0,0,0,0,0,21,5,0,0
"MARCH8",2,0,3,0,0,0,4,1,1,0,3,1,1,0,0,0,0,92,3,1,3
"ZFAND4",0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,12,0,0,0
"FAM21C",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"TIMM23",6,0,4,1,0,0,9,1,0,0,6,7,0,1,1,2,1,156,2,1,0
"NCOA4",21,2,17,1,1,0,27,4,4,1,10,6,2,1,1,0,2,238,2,0,5
"GPRIN2",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,79,0,0,0
"SYT15",0,0,0,1,0,0,4,0,1,0,0,0,1,0,0,0,0,26,0,0,2
"RP11-38L15.2",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"MAPK8",1,0,2,0,0,0,6,1,0,0,0,2,0,0,0,0,1,52,0,0,3
"ARHGAP22",4,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WDFY4",7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"LRRC18",1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VSTM4",0,1,0,0,0,0,58,0,0,0,0,0,2,0,1,0,0,2,2,0,2
"C10orf128",20,1,17,0,0,0,8,5,1,4,7,14,2,1,1,1,1,0,0,1,18
"ERCC6",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"OGDHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
"PARG",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,29,0,0,1
"AGAP6",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,0,0,1
"FAM21A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"SGMS1",2,0,0,0,0,0,1,4,1,0,2,1,0,0,1,0,0,11,1,0,1
"ASAH2B",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"A1CF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0
"PRKG1",0,0,0,0,0,0,36,0,0,0,0,0,4,0,0,0,0,16,0,0,0
"RP11-96B5.3",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"CSTF2T",3,0,3,1,3,0,9,4,0,0,6,5,1,0,1,2,0,72,1,0,3
"ZWINT",16,0,3,0,0,0,2,1,0,0,0,1,1,0,0,0,0,343,0,0,2
"IPMK",4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0
"CISD1",22,2,11,2,0,1,48,13,0,1,6,10,4,1,4,4,0,793,1,1,16
"UBE2D1",28,2,24,2,0,0,41,4,3,0,19,11,1,3,1,0,1,197,4,0,10
"TFAM",7,1,3,1,0,0,13,2,1,0,8,5,0,1,2,2,3,217,3,1,4
"BICC1",0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM13C",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,6
"SLC16A9",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,0,0,0
"CCDC6",2,0,2,0,0,0,3,0,0,0,2,2,1,1,0,0,0,120,0,0,1
"ANK3",1,0,0,3,0,4,5,2,0,0,1,2,0,0,0,0,0,123,0,0,0
"CDK1",24,0,10,0,0,0,2,0,0,0,0,1,0,0,0,0,0,244,0,0,1
"RHOBTB1",3,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,14,0,0,2
"ARID5B",3,4,2,3,1,0,138,3,1,1,16,7,5,1,3,0,0,188,10,7,23
"RTKN2",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,31,1,1,0
"ADO",1,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,0,4
"EGR2",11,4,22,0,0,3,3,0,5,0,2,3,0,0,1,2,0,30,2,0,6
