"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"RP11-182L21.6",0,4,3,0,0,0,6,93,0,4,0,0,1,0,12,4,1,0,6,0,0,2,82,9,1,0,0,9
"SFTPD",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1
"TMEM254-AS1",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"TMEM254",2,0,6,0,0,1,1,49,1,0,0,0,0,1,5,2,0,0,9,0,0,1,296,12,0,1,0,4
"PLAC9",0,2,3,0,0,0,33,1465,0,0,0,0,0,1,1,1,6,0,1,0,0,0,1,0,0,0,0,14
"ANXA11",31,28,69,1,2,2,21,346,17,6,1,1,9,13,136,42,3,3,25,1,5,10,2583,44,4,8,12,72
"LINC00857",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"FAM213A",18,0,7,0,0,1,10,36,0,0,0,0,1,5,3,0,0,0,0,0,0,3,2703,31,0,7,0,249
"TSPAN14",4,1,6,0,0,1,1,33,2,1,0,2,0,1,30,16,0,0,9,0,0,3,446,3,0,1,2,24
"RP11-137H2.4",0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-338I21.1",1,0,0,0,0,0,0,20,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0
"GHITM",76,20,115,3,4,13,39,590,22,12,5,6,15,17,253,50,15,4,72,0,4,26,7113,324,6,57,23,111
"C10orf99",1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9277,0,0,1,0,0
"CDHR1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,582,0,0,1,0,0
"CCSER2",2,6,8,1,1,0,9,161,5,1,0,0,1,3,61,12,0,0,17,0,1,3,262,6,0,0,1,10
"GRID1",0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-77P6.2",0,0,0,0,0,0,0,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,28,0,0,0,0,0
"RP11-359E3.4",1,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0
"BMPR1A",0,0,0,0,0,0,1,31,0,0,0,0,0,0,3,1,1,0,1,0,0,0,78,2,0,0,1,0
"MMRN2",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
"SNCG",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,134
"ADIRF",2,1,5,0,0,2,132,899,1,0,0,0,0,0,1,1,25,0,1,0,0,0,7365,5,0,0,0,412
"GLUD1",5,6,18,0,0,5,15,209,7,2,0,1,2,3,64,4,1,1,10,0,2,2,347,25,0,9,12,8
"FAM35A",0,3,6,0,0,0,1,28,2,0,0,0,0,0,13,3,2,1,4,0,0,0,139,4,0,0,0,2
"NUTM2A-AS1",2,6,12,0,0,2,2,45,3,0,1,0,2,2,24,10,0,0,10,0,0,3,298,21,2,6,1,8
"LINC00863",0,0,1,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,0,0,0,1,16,2,0,0,0,1
"MINPP1",1,0,7,0,0,0,4,53,2,0,0,1,1,0,11,1,0,0,1,0,1,1,154,12,0,0,0,11
"PAPSS2",8,0,9,0,0,0,2,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,855,0,0,0,0,1
"ATAD1",3,2,7,0,1,0,9,85,5,0,1,0,1,5,25,3,6,0,8,0,1,0,228,26,0,3,5,10
"KLLN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"PTEN",6,2,11,0,0,0,5,73,3,0,0,0,0,5,24,1,1,0,7,0,0,2,308,16,0,10,0,9
"RNLS",2,0,0,0,0,0,1,18,1,0,0,0,0,0,2,0,1,0,2,0,0,1,164,10,0,1,0,0
"ANKRD22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,370,0,2,0,0,0
"STAMBPL1",0,3,1,0,0,1,0,46,2,3,1,0,0,3,15,5,0,0,5,0,1,3,122,9,0,4,1,0
"ACTA2",0,1,2,0,0,2,6,747,3,0,0,0,0,1,17,2,453,0,9,0,0,1,95,5,0,2,12,10
"FAS",1,2,1,0,0,0,3,85,2,0,0,0,0,3,42,8,0,0,10,0,0,2,198,14,0,7,6,9
"CH25H",0,0,4,0,0,0,0,113,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LIPA",193,3,55,1,0,0,16,130,2,4,1,0,2,4,24,5,3,1,0,0,1,2,32,28,3,4,2,54
"IFIT2",2,0,2,0,0,0,10,60,1,0,1,0,0,1,4,1,0,1,4,0,0,0,10,0,0,0,0,40
"IFIT3",4,3,2,0,0,0,42,81,3,0,0,0,1,3,4,2,0,0,1,0,0,0,31,7,1,0,0,161
"IFIT1",9,1,3,0,0,0,30,228,1,0,0,0,0,0,11,0,3,0,1,0,0,0,22,2,0,0,1,98
"IFIT5",2,0,4,0,0,0,1,46,0,0,0,1,0,1,14,0,1,0,1,0,0,4,19,3,0,0,1,25
"SLC16A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"PANK1",0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,1,0,1
"KIF20B",3,1,8,0,0,0,0,32,3,1,0,0,0,1,12,1,1,1,2,0,0,2,436,7,0,11,3,4
"LINC00865",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0
"RPP30",11,4,28,1,0,1,14,162,3,4,0,1,2,7,38,15,5,1,8,0,2,1,746,34,1,15,3,15
"PCGF5",16,3,22,1,1,1,8,31,2,0,0,1,1,4,34,3,1,0,14,1,3,0,758,53,2,9,2,11
"HECTD2",5,1,1,0,0,0,2,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19,1,0,0,0,0
"PPP1R3C",0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"TNKS2-AS1",0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,1,0,0,0,0,0,7,3,0,3,0,0
"TNKS2",4,2,6,0,0,2,0,18,0,1,0,0,0,1,4,2,0,0,1,0,0,1,56,6,0,0,0,3
"FGFBP3",1,0,0,0,0,0,1,9,1,0,0,0,0,0,12,1,0,0,1,0,0,1,51,2,0,0,1,6
"RP11-402D21.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1
"BTAF1",2,1,5,0,0,1,1,12,2,0,0,0,0,0,10,0,0,0,0,0,0,0,55,8,0,2,0,2
"CPEB3",0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,31,5,1,0,0,0
"MARCH5",3,1,14,2,0,2,3,56,5,0,1,0,1,5,27,4,0,0,4,0,2,4,413,24,0,7,1,18
"IDE",1,1,0,0,0,0,0,15,1,1,0,0,1,1,1,1,1,0,1,0,0,0,63,8,0,0,0,2
"KIF11",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,151,0,0,2,0,0
"HHEX",6,0,12,0,0,0,1,0,1,0,0,0,4,13,2,0,0,3,0,0,0,0,1,8,0,13,0,143
"EXOC6",4,0,3,0,1,0,0,3,2,1,0,0,0,1,6,1,0,1,2,0,0,0,152,4,1,1,2,29
"MYOF",1,0,4,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,1,0,0,3
"CEP55",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,3,0,0
"FFAR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
"RBP4",0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,0,0,0,1
"FRA10AC1",4,0,13,0,0,0,17,202,1,1,1,0,1,9,36,3,3,0,3,0,0,1,575,51,0,7,10,29
"SLC35G1",0,0,2,0,0,0,4,18,1,0,0,0,0,0,2,2,0,0,3,0,0,0,196,2,0,1,1,4
"PLCE1",0,0,0,0,0,0,8,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,536,2,0,0,0,2
"NOC3L",5,0,3,0,0,0,4,22,1,0,0,0,0,4,7,2,0,0,3,0,0,1,93,8,0,0,1,7
"TBC1D12",2,0,4,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,2,0,0,0,3
"HELLS",3,0,6,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,305,4,0,5,1,0
"CYP2C18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
"CYP2C9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"PDLIM1",0,0,9,0,2,0,25,1054,1,0,0,0,0,22,2,3,8,7,1,0,0,6,6517,66,0,9,0,123
"SORBS1",0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,0,0,0,0,3
"ALDH18A1",0,0,3,0,1,0,1,29,2,0,0,0,1,2,10,1,2,1,1,0,0,3,475,18,0,5,1,7
"TCTN3",12,4,20,0,1,0,11,174,4,3,1,0,0,9,31,5,7,0,18,0,0,1,388,47,0,3,2,22
"ENTPD1",25,0,52,0,0,0,1,99,10,2,0,0,0,13,2,2,2,4,2,0,0,2,8,37,1,0,7,27
"ENTPD1-AS1",2,1,1,0,0,0,0,12,2,0,0,0,0,0,1,0,0,1,2,0,0,0,72,3,0,2,0,2
"CCNJ",1,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,1,0,0,3
"ZNF518A",0,1,5,0,0,0,4,30,0,0,0,0,2,3,9,6,0,0,4,0,1,1,244,10,0,1,4,4
"BLNK",8,0,14,0,0,0,1,11,0,0,0,0,0,29,1,1,0,7,0,0,0,0,414,106,3,26,0,1
"TLL2",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"TM9SF3",3,1,12,0,1,0,2,92,2,2,0,0,1,1,16,8,2,0,7,0,0,3,1160,44,0,1,1,23
"PIK3AP1",1,0,3,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,1,1,18,1,0,1,0,0
"LCOR",1,1,1,0,0,1,1,13,1,0,0,0,1,1,5,3,0,0,2,0,0,1,127,8,1,1,1,3
"C10orf12",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,1,0,0,0,1
"RP11-175O19.4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81,0,0,1,0,1
"ARHGAP19",1,0,0,0,0,0,1,7,0,2,0,0,0,0,0,0,2,0,1,0,0,1,112,1,0,0,0,1
"FRAT1",1,0,4,0,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,44,0,1,0,1,0
"FRAT2",6,1,5,0,0,0,2,8,1,0,0,0,0,3,4,1,0,0,2,0,0,2,586,8,0,1,0,9
"RRP12",13,0,20,0,0,0,0,3,1,0,0,0,1,1,4,3,0,1,0,0,0,1,161,20,2,0,1,7
"PGAM1",37,12,89,0,5,2,21,513,26,5,0,0,2,14,160,34,9,2,35,3,7,23,2227,90,6,60,17,47
"EXOSC1",18,6,23,1,2,1,13,134,2,4,2,0,3,9,104,11,0,1,19,1,0,12,1022,126,0,14,3,25
"ZDHHC16",1,1,4,0,0,0,1,42,0,0,0,0,2,0,16,4,0,0,3,1,1,2,407,24,1,5,3,3
"MMS19",4,0,2,0,0,0,1,28,0,0,0,0,1,0,10,2,1,0,1,0,0,0,237,4,0,0,0,4
"UBTD1",0,0,2,0,0,0,1,21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,5,0,0,0,9
"MORN4",1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,2
"PI4K2A",5,0,4,0,1,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,0,0,1,1,1
"AVPI1",11,0,29,0,0,1,8,35,2,0,0,0,0,0,23,6,1,0,6,0,2,3,766,11,3,1,8,4
"MARVELD1",2,0,1,0,0,0,13,62,0,0,0,0,0,0,1,0,2,0,0,0,0,0,203,0,0,0,0,1
"ZFYVE27",2,2,8,0,0,0,4,28,2,1,0,0,0,1,16,3,1,0,8,0,1,4,236,5,0,0,1,3
"GOLGA7B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,3,0,0,0,0,0
"CRTAC1",0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R3HCC1L",3,1,0,0,0,0,3,21,0,0,0,0,0,1,14,3,0,0,9,0,0,1,116,4,0,1,2,1
"LOXL4",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PYROXD2",2,0,2,0,0,0,1,19,0,0,0,0,0,1,2,0,0,0,1,0,0,0,109,0,0,0,0,0
"HPS1",19,6,33,0,1,1,5,94,3,1,0,2,5,4,30,12,0,1,8,1,1,3,876,40,1,15,5,15
"CNNM1",1,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,3,0,0,0,0
"GOT1",4,2,7,1,0,0,0,78,1,0,0,0,0,5,16,5,0,0,5,0,1,3,2129,40,1,5,3,14
"RP11-441O15.3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
"NKX2-3",0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,0,0,69
"SLC25A28",0,0,3,0,0,0,3,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,206,11,0,0,0,5
"RP11-85A1.3",0,0,1,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0
"ENTPD7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,3,0,0,0,0
"CUTC",8,8,16,0,1,1,8,182,7,0,0,1,8,11,25,6,0,0,12,1,2,8,232,30,0,6,3,26
"COX15",1,1,2,0,0,0,0,33,0,0,0,0,0,1,5,3,0,0,2,0,1,0,260,5,1,6,0,6
"DNMBP",0,0,3,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,302,0,0,0,0,4
"DNMBP-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"CPN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"ERLIN1",0,0,0,0,0,0,4,42,0,0,0,0,0,0,3,1,0,0,0,0,0,0,319,2,0,2,1,8
"CHUK",1,1,4,0,0,0,2,10,1,0,0,0,0,4,4,0,0,0,0,0,0,1,60,1,0,0,0,3
"CWF19L1",3,0,3,0,0,2,2,19,0,0,0,0,4,2,9,3,0,0,2,1,1,1,134,6,0,3,0,2
"BLOC1S2",41,4,21,0,5,1,8,107,10,8,4,3,2,13,85,21,0,2,26,0,1,6,492,47,2,20,9,31
"PKD2L1",20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCD",5,0,1,0,0,0,12,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,133,0,0,1,0,0
"SEC31B",0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0,1,0,1
"NDUFB8",144,49,155,2,12,11,61,854,33,15,2,2,11,21,317,48,15,3,85,3,10,34,12241,241,11,64,33,128
"HIF1AN",7,2,4,1,0,0,3,50,1,0,0,0,0,1,12,3,0,0,3,0,1,1,218,4,0,1,1,11
"RP11-179B2.2",0,0,0,0,0,0,2,13,0,0,0,0,0,0,4,1,0,0,1,0,0,0,88,0,0,0,0,3
"MRPL43",20,8,33,1,0,5,21,309,15,4,0,0,2,7,61,20,8,1,30,0,2,13,1777,91,3,12,4,42
"SEMA4G",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,452,0,0,0,0,0
"C10orf2",1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,1,0,100,0,0,0,0,0
"LZTS2",1,1,1,0,1,0,1,47,0,0,0,0,0,0,4,2,6,0,1,0,1,0,193,5,0,0,0,6
"PDZD7",0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,3,0,0,0,1
"SFXN3",5,3,3,0,0,0,3,79,2,0,0,0,2,0,15,4,0,0,3,0,0,2,11,2,1,0,1,5
"RP11-108L7.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1,0,0
"KAZALD1",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0
"BTRC",1,1,4,0,0,0,1,5,1,1,0,0,0,1,7,0,0,0,1,0,0,0,68,1,0,0,0,0
"DPCD",2,0,13,0,0,0,5,119,0,0,0,0,1,0,2,1,4,0,0,0,0,0,1004,20,0,6,0,11
"POLL",4,1,2,0,0,0,2,24,1,1,0,0,0,2,9,2,0,0,5,0,0,1,264,12,0,1,0,2
"FBXW4",0,1,0,0,0,0,1,21,1,0,0,0,0,2,6,1,0,0,3,0,1,0,269,2,0,0,0,3
"NPM3",28,2,33,1,0,0,4,217,4,4,0,0,8,2,41,4,1,2,16,1,0,5,2065,69,1,14,5,25
"MGEA5",1,3,6,1,1,2,2,68,15,7,0,0,0,8,29,9,1,1,11,0,1,5,400,17,0,3,6,15
"KCNIP2",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"C10orf76",4,2,2,0,0,0,3,24,0,1,0,0,0,1,13,0,1,0,2,0,0,0,121,4,0,1,2,4
"HPS6",1,0,2,0,0,1,0,15,1,0,0,0,0,0,6,1,0,0,2,0,0,1,168,2,0,1,4,2
"LDB1",0,1,0,1,0,0,0,9,0,0,0,0,0,0,3,0,0,0,1,0,0,0,31,1,0,0,0,1
"PPRC1",3,0,1,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,1,0,0,1,156,4,0,0,0,1
"NOLC1",7,2,8,0,0,0,0,82,4,1,0,0,0,7,30,4,0,1,4,1,3,2,544,36,0,7,2,19
"ELOVL3",0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GBF1",2,1,4,0,0,0,1,29,2,0,0,0,0,0,5,1,0,0,0,0,0,0,280,6,0,2,0,1
"NFKB2",1,1,8,0,0,1,1,42,2,2,1,0,0,7,40,5,0,1,11,0,0,3,96,38,0,2,4,9
"PSD",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"FBXL15",13,2,18,0,2,4,2,104,2,0,0,0,4,12,48,7,1,0,21,2,2,8,1129,66,0,4,7,31
"CUEDC2",19,5,38,1,0,5,27,349,7,3,0,0,6,5,38,12,5,0,8,0,2,5,979,55,1,11,0,50
"C10orf95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
"ACTR1A",10,4,22,0,0,0,9,131,3,1,0,0,2,3,34,16,3,1,9,0,1,3,531,26,2,9,3,17
"SUFU",5,0,1,0,0,0,5,9,0,1,0,0,0,0,9,0,0,0,1,0,0,1,42,0,0,1,1,3
"RP11-47A8.5",0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0
"TRIM8",2,0,3,0,1,1,9,67,1,1,0,1,0,2,12,1,0,0,3,0,0,0,233,22,0,3,2,6
"ARL3",14,3,20,0,0,0,35,407,4,3,2,0,2,5,36,4,13,0,8,0,0,4,660,32,3,13,3,34
"SFXN2",0,1,0,0,0,0,0,3,0,0,0,0,0,1,2,1,0,0,1,0,0,0,128,6,0,0,1,1
"WBP1L",3,1,5,0,0,0,6,43,1,0,0,0,0,0,11,0,0,1,1,0,1,0,187,5,1,0,2,8
"CNNM2",0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,118,5,0,0,0,2
"NT5C2",2,2,4,0,1,0,2,32,1,1,0,1,0,2,8,2,1,0,2,0,2,3,354,17,0,4,0,8
"PCGF6",0,3,3,0,1,0,1,27,1,0,1,0,0,4,6,2,0,0,1,0,0,1,115,4,0,1,0,4
"TAF5",1,1,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0,2,89,2,0,3,1,2
"USMG5",89,27,92,2,2,8,29,367,16,10,4,2,8,16,180,36,6,2,47,1,4,24,8832,167,6,31,20,56
"PDCD11",0,0,5,0,0,0,1,18,0,0,0,0,0,0,6,0,0,1,0,0,0,0,261,4,0,0,0,5
"CALHM2",4,6,12,1,0,3,10,127,1,2,0,0,1,5,35,5,3,0,9,2,1,4,1,5,0,0,3,18
"RP11-225H22.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"SH3PXD2A",5,0,2,0,0,0,9,108,0,0,0,0,0,0,8,0,4,0,1,0,0,0,268,7,0,0,1,3
"RP11-416N2.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"OBFC1",5,7,5,0,0,2,1,53,9,3,1,1,0,3,103,21,0,0,32,1,2,8,331,12,0,3,8,17
"SLK",1,0,1,0,0,0,2,23,2,0,0,1,0,0,8,0,0,0,5,0,0,3,192,2,0,1,1,10
"COL17A1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,290,0,0,0,0,0
"SFR1",1,5,6,0,0,1,4,54,1,2,0,0,1,5,9,1,2,0,6,0,0,3,131,14,1,4,2,13
"GSTO1",196,10,130,1,2,5,55,536,13,6,2,1,12,13,117,16,13,1,34,2,3,13,4417,68,7,23,9,86
"GSTO2",0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,839,3,0,0,0,3
"ITPRIP",0,1,6,0,1,1,3,9,1,0,0,0,0,3,22,2,1,0,4,0,1,4,12,5,0,1,1,4
"SORCS1",0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XPNPEP1",5,4,9,0,1,0,4,86,2,1,0,0,2,1,27,7,1,0,7,0,1,6,391,17,3,12,2,14
"ADD3",3,5,7,1,0,0,44,236,0,0,0,0,0,7,32,0,0,0,16,0,0,2,784,18,2,7,6,13
"MXI1",1,1,1,0,0,0,12,48,0,0,0,0,0,0,26,3,0,0,8,0,1,2,343,10,1,0,0,5
"SMNDC1",8,1,6,1,0,1,3,54,3,0,0,1,0,3,32,5,2,1,9,0,1,2,167,24,2,2,1,8
"RP11-525A16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
"DUSP5",10,11,55,0,0,5,0,48,6,7,0,0,1,5,73,21,0,0,18,1,1,5,96,923,0,0,4,41
"SMC3",15,7,17,1,0,5,6,114,5,1,1,0,0,4,35,9,1,3,11,1,0,9,716,25,0,14,3,17
"PDCD4-AS1",3,0,7,0,0,0,0,11,0,0,0,0,2,1,24,4,0,0,4,0,0,2,102,16,0,1,2,1
"PDCD4",9,14,21,3,0,2,5,67,14,4,1,2,6,13,105,28,1,0,22,3,5,16,1694,78,2,6,6,46
"BBIP1",2,1,6,1,0,1,2,76,2,1,0,0,0,5,19,3,3,1,3,0,0,4,96,24,0,1,0,11
"RP11-348N5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"SHOC2",3,2,10,0,0,0,2,35,8,2,1,0,5,2,27,5,0,0,4,1,1,1,121,13,0,6,2,8
"ADRA2A",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0
"GPAM",0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,1,0,0,0,1
"ACSL5",3,2,13,1,0,1,0,15,3,1,0,0,1,7,27,5,0,0,3,0,0,4,1789,14,1,6,2,10
"ZDHHC6",12,3,9,0,2,2,4,70,4,2,0,0,1,3,35,18,4,1,7,0,0,4,373,25,1,5,6,3
"VTI1A",3,0,4,1,3,0,0,20,0,1,1,1,1,5,13,1,0,1,0,0,1,0,133,11,0,3,1,5
"TCF7L2",0,0,1,0,0,0,5,71,0,0,0,0,0,0,1,0,1,0,0,0,0,0,418,1,1,0,0,4
"NRAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"CASP7",2,1,8,1,2,2,4,81,2,0,0,0,0,3,11,7,0,0,7,0,0,2,933,10,1,3,1,16
"PLEKHS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"DCLRE1A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,35,0,0,0,0,0
"NHLRC2",1,0,2,0,0,0,0,17,0,0,0,0,1,1,6,0,0,0,1,0,0,1,58,3,0,1,0,2
"AFAP1L2",0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,3
"ABLIM1",1,1,0,1,0,1,5,6,4,0,0,0,1,1,10,6,0,0,4,0,0,3,726,1,0,0,0,10
"FAM160B1",0,0,0,1,0,1,0,11,2,1,0,0,0,0,3,3,0,0,2,0,0,0,40,2,0,1,0,2
"TRUB1",3,2,4,1,0,0,6,28,0,3,0,0,0,0,4,0,0,0,1,0,1,1,80,5,0,1,0,1
"GFRA1",0,0,0,0,0,0,15,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf82",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"RP11-498B4.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"HSPA12A",0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-539I5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"RP11-501J20.5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
