"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NKT cells","Normal Epithelial cells","Regulatory CD4 Tcells","Vascular ECs"
"KIAA1244",0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
"KIAA1279",0,0,0,2,55,0,0,0,2,0,5,0,0,12,0,6
"KIAA1377",0,0,0,0,8,0,0,0,0,1,0,0,0,3,0,4
"KIAA1407",0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,1
"KIAA1430",5,2,2,0,25,0,2,0,3,0,3,0,0,13,3,3
"KIAA1432",1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
"KIAA1598",0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
"KIAA1731",2,0,0,0,11,0,3,0,0,0,0,0,0,10,0,3
"KIAA1737",1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"KIAA1984",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
"KIAA2018",1,0,0,2,3,0,0,0,0,0,0,0,0,6,0,1
"LEPRE1",2,0,4,1,51,0,0,0,1,1,3,0,0,3,0,4
"LEPREL1",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"LEPREL4",0,0,0,2,53,0,0,0,2,0,1,0,0,25,0,2
"LINC00035",0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
"LINC00085",0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
"LINC00263",0,0,0,0,1,0,0,0,1,0,0,0,0,8,0,3
"LINC00338",1,0,0,1,15,1,0,0,1,0,1,0,0,11,0,2
"LINC00476",1,0,1,0,41,3,0,0,8,2,6,2,0,49,0,3
"LINC00483",0,0,0,0,2,0,0,0,0,0,0,0,0,103,0,0
"LINC00892",0,1,0,0,0,7,0,0,31,1,0,7,2,0,0,0
"LINC00938",2,0,0,3,51,0,0,0,5,1,4,0,1,34,0,2
"LINC00963",11,2,3,4,68,1,0,0,10,3,3,2,1,19,0,13
"LINC00984",1,0,2,0,3,0,0,0,0,0,0,0,0,3,0,2
"LINC01057",0,0,0,0,14,0,0,0,0,0,0,0,0,7,0,2
"LINS",0,0,1,0,17,0,0,0,6,1,0,7,0,2,0,0
"LOH12CR1",8,0,2,0,15,2,0,0,6,4,3,0,0,20,0,6
"LPHN1",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"LPHN2",0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,4
"LPHN3",0,0,0,0,44,0,0,0,0,0,1,0,0,0,0,0
"LSMD1",41,1,19,6,128,2,7,3,22,6,6,14,3,637,11,84
"MAGI2-AS3",14,3,5,4,109,3,0,0,8,1,1,2,2,29,1,21
"MED14-AS1",1,0,2,0,10,0,1,0,2,0,0,0,0,0,0,6
"MEF2BNB",4,2,8,1,93,0,2,1,3,2,2,0,1,55,1,11
"MEF2BNB-MEF2B",0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
"MIR10A",0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,2
"MIR142",27,3,25,0,4,2,1,3,7,0,0,2,0,0,0,0
"MIR143HG",0,0,0,0,22,0,0,0,0,0,2,0,0,0,0,0
"MIR145",2,0,0,0,16,0,0,0,0,0,7,0,0,0,0,0
"MIR194-2",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
"MIR24-2",20,9,22,12,28,10,23,4,68,10,0,7,16,29,4,23
"MIR4435-1HG",26,4,5,2,47,0,2,0,8,3,0,4,0,13,4,9
"MIR4519",1,0,0,0,4,0,0,3,1,0,0,0,2,12,0,1
"MIR940",2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
"MKI67IP",15,1,4,1,86,3,0,2,0,2,1,2,0,77,1,23
"MKLN1-AS1",1,6,1,1,22,0,1,0,4,3,0,6,2,0,2,3
"MLF1IP",8,0,4,0,2,0,1,0,0,0,0,0,0,47,0,6
"MLK4",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"MLTK",2,0,6,0,52,0,0,0,0,1,0,0,0,20,0,2
"MRP63",65,3,19,7,213,10,1,7,30,3,7,7,4,416,3,57
"MST4",0,0,0,0,17,2,0,0,5,0,0,0,0,15,0,1
"MT-RNR1",454,35,270,82,6630,32,20,12,254,88,131,56,35,10291,6,871
"MT-RNR2",1183,86,562,372,18269,104,70,88,792,154,435,166,121,27887,44,2611
"MT-TC",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"MT-TD",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"MT-TE",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"MT-TH",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"MT-TI",2,1,0,0,2,0,0,1,0,1,0,0,0,35,0,0
"MT-TK",1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"MT-TL1",2,0,0,0,2,0,0,0,1,0,0,0,0,21,1,0
"MT-TS1",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"MT-TT",1,0,0,0,1,0,0,0,1,0,0,2,0,48,0,1
"MT-TY",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MTERF",0,0,0,1,16,0,0,0,0,1,0,0,0,16,0,2
"MTERFD1",3,2,1,1,31,0,0,0,9,1,1,0,0,19,2,10
"MTERFD2",5,0,2,2,36,1,2,0,2,5,0,3,0,48,0,24
"MTERFD3",0,0,2,6,14,0,0,0,2,0,0,0,1,12,0,6
"MTRNR2L2",1,0,0,0,6,0,0,0,0,1,0,0,0,3,0,0
"MUC2",0,0,0,0,0,0,0,0,0,0,0,0,1,471,0,0
"NAPRT1",19,0,8,3,112,2,3,0,6,0,2,5,0,303,0,19
"NARG2",4,0,2,0,19,0,0,0,2,2,0,0,1,30,0,2
"NDNL2",4,2,5,5,90,1,1,8,10,3,2,1,0,15,0,21
"NDUFA6-AS1",0,0,0,0,6,0,0,0,0,0,1,0,1,7,0,2
"NEURL",0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
"NHP2L1",91,5,31,20,400,4,15,8,42,11,20,14,1,570,8,160
"NRD1",6,3,3,0,43,1,0,0,3,2,0,0,5,49,0,5
"NUPL1",1,1,3,0,13,0,0,0,1,0,0,1,0,10,1,2
"NUPR1L",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"OIP5-AS1",19,2,5,1,28,0,0,1,11,0,1,3,1,78,0,8
"PCBP1-AS1",3,0,2,4,30,0,0,0,1,1,0,0,0,7,0,7
"PCED1B-AS1",6,15,0,0,4,7,1,3,37,16,0,20,5,0,7,2
"PDXDC2P",1,0,0,0,5,0,0,0,0,0,0,0,0,28,0,0
"PET112",7,0,0,3,13,0,0,0,0,0,0,0,0,18,0,3
"PHF15",4,0,1,0,10,2,0,3,3,0,0,2,0,18,0,5
"PHF17",1,0,1,0,13,0,2,0,1,0,0,2,0,4,0,2
"PIDD",0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0
"PLK1S1",1,0,0,5,26,2,0,0,0,0,0,0,0,6,0,6
"PPAP2A",2,0,2,28,651,1,1,0,4,0,20,2,0,73,0,247
"PPAP2B",2,0,0,4,489,1,1,0,0,0,4,0,0,6,0,159
"PPAP2C",0,0,0,0,1,0,0,0,0,0,0,0,0,273,0,7
"PPAPDC1B",9,0,0,1,75,6,3,1,13,1,5,1,0,110,2,13
"PPAPDC2",0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,1
"PRKCQ-AS1",0,3,1,0,20,5,0,1,19,0,0,4,1,13,1,0
"PRMT10",23,2,12,0,6,2,1,0,18,4,1,5,1,4,0,0
"PRR24",4,0,0,5,105,2,0,1,2,0,3,0,0,37,0,9
"PSORS1C3",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"PTCHD3P1",4,0,0,1,65,1,0,0,2,2,1,1,0,5,0,7
"PTPLA",1,0,0,0,1,0,1,0,0,0,0,0,0,21,0,0
"PTPLAD1",5,2,1,4,51,0,4,0,2,0,2,3,0,84,0,9
"PTPLAD2",9,1,21,0,97,0,0,0,9,1,4,0,0,0,4,0
"PTPLB",1,0,2,1,12,0,0,0,2,1,4,0,0,21,0,6
"RAB7L1",5,0,3,0,17,2,0,1,2,0,0,0,0,8,0,8
"RABL5",7,0,1,8,65,1,1,0,1,1,4,1,0,25,0,13
"RAD51-AS1",0,0,0,0,11,0,0,0,3,2,2,2,1,23,0,1
"RN7SK",3,0,0,0,6,0,0,0,1,0,0,1,0,1,0,1
"RN7SKP127",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RN7SL1",0,0,0,0,4,1,0,0,2,0,0,0,0,6,0,0
"RN7SL142P",2,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1
"RN7SL499P",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"RN7SL605P",0,0,0,0,0,0,0,0,3,0,0,1,0,5,0,4
"RN7SL777P",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"RN7SL850P",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"RNA18S5",83,11,25,5,471,5,5,13,21,8,15,14,3,3490,2,93
"RNA28S5",10,0,3,2,355,0,0,2,4,0,15,0,0,73,0,29
"RNA5SP151",5,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0
"RNF144A-AS1",0,0,0,0,1,1,1,0,1,0,0,0,0,3,0,0
"RP1-140C12.2",0,0,2,0,13,0,0,0,0,0,0,0,0,3,0,1
"RP1-241P17.4",18,2,6,7,109,2,0,1,15,2,2,3,1,46,4,17
"RP1-74M1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"RP11-1006G14.4",1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"RP11-103G8.2",0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0
"RP11-1055B8.7",0,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0
"RP11-112H10.4",0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
"RP11-119F19.2",0,1,2,0,5,0,0,0,3,0,0,2,0,26,0,5
"RP11-119F7.5",4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
"RP11-122A3.2",1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3
"RP11-1260E13.4",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"RP11-134P9.3",1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
"RP11-137L10.6",0,0,2,0,9,1,1,0,1,0,0,0,0,8,0,1
"RP11-139H15.1",3,0,3,2,45,1,2,0,10,0,1,2,0,29,0,13
"RP11-1407O15.2",1,0,2,0,6,0,0,0,1,0,0,0,0,12,0,0
"RP11-143J12.2",0,1,0,0,0,0,2,0,0,0,0,1,0,7,0,1
"RP11-15H20.6",0,0,0,0,4,2,0,0,1,1,1,1,0,12,0,1
"RP11-166B2.3",1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
"RP11-169K16.9",2,0,4,3,32,0,6,0,6,0,0,1,0,26,0,11
"RP11-174G6.5",0,1,0,0,0,0,0,0,6,0,0,2,0,5,0,0
"RP11-182L21.5",0,0,1,0,8,0,0,9,0,1,0,0,0,6,0,0
"RP11-18I14.10",4,0,9,0,10,0,0,0,1,0,0,0,0,17,0,0
"RP11-194N12.2",5,2,3,0,1,1,0,0,2,2,0,1,0,0,0,3
"RP11-199F11.2",1,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1
"RP11-204M4.2",4,0,0,0,17,0,1,0,0,3,0,0,0,3,0,12
"RP11-206L10.11",7,0,1,0,11,0,0,0,0,0,2,0,0,9,0,1
"RP11-214C8.2",1,0,1,0,4,0,0,0,3,0,0,0,0,1,0,1
"RP11-216L13.19",0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
"RP11-220I1.1",0,1,2,1,40,0,0,4,8,0,1,5,1,24,0,4
"RP11-22P6.3",0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1
"RP11-248G5.8",1,0,1,0,2,0,0,0,0,0,0,0,0,8,0,0
"RP11-252A24.7",2,1,0,2,14,0,0,0,0,2,0,1,0,16,0,2
"RP11-277L2.3",3,1,2,2,30,3,0,1,7,2,1,2,1,23,1,0
"RP11-277L2.4",0,1,0,0,0,0,0,0,8,4,0,2,0,6,0,0
"RP11-279F6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"RP11-293M10.5",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"RP11-294O2.2",0,0,0,0,1,1,0,0,0,1,0,0,0,29,0,0
"RP11-295P9.3",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"RP11-29G8.3",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"RP11-304L19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
"RP11-304L19.5",3,0,0,0,36,0,0,2,1,0,2,2,0,126,0,3
"RP11-317J10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"RP11-31F15.1",0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0
"RP11-31F19.1",0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0
"RP11-326F20.5",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"RP11-328M4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
"RP11-332H18.4",0,0,0,0,86,0,0,0,0,0,10,0,0,0,0,1
"RP11-343N15.5",2,0,1,1,9,0,0,0,0,0,1,2,0,0,0,4
"RP11-344E13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-349A22.5",6,1,6,1,55,0,1,3,7,2,3,0,0,57,0,9
"RP11-353N4.1",4,0,2,1,48,0,0,0,0,0,0,0,0,0,0,0
"RP11-353N4.4",0,0,0,0,3,0,0,1,0,2,0,0,0,4,0,1
"RP11-356M20.3",0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,1
"RP11-357C3.3",2,0,0,0,15,0,0,0,3,0,0,1,0,4,0,3
"RP11-359K18.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-373D23.2",3,0,0,0,7,0,0,0,2,0,1,0,0,6,0,0
"RP11-379B18.5",0,0,0,0,2,0,0,0,0,0,1,0,0,18,0,0
"RP11-383C5.4",0,0,0,0,8,0,0,0,3,0,0,0,0,6,0,0
"RP11-383H13.1",0,0,0,0,35,0,0,0,2,0,0,0,0,0,0,0
"RP11-38P22.2",0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0
"RP11-395B7.7",1,0,0,1,19,1,0,5,3,0,0,1,0,32,0,3
"RP11-395P17.11",0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
"RP11-395P17.3",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"RP11-403I13.4",0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0
"RP11-403I13.8",0,0,0,0,5,0,0,1,0,2,0,0,0,5,0,1
"RP11-408H20.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-422J8.1",0,0,0,0,3,0,0,0,0,0,0,1,0,6,0,1
"RP11-423C15.3",0,0,1,0,7,0,0,0,1,0,0,0,0,1,0,0
"RP11-425I13.3",0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0
"RP11-427H3.3",2,0,0,0,5,0,0,0,2,0,0,2,0,10,0,4
"RP11-435B5.4",1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1
"RP11-44N11.1",1,1,3,0,2,0,0,1,0,2,0,0,0,0,0,1
"RP11-457M11.2",0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,1
"RP11-460N16.1",0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2
"RP11-462G12.1",1,2,0,1,6,0,0,0,1,0,1,0,0,0,0,4
"RP11-473I1.10",0,0,0,0,9,0,0,0,3,0,0,0,0,10,0,1
"RP11-473M20.14",0,0,0,0,6,0,0,0,2,1,0,0,0,6,0,1
"RP11-473M20.7",0,0,0,0,6,0,0,0,0,0,1,2,0,3,0,0
"RP11-481A20.11",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"RP11-485G4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1
"RP11-48O20.4",0,0,0,0,11,1,0,0,0,0,0,0,0,103,0,1
"RP11-4F5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"RP11-4O1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"RP11-504P24.4",0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0
"RP11-504P24.8",0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0
"RP11-50E11.3",0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0
"RP11-511I2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"RP11-536O18.2",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
"RP11-549J18.1",1,0,1,0,3,0,1,0,2,0,0,0,0,3,1,0
"RP11-558F24.4",0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0
"RP11-58E21.3",0,0,0,0,1,1,0,0,0,0,0,4,0,3,2,0
"RP11-59E19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"RP11-611E13.2",2,0,1,0,26,1,1,0,1,0,0,0,0,15,3,1
"RP11-611L7.1",1,0,1,0,4,0,0,0,0,0,0,0,0,8,0,0
"RP11-61A14.3",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"RP11-622K12.1",53,7,13,1,211,2,4,7,8,2,5,6,1,142,6,79
"RP11-627G23.1",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"RP11-638I8.1",1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0
"RP11-63P12.6",7,0,0,0,25,0,0,0,0,0,0,0,0,9,0,0
"RP11-640M9.1",2,0,1,0,22,1,0,0,19,0,0,1,3,17,0,3
"RP11-65J3.1",17,0,1,0,23,1,0,0,0,0,0,0,0,0,0,0
"RP11-661A12.14",0,0,0,0,3,0,0,0,1,0,0,0,0,11,0,3
"RP11-661P17.1",1,0,0,0,5,0,1,0,0,0,0,0,0,6,0,1
"RP11-665N17.4",0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0
"RP11-66B24.7",0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,1
"RP11-66N24.4",0,0,0,0,1,2,0,0,1,0,0,0,0,12,0,0
"RP11-690G19.3",0,0,0,0,3,0,2,0,0,0,0,0,0,10,0,0
"RP11-6J24.6",0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0
"RP11-6N17.4",2,0,2,0,17,0,0,0,44,3,0,0,0,37,1,5
"RP11-705C15.5",1,0,0,0,20,0,0,2,1,0,1,0,1,3,0,1
"RP11-708H21.4",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"RP11-727A23.5",0,0,1,0,5,0,0,0,0,0,0,0,0,3,0,2
"RP11-73M18.8",3,0,0,0,5,0,0,0,1,0,0,0,0,7,0,1
"RP11-747H7.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-752G15.6",0,0,0,0,6,0,0,1,0,0,0,0,0,11,0,1
"RP11-755B10.4",0,0,0,0,6,1,0,0,0,0,0,0,0,7,0,0
"RP11-75C9.1",0,0,0,0,76,0,0,0,0,0,0,0,0,22,0,0
"RP11-761I4.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-773D16.1",0,0,0,0,13,0,0,0,1,0,0,0,0,9,0,3
"RP11-782C8.1",2,0,0,0,2,0,0,0,0,0,0,0,0,4,0,3
"RP11-789C1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"RP11-796G6.2",0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0
"RP11-7O14.1",0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0
"RP11-85F14.5",10,4,2,1,5,0,0,0,1,1,0,2,0,15,0,7
"RP11-85K15.2",2,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0
"RP11-89M16.1",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
"RP11-91J19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"RP11-93L9.1",0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4
"RP11-94L15.2",0,2,0,0,1,0,0,1,6,0,0,2,1,0,1,1
"RP11-977G19.5",4,0,4,0,5,0,0,0,1,0,1,0,0,22,0,0
"RP13-122B23.8",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"RP13-15E13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"RP13-582O9.5",3,0,2,0,20,0,0,0,0,0,1,3,0,39,0,3
"RP3-323P13.2",1,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
"RP3-405J10.3",0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1
"RP3-523K23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"RP4-610C12.3",1,0,0,1,3,0,0,0,1,0,0,0,0,8,0,0
"RP4-717I23.3",2,8,0,2,42,1,0,3,1,4,2,2,3,19,0,5
