"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Vascular ECs"
"SPATA2",0,1,1,0,0,0,5,0,0,0,0,1,2,14,3,0,0,4,0,0,1,5,0,4,0,1,3
"RNF114",27,6,21,0,2,4,84,4,2,2,5,4,23,75,18,2,4,15,1,2,6,143,0,62,2,9,36
"SNAI1",5,1,3,0,0,3,26,0,0,0,1,0,6,14,3,0,0,0,0,0,0,3,1,10,1,0,7
"UBE2V1",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1
"TMEM189",1,0,4,0,0,0,16,3,0,0,0,0,2,15,5,1,0,3,0,0,2,26,1,5,3,2,12
"CEBPB",45,5,30,1,5,8,152,10,5,2,5,2,21,129,31,7,2,34,2,2,10,117,3,121,1,12,21
"PTPN1",1,1,6,1,0,1,6,6,1,2,0,1,9,26,4,0,1,4,0,2,1,29,0,9,0,7,2
"FAM65C",0,0,0,0,0,0,24,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,3
"PARD6B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0
"BCAS4",1,1,0,2,4,0,1,5,1,0,1,0,69,22,11,0,6,10,2,1,2,5,0,31,3,2,2
"ADNP",1,0,2,1,0,0,6,0,0,0,0,0,1,4,1,0,0,2,0,0,0,11,0,1,2,0,1
"DPM1",8,6,14,2,1,6,60,4,3,1,3,1,31,96,20,2,6,23,2,4,13,197,5,55,3,14,46
"MOCS3",0,0,0,0,0,1,1,1,0,0,0,0,1,7,0,0,0,1,0,1,0,9,0,2,1,0,2
"KCNG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"NFATC2",5,4,1,0,0,0,1,1,2,0,0,0,2,14,8,0,2,7,1,0,3,3,0,0,2,0,5
"ATP9A",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,1
"ZFP64",2,0,1,0,0,2,5,1,0,0,0,0,3,4,2,0,0,0,0,0,0,12,2,0,1,1,3
"TSHZ2",0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,5
"ZNF217",2,0,2,0,1,0,6,0,0,0,1,0,1,10,3,0,0,1,0,0,1,5,0,2,0,0,3
"BCAS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,0
"PFDN4",6,0,1,0,0,3,8,1,0,0,0,0,3,15,3,2,0,3,1,1,1,18,0,4,2,3,11
"FAM210B",5,0,6,2,1,6,14,1,0,0,1,1,1,10,4,0,0,4,1,0,4,37,0,11,0,1,9
"AURKA",7,3,10,0,0,0,0,1,2,0,2,0,0,8,4,0,0,1,0,0,0,30,0,0,7,1,2
"CSTF1",3,1,5,0,2,1,19,0,1,0,0,1,10,28,5,0,0,3,1,2,3,28,0,18,2,5,6
"RTFDC1",16,7,25,2,1,6,77,8,6,2,0,8,26,81,22,3,2,24,3,1,2,101,0,36,6,18,56
"RAE1",4,5,10,0,0,1,17,5,3,0,3,1,13,35,7,0,3,5,0,0,2,48,0,10,1,7,17
"MTRNR2L3",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0
"RBM38",7,2,2,0,1,1,1,4,0,0,0,0,9,6,2,0,2,11,1,0,3,16,0,4,3,2,2
"PCK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0
"ZBP1",0,0,1,0,1,0,4,4,1,2,0,0,2,27,7,0,0,6,0,0,2,1,0,49,1,6,1
"PMEPA1",0,1,0,0,0,16,14,0,0,0,0,0,5,1,0,0,1,2,1,0,1,9,0,11,0,0,3
"RAB22A",4,0,2,0,0,0,8,3,1,2,0,0,10,18,7,0,0,3,4,1,4,19,0,6,3,5,5
"VAPB",3,2,4,0,3,1,17,0,0,2,0,0,4,29,9,0,0,5,0,1,1,57,0,5,1,4,4
"STX16",4,2,4,0,0,0,17,0,1,1,1,0,4,28,2,1,1,6,0,0,3,58,0,7,1,3,6
"NPEPL1",2,0,2,0,0,0,10,2,0,0,0,0,2,5,2,0,0,0,0,0,0,20,0,4,0,0,10
"GNAS",58,9,53,12,9,5,139,29,9,5,4,0,53,203,41,5,7,45,6,4,28,649,0,119,13,21,74
"NELFCD",3,4,10,2,0,0,26,5,0,0,1,4,21,40,14,1,2,16,1,0,4,83,1,13,7,11,3
"CTSZ",171,0,56,0,1,2,43,2,0,0,0,0,19,8,1,0,3,2,0,3,1,202,2,14,0,0,16
"ATP5E",327,37,203,17,22,17,313,81,46,15,17,14,189,718,204,6,13,180,17,10,75,2330,8,205,52,127,152
"EDN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
"PHACTR3",0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"FAM217B",3,1,3,0,0,1,8,4,1,0,0,0,3,13,3,0,0,6,1,0,2,10,0,2,0,2,6
"PPP1R3D",3,0,1,0,1,2,1,0,0,0,0,2,1,2,2,0,0,1,0,0,1,5,0,2,0,0,6
"TAF4",1,0,1,0,0,0,3,0,0,0,0,0,4,4,1,0,0,0,0,0,0,5,0,1,0,0,1
"LSM14B",2,1,1,0,0,0,3,0,0,0,0,0,1,5,1,0,0,1,0,0,0,13,0,1,0,0,2
"PSMA7",243,38,148,23,30,30,438,55,36,17,8,10,124,737,136,22,14,167,15,18,60,1424,9,274,65,87,267
"SS18L1",0,0,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,0,0,5,0,2,0,0,0
"MTG2",1,0,2,0,0,1,13,0,3,0,0,2,2,18,2,0,1,3,1,0,2,25,0,6,0,2,6
"OSBPL2",1,1,0,0,1,0,2,0,0,0,0,0,4,11,1,0,1,1,0,0,3,28,0,7,0,0,2
"ADRM1",27,10,26,2,6,4,95,17,10,1,0,7,43,158,20,1,4,34,1,8,15,221,2,105,18,20,70
"LAMA5",0,1,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,6
"RPS21",135,28,144,12,19,11,267,48,25,10,10,22,282,792,138,5,32,246,23,9,67,2000,2,225,48,96,94
"CABLES2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"RBBP8NL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
"C20orf166-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"SLCO4A1",1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,12,0,3,0,0,1
"MRGBP",2,0,1,0,0,0,2,1,0,0,0,0,2,6,1,0,1,2,1,0,1,16,0,2,0,3,0
"OGFR",23,4,14,6,4,1,34,4,6,1,0,1,22,50,17,2,3,21,0,2,7,39,1,31,5,10,8
"COL9A3",0,0,0,0,0,10,1,0,0,0,0,0,19,1,0,0,3,0,0,0,0,1,0,27,0,0,1
"DIDO1",1,2,0,0,0,0,11,2,1,0,0,0,5,19,6,0,0,2,0,0,1,13,0,4,0,2,12
"GID8",9,5,3,1,2,1,35,6,3,0,1,1,14,54,11,1,2,12,1,1,4,101,1,37,5,4,10
"SLC17A9",1,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,32,0,0,1
"HAR1B",0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,1,0,0,0,2,0,0,1,1,0
"HAR1A",0,0,2,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,4,0,0,0
"YTHDF1",2,2,1,0,0,0,9,2,0,0,0,0,0,6,1,0,0,1,0,0,2,23,0,6,0,4,5
"ARFGAP1",4,0,1,0,1,0,5,1,0,0,0,0,3,12,7,0,0,4,0,0,2,25,0,13,1,1,9
"PPDPF",236,62,139,25,32,76,851,110,48,13,17,15,224,872,249,35,26,216,24,21,99,4102,11,419,54,126,174
"PTK6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,1
"HELZ2",3,4,6,1,1,6,11,5,1,1,0,0,11,36,7,1,1,5,1,0,1,16,1,11,2,5,11
"GMEB2",0,0,1,0,0,0,4,0,0,0,0,0,5,6,0,0,0,2,0,0,0,4,0,2,0,0,0
"CTD-3184A7.4",1,1,1,0,0,1,5,0,0,0,0,1,9,9,3,0,0,11,2,0,2,24,0,4,1,0,0
"STMN3",1,1,0,0,2,0,20,0,2,0,1,0,2,25,3,2,1,20,4,0,0,0,0,0,1,2,10
"ARFRP1",4,0,6,0,2,5,32,4,3,0,4,1,18,46,9,1,0,16,2,0,3,74,0,18,3,5,11
"SLC2A4RG",2,0,2,1,1,1,20,0,2,0,1,0,2,50,10,0,0,10,0,1,0,23,0,8,3,7,8
"ZBTB46",0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"TPD52L2",18,3,6,0,1,2,27,6,3,0,0,1,6,26,6,0,0,8,1,0,4,37,0,14,2,3,18
"DNAJC5",13,3,7,0,0,0,4,1,0,1,0,1,3,8,1,0,0,5,0,0,2,51,0,8,1,2,4
"UCKL1",3,4,3,0,1,2,10,1,2,0,1,0,2,25,1,0,2,8,1,0,3,41,0,12,3,1,10
"ZNF512B",0,0,1,0,1,0,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,1
"SAMD10",0,0,0,0,0,0,0,1,0,0,0,0,1,3,4,0,0,2,0,0,0,4,0,1,1,1,2
"PRPF6",11,3,8,0,2,2,29,4,2,0,3,1,10,53,9,2,2,11,3,0,4,75,0,17,1,3,20
"LINC00176",0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,0,0,0,0,0,0,1,0,0,0,1,5
"SOX18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"TCEA2",4,1,3,0,2,6,69,2,0,0,2,1,4,11,3,2,2,3,0,0,2,0,1,16,2,1,19
"RGS19",33,7,67,0,5,0,6,11,3,1,0,2,98,146,22,1,15,31,4,3,18,1,0,17,12,13,10
"PCMTD2",0,2,3,0,0,0,12,0,0,2,0,1,1,9,0,0,0,4,2,0,2,11,0,0,0,2,3
"MIER2",2,0,3,0,1,0,3,0,0,0,0,0,4,13,2,0,0,0,0,0,0,8,0,3,0,1,29
"SHC2",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"MADCAM1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88
"TPGS1",16,1,18,5,2,3,94,11,10,0,4,1,15,95,27,3,0,18,4,4,6,95,0,42,1,14,22
"CDC34",5,0,3,0,1,0,13,2,0,0,2,0,1,9,2,0,0,1,0,1,0,59,0,3,1,3,10
"GZMM",1,28,0,11,16,0,0,20,2,6,0,0,0,189,68,0,0,41,12,6,34,0,0,3,11,29,0
"AC009005.2",3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0
"BSG",56,16,39,4,9,12,634,24,7,4,10,6,41,264,60,19,5,51,4,12,31,1982,10,154,21,41,204
"POLRMT",4,0,0,3,1,1,4,2,2,0,0,0,5,14,3,0,0,4,0,0,4,49,0,7,0,3,2
"RNF126",5,2,11,3,2,0,22,7,3,2,1,1,29,93,20,2,2,16,4,3,6,107,0,34,17,13,14
"FSTL3",0,0,0,0,0,5,21,0,0,0,0,0,0,4,1,2,0,1,0,0,0,3,0,1,1,0,1
"PALM",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MISP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,210,0,0,0,0,0
"PTBP1",13,2,12,0,4,1,24,9,1,1,1,0,20,62,11,0,0,18,0,2,7,119,0,19,3,8,18
"ELANE",0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFD",94,0,21,0,0,1,8694,2,1,0,0,1,3,19,2,127,1,0,0,0,4,63,0,10,0,1,4
"MED16",3,0,2,0,0,0,16,1,0,0,1,1,9,20,2,0,0,5,1,0,0,39,0,5,3,5,3
"R3HDM4",5,3,9,1,3,2,14,7,2,3,4,2,24,75,21,0,2,21,3,2,11,36,0,12,4,14,12
"KISS1R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0
"ARID3A",7,0,2,0,0,0,7,0,0,0,0,1,4,1,1,0,0,0,0,0,0,11,0,19,0,0,3
"WDR18",4,2,13,3,3,2,45,7,3,0,3,1,11,38,8,1,1,11,0,1,0,150,1,17,7,6,16
"TMEM259",14,0,10,0,2,0,29,1,1,3,0,0,14,32,7,0,0,9,0,1,3,100,0,16,1,1,9
"CNN2",16,7,34,3,15,0,82,11,9,3,0,0,40,151,38,2,3,61,8,1,17,8,0,25,24,15,4
"ABCA7",9,0,2,0,1,0,0,1,0,0,0,0,2,4,1,0,0,2,0,0,0,5,0,2,0,0,1
"HMHA1",13,3,10,7,4,0,1,8,4,4,2,0,19,119,19,0,8,37,7,1,10,48,0,15,8,10,1
"POLR2E",46,6,37,4,4,3,163,16,5,2,2,3,48,140,37,2,6,35,1,3,16,366,1,62,11,33,62
"GPX4",322,15,167,8,17,21,693,33,22,13,11,16,105,506,83,7,19,128,10,6,20,762,5,199,21,55,197
"SBNO2",0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,7,0,0,2,0,3
"STK11",4,0,6,1,0,0,26,1,0,0,0,0,1,4,4,1,0,1,0,0,1,60,0,6,1,1,4
"ATP5D",167,26,110,11,17,13,416,63,16,8,9,11,126,549,110,9,12,160,10,9,51,2861,8,395,38,81,128
"MIDN",11,5,17,0,1,0,24,6,0,1,1,0,11,37,7,0,2,8,0,0,2,97,0,22,4,1,11
"CIRBP",77,44,99,8,20,24,825,61,34,10,26,36,208,811,170,16,27,218,22,13,66,433,8,1026,30,114,218
"C19orf24",40,10,23,7,3,0,63,10,10,2,1,2,46,170,35,2,2,40,3,1,13,240,0,70,12,15,25
"MUM1",2,0,3,0,1,1,47,1,2,1,3,0,11,15,4,1,3,3,0,0,0,50,0,5,0,1,5
"EFNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"NDUFS7",94,13,65,7,5,12,164,10,8,0,1,4,37,183,57,5,4,43,5,10,19,1358,4,87,17,44,92
"GAMT",2,2,1,0,0,4,25,3,1,0,1,0,8,22,13,1,0,8,0,0,1,2,0,14,1,0,2
"DAZAP1",10,2,10,3,2,1,24,7,0,0,0,1,12,48,8,1,1,8,3,0,12,206,0,19,2,4,12
"RPS15",731,260,917,100,172,80,2254,422,269,81,81,101,1860,5594,1065,54,241,1787,191,59,494,8482,11,2114,256,683,793
"CTB-25B13.12",0,0,2,0,1,0,3,0,0,0,0,0,1,4,2,0,0,0,0,0,1,3,0,0,1,1,0
"C19orf25",15,5,7,0,1,2,29,5,1,4,0,1,16,46,19,0,4,13,2,4,9,69,0,11,5,13,14
"PCSK4",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
"REEP6",1,0,2,0,0,0,5,2,1,0,1,1,0,7,0,0,0,1,0,0,0,14,0,3,0,3,0
"ADAMTSL5",0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,2
"MEX3D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"MBD3",8,0,2,1,0,1,8,0,0,0,0,0,0,8,2,0,0,2,0,0,1,55,0,1,1,0,5
"UQCR11",174,33,113,15,15,13,336,50,23,10,12,14,104,557,129,20,23,159,10,10,59,2123,4,181,29,78,126
"TCF3",1,1,3,0,1,0,1,0,0,1,0,0,3,5,2,0,0,1,0,0,0,28,0,8,1,2,1
"ATP8B3",1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,2,0,1
"REXO1",0,0,3,0,0,0,0,2,0,0,0,0,1,6,0,0,0,0,0,1,0,23,0,0,0,2,3
"KLF16",3,2,3,0,0,0,0,0,0,0,0,0,1,5,1,0,0,3,0,0,0,28,0,3,1,0,1
"CTB-31O20.2",3,3,3,0,0,0,5,5,1,0,0,0,4,13,2,0,0,7,1,0,0,9,0,4,1,4,7
"ABHD17A",3,1,6,0,2,0,15,14,0,1,0,0,4,41,19,1,0,13,0,2,1,48,0,4,6,3,19
"SCAMP4",8,5,5,0,0,2,16,0,0,0,0,0,12,29,8,1,1,10,4,0,1,24,0,5,2,3,3
"ADAT3",1,0,0,0,0,0,2,1,0,0,0,0,1,6,0,0,0,0,0,0,0,9,0,0,0,0,2
"CSNK1G2",3,0,3,0,0,1,8,1,0,1,1,0,3,12,8,0,1,4,0,1,2,41,0,3,1,3,2
"BTBD2",0,0,0,1,0,0,5,1,0,0,0,0,1,5,1,0,0,4,1,0,0,37,0,2,1,1,8
"MKNK2",5,2,4,2,1,1,43,5,0,1,1,1,6,44,7,0,4,8,0,1,2,158,0,24,1,2,18
"MOB3A",8,1,14,2,1,0,7,3,0,1,1,1,26,53,14,0,5,15,0,0,6,17,0,11,2,11,4
"IZUMO4",0,1,2,0,0,0,3,0,0,0,0,0,2,3,0,1,0,3,0,1,0,3,0,7,0,2,0
"AP3D1",10,1,2,0,0,0,18,0,1,2,0,0,3,12,6,0,0,6,0,0,3,58,0,8,0,1,8
"DOT1L",4,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,19,0,4,0,0,0
"PLEKHJ1",13,9,29,1,1,5,38,6,4,2,2,1,41,107,18,0,7,26,2,1,10,693,3,44,20,13,14
"SF3A2",6,2,4,2,1,3,29,3,5,1,3,1,9,64,15,0,0,14,0,0,0,65,1,10,8,9,18
"JSRP1",1,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,1,3,0,1,1,0,0,45,0,0,0
"OAZ1",901,77,663,45,52,28,873,190,85,32,28,55,650,1617,411,30,95,429,48,31,177,1978,8,1271,132,256,346
"LSM7",53,10,49,5,10,5,117,17,8,2,2,7,103,207,34,0,10,56,7,2,12,718,2,83,27,32,61
"SPPL2B",0,1,0,0,0,0,14,1,0,1,1,0,5,6,0,0,1,2,1,1,0,59,0,5,2,3,5
"TIMM13",48,1,47,0,2,7,170,5,1,2,3,1,39,61,26,3,8,22,3,2,11,1270,1,52,9,7,56
"LMNB2",0,0,3,0,0,0,3,0,1,0,1,0,3,10,1,0,0,7,0,1,0,47,0,2,1,0,4
"GADD45B",111,80,123,27,59,34,353,62,23,21,23,34,108,877,197,2,6,112,8,51,95,129,17,579,20,69,256
"GNG7",10,1,9,0,0,3,31,1,0,0,0,0,80,11,2,6,6,1,0,0,0,16,0,280,0,0,10
"DIRAS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"SLC39A3",17,1,21,0,0,0,74,1,1,0,0,1,29,33,15,1,4,8,0,0,1,75,1,21,2,6,23
"SGTA",3,2,6,1,0,2,15,1,1,1,0,1,5,25,3,1,1,3,0,0,2,37,0,13,4,2,6
"THOP1",4,2,0,0,0,0,6,1,0,0,0,1,3,10,2,0,0,0,0,0,1,62,0,7,0,1,0
"ZNF554",0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,0,0,1,0,0,7,0,3,0,0,3
"ZNF555",0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1
"ZNF57",0,1,1,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,12,0,0,0,0,1
"ZNF77",0,0,2,0,0,0,7,0,0,1,0,0,2,6,1,0,0,0,0,0,0,4,0,3,1,0,1
"TLE6",1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,2
"TLE2",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,5
"AES",20,11,6,10,22,7,101,11,11,2,0,2,19,310,54,3,5,111,13,6,16,325,0,40,23,41,60
"GNA11",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1,0,0,0,5
"GNA15",12,2,22,0,0,0,0,0,4,0,1,1,0,24,0,0,0,6,0,0,0,0,0,0,1,1,0
"S1PR4",0,4,8,10,4,0,0,8,6,5,0,1,21,114,26,0,2,40,1,1,5,0,0,34,7,8,3
"NCLN",8,3,3,0,0,1,19,1,1,0,1,1,7,16,2,0,1,2,1,0,0,90,0,11,2,3,4
"NFIC",9,0,3,0,0,2,86,0,0,0,0,0,4,13,2,4,0,7,0,0,0,55,0,9,0,2,12
"DOHH",2,3,5,1,1,2,11,6,0,1,2,0,3,39,5,1,2,8,0,2,1,44,0,11,1,5,8
"FZR1",3,1,1,0,0,0,10,2,0,0,0,0,5,9,3,0,0,5,0,0,0,26,0,9,1,2,1
"MFSD12",17,0,5,0,0,0,6,1,1,0,0,0,2,6,1,0,1,1,0,0,0,18,0,7,2,3,2
"HMG20B",7,0,7,2,2,4,55,4,2,1,0,0,15,38,5,1,2,9,0,0,1,129,0,33,3,9,28
"TBXA2R",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
"CACTIN",2,0,1,0,0,0,3,3,0,0,0,0,0,6,2,0,0,2,0,0,0,9,0,2,3,0,2
"PIP5K1C",0,1,0,0,0,1,3,0,0,0,0,0,3,6,0,1,0,0,0,0,0,12,0,4,0,0,3
"TJP3",1,0,0,0,0,0,1,1,0,0,0,0,1,8,2,0,1,0,0,0,1,103,0,4,0,1,0
"APBA3",2,0,3,0,0,0,11,3,0,0,0,0,5,22,5,0,0,4,2,0,3,13,0,4,0,1,5
"MRPL54",40,9,19,4,5,3,50,9,4,8,3,4,44,160,33,1,4,33,9,7,13,337,0,66,9,7,45
"MATK",2,2,0,12,3,0,0,20,3,3,0,2,6,54,32,0,0,7,1,11,9,1,0,0,11,0,6
"DAPK3",2,1,2,0,0,0,26,1,0,0,2,1,5,26,2,2,0,3,0,0,0,36,1,5,5,4,13
"EEF2",66,30,81,11,26,16,492,55,50,16,9,26,346,950,156,24,51,271,27,12,56,1395,5,568,40,115,155
"PIAS4",6,0,1,0,1,0,9,1,0,0,0,1,3,16,2,0,0,4,0,0,1,24,0,5,0,1,3
"ZBTB7A",9,1,4,2,2,0,12,2,0,0,1,2,6,20,7,0,2,6,0,1,1,138,0,5,0,0,6
"MAP2K2",4,2,6,3,1,0,18,3,4,0,0,0,9,21,9,0,0,7,1,2,1,224,0,16,3,1,6
"SIRT6",6,0,8,0,1,1,21,3,0,0,0,1,5,15,6,2,0,12,2,0,6,82,0,2,3,0,9
"EBI3",22,0,8,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2
"CCDC94",7,2,12,0,1,1,22,2,2,0,1,4,10,16,3,0,1,8,0,2,2,40,0,13,2,4,12
"SHD",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,187,0,0,1,0,0
"TMIGD2",0,4,0,0,0,0,0,29,22,21,12,0,0,153,33,0,0,28,2,5,22,0,0,0,12,1,0
"FSD1",0,0,0,0,0,0,1,1,1,0,1,0,0,6,0,1,0,0,0,2,1,1,0,0,2,0,0
"STAP2",0,0,0,0,0,0,2,0,1,0,0,0,0,3,1,0,0,1,0,0,1,649,0,1,0,0,10
"MPND",2,0,3,0,0,0,6,0,1,0,0,0,1,5,0,0,0,0,0,0,0,44,0,5,3,0,2
"SH3GL1",8,0,3,0,1,0,13,4,1,0,0,1,5,25,3,1,0,4,0,0,3,27,0,8,0,1,9
"AC007292.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"CHAF1A",3,0,4,0,0,0,2,0,0,0,0,0,8,3,2,0,0,3,0,0,0,21,0,1,2,1,0
"UBXN6",6,1,2,0,0,0,21,1,1,1,1,0,5,11,5,0,1,5,0,1,1,51,0,16,1,1,7
"PLIN5",1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"LRG1",1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,78,0,1,1,1,13
"SEMA6B",13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14
"TNFAIP8L1",2,0,5,1,0,0,1,1,0,0,0,0,5,12,1,0,0,4,0,0,0,13,0,2,0,1,20
"AC005339.2",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
"DPP9",8,0,9,1,0,0,8,0,1,2,0,0,2,14,2,2,0,5,0,1,1,35,0,3,0,2,7
"FEM1A",3,0,1,0,0,0,6,0,0,0,0,1,5,16,1,0,2,4,0,0,0,18,0,3,1,2,3
"AC005523.2",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,1,0,0,0
"TICAM1",2,0,2,0,1,1,4,2,0,0,0,0,3,14,0,1,1,4,0,0,1,35,0,9,0,1,1
"PLIN3",12,0,15,0,1,0,35,6,1,0,1,5,9,24,10,5,2,7,1,0,5,82,0,8,5,8,20
"ARRDC5",0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0
"UHRF1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0
"KDM4B",0,2,2,1,0,0,8,1,0,0,0,0,7,1,0,1,2,3,0,0,0,20,0,1,0,1,4
"PTPRS",0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"TINCR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"SAFB2",7,5,4,0,0,0,16,1,4,0,2,1,10,39,5,0,2,7,1,0,4,68,1,9,3,10,13
"SAFB",8,2,11,2,2,3,29,2,3,0,2,2,5,40,5,1,3,12,1,0,2,105,0,17,0,9,9
"RPL36",420,97,382,47,69,26,1158,150,107,37,31,50,914,2599,377,25,121,897,96,31,189,5847,11,1136,100,315,465
"C19orf70",60,10,34,5,1,6,137,15,7,1,3,0,44,172,19,9,8,49,4,2,16,784,3,91,6,30,50
"HSD11B1L",0,0,1,0,0,0,13,0,2,0,0,0,0,4,0,1,0,0,0,0,0,10,1,4,0,1,6
"LONP1",7,1,3,0,1,0,6,0,0,0,0,0,0,8,0,0,0,3,0,0,0,69,0,4,0,0,4
"PRR22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
