"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"PNPO",6,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,102,0,0,0,0,8
"RP11-6N17.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
"PRR15L",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1818,0,0,0,0,0
"CDK5RAP3",78,4,13,1,2,1,126,18,2,2,10,38,21,4,4,1,2,861,2,29,21,1,18
"COPZ2",1,0,0,0,0,0,28,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,3
"NFE2L1",7,2,1,0,0,0,44,3,0,1,2,8,1,1,0,0,1,389,0,5,3,0,11
"CBX1",5,2,14,0,0,3,82,2,0,0,2,12,7,2,2,2,0,198,0,2,28,1,11
"SNX11",13,0,5,0,0,0,22,0,0,0,3,5,4,0,1,1,0,65,0,1,9,2,6
"SKAP1",0,9,1,4,5,0,0,16,7,0,0,122,54,0,2,14,6,8,0,5,6,18,2
"HOXB2",6,1,13,0,0,1,229,2,2,0,0,32,6,6,0,1,4,27,3,2,1,4,57
"HOXB-AS1",2,0,0,0,0,0,12,0,0,0,0,10,2,0,0,0,0,1,1,0,1,0,0
"HOXB3",0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,71,0,0,0,0,7
"HOXB-AS3",0,0,0,0,0,0,217,0,0,0,0,0,0,9,0,0,0,9,3,0,0,0,1
"HOXB4",1,1,1,1,0,1,65,6,1,1,1,3,9,5,0,0,1,30,2,1,0,0,20
"HOXB5",0,0,1,0,0,0,57,0,0,0,0,0,0,1,0,0,0,276,0,0,2,0,23
"HOXB6",1,0,0,0,0,0,43,0,0,4,0,0,0,1,0,0,0,416,1,0,0,0,15
"HOXB7",6,0,2,0,0,0,34,0,0,0,0,2,1,2,0,0,0,1063,0,2,1,0,24
"HOXB8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0
"HOXB9",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,784,0,0,0,0,0
"RP11-357H14.17",0,0,0,2,0,0,0,3,0,0,0,1,5,0,0,0,0,1084,0,0,0,0,0
"CTD-2377D24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0
"HOXB13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"TTLL6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0
"CALCOCO2",22,0,8,1,4,2,215,11,0,3,3,36,23,5,6,5,4,655,3,5,13,3,13
"ATP5G1",141,8,58,5,3,8,394,15,2,5,24,113,56,12,15,18,14,12840,6,87,103,8,48
"UBE2Z",7,2,1,3,0,0,30,0,1,0,2,6,3,0,2,0,3,312,0,2,3,1,5
"SNF8",69,8,31,3,3,2,215,8,4,2,11,58,30,8,6,8,5,1646,0,22,48,9,39
"B4GALNT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0
"GNGT2",25,2,6,4,0,0,2,5,1,0,3,11,15,0,0,2,8,0,0,1,2,2,11
"ABI3",262,8,95,5,3,0,7,45,2,0,23,122,107,0,10,8,23,1,0,3,78,10,95
"ZNF652",3,0,3,0,0,0,18,1,0,0,1,8,2,0,0,3,2,182,0,8,4,0,2
"PHB",99,9,38,1,5,7,352,13,6,2,8,104,50,12,13,22,3,5359,0,30,100,10,62
"RP11-1079K10.4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"NGFR",0,0,0,0,0,10,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0
"NXPH3",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"SPOP",15,2,13,4,2,0,138,4,0,1,10,32,7,4,4,5,6,316,1,16,15,1,30
"SLC35B1",43,4,10,0,0,0,82,6,2,5,9,22,12,2,3,5,3,488,0,47,17,1,22
"FAM117A",4,1,1,1,0,0,24,3,1,0,2,2,12,2,2,0,0,21,0,9,4,0,2
"KAT7",1,1,0,1,0,0,16,3,2,0,1,8,6,0,0,1,0,55,0,2,3,0,0
"ITGA3",0,0,1,0,0,0,6,0,0,0,1,4,0,1,0,0,0,322,0,3,0,0,5
"PDK2",12,0,4,0,0,1,84,1,0,1,2,9,4,0,0,3,0,447,1,9,3,0,5
"SAMD14",0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"PPP1R9B",13,1,6,0,2,0,11,1,0,0,3,5,2,0,2,0,0,89,0,1,4,0,8
"SGCA",0,0,0,0,0,0,35,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0
"COL1A1",6,0,0,0,0,15,2116,0,0,0,1,2,1,127,0,1,2,17,3,2,0,0,1
"TMEM92",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0
"XYLT2",1,0,0,0,0,1,8,0,0,0,0,2,1,0,0,0,0,33,0,1,0,0,2
"MRPL27",111,8,29,2,3,3,318,8,2,4,23,45,30,7,9,9,10,3221,6,28,78,6,39
"EME1",1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,19,0,0,6,0,0
"LRRC59",43,4,16,1,3,0,119,5,4,5,9,44,22,5,7,3,5,969,0,61,46,3,18
"ACSF2",8,0,11,0,0,2,23,0,0,2,0,0,1,0,3,2,0,506,0,2,2,0,2
"CHAD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
"RSAD1",4,2,2,0,0,1,36,1,1,0,2,9,6,1,2,2,1,199,1,5,2,0,9
"MYCBPAP",0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"EPN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0
"SPATA20",33,0,6,1,0,0,79,0,0,1,0,1,3,7,1,0,2,457,0,3,5,4,4
"ABCC3",18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0
"ANKRD40",2,0,0,0,0,0,13,1,0,0,0,3,2,0,0,0,0,45,0,0,2,0,4
"RP11-294J22.6",0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,28,0,1,0,0,0
"LUC7L3",40,2,10,2,1,2,207,18,2,3,10,39,27,13,8,12,5,668,0,23,59,3,17
"TOB1",5,2,7,0,2,2,70,0,0,0,0,22,9,2,1,6,3,310,0,6,3,2,8
"RP11-700H6.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,0,0,0,0,0
"SPAG9",18,1,14,0,0,0,40,1,0,0,0,9,4,1,3,1,0,164,0,4,4,5,7
"NME1",86,0,28,0,1,1,104,7,3,0,8,30,16,3,6,6,1,2294,0,35,152,3,19
"NME1-NME2",24,1,13,2,0,0,46,2,0,0,2,4,4,3,2,2,0,468,1,7,12,2,7
"NME2",2,0,3,0,0,0,30,0,0,1,2,5,1,0,1,0,0,283,0,5,10,0,1
"MBTD1",0,0,0,0,0,0,6,1,0,0,0,5,0,0,0,0,0,44,0,0,0,0,0
"UTP18",16,2,11,1,0,3,49,4,1,2,9,31,10,1,4,5,2,291,0,1,24,2,12
"CA10",0,0,0,0,0,0,0,6,1,0,0,7,7,0,0,0,1,0,0,0,0,0,0
"TOM1L1",0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,334,0,0,0,0,0
"COX11",23,2,9,0,0,8,138,6,4,7,6,48,18,6,4,18,6,823,2,8,36,5,21
"STXBP4",0,0,0,0,0,0,12,0,0,0,0,1,1,2,0,0,0,4,0,0,0,0,0
"HLF",0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
"MMD",30,1,10,0,0,0,157,4,3,0,1,17,15,1,2,5,1,58,0,4,17,1,0
"TMEM100",0,0,1,0,0,0,257,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,32
"PCTP",7,0,5,3,0,1,76,1,0,0,2,1,4,1,0,2,0,198,0,3,3,2,8
"C17orf67",0,0,0,2,0,0,9,1,0,0,3,2,1,0,0,0,0,26,0,2,0,0,2
"DGKE",1,0,1,1,2,0,10,0,0,0,0,2,2,0,0,1,0,58,2,2,1,2,16
"TRIM25",4,0,4,0,0,0,17,1,0,0,1,4,2,2,0,0,1,358,1,0,10,0,10
"COIL",5,2,1,0,0,2,52,3,2,2,1,11,3,2,5,1,1,218,0,5,15,1,4
"SCPEP1",118,3,39,1,1,5,942,3,1,0,18,15,8,37,3,1,1,57,3,19,12,2,34
"RP11-166P13.3",11,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,0,83,0,1,8,0,1
"AKAP1",5,0,2,1,0,0,22,1,1,1,0,4,1,2,0,3,0,873,0,2,2,0,3
"RP11-166P13.4",0,1,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,20,0,0,0,1,0
"MSI2",1,2,1,0,1,0,18,1,1,0,1,12,1,2,1,2,2,187,0,18,18,1,7
"MRPS23",35,2,28,0,2,2,131,7,2,0,6,32,12,3,9,8,2,908,0,13,38,6,16
"CUEDC1",6,0,1,0,0,1,14,0,0,0,0,0,0,1,0,0,0,90,0,0,0,0,0
"VEZF1",4,2,5,0,3,2,73,1,2,0,4,12,2,5,6,1,0,199,1,2,2,0,8
"RP11-159D12.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"RP11-159D12.2",4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,50,0,0,2,0,0
"SRSF1",21,1,15,1,2,3,155,5,0,4,9,32,11,6,6,4,6,630,0,12,50,2,21
"DYNLL2",13,1,2,1,0,1,21,0,1,1,1,6,12,0,0,2,1,375,0,1,6,1,3
"MKS1",2,0,1,0,0,1,24,0,0,0,1,2,4,3,0,1,0,108,0,0,1,0,2
"BZRAP1",2,1,2,0,0,0,1,0,0,0,0,10,1,0,0,0,0,28,0,0,0,0,0
"BZRAP1-AS1",0,0,0,0,0,0,1,1,0,0,0,5,6,1,3,2,4,6,0,0,3,2,0
"SUPT4H1",137,9,94,4,8,7,329,19,5,8,15,141,58,15,7,18,10,1147,1,36,68,14,40
"RNF43",1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,460,0,0,0,0,0
"MTMR4",0,0,0,0,0,0,9,1,1,0,0,4,3,0,3,0,0,98,0,1,5,2,4
"SEPT4",0,0,0,0,0,1,168,0,0,0,0,2,0,0,0,1,1,0,1,2,0,0,4
"TEX14",1,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,7,1,0,0
"RAD51C",23,7,17,0,0,2,73,1,5,2,4,41,10,9,2,4,4,307,1,2,45,5,23
"TRIM37",3,0,2,1,0,0,4,1,0,0,0,3,1,0,0,0,0,44,0,1,3,0,3
"AC099850.1",1,1,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,13,0,0,0,0,0
"SKA2",9,1,3,0,0,0,40,5,1,0,1,10,0,0,3,1,0,131,1,1,16,1,3
"PRR11",4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1,4,0,2
"SMG8",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"YPEL2",4,0,2,0,1,1,34,3,0,0,2,2,0,3,0,0,0,84,0,1,0,3,10
"DHX40",5,0,1,2,0,0,7,0,0,1,0,1,1,1,0,0,0,53,0,0,4,0,3
"CLTC",20,0,17,2,0,0,57,0,0,0,1,18,4,0,3,1,1,483,0,10,13,1,13
"PTRH2",20,0,10,0,1,1,38,2,0,1,4,12,2,1,2,4,0,383,0,7,7,1,5
"VMP1",26,3,21,4,1,3,191,6,2,1,3,54,20,6,6,12,5,584,0,22,18,6,10
"TUBD1",4,1,1,0,2,0,37,6,2,0,1,4,2,0,0,4,1,70,0,2,2,2,6
"RPS6KB1",1,0,3,0,0,1,23,3,3,0,2,12,2,0,1,2,0,68,0,5,3,1,3
"RNFT1",10,0,8,0,0,0,58,1,3,1,8,27,10,1,3,3,5,112,0,7,12,1,1
"HEATR6",4,0,0,0,0,0,11,3,0,0,2,1,3,0,1,0,0,43,0,1,1,0,3
"CA4",3,0,1,0,0,0,1,2,0,0,0,1,3,0,5,0,0,7152,1,0,0,0,990
"USP32",4,0,8,0,1,0,12,1,2,0,0,3,3,0,3,3,2,55,0,3,1,0,4
"APPBP2",1,1,5,1,1,0,68,2,0,0,0,10,7,3,1,3,0,124,0,0,3,1,9
"PPM1D",2,0,4,0,0,1,24,3,0,0,2,9,2,0,3,2,0,46,1,2,8,0,3
"BCAS3",2,1,2,0,0,0,27,0,0,0,1,3,0,2,0,2,1,36,1,0,0,3,1
"RP11-264B14.1",0,0,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBX2",2,0,0,0,0,0,86,0,0,0,0,0,1,1,0,0,0,0,4,0,2,0,0
"C17orf82",0,0,0,0,0,0,28,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
"NACA2",77,12,64,8,1,8,369,14,7,3,19,133,56,12,18,34,5,1918,1,46,41,14,29
"BRIP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,5,0,0
"INTS2",0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,1,0,26,0,0,1,0,0
"MED13",4,0,6,0,0,0,28,0,0,0,0,7,1,0,1,1,0,108,0,4,3,0,2
"METTL2A",8,0,2,0,2,0,41,0,0,0,0,8,1,2,2,0,2,249,0,1,11,0,10
"TLK2",2,0,1,0,1,0,12,0,0,0,0,5,0,0,0,1,0,98,0,1,4,0,1
"MRC2",16,0,4,0,0,0,112,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
"TANC2",4,0,1,0,0,0,6,0,1,0,0,3,0,0,0,0,0,23,0,0,0,0,3
"CYB561",8,0,3,0,0,1,27,0,0,0,0,16,5,1,0,4,0,252,0,5,2,0,14
"ACE",2,0,1,0,0,0,3,1,0,0,0,2,2,0,0,0,0,73,0,1,0,1,29
"DCAF7",16,1,17,1,0,0,77,8,0,2,5,24,20,3,8,2,3,527,0,9,19,1,10
"TACO1",3,0,4,0,1,0,58,0,0,1,5,9,4,2,2,0,2,557,2,3,10,1,8
"MAP3K3",8,0,5,0,0,0,9,1,0,0,0,2,0,2,0,0,0,41,0,3,2,0,4
"LIMD2",12,22,62,2,13,1,66,45,13,2,65,240,108,1,107,47,24,18,0,16,463,41,3
"STRADA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"CCDC47",39,4,25,1,3,1,161,5,1,3,7,40,12,3,3,9,3,913,0,8,13,6,27
"DDX42",7,4,3,0,0,0,60,2,0,1,0,5,5,1,1,5,0,379,0,4,8,3,7
"FTSJ3",12,0,5,1,0,1,47,2,0,2,0,16,5,0,2,1,3,290,1,4,9,0,9
"PSMC5",124,18,52,6,2,9,487,20,5,6,10,115,53,16,14,27,7,1861,2,33,57,9,59
"SMARCD2",18,0,5,0,0,0,35,1,0,0,0,3,1,0,0,0,0,482,0,1,6,1,4
"CD79B",1,1,3,0,4,0,16,2,0,3,72,21,2,0,153,7,0,3,0,42,408,5,18
"ICAM2",30,6,14,1,5,3,13,13,19,0,8,126,27,0,17,17,5,24,0,50,12,9,184
"ERN1",11,3,2,1,1,0,17,1,2,2,0,38,7,0,2,2,3,57,0,24,1,0,0
"TEX2",0,0,1,0,0,0,11,0,0,0,0,1,1,1,0,1,0,51,0,1,1,0,0
"MILR1",24,0,15,0,0,0,12,0,0,0,1,1,2,0,4,0,0,8,0,2,25,0,0
"POLG2",6,1,4,0,1,0,42,2,0,1,1,4,7,2,1,1,1,104,0,6,8,2,1
"DDX5",258,126,347,45,51,52,2001,140,93,100,214,1317,550,51,145,196,106,2289,16,256,302,140,251
"CEP95",6,0,1,0,0,0,21,0,0,0,0,6,4,0,0,1,0,157,0,1,5,0,4
"SMURF2",11,0,0,1,0,0,5,2,0,0,1,10,8,0,0,0,1,64,0,3,0,0,7
"LRRC37A3",0,0,1,0,0,0,4,1,0,0,0,1,0,1,0,0,0,17,0,2,0,0,3
"GNA13",15,0,15,0,2,0,18,2,0,0,2,13,2,0,2,4,1,62,0,1,19,2,4
"RP11-160O5.1",6,0,2,0,0,0,37,0,0,0,1,0,0,4,0,0,0,79,0,1,21,0,0
"RGS9",0,2,1,0,0,1,9,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0
"AXIN2",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,137,0,0,0,0,0
"CEP112",0,0,0,0,0,1,14,0,0,0,0,2,3,0,1,1,0,3,0,0,3,0,4
"PRKCA",7,3,7,0,0,0,10,4,9,0,0,10,6,0,0,3,0,154,0,2,2,0,0
"HELZ",16,0,8,1,1,0,24,2,1,0,4,27,16,1,3,2,4,126,0,4,15,3,5
"RP11-401F2.3",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"PSMD12",18,2,11,2,1,2,85,1,0,1,6,39,26,6,3,6,1,228,1,16,35,4,14
"PITPNC1",8,5,0,1,1,0,4,22,3,0,3,59,30,0,0,7,12,32,0,0,17,5,29
"NOL11",5,0,2,1,2,2,73,5,3,1,5,19,13,3,5,4,3,230,0,7,14,4,7
"BPTF",6,0,5,0,1,4,43,2,0,1,3,8,7,0,5,3,0,337,0,3,29,2,13
"C17orf58",5,0,0,0,0,5,19,1,0,0,0,3,3,0,0,0,0,126,0,2,4,1,3
"KPNA2",49,10,33,0,2,1,37,7,0,1,13,46,28,0,4,9,6,474,0,12,157,10,19
"AC145343.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,0,0
"RP11-147L13.2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AMZ2",21,3,25,5,1,5,127,3,2,2,10,64,43,12,7,8,11,346,1,27,45,5,14
"ARSG",2,0,8,0,1,0,9,3,0,0,0,7,3,0,0,2,1,34,0,22,2,1,2
"WIPI1",14,0,3,0,0,1,69,2,0,0,2,3,2,6,2,0,0,518,0,23,0,0,11
"PRKAR1A",28,6,27,2,4,7,295,20,5,14,18,108,33,10,26,16,7,207,4,21,33,7,30
"FAM20A",2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABCA8",3,0,2,1,0,6,974,0,1,0,0,1,0,8,0,0,0,1,0,1,1,1,0
"ABCA6",0,0,0,0,0,1,138,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"ABCA10",0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1
"ABCA5",3,0,0,0,1,2,30,1,0,0,0,4,1,0,0,0,1,140,0,4,2,1,2
"MAP2K6",1,1,5,0,0,0,14,1,0,2,0,11,5,0,2,3,1,252,0,2,3,0,1
"RP1-193H18.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65,0,0,0,0,0
"KCNJ2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"KCNJ2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"SOX9",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,468,0,0,1,0,0
"LINC00511",0,0,0,0,0,5,7,0,0,0,0,1,2,0,0,0,0,124,0,0,0,0,0
"CTD-3010D24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"SLC39A11",11,0,1,0,0,0,6,0,0,0,1,4,0,0,0,1,0,142,0,7,2,0,0
"SSTR2",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0
"COG1",5,1,3,1,0,0,32,2,0,0,4,10,12,1,1,0,0,180,0,2,0,2,3
"FAM104A",9,2,4,1,2,0,66,4,2,0,8,30,14,2,1,2,4,311,0,16,23,4,10
"C17orf80",3,0,1,0,0,0,11,1,0,0,0,3,2,2,0,1,0,54,0,1,6,0,2
"CDC42EP4",2,0,1,2,0,3,50,0,0,2,0,2,1,2,0,0,0,285,0,0,0,0,6
"SDK2",0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"RPL38",461,83,279,26,37,19,1261,64,28,31,161,854,305,29,111,133,58,12621,9,200,195,56,159
"TTYH2",5,0,13,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"KIF19",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,48,0,8,0,1,20
"GPRC5C",17,0,6,0,0,0,66,0,0,0,0,1,0,0,0,0,0,556,3,2,0,0,4
"CD300A",132,1,52,5,1,0,1,4,3,1,3,33,9,0,1,2,3,1,0,1,0,0,1
"CD300C",34,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB37",0,6,0,0,0,0,29,10,1,1,4,11,10,0,2,5,2,33,0,3,0,1,1
"CD300LF",40,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1
"SLC9A3R1",15,7,6,4,3,7,42,16,10,1,8,101,67,0,4,14,19,666,0,34,5,7,9
"NAT9",9,0,7,0,2,1,76,0,0,0,5,12,9,7,0,1,0,213,2,7,17,1,10
"TMEM104",6,0,3,0,0,0,4,0,0,0,0,2,0,0,0,1,1,48,0,2,2,0,1
"FDXR",4,1,3,0,0,4,52,3,0,1,1,6,6,2,0,0,1,268,0,3,3,0,12
"FADS6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"OTOP2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0
"OTOP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"HID1",0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,172,0,14,0,0,12
"CDR2L",11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4
"ICT1",33,1,16,0,0,1,53,5,0,1,1,17,4,3,1,7,0,624,0,6,23,3,9
"KCTD2",1,0,1,0,0,0,10,0,0,0,1,0,0,0,0,0,0,89,0,0,0,0,3
"ATP5H",304,20,104,8,0,5,668,25,6,5,17,149,79,22,9,37,18,6246,9,52,99,26,56
"SLC16A5",3,0,1,0,0,0,9,0,0,1,0,0,0,1,0,0,1,144,1,0,0,0,2
"ARMC7",11,2,2,0,0,0,33,4,0,0,0,11,3,3,0,0,2,131,0,1,4,1,7
"NT5C",51,2,26,2,1,1,263,14,0,3,12,21,23,8,14,5,2,2092,0,12,58,9,12
"HN1",401,24,82,9,10,1,96,23,6,3,14,123,71,4,11,18,17,3394,0,5,170,16,13
"SUMO2",302,34,183,20,24,25,1576,51,16,23,69,418,175,55,54,79,38,3820,12,101,322,46,146
"NUP85",10,0,2,0,0,2,53,2,1,0,3,16,8,3,0,0,1,224,0,1,14,1,6
"GGA3",5,0,4,0,0,0,7,0,0,0,1,6,3,0,0,1,2,114,0,4,4,0,2
"MRPS7",96,10,29,3,2,3,313,12,2,3,32,89,42,17,7,27,3,2321,2,28,67,12,26
"MIF4GD",66,3,49,2,6,0,65,12,2,0,14,39,26,6,7,8,7,352,0,9,45,4,18
"SLC25A19",32,1,19,0,0,0,19,0,0,0,4,8,3,2,4,2,0,160,0,2,24,0,3
"GRB2",99,6,58,3,0,1,91,8,0,3,17,40,23,6,19,11,6,363,1,37,94,9,15
"CASKIN2",0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,46,0,0,0,0,17
"TSEN54",4,4,7,3,2,1,32,22,2,2,3,58,44,2,6,5,12,292,0,4,10,0,6
"LLGL2",1,0,2,1,0,0,0,0,0,1,2,2,2,0,0,0,0,1610,0,10,1,0,8
"MYO15B",12,0,2,0,0,0,12,0,0,1,1,0,1,0,2,0,0,629,0,0,1,0,7
"RECQL5",4,0,2,0,0,0,8,1,0,0,1,4,0,0,3,0,0,96,0,1,2,0,2
"SMIM5",0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,1
"SMIM6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0
"SAP30BP",15,7,15,1,1,2,182,6,1,5,7,33,20,19,10,11,1,435,2,27,32,6,22
"ITGB4",0,0,0,0,0,4,5,0,0,0,0,1,2,0,0,0,0,489,0,4,0,0,18
"GALK1",25,2,8,0,0,0,101,4,0,0,4,19,6,3,2,4,1,264,0,12,23,4,19
"H3F3B",1307,320,1438,160,148,200,6713,260,194,261,517,2877,1434,180,210,365,287,10175,54,1389,876,264,762
"UNK",12,0,2,1,1,0,51,2,1,0,4,16,7,2,0,2,5,195,0,8,16,1,2
"UNC13D",9,0,4,0,0,0,4,6,1,4,2,34,17,0,1,3,2,49,0,2,8,8,3
"WBP2",38,11,32,1,2,5,195,6,2,3,18,83,43,9,14,17,10,418,1,36,21,12,44
"TRIM47",21,2,0,0,0,2,209,2,0,2,1,7,4,5,0,1,1,139,2,3,3,0,44
"RP11-552F3.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"TRIM65",1,0,2,0,1,0,17,2,0,0,3,12,5,3,1,2,2,106,1,1,2,0,7
"MRPL38",2,0,0,0,0,0,8,1,1,0,0,1,0,1,0,0,1,55,0,0,2,0,0
"FBF1",2,1,0,0,0,1,5,2,0,0,1,4,4,0,3,0,2,34,0,0,0,1,3
"ACOX1",4,0,5,0,0,0,25,0,1,0,0,4,1,0,0,0,1,481,0,1,0,1,4
"EVPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0
"SRP68",9,1,12,2,0,1,101,5,1,5,5,18,8,4,3,6,1,282,1,12,16,1,17
"GALR2",7,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"EXOC7",17,7,13,0,0,3,146,5,3,1,8,44,17,7,9,6,1,400,2,6,13,3,12
"FOXJ1",0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,41,0,5,0,1,0
"RNF157",1,0,0,0,0,0,5,0,0,0,0,9,4,0,0,2,0,297,0,0,0,0,3
"UBALD2",20,5,7,0,0,1,21,0,1,2,1,16,9,0,4,1,2,546,0,16,17,2,6
"QRICH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"PRPSAP1",16,2,6,1,0,6,72,9,3,1,9,28,10,3,0,1,2,517,1,4,15,6,8
"SPHK1",6,0,9,0,0,2,2,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,5
"UBE2O",10,0,3,0,0,1,15,0,0,0,0,7,2,0,0,1,0,97,0,0,2,0,1
"RHBDF2",25,2,3,0,1,0,9,0,0,0,9,9,10,0,3,0,1,66,0,12,7,1,5
"CYGB",1,0,2,0,0,0,2119,0,0,0,0,1,0,20,0,0,0,0,15,1,2,0,4
"PRCD",0,0,0,0,0,0,62,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,1
"ST6GALNAC2",1,1,0,0,0,10,1,0,0,0,0,2,0,0,0,0,0,22,0,0,0,0,0
