"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Enteric glia cells","Fibroblasts","gdTcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Regulatory CD4 Tcells","Vascular ECs"
"RP13-977J11.2",0,0,0,0,0,0,2,0,0,0,0,2,0,1,3,0,0,0
"FBRSL1",0,0,1,0,0,1,0,0,0,1,0,0,0,0,143,0,0,0
"POLE",0,0,0,0,0,1,1,0,0,0,0,0,0,1,111,0,0,0
"PXMP2",1,0,2,0,2,19,3,0,0,6,2,0,1,0,3773,0,1,3
"PGAM5",0,0,0,0,0,2,0,0,0,2,0,0,0,0,98,0,0,0
"ANKLE2",0,1,2,0,0,2,5,0,1,7,0,0,0,0,217,1,1,5
"GOLGA3",0,0,0,0,0,3,1,2,0,2,0,0,0,0,260,1,0,4
"CHFR",0,0,0,0,0,5,0,3,0,13,4,1,0,0,126,0,1,1
"RP11-46H11.12",0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0
"RP11-46H11.3",0,1,0,0,0,6,0,1,0,2,0,0,0,0,34,0,0,1
"ZNF605",0,0,0,0,0,2,1,0,0,0,0,0,0,0,42,0,0,0
"ZNF84",0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0
"ZNF140",0,0,0,0,0,4,8,0,0,3,0,3,0,0,55,0,0,2
"ZNF891",0,0,0,0,0,0,4,0,0,0,0,0,0,0,29,0,0,0
"ZNF10",0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0
"ZNF268",0,1,2,0,0,0,0,1,1,3,0,1,0,0,38,0,0,0
"MPHOSPH8",0,7,9,3,3,100,30,2,2,31,10,6,4,8,1060,4,6,19
"PSPC1",0,0,6,1,0,7,5,0,0,10,2,3,1,2,310,1,0,2
"ZMYM5",0,0,0,0,1,9,7,0,0,2,3,3,0,1,78,0,3,0
"ZMYM2",0,2,1,0,1,29,5,2,0,3,2,0,0,2,68,0,2,2
"GJB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0
"CRYL1",2,6,3,0,2,9,4,3,0,9,1,0,0,0,1957,3,0,4
"IFT88",0,0,0,0,0,3,2,0,1,0,0,0,0,0,113,0,2,2
"N6AMT2",0,0,0,0,1,11,0,0,0,4,1,1,0,3,132,0,0,2
"XPO4",0,0,1,0,0,4,1,1,0,1,0,0,0,1,64,0,0,0
"LATS2",0,0,0,0,0,3,0,1,0,3,0,0,0,0,4,0,0,0
"SAP18",3,15,29,8,9,215,77,24,7,134,27,12,8,20,4852,15,21,69
"SKA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0
"LINC00539",0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0
"ZDHHC20",0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0
"MICU2",0,3,4,1,1,11,17,1,2,18,4,0,3,4,468,0,0,6
"FGF9",0,0,0,0,0,5,0,0,0,0,0,0,0,0,35,0,0,0
"MIPEP",0,0,0,0,0,1,1,0,0,0,0,0,0,0,174,0,0,0
"C1QTNF9B-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
"SPATA13",0,1,0,0,0,9,1,0,0,2,0,1,0,0,91,0,0,1
"PARP4",0,1,4,0,1,5,4,3,0,2,1,0,0,1,481,2,0,1
"CENPJ",0,0,1,0,0,2,3,2,0,1,0,0,0,3,49,0,0,0
"PABPC3",1,0,3,0,0,4,3,2,0,2,0,0,0,0,115,2,0,1
"MTMR6",0,0,0,0,0,1,2,0,0,2,1,0,0,0,43,0,1,1
"RNF6",0,0,3,2,0,6,10,1,1,5,2,0,0,1,97,0,0,3
"CDK8",0,0,0,0,0,1,1,0,0,4,1,0,1,0,98,0,0,0
"USP12",0,0,0,0,0,3,1,0,0,0,1,0,0,0,119,0,0,0
"RPL21",34,181,484,79,40,2105,1163,181,138,1883,422,257,123,202,41146,91,120,274
"RASL11A",0,0,0,0,0,7,0,0,0,1,0,1,0,0,84,0,0,2
"GTF3A",1,13,15,1,6,53,74,4,2,70,24,8,6,19,1053,4,3,19
"MTIF3",2,0,9,0,2,36,17,2,1,19,3,6,2,2,1094,0,2,22
"LNX2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0
"POLR1D",1,2,12,5,4,47,22,4,0,30,8,5,3,3,1349,1,1,15
"ATP5EP2",2,1,21,3,3,52,24,2,0,37,8,1,4,8,2043,0,3,14
"LINC00543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0
"CDX2",0,0,0,0,0,0,4,0,0,0,0,0,0,0,3270,0,0,0
"URAD",0,0,0,0,0,0,2,0,0,0,0,0,0,0,3067,0,0,0
"FLT3",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN3",0,0,1,0,0,2,1,0,0,1,1,0,0,0,28,0,0,1
"FLT1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,42
"POMP",2,8,16,2,1,57,36,10,1,27,17,1,4,2,3021,2,5,20
"SLC46A3",0,1,2,0,0,3,2,2,0,1,1,0,0,0,89,1,0,0
"SLC7A1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,0,0,0
"UBL3",0,1,2,1,0,10,6,0,0,6,3,1,0,1,132,0,0,3
"KATNAL1",0,0,0,0,0,3,1,1,0,4,1,0,2,0,9,0,1,1
"LINC00426",0,0,0,0,0,0,4,0,0,0,1,0,0,0,11,0,0,0
"HMGB1",8,21,69,7,23,551,176,24,2,175,36,16,25,36,10896,11,9,122
"USPL1",0,0,0,0,0,0,2,1,0,1,1,0,0,0,21,1,0,1
"ALOX5AP",1,20,8,12,0,2,133,40,0,139,47,10,10,17,72,0,17,0
"HSPH1",1,0,15,0,0,16,6,1,1,15,1,0,0,2,169,0,2,2
"FRY",0,0,0,0,0,4,0,0,0,0,0,0,0,1,8,0,0,5
"BRCA2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0
"N4BP2L1",0,1,9,1,1,18,12,2,1,1,4,1,0,1,97,1,1,5
"N4BP2L2",0,1,7,0,4,54,26,2,0,33,4,3,1,5,541,5,5,22
"PDS5B",0,0,0,0,0,5,2,0,0,0,1,0,0,0,50,0,0,3
"STARD13",0,0,0,0,1,3,0,0,0,0,0,0,0,0,47,0,0,0
"RFC3",0,0,0,0,0,0,1,0,0,0,0,1,0,0,68,0,0,1
"MAB21L1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,2
"SPG20",0,0,2,0,1,10,0,0,1,7,2,0,2,0,0,0,0,6
"RFXAP",0,0,0,0,0,5,1,2,0,5,0,0,0,0,40,0,0,0
"SMAD9",0,0,0,0,0,7,0,0,0,0,0,0,0,0,51,0,0,1
"ALG5",2,1,9,1,1,39,8,1,0,17,2,1,1,0,762,5,0,16
"EXOSC8",0,3,4,1,2,32,6,2,0,22,3,2,0,3,666,2,0,6
"SUPT20H",0,1,2,0,1,4,8,3,1,5,0,0,0,0,166,5,0,2
"POSTN",1,0,1,0,0,293,0,0,0,1,0,0,0,0,0,1,0,0
"UFM1",1,3,3,0,0,21,13,1,1,12,5,2,1,1,420,4,1,2
"PROSER1",0,0,3,0,0,0,4,0,0,1,1,0,0,0,68,0,0,0
"NHLRC3",0,0,5,0,0,24,18,0,2,8,1,0,0,3,230,1,0,12
"LHFP",0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,12
"COG6",0,0,1,0,0,1,0,0,0,2,1,0,0,0,51,0,1,1
"FOXO1",0,0,0,0,2,1,0,0,0,5,1,2,0,0,84,0,1,1
"MRPS31",0,5,0,4,4,21,18,1,0,11,3,4,3,4,541,3,2,7
"SLC25A15",0,0,0,0,0,3,7,0,0,0,0,0,0,1,29,0,0,0
"ELF1",2,3,2,0,0,12,17,4,0,9,3,3,0,3,198,1,0,2
"WBP4",1,2,2,1,2,19,12,0,1,12,3,1,0,1,348,1,1,3
"KBTBD6",0,0,0,0,2,1,2,0,0,1,0,0,0,0,26,0,0,0
"KBTBD7",0,0,0,0,0,3,2,0,0,0,0,0,0,0,59,0,0,0
"MTRF1",0,0,1,0,0,0,1,0,1,0,0,0,0,1,66,0,0,0
"NAA16",0,0,0,0,0,5,0,1,0,0,0,0,0,0,40,0,0,0
"RGCC",3,55,28,20,4,15,20,1,1,426,54,35,8,37,7,15,41,480
"VWA8",0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,0
"DGKH",0,0,0,0,0,5,0,0,0,2,0,0,0,0,64,0,0,2
"AKAP11",0,0,0,0,1,4,0,1,0,2,0,0,0,0,33,0,0,0
"EPSTI1",0,1,3,0,0,9,17,0,1,5,3,1,4,0,163,0,2,3
"DNAJC15",0,3,9,7,1,58,37,6,0,22,4,2,6,1,2557,5,5,15
"CCDC122",0,0,0,0,0,1,1,0,0,0,0,0,0,0,57,0,0,0
"LACC1",0,0,1,0,0,0,2,0,0,0,0,0,0,1,32,0,0,0
"SMIM2-AS1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,205,0,0,0
"SERP2",0,2,0,1,0,5,0,1,0,0,0,0,0,0,42,0,0,0
"TSC22D1",1,1,0,1,6,60,3,5,0,2,1,0,0,0,2155,0,0,104
"NUFIP1",0,0,0,0,0,7,3,0,0,2,0,0,0,0,97,0,0,1
"GPALPP1",0,0,0,0,0,2,2,1,0,2,0,0,1,0,112,0,0,2
"GTF2F2",0,0,3,0,1,10,4,0,0,8,12,2,0,2,366,2,0,3
"TPT1",45,90,419,33,11,1175,768,54,39,1089,187,90,63,144,25961,52,51,235
"RP11-290D2.6",0,0,0,0,0,2,0,0,0,0,1,0,0,0,21,0,0,0
"TPT1-AS1",0,1,1,0,1,13,3,0,0,2,0,1,0,0,195,0,0,5
"SLC25A30",0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,1,2
"COG3",0,0,0,0,0,0,3,0,0,2,1,0,0,0,116,0,0,0
"ZC3H13",0,0,6,0,0,32,9,1,0,10,0,2,0,1,236,0,1,5
"CPB2-AS1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0
"LCP1",2,10,31,3,0,2,86,4,0,51,11,6,8,13,2,0,3,0
"KIAA0226L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0
"LRCH1",0,1,0,0,0,6,1,0,0,3,0,0,1,0,32,0,0,2
"ESD",1,5,9,0,5,55,15,5,1,10,1,0,3,0,1437,0,2,4
"LINC00562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"SUCLA2",0,2,6,0,1,19,8,12,0,10,3,2,0,1,607,0,0,2
"NUDT15",0,0,1,1,0,4,2,0,0,3,1,1,0,1,313,0,0,2
"MED4",0,1,10,0,3,43,30,7,2,13,6,2,5,5,816,1,2,28
"ITM2B",24,28,155,9,38,555,161,73,3,337,65,24,25,38,4272,11,23,596
"RB1",0,0,13,0,0,3,3,0,0,4,0,0,0,0,48,0,0,2
"LPAR6",1,0,12,2,1,10,0,0,0,5,0,1,0,0,36,0,0,17
"RCBTB2",1,0,4,0,0,9,5,1,0,7,1,0,2,1,25,0,1,1
"FNDC3A",0,1,1,2,0,7,0,0,2,4,0,0,2,0,92,1,0,2
"CDADC1",0,0,0,0,1,7,4,0,2,2,1,0,0,0,54,0,0,3
"CAB39L",0,0,0,0,0,1,2,0,0,0,1,0,0,0,22,0,0,1
"SETDB2",0,1,4,0,0,6,0,0,0,3,0,0,0,0,50,0,0,2
"PHF11",0,4,0,0,0,28,6,0,0,16,0,1,1,0,105,0,1,2
"RCBTB1",0,0,1,0,0,1,1,1,0,0,1,0,0,0,11,0,0,1
"ARL11",0,0,1,0,0,0,1,3,0,0,0,0,0,0,23,0,0,0
"EBPL",0,0,1,0,1,65,5,1,0,14,5,2,1,1,1564,0,0,22
"KPNA3",0,0,5,0,2,8,3,2,0,13,0,2,0,0,97,0,0,2
"SPRYD7",0,0,1,0,1,22,6,2,1,8,0,0,0,0,299,1,2,5
"DLEU2",0,1,0,0,0,2,1,0,0,0,0,0,0,0,15,0,0,1
"TRIM13",1,0,5,1,1,11,3,1,0,9,2,0,1,2,248,0,0,3
"KCNRG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"DLEU1",0,0,0,0,0,5,3,0,0,4,0,2,0,0,205,0,0,0
"RNASEH2B",0,1,3,0,3,33,25,4,4,22,8,3,3,1,461,4,3,1
"INTS6",0,0,1,1,0,3,2,0,0,2,1,0,0,0,114,0,0,0
"INTS6-AS1",0,0,2,0,0,0,0,0,0,3,0,0,0,0,22,0,0,0
"WDFY2",0,0,0,0,0,0,2,0,0,2,1,0,0,0,18,0,0,0
"DHRS12",0,0,1,0,3,12,4,0,0,11,2,0,1,0,222,0,0,0
"RP11-327P2.5",0,0,0,0,0,0,0,0,0,2,0,0,0,0,35,0,0,0
"ATP7B",0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0
"ALG11",0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0
"UTP14C",0,0,0,0,0,4,0,0,0,0,0,0,0,0,48,0,0,3
"NEK3",0,0,1,0,0,2,1,0,0,0,0,0,0,0,203,0,0,2
"VPS36",0,0,2,0,1,24,9,0,3,7,1,1,1,4,410,0,2,7
"CKAP2",0,1,1,1,0,1,10,0,1,2,0,0,0,0,110,0,0,0
"HNRNPA1L2",1,0,0,0,0,1,4,1,0,4,1,3,0,3,63,0,0,0
"SUGT1",2,0,5,1,6,43,8,0,0,22,6,3,0,3,666,0,0,5
"OLFM4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0
"DIAPH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"TDRD3",0,1,0,0,0,5,5,1,0,2,2,0,0,0,195,0,1,0
"PCDH20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
"ATXN8OS",0,0,1,0,0,2,0,0,0,1,1,0,0,0,37,0,0,1
"DACH1",0,0,0,0,0,4,0,0,0,0,0,0,0,0,40,0,0,0
"MZT1",0,0,2,0,0,9,10,0,0,13,2,0,1,2,207,1,1,3
"BORA",0,0,1,0,0,0,2,0,0,0,0,0,0,0,76,0,0,0
"DIS3",0,3,0,0,6,6,2,2,0,4,0,0,0,0,87,0,2,4
"PIBF1",0,0,2,0,0,5,5,0,0,3,0,0,0,0,63,0,0,0
"KLF5",0,0,0,0,0,0,3,0,0,1,0,1,0,0,3027,0,0,0
"KLF12",0,0,0,0,0,0,8,0,0,7,2,0,0,0,13,0,0,0
"TBC1D4",0,0,0,0,0,3,0,0,0,2,0,1,0,0,62,0,0,3
"COMMD6",1,16,58,6,2,185,147,18,7,143,43,11,8,20,4430,2,16,31
"UCHL3",0,3,10,0,0,13,7,0,0,16,0,0,0,0,1072,0,1,9
"LMO7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0
"KCTD12",0,0,5,0,1,5,0,0,0,1,0,0,0,0,0,0,0,5
"CLN5",0,0,1,0,0,18,3,1,0,2,1,1,0,0,188,0,0,5
"FBXL3",0,1,3,0,0,7,5,3,1,9,2,2,0,0,120,2,1,6
"MYCBP2",0,0,1,0,1,14,4,0,0,8,0,0,2,2,85,0,2,2
"EDNRB",0,0,0,0,2,136,0,0,0,0,0,0,0,0,0,0,0,0
"RNF219",0,0,1,0,0,3,1,0,0,4,2,0,0,0,40,0,0,1
"RBM26",0,0,2,1,1,7,3,0,0,8,0,1,1,0,104,0,0,3
"RBM26-AS1",0,0,0,1,0,2,0,0,0,1,0,0,0,0,17,0,0,0
"NDFIP2",0,1,0,1,2,5,16,2,0,4,2,1,0,0,729,2,1,3
"SPRY2",0,0,0,0,0,17,4,0,0,0,1,0,3,0,80,0,0,1
"SLITRK6",0,0,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,0
"GPC6",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"TGDS",0,2,3,1,1,5,8,0,0,11,0,0,1,1,129,0,0,0
"GPR180",0,0,0,0,0,3,0,0,0,0,2,0,0,0,13,0,0,1
"ABCC4",0,0,0,0,0,12,0,1,0,0,0,0,0,0,28,0,0,1
"DNAJC3-AS1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,1,0,1
"DNAJC3",0,0,4,0,1,15,5,2,1,7,1,0,0,3,186,3,0,6
"UGGT2",0,0,0,0,1,5,0,0,2,0,0,0,0,0,93,0,0,0
"OXGR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
"MBNL2",0,0,0,0,0,4,0,2,0,1,0,0,0,0,47,0,0,1
"RAP2A",0,0,1,0,0,3,0,0,0,3,0,0,0,0,28,0,0,2
"IPO5",0,0,1,0,1,11,2,1,0,5,0,0,0,0,233,0,0,0
"FARP1",4,0,0,0,0,46,0,0,0,0,0,0,0,0,148,0,0,0
"FARP1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"STK24",1,0,1,0,0,3,2,0,0,5,0,0,1,2,381,0,0,1
"SLC15A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"DOCK9",0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,9
"DOCK9-AS2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0
"UBAC2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0
"UBAC2",0,1,3,2,0,4,32,2,0,25,4,1,7,8,419,0,2,4
"GPR18",0,0,1,0,0,0,21,0,0,6,1,0,2,0,0,0,0,0
"GPR183",0,6,90,2,0,1,0,2,3,93,6,10,9,11,0,0,9,0
"LINC00449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"TM9SF2",4,0,5,1,3,29,17,2,1,9,1,0,0,0,577,4,3,12
"CLYBL",0,0,0,0,0,2,2,0,0,5,1,1,0,0,466,0,0,1
"PCCA",0,0,2,0,0,1,0,0,0,1,0,0,2,0,433,0,0,1
"GGACT",0,0,0,0,0,0,0,0,0,2,0,1,0,0,87,0,0,1
"TMTC4",0,1,2,0,0,3,1,0,0,0,0,0,0,0,70,0,0,0
"FGF14-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0
"TPP2",0,1,1,0,0,5,5,1,0,1,0,1,0,3,106,1,0,0
"TEX30",0,0,1,0,0,4,6,2,0,8,1,1,1,1,104,0,0,0
"KDELC1",0,0,0,0,0,3,2,0,0,1,0,0,0,0,6,0,0,0
"BIVM",0,0,0,0,0,3,2,1,0,1,2,0,0,0,91,0,0,1
"ERCC5",1,0,2,1,0,4,5,1,0,8,1,0,1,1,276,1,1,1
"EFNB2",0,0,1,0,0,1,0,0,0,2,0,0,0,0,281,0,0,6
"ARGLU1",0,6,6,1,1,28,26,3,0,25,4,1,0,1,422,0,2,13
"LIG4",0,0,0,0,0,7,1,0,0,0,0,0,0,0,14,1,0,0
"ABHD13",0,1,0,0,0,7,4,0,0,16,3,1,1,1,101,0,0,1
"TNFSF13B",1,1,12,0,0,6,1,0,0,17,0,0,0,0,2,0,0,0
"IRS2",0,0,1,0,0,0,3,0,0,9,0,1,0,0,90,0,1,0
"COL4A1",0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,16
"COL4A2",0,0,2,0,2,55,0,0,0,0,0,0,0,0,42,0,0,30
"RAB20",0,0,22,0,1,16,1,0,0,5,0,1,0,0,446,0,0,5
"CARKD",0,1,2,0,0,9,3,0,0,1,0,0,0,0,168,0,0,2
"CARS2",1,0,1,0,0,3,1,1,0,1,0,0,0,0,295,0,0,0
"ING1",0,0,1,1,1,3,2,1,0,5,0,0,0,1,217,2,0,0
"ANKRD10",1,0,2,1,2,47,11,0,0,7,1,1,0,6,420,0,1,4
"ARHGEF7",0,0,0,0,0,8,3,0,0,3,0,1,0,1,133,0,0,5
"TUBGCP3",0,0,1,0,0,2,1,0,0,4,0,0,0,0,45,0,0,1
"ATP11A",0,0,1,0,0,1,0,0,0,0,0,0,0,0,17,0,0,6
"MCF2L",0,0,0,0,0,1,0,0,0,0,0,0,0,0,58,2,0,13
"RP11-120K24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"MCF2L-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,1
"F10",0,0,1,0,0,27,0,0,0,0,0,0,0,0,9,0,0,0
"PCID2",4,1,0,0,1,30,28,0,0,22,9,2,0,7,283,1,2,9
"CUL4A",0,0,0,0,2,6,6,1,0,4,1,0,0,1,259,0,0,1
"LAMP1",8,4,6,2,13,104,43,6,1,26,10,4,1,16,1458,0,4,17
"GRTP1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,660,0,0,0
"ADPRHL1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,0,0,0
"DCUN1D2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,54,0,0,0
"TMCO3",0,1,0,0,2,8,1,0,0,2,1,1,0,0,121,1,0,4
"TFDP1",0,0,1,1,0,21,8,0,0,4,0,1,2,2,388,0,1,3
"TMEM255B",0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,26
"GAS6",0,0,2,0,1,69,1,0,0,0,0,0,0,0,1156,1,0,61
"RASA3",0,0,0,0,1,4,0,0,0,1,1,1,0,0,18,0,0,0
"CDC16",0,0,3,1,1,12,7,0,3,4,1,2,1,0,297,0,0,6
"UPF3A",0,2,2,0,1,36,5,1,0,18,6,5,1,1,542,0,5,7
"CHAMP1",0,1,1,0,0,4,2,1,0,0,0,0,0,0,112,0,0,1
"TTC5",0,0,1,0,2,13,3,0,0,11,2,0,2,1,104,0,2,5
"CTD-2292M16.8",0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0
"CCNB1IP1",0,1,1,0,0,15,5,1,1,4,2,3,0,1,510,0,0,3
"RPPH1",0,1,3,0,1,4,0,0,0,1,0,0,0,0,33,0,0,0
"PARP2",3,0,1,0,1,12,4,0,0,2,1,0,0,0,107,1,0,3
"TEP1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,0,0,0
"OSGEP",0,2,2,0,2,16,10,2,1,7,5,1,0,4,464,0,2,6
"APEX1",0,6,17,0,8,56,27,2,5,28,5,5,2,3,1838,0,2,8
"TMEM55B",0,0,3,1,2,15,11,1,0,12,6,2,0,2,338,0,0,6
"PNP",0,0,2,0,1,2,6,3,2,19,1,1,1,0,541,3,1,7
"RNASE4",0,0,0,0,3,33,0,0,0,1,0,0,0,0,163,0,0,2
"ANG",0,0,1,0,5,43,0,0,1,0,0,0,0,0,1029,3,1,2
"RNASE6",13,1,35,0,0,0,0,0,2,0,0,0,0,1,27,0,0,0
"RNASE1",81,0,1,0,10,0,0,0,0,0,0,0,0,1,3651,0,0,170
"RP11-219E7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"METTL17",0,0,1,1,1,5,5,0,0,4,0,0,1,1,353,0,1,1
"RP11-84C10.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"SLC39A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0
"NDRG2",0,1,10,0,18,62,1,1,0,0,1,0,0,0,2451,0,0,13
"ARHGEF40",0,0,0,0,0,9,0,1,0,4,0,2,0,0,270,0,0,5
"ZNF219",0,0,0,0,0,1,2,0,0,3,1,0,0,1,376,0,0,0
"TMEM253",0,0,0,0,0,0,2,0,0,0,0,0,0,0,299,0,0,0
"HNRNPC",6,3,24,3,4,148,43,10,5,66,17,10,10,9,2182,5,6,32
"SUPT16H",0,1,2,0,0,18,10,0,0,5,0,1,1,1,257,0,0,6
"CHD8",0,0,1,0,1,3,2,0,0,5,1,0,0,0,175,0,0,3
"RAB2B",0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,1,1,0
"TOX4",1,0,2,0,2,32,10,0,0,17,2,3,0,1,468,4,1,5
"METTL3",0,0,2,0,0,17,2,0,0,3,0,0,0,0,222,0,0,2
"TRDC",0,0,0,0,0,0,313,0,0,0,0,0,20,0,12,0,0,0
"TRAC",0,53,0,27,0,59,226,0,1,632,165,57,5,55,7,2,66,0
"DAD1",13,13,21,2,9,235,150,34,0,104,22,6,3,8,2898,6,7,55
"ABHD4",0,1,0,0,0,3,3,1,0,0,0,0,0,0,58,0,0,0
"OXA1L",0,1,18,1,0,60,21,3,0,22,3,5,6,3,1540,5,1,6
"SLC7A7",1,0,3,0,0,26,0,1,0,0,0,0,0,0,52,2,0,0
"MRPL52",2,1,13,0,1,53,27,4,1,22,5,2,6,5,1960,2,1,26
"MMP14",2,0,1,0,4,60,0,0,0,0,0,0,0,0,198,0,0,4
"LRP10",0,3,5,1,2,47,15,1,0,10,1,2,1,1,1220,1,4,11
"REM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"RBM23",0,2,7,4,1,39,35,9,2,51,6,3,3,2,445,5,4,6
"PRMT5",0,0,1,0,0,10,2,0,0,1,0,0,1,0,368,0,0,2
"HAUS4",2,1,3,0,2,10,0,0,0,3,0,0,0,0,246,0,0,0
"C14orf93",0,0,0,1,0,6,1,0,0,0,1,0,1,0,93,0,0,2
"PSMB5",1,5,11,1,3,153,18,7,0,28,7,1,4,7,3033,2,0,56
"CDH24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
"ACIN1",3,1,2,0,0,16,7,0,0,7,1,2,1,1,395,0,1,4
"C14orf119",2,4,13,3,1,54,28,5,0,23,11,1,3,5,987,0,2,10
"SLC7A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0
"HOMEZ",0,0,0,0,0,3,1,1,0,1,0,0,0,1,114,1,0,3
"PPP1R3E",0,0,0,1,1,5,8,0,0,1,0,0,0,0,93,1,0,1
"BCL2L2",0,0,1,0,0,7,0,0,0,0,0,0,0,0,172,0,0,4
"PABPN1",0,3,6,0,0,51,9,0,0,8,1,2,1,1,1064,1,1,12
"SLC22A17",0,0,0,0,13,18,0,0,0,1,0,0,0,0,0,0,0,5
"EFS",0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0
"NGDN",0,5,7,2,3,33,13,2,0,30,7,4,1,0,450,1,5,13
"ZFHX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"AP1G2",1,0,3,0,0,1,7,0,0,7,2,0,0,2,395,0,1,1
"RP11-66N24.3",0,0,0,0,0,0,1,1,0,0,0,0,0,0,17,0,0,0
"DHRS4-AS1",0,0,0,0,1,6,5,0,0,3,2,0,0,0,220,0,0,1
"DHRS4",0,0,1,0,0,4,3,0,0,1,0,0,0,0,596,0,0,1
"DHRS4L2",2,2,16,2,1,42,14,2,0,17,6,2,1,3,1276,2,2,16
"NRL",0,0,0,0,0,1,1,0,0,0,1,0,0,0,24,0,0,0
"PCK2",0,0,0,0,0,6,2,0,0,3,0,2,0,0,914,0,2,0
"DCAF11",0,1,2,1,1,9,8,2,0,7,3,2,2,1,585,0,1,2
"FITM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"PSME1",3,23,65,14,8,215,172,7,3,222,42,13,22,24,5841,7,19,62
"EMC9",0,0,3,0,0,17,8,0,0,4,0,0,0,0,601,0,0,0
"RP11-468E2.5",0,0,0,0,0,0,4,0,0,0,0,0,0,0,25,0,0,0
"PSME2",4,17,113,9,6,177,157,3,4,127,31,20,19,25,6241,9,17,52
"RP11-468E2.4",0,1,0,0,0,0,2,0,0,3,1,1,0,0,21,0,0,1
"IRF9",0,1,0,0,2,17,7,0,0,8,0,1,1,1,48,0,2,11
