"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","LTi cells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs"
"THAP7-AS1",0,0,1,0,0,0,4,0,0,0,2,4,0,0,1,0,0,0,0,56,0,0,1,0
"SLC7A4",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0
"HIC2",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,51,0,0,0,1
"TMEM191C",0,0,2,0,0,0,1,0,0,0,1,7,0,0,0,1,0,0,0,63,0,0,0,0
"UBE2L3",22,5,33,1,6,2,81,37,11,8,23,105,23,3,12,23,4,4,6,2261,16,21,22,6
"YDJC",3,1,13,1,1,0,11,10,1,0,7,23,3,1,3,9,0,0,1,436,5,10,3,0
"SDF2L1",33,2,59,2,2,2,70,20,2,4,9,80,13,2,6,22,2,5,11,1552,111,13,11,0
"PPIL2",0,0,0,0,0,0,8,1,0,0,1,3,2,0,1,0,0,0,0,199,1,1,0,0
"YPEL1",0,0,0,0,1,0,1,2,0,0,2,0,3,0,0,0,0,0,0,36,0,1,0,0
"MAPK1",0,0,14,0,0,0,8,11,3,4,2,13,2,0,4,5,0,2,5,206,1,1,3,0
"PPM1F",1,0,5,0,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,37,0,0,2,6
"TOP3B",0,0,0,0,0,0,1,1,0,0,0,3,0,1,1,1,0,0,0,83,1,0,1,0
"IGLV4-69",0,0,1,0,0,0,1,0,0,0,2,4,0,1,0,1,0,0,0,9,0,2,1,0
"IGLV8-61",1,0,0,0,0,0,2,0,0,0,5,2,0,0,0,0,0,0,0,10,1,0,0,0
"IGLV6-57",3,0,2,1,0,0,1,0,1,0,1,4,2,0,0,0,0,0,0,14,3,1,0,0
"IGLV10-54",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0
"IGLV1-51",1,1,2,0,0,1,7,0,2,0,2,8,2,0,1,1,1,1,1,29,2,0,0,0
"IGLV1-50",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"IGLV5-48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"IGLV1-47",2,0,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,10,1,0,0,0
"IGLV7-46",0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,2,0,1,0,10,0,0,1,0
"IGLV5-45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"IGLV1-44",0,1,1,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,9,2,0,0,0
"IGLV7-43",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0
"IGLV1-40",2,1,5,0,4,0,17,0,0,1,7,10,1,0,4,3,0,0,0,46,7,2,1,2
"IGLV3-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"IGLV3-25",2,0,2,0,0,0,7,0,0,1,0,7,0,1,3,1,0,0,2,23,1,0,2,0
"IGLV2-23",1,1,0,0,2,0,5,0,0,0,4,5,0,1,1,1,2,1,0,29,0,1,0,0
"IGLV3-21",3,0,4,0,0,0,10,0,1,1,5,13,2,0,1,4,1,0,0,47,54,1,0,1
"IGLV3-19",1,0,6,0,0,0,5,1,0,0,3,3,0,0,0,0,0,0,0,14,1,0,0,0
"IGLV2-18",0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
"IGLV2-14",2,0,4,0,3,0,7,0,1,1,3,8,3,1,4,5,0,0,1,32,15,1,2,0
"IGLV3-12",0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
"IGLV2-11",2,1,7,0,2,0,5,0,0,2,1,7,1,0,1,2,0,0,0,42,2,3,2,3
"IGLV3-10",3,0,2,0,0,0,2,1,0,0,1,3,1,0,0,2,0,0,0,10,1,1,1,0
"IGLV3-9",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"IGLV2-8",1,0,3,0,0,0,8,0,2,0,1,3,0,0,1,1,0,1,0,31,5,0,4,1
"IGLV3-1",4,2,4,0,0,0,18,0,1,3,6,10,0,1,0,4,0,0,0,52,121,0,0,0
"IGLL5",4,0,5,0,3,1,9,0,0,1,22,13,1,0,8,5,2,0,2,74,802,7,0,0
"IGLC2",14,16,18,3,4,2,68,2,2,3,155,59,7,1,93,11,5,7,4,272,2286,99,7,1
"IGLC3",34,7,27,7,9,2,120,7,6,9,264,112,20,4,149,40,10,6,7,357,71,142,13,4
"IGLC7",2,1,5,0,1,1,11,0,0,1,26,4,2,0,8,5,0,1,1,41,15,7,0,1
"BCR",0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,210,0,0,0,3
"AP000344.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
"IGLL1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0
"RGL4",0,3,3,0,7,0,0,33,8,0,3,86,12,0,4,17,5,4,11,0,0,0,18,0
"VPREB3",0,0,1,0,0,0,0,0,0,0,177,1,0,0,78,0,0,0,0,19,2,44,0,0
"CHCHD10",43,8,48,0,2,1,61,36,2,5,53,70,24,5,14,6,1,0,7,11759,22,29,3,0
"MMP11",0,0,0,0,0,0,33,0,0,0,1,0,0,0,0,1,0,0,0,11,0,0,0,0
"SMARCB1",2,5,6,2,2,0,30,13,5,5,46,25,4,0,5,2,0,2,2,775,19,20,3,2
"DERL3",0,0,1,0,1,0,4,0,0,0,15,1,2,0,3,0,2,0,1,96,106,5,0,1
"SLC2A11",0,1,0,0,0,0,0,2,0,0,2,2,1,0,2,0,1,0,1,64,3,1,0,0
"MIF",18,20,31,1,8,0,151,39,9,6,32,182,28,9,15,29,9,8,11,4339,56,32,14,9
"DDTL",0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,26,0,0,0,0
"DDT",20,12,46,0,4,1,77,36,2,4,13,75,11,3,9,14,1,2,5,5795,11,24,12,10
"CABIN1",0,1,0,0,1,0,7,7,2,0,5,5,0,0,1,5,2,1,0,151,0,0,1,0
"GGT5",0,0,0,0,0,0,170,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPECC1L",2,1,1,0,0,0,3,1,0,1,2,2,0,0,0,0,0,0,0,218,0,0,0,1
"UPB1",0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,36,0,0,0,0
"GUCD1",0,0,4,0,0,0,9,2,1,1,7,3,0,0,2,1,1,0,0,554,1,3,2,1
"SNRPD3",12,4,27,1,8,0,75,18,2,2,25,63,7,1,17,29,4,2,5,1641,16,18,7,5
"GGT1",0,1,1,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,109,0,0,0,0
"SGSM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,0,0,0,0
"KIAA1671",0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,203,0,0,0,1
"CRYBB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
"CRYBB2",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1
"CTA-221G9.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
"LRP5L",0,0,0,0,0,0,5,2,0,0,1,1,1,0,1,0,0,0,0,47,0,1,0,0
"ASPHD2",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0
"HPS4",3,0,4,0,0,0,11,2,0,0,8,6,1,1,2,4,1,0,0,154,2,1,2,1
"SRRD",0,0,0,0,0,0,8,1,0,0,0,1,0,0,1,0,0,0,0,60,0,0,0,2
"TFIP11",2,1,2,0,2,0,6,1,0,1,0,9,0,0,0,1,0,0,0,137,0,3,1,1
"CTA-445C9.14",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0
"TPST2",13,12,12,1,4,0,13,24,1,3,2,46,9,0,3,6,0,5,7,104,12,1,2,3
"CRYBA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MIAT",0,0,0,0,3,0,3,0,0,0,2,10,0,0,0,2,0,0,0,0,1,0,1,0
"PITPNB",0,2,1,0,0,0,14,2,2,2,3,17,1,0,3,1,0,0,0,131,3,4,0,4
"TTC28",0,0,1,0,0,0,30,1,0,3,0,2,0,0,0,0,0,0,0,43,2,0,0,1
"CHEK2",0,0,7,0,0,0,61,1,1,0,5,4,0,3,0,2,0,0,0,153,0,0,0,1
"HSCB",1,0,3,0,0,0,15,7,0,0,5,0,2,0,3,1,0,0,2,243,2,0,1,2
"CCDC117",0,0,3,0,1,0,11,1,2,6,1,8,0,0,1,2,2,0,0,65,2,0,2,1
"XBP1",18,13,32,0,8,3,80,15,6,18,13,194,46,3,7,43,2,10,13,1779,103,17,21,7
"CTA-292E10.6",0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,47,1,0,0,0
"ZNRF3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0
"KREMEN1",0,0,0,0,0,0,23,0,0,1,0,1,0,0,0,0,0,0,0,161,1,0,0,2
"EMID1",0,0,0,0,0,0,62,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"RHBDD3",4,0,0,0,2,0,15,0,0,0,1,3,0,1,0,1,1,0,0,143,0,2,2,0
"EWSR1",9,3,27,1,12,2,66,25,8,7,21,63,16,2,10,21,3,3,6,1394,6,23,13,4
"GAS2L1",1,1,2,0,0,0,5,1,0,0,0,1,1,1,0,0,0,0,0,84,0,0,0,2
"AP1B1",13,1,4,0,0,0,2,0,0,0,4,3,0,0,2,1,0,0,2,307,1,1,0,0
"THOC5",2,0,5,0,0,0,11,0,1,2,0,11,2,2,1,1,1,0,0,125,0,0,0,1
"NIPSNAP1",4,1,0,0,0,0,6,0,0,0,0,12,0,0,1,1,0,2,0,256,1,1,1,1
"NF2",1,0,2,0,0,0,4,0,0,0,1,0,0,0,1,1,0,2,0,97,1,1,0,1
"ZMAT5",7,3,8,0,0,0,36,5,2,0,6,14,1,3,1,0,0,0,1,317,0,1,2,2
"UQCR10",40,21,70,5,14,2,134,35,6,5,30,119,8,8,15,31,6,4,6,8593,16,29,23,7
"ASCC2",4,3,11,0,1,1,11,4,0,0,1,30,1,0,1,8,1,0,4,368,0,3,5,3
"MTMR3",0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,127,1,0,1,1
"LIF",0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,45,0,0,0,0
"OSM",3,0,20,0,1,0,0,0,2,1,0,22,0,0,1,4,1,0,4,0,0,0,0,0
"GATSL3",0,0,1,0,1,0,8,0,0,0,0,4,1,0,1,3,0,1,0,14,0,0,1,2
"TBC1D10A",0,4,1,0,2,0,7,8,1,0,1,12,3,0,1,4,0,0,0,205,1,0,0,4
"SF3A1",2,2,4,1,4,0,11,1,0,1,4,14,1,0,1,8,0,1,1,340,2,3,3,3
"CCDC157",0,1,0,0,0,0,2,1,0,0,1,7,0,0,0,1,0,0,0,10,0,0,0,0
"SEC14L2",0,1,0,0,1,0,1,0,0,0,0,7,0,0,0,2,0,0,2,0,0,0,0,0
"MTFP1",2,5,1,1,5,0,2,0,2,0,9,27,10,0,2,12,5,0,4,369,2,2,3,0
"GAL3ST1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0
"PES1",2,0,6,0,0,0,7,1,0,0,3,15,1,0,2,1,0,0,1,322,2,3,3,3
"TCN2",9,0,4,0,0,1,21,0,0,4,0,1,0,1,0,0,0,0,0,373,0,0,0,3
"SLC35E4",0,0,0,0,0,1,4,0,0,1,0,3,0,0,0,0,0,0,0,43,0,0,0,3
"DUSP18",0,1,2,0,0,0,2,0,0,0,0,5,0,0,0,3,0,0,1,102,0,1,0,0
"OSBP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"MORC2-AS1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0
"MORC2",0,0,0,0,1,0,3,0,0,0,0,3,0,0,0,1,0,0,0,54,0,0,0,0
"TUG1",0,0,1,0,0,0,13,2,1,0,0,4,1,0,0,2,1,0,1,203,0,2,1,0
