"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs","VSMCs"
"CHD9",22,8,12,33,414,4,14,30,14,15,14,7,0,1,4,108,15,19,22,1,75,21
"RP11-44F14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-44F14.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"RBL2",7,8,6,7,120,2,5,3,5,12,13,1,2,4,2,21,2,3,8,4,14,5
"AKTIP",1,0,0,5,75,0,0,3,3,1,1,0,1,0,0,14,3,2,1,0,7,10
"RPGRIP1L",0,0,0,2,29,0,0,1,0,0,1,0,0,0,0,10,1,0,0,0,2,2
"FTO",2,0,0,7,88,2,3,1,4,1,1,1,0,1,0,14,2,1,4,1,8,6
"RP11-357N13.3",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRX3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CRNDE",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2
"MMP2",1,0,1,4,2241,0,1,2,0,2,2,9,1,1,0,18,2,2,2,0,13,1
"RP11-212I21.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LPCAT2",7,0,8,17,20,0,0,26,0,0,1,0,0,0,0,13,0,0,25,0,13,0
"RP11-212I21.4",0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,2,0,0,1,0,1,0
"CES1",0,0,2,1,437,0,0,2,0,2,0,3,0,1,0,1,0,1,2,0,3,4
"RP11-461O7.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GNAO1",0,0,0,0,54,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,2,2
"AMFR",7,0,3,4,47,0,6,3,4,1,3,0,0,1,0,17,2,0,2,0,3,0
"RP11-413H22.2",0,0,0,2,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2
"NUDT21",11,1,8,8,132,1,4,9,2,10,6,1,3,0,0,76,1,4,16,2,24,14
"OGFOD1",1,1,1,2,47,0,1,1,4,1,1,0,0,0,0,14,0,3,1,1,4,6
"BBS2",0,0,1,10,53,1,0,2,0,1,1,0,1,0,0,12,0,0,2,0,7,3
"MT3",0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0
"MT2A",70,36,24,262,2767,7,17,72,3,47,48,13,7,5,12,1618,143,15,238,20,341,336
"RP11-249C24.10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MT1E",6,2,4,118,569,2,2,9,1,12,10,9,2,0,1,1434,18,7,18,5,42,121
"MT1M",1,2,2,27,151,0,2,4,1,2,2,2,1,1,0,404,10,1,5,0,6,70
"MT1A",0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0,1,11
"MT1F",1,4,1,2,18,4,0,8,3,6,5,0,0,0,1,235,1,5,5,2,2,9
"MT1G",13,2,2,9,111,2,3,7,4,6,6,2,2,1,0,2018,1,4,12,1,16,11
"MT1H",1,2,1,0,15,0,0,0,0,0,2,1,0,0,0,228,0,1,2,0,4,3
"MT1X",12,6,6,31,431,6,5,15,2,15,14,7,2,1,0,455,5,7,24,3,28,103
"RP11-343H19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NUP93",7,0,2,1,36,1,1,1,2,2,0,1,1,0,2,36,0,0,5,1,8,2
"HERPUD1",78,11,35,27,414,5,11,16,30,18,6,1,3,0,2,142,9,360,68,3,52,11
"CETP",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NLRC5",5,3,2,1,28,1,1,3,5,1,4,0,4,2,3,66,2,1,8,1,23,1
"RP11-407G23.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CPNE2",2,0,2,11,16,1,0,1,0,0,1,0,0,0,0,23,2,0,3,0,29,4
"FAM192A",10,3,5,7,103,4,3,11,0,6,2,0,2,0,1,57,2,5,9,1,19,9
"RSPRY1",6,1,3,3,98,1,4,10,0,4,2,1,1,1,0,37,2,4,5,1,12,9
"ARL2BP",9,3,5,21,301,1,8,6,4,15,10,4,1,1,1,33,6,10,7,1,51,11
"PLLP",0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,19,0
"CCL22",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"CX3CL1",0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,66,13
"CCL17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIAPIN1",4,1,2,1,58,0,2,5,1,0,1,0,0,0,0,45,1,1,2,0,11,3
"COQ9",2,0,0,5,80,1,5,2,0,4,1,0,0,0,0,78,1,2,3,1,13,5
"POLR2C",3,2,2,5,143,1,2,7,3,3,4,1,1,2,5,45,6,1,2,2,21,12
"DOK4",0,0,0,0,24,1,1,0,1,0,0,0,0,0,0,45,1,0,0,0,8,1
"CCDC102A",0,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1
"ADGRG5",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0
"ADGRG1",0,0,1,1,3,0,1,0,0,0,3,0,0,0,1,29,0,0,0,0,50,1
"ADGRG3",0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"KATNB1",0,1,1,1,35,1,1,0,0,1,3,0,1,0,1,12,1,1,3,0,3,1
"KIFC3",5,0,0,9,32,2,3,5,0,0,2,0,0,0,0,0,2,0,1,0,30,3
"TEPP",0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
"ZNF319",1,0,1,1,8,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,1
"USB1",7,2,3,1,40,2,0,1,0,4,3,0,2,0,4,21,1,1,3,1,10,2
"MMP15",2,0,0,11,5,1,0,0,1,0,0,0,0,0,0,45,0,0,1,0,16,0
"CFAP20",4,0,2,10,120,0,1,4,2,6,7,0,0,0,0,33,3,0,2,1,48,4
"RP11-459F6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSNK2A2",3,1,2,3,28,0,2,1,0,3,0,1,0,0,0,21,1,1,6,3,10,2
"CCDC113",0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1
"GINS3",0,0,1,7,4,0,2,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0
"RP11-481J2.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-481J2.3",0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0
"NDRG4",1,0,0,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SETD6",1,0,2,3,25,1,1,0,0,1,0,0,2,1,0,9,0,3,0,0,5,1
"CNOT1",6,4,6,3,69,2,3,13,4,7,7,1,3,1,2,85,2,3,20,2,15,5
"RP11-481J2.4",0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,4,1,0,0,0,1,2
"AC010287.1",1,3,1,2,23,0,0,3,1,5,0,1,0,0,0,9,3,1,1,0,2,0
"SLC38A7",9,0,0,4,28,0,1,0,0,1,0,0,0,0,1,5,0,0,2,0,4,2
"GOT2",4,1,1,5,59,1,2,3,1,4,0,2,2,0,0,75,1,2,3,2,13,4
"CDH8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
"RP11-21L1.1",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CDH11",0,0,0,1,103,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,3,1
"LINC00922",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH5",0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,131,0
"LINC00920",1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0
"TK2",4,0,3,6,113,0,4,3,0,1,1,1,0,0,1,9,0,2,5,0,17,2
"RP11-403P17.3",2,0,1,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"RP11-403P17.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CKLF",30,15,36,7,235,21,9,110,1,59,44,1,2,4,13,140,1,16,74,4,49,5
"RP11-403P17.6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CMTM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CMTM3",14,2,11,8,171,3,1,11,0,5,5,0,2,1,0,1,1,0,15,1,13,0
"CMTM4",1,0,0,2,3,0,0,2,0,0,0,0,0,0,0,38,1,0,1,0,5,1
"DYNC1LI2",8,5,2,40,249,1,9,12,0,9,5,5,4,0,1,111,5,2,12,1,82,35
"RP11-63M22.2",0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"RP11-61A14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NAE1",1,3,0,14,111,2,4,6,3,3,3,1,0,1,2,76,7,5,3,1,20,3
"RP11-61A14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"CA7",1,0,1,1,16,0,1,2,0,0,0,0,0,0,1,857,0,1,1,0,3,1
"PDP2",0,1,0,2,6,0,0,1,0,1,1,0,0,0,2,12,0,1,0,0,2,1
"RRAD",1,0,0,2,21,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,14
"FAM96B",25,5,24,55,557,8,12,35,6,20,11,5,3,0,1,225,15,19,48,5,86,30
"CES2",11,2,3,6,81,1,0,7,2,4,3,2,1,0,0,366,4,7,5,0,15,4
"CES3",0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0
"CES4A",1,1,2,0,13,0,0,0,1,1,0,0,1,0,0,2,0,2,0,1,0,0
"CBFB",13,4,0,2,46,0,1,11,3,4,3,1,0,0,0,31,0,3,19,4,14,2
"C16orf70",4,0,0,1,18,1,0,2,0,0,0,0,1,0,0,9,0,0,6,0,4,0
"B3GNT9",0,0,0,0,38,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
"TRADD",8,2,7,7,150,1,3,5,1,20,10,1,1,2,1,23,4,12,6,5,15,3
"FBXL8",0,0,1,2,41,1,3,1,0,1,0,0,0,0,0,14,1,1,0,0,1,1
"HSF4",1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"NOL3",0,0,0,4,55,2,6,0,1,0,0,0,0,0,0,13,0,1,0,0,2,20
"KIAA0895L",1,0,0,4,26,0,2,0,0,0,0,1,0,0,0,21,0,0,3,0,5,2
"EXOC3L1",1,1,2,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,18,0
"E2F4",4,5,1,3,71,2,2,4,1,3,2,0,0,0,1,55,3,1,7,0,26,5
"ELMO3",1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,52,0,0,1,0,1,0
"LRRC29",2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"TMEM208",15,2,5,12,190,2,5,9,5,14,7,2,1,2,1,79,5,20,12,1,31,6
"FHOD1",4,1,0,2,34,1,0,7,0,2,0,2,0,0,0,12,3,0,4,0,15,2
"SLC9A5",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PLEKHG4",0,0,0,2,30,1,0,2,0,2,0,0,0,0,0,2,0,0,0,0,1,0
"KCTD19",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRRC36",0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"TPPP3",5,1,3,630,1238,0,2,0,2,1,2,4,0,0,0,18,39,1,18,0,28,65
"ZDHHC1",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HSD11B2",0,0,0,0,30,1,0,0,1,1,0,0,0,0,1,185,0,0,2,0,2,2
"RP11-297D21.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ATP6V0D1",36,2,13,5,268,0,5,11,4,8,2,1,2,1,2,135,6,5,49,1,32,9
"RP11-297D21.4",2,1,1,0,13,0,0,1,1,0,0,0,0,0,0,1,1,1,2,2,3,2
"AGRP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CTD-2012K14.8",1,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"FAM65A",7,0,4,3,51,0,7,7,2,2,0,1,1,0,0,3,4,2,6,0,58,4
"CTD-2012K14.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2012K14.6",0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2012K14.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"CTCF",5,1,1,6,81,2,3,6,6,7,2,0,4,0,0,49,2,4,10,2,23,8
"RLTPR",0,0,0,0,1,0,0,1,1,1,3,0,0,0,0,0,0,1,0,2,0,0
"ACD",4,0,3,5,44,1,1,4,0,4,1,1,0,0,0,16,3,1,4,0,15,3
"PARD6A",1,0,0,0,8,0,0,0,1,1,1,0,0,0,4,13,0,0,2,0,0,1
"ENKD1",1,0,0,1,28,0,0,2,0,0,0,3,0,0,0,10,1,1,2,0,1,5
"C16orf86",0,0,1,5,26,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1,3
"GFOD2",2,3,0,1,42,0,3,2,0,2,1,0,1,0,0,30,1,1,1,0,20,1
"RANBP10",1,0,2,3,16,0,3,0,0,1,0,0,0,0,0,8,0,1,0,1,2,2
"TSNAXIP1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CENPT",4,0,1,3,64,0,2,1,1,6,5,1,0,2,1,14,1,3,6,1,9,3
"THAP11",2,1,1,4,26,0,1,2,4,1,3,1,2,2,0,18,1,1,4,1,3,3
"NUTF2",15,2,7,9,155,2,9,15,2,17,5,2,2,2,2,99,3,5,20,0,34,19
"PSKH1",0,0,1,1,16,1,2,0,0,1,0,0,0,0,1,8,0,0,0,0,5,3
"CTRL",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"CTC-479C5.12",3,0,0,0,10,0,2,1,1,0,0,0,0,0,0,5,1,0,3,0,1,1
"PSMB10",12,2,11,10,130,3,2,8,3,14,7,4,1,1,4,75,3,5,35,0,16,4
"LCAT",2,0,1,2,26,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,10,4
"SLC12A4",3,1,2,5,69,0,5,0,0,0,1,0,0,0,1,1,4,1,1,0,16,7
"DPEP3",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"DPEP2",2,0,0,0,0,0,5,1,1,0,0,0,0,1,1,0,0,0,7,0,4,0
"DUS2",1,0,2,0,8,0,0,2,1,3,1,0,0,0,0,7,0,1,3,0,3,0
"CTC-479C5.6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DDX28",1,0,1,0,14,0,0,0,0,0,1,2,0,0,0,11,1,0,0,0,5,0
"NFATC3",6,3,5,8,79,2,3,17,6,8,14,5,5,4,1,68,3,1,12,1,19,3
"RP11-96D1.11",0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0
"ESRP2",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2,0
"PLA2G15",4,0,0,0,22,0,1,0,0,1,0,0,0,0,0,6,0,0,1,0,1,0
"SLC7A6",1,1,1,0,23,0,0,2,1,7,3,0,3,0,0,23,2,2,3,0,10,1
"SLC7A6OS",3,2,2,2,54,1,2,2,1,4,4,1,1,1,2,12,1,0,2,1,10,3
"PRMT7",3,0,1,7,28,1,1,1,0,3,1,0,0,1,0,26,0,1,1,0,2,3
"SMPD3",0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,31,0,0,0,0,0,0
"ZFP90",2,1,1,3,57,0,2,3,0,2,3,0,0,0,1,3,0,1,2,1,11,3
"RP11-615I2.6",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"CDH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"CDH1",0,1,0,1,10,0,0,2,1,1,0,0,0,0,1,210,0,0,1,0,2,1
"TANGO6",0,0,0,1,9,1,0,0,0,3,1,0,0,2,0,4,0,1,2,0,3,0
"HAS3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"CHTF8",7,0,3,2,86,1,6,6,3,2,2,3,0,0,3,43,3,1,8,0,21,3
"UTP4",1,1,1,5,26,2,0,2,0,2,0,2,1,0,0,18,3,0,1,0,7,0
"SNTB2",5,1,3,2,173,5,11,1,0,7,7,0,0,1,1,29,4,3,3,1,52,4
"VPS4A",5,3,1,7,102,0,3,7,1,4,3,0,0,2,1,51,7,5,6,2,31,6
"COG8",1,0,0,2,33,1,0,3,1,0,2,1,0,0,0,16,1,1,1,0,2,3
"PDF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NIP7",2,2,1,7,44,1,2,4,4,3,3,1,0,1,0,38,2,3,2,1,16,1
"TMED6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"TERF2",4,1,3,1,38,1,0,4,1,0,2,0,0,0,0,18,1,0,0,0,12,2
"CYB5B",13,1,3,9,153,1,7,11,3,12,9,3,1,1,0,99,4,1,7,1,32,9
"NFAT5",8,2,4,4,182,3,11,8,2,6,9,1,0,2,1,43,4,4,8,8,39,12
"NQO1",2,0,0,2,83,0,0,1,0,1,0,0,0,0,0,52,0,0,0,0,74,2
"CTD-2033A16.1",0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CTD-2033A16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NOB1",5,3,3,2,137,0,1,6,1,0,5,0,0,0,1,45,3,2,4,1,27,0
"WWP2",2,1,2,1,23,0,0,3,1,4,1,0,1,0,0,26,3,4,7,1,12,5
"CLEC18A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0
"PDPR",7,0,2,5,68,2,1,3,1,4,3,2,0,1,0,23,0,1,6,1,14,5
"EXOSC6",4,2,3,4,61,1,3,3,2,3,3,1,1,0,0,35,1,1,3,0,14,3
"AARS",2,0,3,6,65,0,2,1,1,2,0,0,0,0,0,20,1,6,1,0,9,3
"DDX19B",3,1,2,4,63,0,4,0,3,1,0,1,0,0,1,21,0,5,7,0,9,3
"DDX19A",3,1,1,4,67,0,4,3,0,0,3,0,0,0,2,24,0,4,4,2,9,3
"ST3GAL2",3,0,4,0,48,0,1,5,0,0,2,0,0,0,0,3,1,7,6,1,18,6
"RP11-529K1.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FUK",1,0,1,2,12,0,0,1,0,0,0,0,1,0,0,9,0,1,1,0,7,0
"COG4",2,1,1,4,52,0,3,3,2,4,8,1,1,0,0,26,2,2,4,1,8,5
"SF3B3",5,0,1,5,67,1,1,3,1,3,1,0,0,0,0,49,4,1,0,0,12,1
"IL34",1,0,0,4,95,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,15,0
"MTSS1L",0,0,0,7,12,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,3,1
"VAC14",3,0,1,0,28,0,0,1,0,0,2,0,0,0,0,17,1,1,0,0,2,2
"VAC14-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"HYDIN",0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMTR2",8,2,1,6,43,3,2,6,2,3,5,1,2,0,0,30,1,2,2,2,12,3
"CALB2",0,0,0,0,0,0,0,47,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"ZNF23",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"ZNF19",0,0,0,1,6,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
"TAT-AS1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-432I5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MARVELD3",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,2
"PHLPP2",2,0,1,0,21,0,2,2,3,2,0,0,0,2,0,20,0,0,4,0,4,3
"AP1G1",3,2,3,2,36,0,2,2,0,2,3,3,0,0,0,33,2,1,3,0,6,6
"ATXN1L",2,1,2,2,36,0,1,2,2,2,3,0,0,2,1,22,1,1,4,0,13,6
"IST1",13,1,5,3,118,3,3,8,3,4,10,0,0,0,0,60,1,1,7,2,29,4
"ZNF821",4,2,1,6,47,1,0,8,2,1,0,1,0,0,0,26,0,1,8,0,11,3
"PKD1L3",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"DHODH",0,0,1,0,12,0,7,1,1,1,0,0,0,0,0,15,1,0,0,0,5,2
"TXNL4B",2,0,1,2,10,0,2,1,3,1,1,0,0,0,0,10,0,2,2,0,3,4
"HP",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"HPR",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DHX38",9,0,4,6,66,2,4,5,3,4,5,3,3,2,2,36,2,4,9,1,16,3
"PMFBP1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"LINC01572",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"AC004158.3",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP5-991G20.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2
"ZFHX3",22,0,6,16,198,0,8,17,0,0,0,4,0,0,0,41,21,1,18,0,21,129
"RP11-346C20.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-346C20.3",0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"HCCAT5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"AC140912.1",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,15
"AC009120.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC009120.10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC009120.11",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSMD7",21,3,9,17,296,2,10,15,5,8,9,1,1,2,2,180,4,17,20,6,60,16
"RP11-252A24.3",0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"NPIPB15",0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0
"GLG1",22,4,7,22,430,2,10,1,3,13,11,3,3,2,1,56,8,11,29,2,39,11
"RFWD3",5,0,2,1,11,1,1,2,0,1,2,0,0,0,1,27,0,2,1,1,5,0
"MLKL",3,0,4,2,40,1,1,1,1,2,5,0,1,0,1,20,0,6,11,0,33,1
"FA2H",0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,46,0,0,0,0,0,0
"WDR59",3,0,0,3,49,0,1,2,1,1,0,1,0,0,0,15,2,2,3,1,7,3
"ZNRF1",0,1,1,1,23,0,2,11,0,1,2,1,0,0,0,15,1,1,3,0,11,1
"RP11-252E2.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"LDHD",1,0,0,4,4,0,0,2,0,0,0,0,0,0,0,25,0,0,0,0,0,1
"ZFP1",1,0,0,0,13,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,4
"BCAR1",0,0,1,4,43,0,13,0,0,0,0,3,0,0,0,52,7,0,0,0,19,10
"CFDP1",20,6,9,17,389,0,16,9,3,6,6,2,3,2,0,192,11,5,21,2,79,27
"RP11-77K12.9",0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"TMEM170A",3,2,6,6,86,1,3,7,5,8,7,0,1,1,1,53,3,2,11,3,26,4
"CHST6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-77K12.10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"TMEM231",0,0,0,0,15,0,2,0,0,0,0,2,0,0,0,5,0,0,0,0,6,1
"RP11-490B18.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GABARAPL2",35,7,12,72,953,7,47,43,12,22,16,9,4,4,0,120,17,15,41,6,211,48
"ADAT1",1,1,4,4,24,1,2,3,1,4,3,2,1,1,3,19,0,2,3,1,10,3
"KARS",12,4,8,4,170,1,0,10,5,12,12,1,3,1,3,121,3,5,27,5,31,15
"TERF2IP",19,15,11,30,364,6,8,36,7,29,29,2,10,2,4,52,7,19,21,4,64,22
"MON1B",3,0,3,2,33,2,1,6,3,3,2,0,1,0,0,31,1,4,12,1,9,6
"SYCE1L",1,0,0,0,27,0,0,0,0,5,2,0,0,0,0,27,0,1,1,0,5,1
"ADAMTS18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NUDT7",0,0,0,3,41,0,2,0,0,0,1,0,0,0,0,11,0,0,1,0,6,0
"VAT1L",0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"WWOX",3,1,1,1,40,0,0,2,0,0,0,1,0,0,0,13,0,1,3,1,4,1
"RP11-264L1.4",0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"RP11-679B19.1",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAF",64,7,9,17,271,0,33,5,0,22,7,2,8,3,3,4,4,0,8,18,1,2
"RP11-70D24.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-70D24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"LINC01229",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MAFTRR",0,0,1,2,10,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
