"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"COL20A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PPDPF",233,194,29,18,96,3,281,27,19,3,114,21,75,154,22,13,18,432,43,11,47,56,36,3213,403
"PTK6",7,2,1,0,2,0,3,0,1,0,3,1,1,3,1,0,0,1,0,0,1,0,0,214,2
"RP4-697K14.15",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"C20orf195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"HELZ2",4,13,2,0,9,0,8,1,0,1,2,1,6,8,0,2,3,17,2,2,4,2,1,85,23
"GMEB2",3,2,1,1,2,0,0,1,1,0,2,0,1,1,0,0,0,3,0,0,1,1,0,21,6
"CTD-3184A7.4",2,0,1,0,2,1,1,0,0,0,2,3,2,6,6,1,0,3,2,0,0,1,0,22,8
"STMN3",1,14,0,0,2,1,25,0,1,0,3,0,2,3,1,0,2,15,1,0,0,2,0,84,3
"RTEL1-TNFRSF6B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"ARFRP1",16,29,3,0,5,0,18,0,1,0,9,3,4,5,2,0,2,29,2,3,4,7,4,80,43
"ZGPAT",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6,0
"RP4-583P15.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LIME1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC2A4RG",4,12,2,2,6,2,19,0,0,1,2,1,2,5,0,1,0,12,0,0,4,6,3,61,21
"ZBTB46",5,2,0,2,0,0,6,0,0,2,0,0,0,0,0,0,0,19,0,0,1,0,0,1,26
"RP4-591C20.9",3,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5,2
"TPD52L2",46,20,3,4,3,1,24,0,2,1,5,2,4,4,1,0,1,50,3,3,4,2,3,111,35
"DNAJC5",15,8,0,2,3,0,7,1,0,0,1,0,3,3,2,0,0,12,1,4,0,3,1,111,49
"UCKL1",10,5,1,1,6,0,9,3,0,1,2,4,3,4,0,0,1,19,2,0,4,0,2,81,28
"UCKL1-AS1",1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,4,1
"ZNF512B",1,6,0,0,1,0,6,1,1,1,0,0,0,4,0,0,0,8,0,0,0,0,0,0,19
"SAMD10",1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,1
"PRPF6",31,28,8,1,5,1,33,4,3,1,25,5,9,24,0,4,2,42,5,7,9,6,4,263,77
"LINC00176",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,13
"SOX18",1,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,299
"TCEA2",6,5,0,0,3,0,23,1,1,0,7,0,0,5,0,0,2,28,0,0,2,1,1,10,49
"RGS19",82,1,1,14,4,0,1,1,3,0,8,5,9,15,1,5,0,13,2,9,4,4,2,4,14
"OPRL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"LKAAEAR1",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
"MYT1",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"PCMTD2",8,7,1,1,4,0,23,0,1,1,3,1,0,4,0,3,3,8,3,0,1,1,1,43,40
"LINC00266-1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-3113P16.11",2,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,6,11
"PLPP2",0,1,1,0,0,0,2,0,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,222,33
"MIER2",3,11,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,18,50
"C2CD4C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"SHC2",2,2,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,6,19
"ODF3L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"MADCAM1",0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,16
"AC005775.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TPGS1",3,4,0,0,2,0,3,0,0,0,0,0,2,3,0,0,1,3,0,0,0,1,1,5,6
"CDC34",16,3,0,2,4,0,5,0,0,0,2,2,3,1,1,0,1,12,2,0,0,2,1,67,27
"GZMM",1,1,10,1,27,4,1,5,4,0,0,0,13,48,5,18,5,1,0,0,4,2,5,3,0
"AC009005.2",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10,0
"BSG",115,161,10,6,28,3,187,11,4,3,33,6,15,31,2,5,7,258,29,7,15,19,16,609,286
"HCN2",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"POLRMT",7,0,0,0,3,1,3,0,1,0,2,0,1,3,0,1,0,11,2,0,2,0,1,30,16
"FGF22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"RNF126",12,8,2,1,4,0,10,1,1,0,2,2,4,3,1,3,1,20,5,3,0,8,1,80,23
"AC004156.3",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"FSTL3",1,8,0,0,0,0,13,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,8,1
"PRSS57",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PALM",0,7,0,0,0,0,21,0,0,2,0,0,0,0,0,1,0,9,0,0,0,0,0,4,14
"MISP",2,1,3,2,2,0,0,0,0,0,2,0,0,4,0,1,0,8,2,0,0,1,1,447,8
"AC006273.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AC006273.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"PTBP1",57,36,6,6,19,2,36,3,4,3,13,3,18,17,1,1,3,62,8,7,8,10,5,234,117
"PLPPR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AZU1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PRTN3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ELANE",0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFD",130,39,0,1,5,0,2982,0,1,0,4,1,5,3,0,1,0,6,1,27,3,0,3,42,12
"MED16",10,8,2,1,1,0,5,1,1,0,3,0,1,3,0,0,1,17,0,0,0,2,1,45,9
"R3HDM4",18,10,0,1,5,0,7,1,1,0,4,0,6,7,2,3,0,14,1,4,3,2,6,50,24
"ARID3A",11,8,0,0,2,0,7,0,0,0,2,3,1,2,0,0,0,33,7,6,1,2,0,76,9
"WDR18",18,11,1,1,4,1,13,3,1,0,4,0,1,1,1,1,1,30,3,1,2,2,2,77,27
"LLNLR-284B4.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM259",34,14,1,2,6,0,18,2,2,0,3,2,11,10,0,1,1,29,2,0,1,3,6,119,61
"CNN2",49,65,5,20,24,1,34,2,4,1,9,12,14,21,2,1,5,95,5,10,8,10,8,131,49
"ABCA7",1,0,1,0,1,0,1,0,0,0,3,1,0,4,1,0,0,1,1,0,0,2,0,19,5
"HMHA1",28,2,4,6,12,0,0,1,3,1,5,3,6,11,3,4,0,2,2,2,7,4,8,32,11
"POLR2E",82,26,1,3,16,1,28,3,1,2,10,8,8,16,1,3,2,65,1,5,8,9,4,171,79
"GPX4",645,264,12,45,42,1,298,14,6,4,141,13,38,52,9,9,9,266,24,47,22,30,37,526,416
"SBNO2",11,6,1,1,1,0,11,1,0,0,2,0,2,5,0,0,0,10,2,2,1,0,2,49,42
"STK11",13,6,0,0,1,0,7,0,0,0,3,0,2,3,0,0,0,14,0,0,1,0,0,61,16
"CBARP",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0
"ATP5D",109,49,7,8,21,0,82,9,2,2,37,8,15,27,4,2,3,149,14,8,11,17,9,672,134
"MIDN",72,37,7,7,12,1,98,4,5,3,43,5,14,29,5,8,10,157,17,12,7,8,5,402,353
"CIRBP",112,164,16,17,66,4,254,16,16,3,132,29,40,99,12,17,20,201,68,18,35,39,54,331,252
"CIRBP-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C19orf24",24,20,5,0,13,0,26,1,2,1,6,3,3,12,0,6,2,31,5,4,7,2,5,130,43
"MUM1",17,30,1,0,5,1,42,2,3,1,12,3,1,8,2,2,2,42,5,2,3,3,0,68,38
"NDUFS7",144,50,4,16,38,4,89,4,5,2,40,7,13,36,2,6,4,155,21,16,10,15,16,521,181
"GAMT",3,7,0,0,3,0,15,0,2,0,7,3,0,5,1,0,0,45,0,0,0,2,1,1,1
"DAZAP1",31,17,0,2,7,0,24,0,2,1,9,3,2,13,0,1,1,43,2,4,2,5,5,156,73
"RPS15",1684,1235,214,397,571,58,1981,146,142,62,919,404,596,921,185,174,190,2108,525,236,282,292,356,9738,3167
"CTB-25B13.5",2,2,0,0,0,0,3,0,0,0,0,0,2,3,0,2,0,1,1,0,0,0,1,2,3
"CTB-25B13.12",1,0,0,0,1,0,4,0,1,0,0,0,0,1,0,0,0,2,2,1,0,0,0,6,2
"C19orf25",19,19,4,3,15,3,17,4,3,0,13,1,10,24,1,4,0,30,3,2,5,5,6,84,30
"PCSK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,1
"REEP6",2,1,0,1,1,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,12,0
"ADAMTSL5",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0
"CTB-25B13.9",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX3D",1,7,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,22,33
"MBD3",10,3,0,0,3,0,9,0,0,0,0,1,0,2,1,0,0,17,0,0,1,1,2,45,46
"UQCR11",437,172,23,39,78,6,177,21,18,5,89,22,48,102,14,19,12,350,50,55,29,32,35,1513,508
"TCF3",12,10,0,0,1,0,4,0,0,0,0,3,0,4,0,1,0,21,3,0,1,0,0,38,34
"ONECUT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ATP8B3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,3
"REXO1",5,5,1,1,1,0,3,0,0,0,1,0,2,5,1,0,1,8,0,1,0,1,2,29,14
"CTB-31O20.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"KLF16",9,2,0,0,0,1,5,0,0,0,1,0,0,1,0,0,0,14,1,2,1,0,0,47,16
"CTB-31O20.2",3,0,1,0,4,0,0,0,0,0,0,1,0,3,0,0,1,2,0,0,1,0,0,6,5
"ABHD17A",21,16,2,4,10,2,17,1,0,0,2,2,13,21,1,2,2,34,4,1,0,3,3,70,151
"SCAMP4",14,3,0,1,2,1,9,0,0,0,1,0,2,4,0,1,1,13,1,0,1,0,0,50,22
"ADAT3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1
"CSNK1G2",14,10,2,3,5,1,10,1,2,0,2,0,3,6,2,3,1,21,5,4,4,1,1,91,67
"BTBD2",0,6,0,2,2,0,14,0,0,0,3,2,3,3,1,0,1,14,1,0,0,0,1,41,16
"MKNK2",28,24,1,7,8,0,23,5,0,2,3,7,7,7,2,0,2,19,14,3,4,4,2,170,53
"MOB3A",25,5,5,8,12,0,14,0,3,0,9,6,13,17,1,6,1,16,2,3,6,7,5,21,36
"IZUMO4",2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,1,1,0,5,8,0
"AP3D1",43,27,3,6,9,0,19,2,3,0,9,5,6,10,0,0,0,54,8,2,6,2,5,148,68
"DOT1L",12,2,0,1,0,0,4,0,0,0,3,0,1,2,1,0,0,6,2,2,1,0,2,43,15
"PLEKHJ1",41,24,1,8,16,1,30,3,1,1,5,8,9,20,3,2,1,31,3,6,4,8,8,291,38
"SF3A2",4,4,2,1,3,0,9,0,1,0,2,2,6,6,0,0,2,9,2,2,0,2,5,35,21
"JSRP1",1,0,0,0,1,0,3,0,0,0,1,1,0,2,1,0,0,7,26,0,0,0,0,7,1
"OAZ1",1547,298,48,169,164,9,479,44,43,8,281,115,109,240,24,29,43,634,158,183,120,143,127,1936,833
"C19orf35",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINGO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LSM7",99,61,5,18,33,1,90,8,4,2,27,16,19,42,0,8,9,140,14,19,12,27,14,632,194
"SPPL2B",8,15,1,2,4,1,5,2,0,0,2,1,1,8,1,0,1,11,1,1,1,1,4,86,33
"TIMM13",108,69,5,15,25,1,95,2,2,2,29,6,12,25,3,5,2,165,10,19,11,9,15,593,244
"LMNB2",5,6,1,2,1,1,3,1,0,1,1,1,0,1,0,0,0,12,0,3,6,4,1,72,29
"GADD45B",248,274,7,15,25,3,310,3,1,7,148,2,13,13,3,8,5,293,10,21,6,7,5,156,266
"GNG7",1,0,0,2,0,0,3,0,0,0,1,3,0,0,0,0,0,0,20,3,0,0,0,3,20
"CTC-265F19.3",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
